,0,1
Accumulated time steps,0.0,177.0
Episode reward,0.0,1270.738931722128
Episode feedback,0.8,0.06857142817959185
total seconds,0.0,41.5490357875824
total minutes,0.0,0.69248392979304
cummulative feedback,0.0,12.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,1.0,1.0
tau,0.00016,0.00016
