,0,1
Accumulated time steps,0.0,220.0
Episode reward,0.0,1948.6015532435126
Episode feedback,0.8,0.2431192649398199
total seconds,0.0,64.11017727851868
total minutes,0.0,1.068502954641978
cummulative feedback,0.0,53.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,1.0,1.0
tau,0.00016,0.00016
