,0,1
Accumulated time steps,0.0,46.0
Episode reward,0.0,249.20092452786645
Episode feedback,0.8,0.38636362758264486
total seconds,0.0,13.272650718688965
total minutes,0.0,0.22121084531148275
cummulative feedback,0.0,17.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,1.0,1.0
tau,0.00016,0.00016
