,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Accumulated time steps,0.0,634.0,836.0,1396.0,1865.0,2137.0,2657.0,3007.0,3282.0,3549.0,4087.0,4431.0,4799.0,5068.0,5323.0,5479.0,5998.0,6179.0,6454.0,6706.0,6873.0,7030.0,7379.0,7531.0,7789.0,8304.0,8545.0,8804.0,9065.0,9238.0,9525.0,9772.0,9934.0,10092.0,10248.0,10582.0,10932.0,11119.0,11279.0,11527.0,11683.0,12110.0,12268.0,12423.0,12808.0,12957.0,13128.0,13382.0,13679.0,13835.0,13986.0,14145.0,14423.0,14582.0,14841.0,15089.0,15258.0,15533.0,15792.0,16062.0,16509.0,16663.0,16818.0,16974.0,17296.0,17452.0,17701.0,17866.0,18220.0,18372.0,18806.0,18961.0,19114.0,19304.0,19461.0,19617.0,19872.0
Episode reward,0.0,74.06304922003709,87.98505698347572,71.83667278805154,73.01776334826594,84.00052066554716,71.98441989781506,81.12225441516306,83.13074435471142,85.30782989186919,68.93724718561364,80.51945902705057,77.29769747868389,85.00635722701271,86.08014617016387,90.73340273689516,67.61690254791452,88.68548791495087,82.83431094182323,85.5538123167593,90.04857344036306,90.85183624693073,79.3294260137079,91.62285558324947,83.68160146658309,70.0463935522099,86.2566942428852,84.15906743913978,85.58057307738466,89.50354982472508,81.0021080907396,85.76816563563828,90.40112332522507,90.6155800765218,90.60185032827174,79.5966132106602,79.61870168442107,88.19170358891841,90.28161217986127,87.31836116717649,90.43379455387208,73.66127173597042,91.79702320246119,90.76497398820403,81.22728394819416,91.59854954003656,89.38113536815679,84.65984543456038,82.00243656925427,91.1305969324309,91.19296415502009,91.46000234529735,83.15389187319803,90.6695083064955,84.91812860610332,87.18812278981962,90.19908940341635,85.09361201329557,85.40667623090185,84.41043648902073,72.0520898440415,90.877063620301,91.35658106078371,91.10692358611685,82.15067310453729,90.03986846152772,84.98951236259501,88.8047246420148,80.07461852500828,91.08377373142328,79.06663055367748,91.13156406499563,91.86294945962375,87.66985562706154,91.24465023986453,90.45637020852777,86.21582680893377
Episode feedback,0.8,0.3449367083149736,0.1641791036608005,0.10375670822225991,0.08974358955182994,0.0811808115085579,0.04816955674726482,0.04011461306557417,0.03284671520858863,0.015037593928430099,0.020484171284014578,0.005830903773087744,0.010899182531609857,0.0037313432696591668,0.0,0.0064516128616024975,0.003861003853550186,0.011111111049382717,0.0,0.0,0.006024096349252432,0.0,0.0057471264202668786,0.0,0.003891050568517313,0.0,0.004166666649305556,0.0,0.0,0.0,0.0,0.0040650406338819485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,61.34473991394043,76.30860495567322,112.14167714118958,142.27032375335693,160.36633229255676,192.46977853775024,213.38713479042053,230.248206615448,245.72633290290833,276.6365661621094,296.3677523136139,317.5607576370239,333.03676772117615,347.55621004104614,356.8579866886139,385.18332624435425,395.92845702171326,411.3910734653473,425.49380803108215,435.71517515182495,444.7127649784088,464.1616253852844,473.4045100212097,487.66150093078613,515.2925040721893,528.9661817550659,543.1367287635803,557.629855632782,567.5733132362366,583.4974136352539,597.6900177001953,607.2023079395294,616.3029236793518,625.340514421463,643.9795842170715,663.2502295970917,673.8055288791656,682.925023317337,696.768205165863,705.8652970790863,728.946124792099,738.3342108726501,747.7317364215851,768.5018832683563,777.2007691860199,787.2799398899078,801.729781627655,818.3266913890839,827.4336514472961,836.3857824802399,845.502717256546,861.2041554450989,870.3134617805481,884.7280707359314,898.2786898612976,908.2890381813049,923.6622655391693,938.1783344745636,953.4786117076874,977.9473993778229,986.9639370441437,996.2143177986145,1005.3208785057068,1023.1339387893677,1032.2588319778442,1046.4938716888428,1056.204755306244,1075.8947303295135,1085.071837902069,1108.4575414657593,1117.7027609348297,1126.7422311306,1137.9542405605316,1147.183064699173,1156.3050816059113,1171.08722448349
total minutes,0.0,1.0224123318990073,1.2718100825945535,1.8690279523531597,2.371172062555949,2.672772204875946,3.2078296422958372,3.5564522465070088,3.8374701102574664,4.095438881715139,4.610609436035157,4.939462538560232,5.292679293950399,5.550612795352936,5.792603500684103,5.9476331114768985,6.419722104072571,6.598807617028554,6.856517891089122,7.091563467184702,7.261919585863749,7.411879416306814,7.7360270897547405,7.890075167020162,8.12769168217977,8.588208401203156,8.8161030292511,9.052278812726339,9.293830927213033,9.459555220603942,9.724956893920899,9.961500295003255,10.120038465658824,10.271715394655864,10.422341907024384,10.732993070284525,11.054170493284861,11.230092147986094,11.382083721955617,11.612803419431051,11.764421617984771,12.149102079868317,12.305570181210836,12.462195607026418,12.808364721139272,12.953346153100332,13.121332331498463,13.362163027127584,13.638778189818064,13.790560857454937,13.939763041337331,14.091711954275768,14.353402590751648,14.505224363009136,14.745467845598856,14.971311497688294,15.138150636355082,15.394371092319489,15.63630557457606,15.891310195128122,16.299123322963716,16.449398950735727,16.60357196331024,16.755347975095113,17.05223231315613,17.204313866297404,17.441564528147378,17.603412588437397,17.931578838825224,18.084530631701153,18.474292357762653,18.62837934891383,18.77903718551,18.965904009342193,19.119717744986215,19.27175136009852,19.518120408058167
cummulative feedback,0.0,218.0,251.0,309.0,351.0,373.0,398.0,412.0,421.0,425.0,436.0,438.0,442.0,443.0,443.0,444.0,446.0,448.0,448.0,448.0,449.0,449.0,451.0,451.0,452.0,452.0,453.0,453.0,453.0,453.0,453.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
