,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3941.0,4367.0,5366.0,6015.0,6942.0,7183.0,7444.0,8092.0,8639.0,9143.0,9578.0,9951.0,10210.0,10408.0,10672.0,10941.0,11215.0,11553.0,11737.0,12142.0,12484.0,12645.0,13116.0,13393.0,13654.0,13813.0,14158.0,14413.0,14649.0,15040.0,15191.0,15461.0,15776.0,16024.0,16179.0,16451.0,16718.0,16976.0,17129.0,17384.0,17542.0,17802.0,17963.0,18311.0,18583.0,18741.0,18896.0,19159.0,19542.0,19801.0
Episode reward,0.0,-65.69982324392055,-72.33140425771487,-66.92038251632769,43.279432167883876,75.11340001776277,-58.91670842119531,57.20864164440886,47.770663509526415,87.36002488515678,83.80689854105353,65.62529887704153,75.01982851802245,71.86590087270389,74.77079271452156,78.87946421505669,87.02328348796442,87.47829906520904,85.60900379286777,84.61315393800007,86.16750874523505,80.96217387155426,89.17080201718525,76.50476683086364,81.12807745008365,91.391238798476,71.39838501986443,82.30641153461929,84.3943221805528,89.11220768712174,80.29327917899762,85.62536803719802,86.09362824643233,75.39691473270082,91.09155770822248,83.45243509447553,78.87811984743747,86.00992400059839,91.659587346739,82.47785007362614,82.98288734773325,86.99903282490982,91.43531574433463,86.97465469279729,90.55931973080828,83.58851886197648,90.87393272255204,78.59010293346009,83.05411891260565,91.17160619292122,89.4368450914961,84.69698754273931,75.60389219459879,85.48756672476335
Episode feedback,0.8,0.20340681342344008,0.07715430853992554,0.08416833658900968,0.041401273841399924,0.032941176393079585,0.00801603205609616,0.007716049370808566,0.003239740817235701,0.0,0.0,0.0,0.0,0.0019880715666241123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,75.24720287322998,136.50030970573425,198.0808744430542,252.1261727809906,276.4656708240509,329.67992401123047,365.0533142089844,414.82089710235596,428.8182020187378,443.501672744751,478.9137065410614,508.64378547668457,535.8662056922913,559.8384239673615,580.6721522808075,594.8807554244995,606.0667922496796,621.092440366745,636.2700531482697,651.4195165634155,669.9561133384705,680.5500490665436,702.5627317428589,721.1438195705414,730.4187841415405,755.8166706562042,771.349930524826,785.8769309520721,795.277880191803,814.3272893428802,828.6266214847565,841.9808638095856,863.519721031189,872.4718687534332,888.0299417972565,905.7069141864777,920.0816082954407,929.4028136730194,945.2631707191467,961.447149515152,976.5177800655365,985.5835027694702,1000.202100276947,1009.6997272968292,1024.5321011543274,1034.265352487564,1054.3138537406921,1070.4171035289764,1079.8562679290771,1089.1132793426514,1103.930579662323,1125.2631278038025,1139.8934214115143
total minutes,0.0,1.2541200478871664,2.2750051617622375,3.3013479073842364,4.202102879683177,4.607761180400848,5.494665400187174,6.084221903483073,6.913681618372599,7.14697003364563,7.39169454574585,7.98189510901769,8.47739642461141,8.931103428204855,9.330640399456025,9.677869204680125,9.914679257074992,10.101113204161326,10.351540672779084,10.604500885804494,10.856991942723592,11.16593522230784,11.342500817775726,11.709378862380982,12.019063659509023,12.173646402359008,12.596944510936737,12.855832175413768,13.097948849201202,13.25463133653005,13.572121489048005,13.810443691412608,14.033014396826426,14.391995350519815,14.54119781255722,14.800499029954274,15.095115236441295,15.334693471590677,15.490046894550323,15.754386178652446,16.024119158585865,16.275296334425608,16.426391712824504,16.670035004615784,16.828328788280487,17.07553501923879,17.237755874792736,17.57189756234487,17.840285058816274,17.99760446548462,18.15188798904419,18.39884299437205,18.75438546339671,18.998223690191903
cummulative feedback,0.0,203.0,280.0,364.0,403.0,417.0,425.0,430.0,433.0,433.0,433.0,433.0,433.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
