,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,446.0,686.0,1094.0,1437.0,1775.0,2230.0,2741.0,3155.0,3569.0,4563.0,5234.0,6233.0,7232.0,8203.0,8849.0,9848.0,10847.0,11846.0,12845.0,13844.0,14843.0,15842.0,16841.0,17840.0,18721.0,19720.0
Episode reward,0.0,78.25689012669277,89.71698498832369,82.34034742572148,85.88676935080596,85.48535036084141,80.23178452544452,81.81409901476499,82.75191656848014,83.08777296282764,58.756030949293205,75.00754730486312,-39.87829397100854,-37.362335669690175,61.229998132697546,76.73351247372753,-41.57774223779956,-35.47752816743066,-38.3164880873627,-37.8811588372793,-37.49650165397308,-39.446267158179765,-34.96086201907209,-37.150424059790986,-33.974712871502966,65.3359042209976,-37.905472529984735
Episode feedback,0.8,0.34684684606566024,0.31799163046865425,0.2800982794100779,0.22222222157244964,0.17507418345675316,0.16299559435463526,0.1039215684236832,0.0871670700068594,0.08232445500647832,0.03121852967651709,0.026865671601693026,0.01603206411219232,0.0060120240420721205,0.006185567003932405,0.0015503875944955232,0.00200400801402404,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,33.04064869880676,51.28751492500305,80.79335331916809,103.0197868347168,123.95006060600281,150.96119618415833,179.22048830986023,201.96750211715698,224.60542130470276,274.09334564208984,308.10547375679016,357.4198246002197,405.78155994415283,453.24782037734985,485.2571384906769,535.2871236801147,586.5137412548065,634.9215207099915,683.136399269104,731.6070997714996,780.1897537708282,828.6737513542175,876.7298338413239,925.2842445373535,968.8038804531097,1018.3534832000732
total minutes,0.0,0.550677478313446,0.8547919154167175,1.3465558886528015,1.7169964472452799,2.06583434343338,2.5160199364026385,2.9870081384976706,3.3661250352859495,3.7434236884117125,4.568222427368164,5.135091229279836,5.956997076670329,6.763025999069214,7.554130339622498,8.087618974844615,8.921452061335247,9.775229020913441,10.582025345166524,11.385606654485066,12.193451662858328,13.003162562847137,13.81122918923696,14.612163897355398,15.421404075622558,16.14673134088516,16.972558053334556
cummulative feedback,0.0,154.0,230.0,344.0,420.0,479.0,553.0,606.0,642.0,676.0,707.0,725.0,741.0,747.0,753.0,754.0,756.0,757.0,757.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
