,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,252.0,568.0,911.0,1344.0,1755.0,1998.0,2997.0,3336.0,4053.0,5052.0,6051.0,7050.0,8049.0,9048.0,10047.0,11046.0,12045.0,13044.0,13864.0,14863.0,15862.0,16861.0,17860.0,18859.0,19858.0
Episode reward,0.0,88.13728931823806,84.88106994523245,85.25956425551276,81.74887908933042,82.73009177658125,89.16678493482843,-40.33578872433767,86.31492070357518,73.21714820396679,-33.173692651435026,-33.21760151691608,-39.499819620529586,-36.08658073508125,-39.836273294340586,-35.00245594136531,-37.854815104141224,-32.88886469898318,-38.60792665911645,69.04386686446752,-39.01204248159572,-38.448247985588125,-37.62167151259237,-36.03883224977899,-38.751039687221486,-37.178605428327614
Episode feedback,0.8,0.48799999804800004,0.4158730145527841,0.34502923875722447,0.2407407401834705,0.16585365813206426,0.1404958671880336,0.09619238467315393,0.06804733707678302,0.047486033453231796,0.028056112196336563,0.00901803606310818,0.012024048084144241,0.00100200400701202,0.00100200400701202,0.0,0.0,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,19.378751039505005,43.0046763420105,67.39479923248291,95.03129982948303,119.43589043617249,133.8392996788025,187.6340582370758,206.19634366035461,242.9170446395874,293.01238107681274,341.5856845378876,390.4527254104614,439.0232267379761,487.5043818950653,535.9494256973267,584.3038322925568,633.2032449245453,681.4907479286194,721.1961622238159,769.8498868942261,818.3864967823029,867.5065269470215,916.0008420944214,965.1877553462982,1016.1969683170319
total minutes,0.0,0.3229791839917501,0.716744605700175,1.1232466538747152,1.5838549971580504,1.9905981739362082,2.230654994646708,3.1272343039512633,3.436605727672577,4.04861741065979,4.883539684613546,5.693094742298126,6.507545423507691,7.317053778966268,8.125073031584423,8.932490428288778,9.738397204875946,10.553387415409087,11.358179132143656,12.019936037063598,12.8308314482371,13.639774946371714,14.458442115783692,15.266680701573689,16.086462589104972,16.936616138617197
cummulative feedback,0.0,122.0,253.0,371.0,475.0,543.0,577.0,673.0,696.0,730.0,758.0,767.0,779.0,780.0,781.0,781.0,781.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
