,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Accumulated time steps,0.0,747.0,1746.0,2325.0,3194.0,3971.0,4970.0,5969.0,6968.0,7800.0,8799.0,9798.0,10797.0,11796.0,12795.0,13794.0,14793.0,15792.0,16791.0,17790.0,18789.0,19788.0
Episode reward,0.0,74.21382321656343,-31.3190952839271,78.50417947190194,66.76752723457997,75.88820433754961,-28.764038433153395,-30.41474878198061,-32.254123955448705,72.83417648108664,-29.40427195613958,-29.22529940519894,-30.03368051395198,-28.45922131937919,-28.28597591687296,-30.595205103496557,-29.17073210242771,-29.042422277285695,-28.95989952103859,-29.687124430966254,-28.263435665325925,-29.548076190947462
Episode feedback,0.8,0.45234899268141077,0.2555110217880651,0.15743944609439542,0.09907834089967933,0.05283505147830535,0.028056112196336563,0.013026052091156261,0.00801603205609616,0.004813477731873072,0.00100200400701202,0.00400801602804808,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,57.098443269729614,126.96859669685364,163.0682728290558,210.9216012954712,251.05580806732178,301.40088295936584,350.6946532726288,399.9259033203125,440.7583487033844,488.77737522125244,536.9657258987427,585.174622297287,633.6619882583618,681.9984035491943,730.6137735843658,779.1656718254089,828.0518431663513,876.84108710289,925.2364447116852,973.5416224002838,1023.1859140396118
total minutes,0.0,0.9516407211621603,2.116143278280894,2.7178045471509296,3.5153600215911864,4.184263467788696,5.023348049322764,5.8449108878771465,6.665431722005208,7.34597247838974,8.146289587020874,8.949428764979045,9.75291037162145,10.561033137639363,11.366640059153239,12.176896226406097,12.986094530423482,13.800864052772521,14.6140181183815,15.42060741186142,16.225693706671397,17.053098567326863
cummulative feedback,0.0,337.0,592.0,683.0,769.0,810.0,838.0,851.0,859.0,863.0,864.0,868.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
