,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,1000.0,1250.0,1890.0,2596.0,2838.0,3307.0,3917.0,4147.0,5146.0,5614.0,5996.0,6942.0,7418.0,8056.0,8862.0,9422.0,10421.0,10724.0,11723.0,12722.0,13554.0,14466.0,15465.0,16328.0,17085.0,17585.0,18448.0,19447.0
Episode reward,0.0,-52.33446829008412,87.81946325392884,72.92759288038377,68.69654430760403,88.9635416084292,81.43361993560262,76.59027137348014,94.20316025614252,-33.44755946514601,86.29705163730996,85.54736924647742,71.34250821710404,85.30402306180744,84.61564901210718,77.5449628612646,83.52247446669533,-30.15839320347731,92.03391716725166,-23.01274505481562,-27.846481302035563,77.7349920476861,69.31925342204578,-28.9867260615308,82.43106716969133,76.2612159061281,80.01074656152255,83.57906050848186,-26.49711944512969
Episode feedback,0.8,0.2685370738792214,0.21285140476766504,0.15179968677339642,0.10638297857250642,0.07883817394672957,0.08547008528745709,0.06732348100603698,0.026200873248031123,0.02304609216127646,0.01927194856686949,0.010498687636486384,0.010582010570812688,0.0042105263069252075,0.0047095761307541974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,65.45342326164246,82.22977042198181,120.01005244255066,161.83771347999573,175.66242814064026,201.86944270133972,234.6143012046814,247.13485884666443,297.5027332305908,321.15155243873596,340.535138130188,387.1963198184967,410.70433020591736,442.33826971054077,481.54880690574646,509.07565903663635,557.798177242279,572.8862409591675,621.3620131015778,670.1052966117859,710.7530241012573,755.2576215267181,808.3620524406433,850.9118664264679,887.62735247612,912.5145163536072,954.8960313796997,1004.1330802440643
total minutes,0.0,1.090890387694041,1.3704961736996968,2.0001675407091777,2.6972952246665955,2.9277071356773376,3.3644907116889953,3.9102383534113567,4.118914314111074,4.958378887176513,5.352525873978933,5.6755856355031336,6.453271996974945,6.845072170098622,7.37230449517568,8.025813448429108,8.484594317277272,9.296636287371317,9.548104015986125,10.356033551692963,11.16842161019643,11.845883735020955,12.587627025445302,13.472700874010721,14.181864440441132,14.793789207935333,15.20857527256012,15.914933856328329,16.735551337401073
cummulative feedback,0.0,268.0,321.0,418.0,493.0,512.0,552.0,593.0,599.0,622.0,631.0,635.0,645.0,647.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
