,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,428.0,666.0,1029.0,1284.0,1625.0,2231.0,2935.0,3435.0,4092.0,5091.0,5724.0,6711.0,7645.0,8463.0,9462.0,10461.0,11460.0,12459.0,13458.0,14457.0,15456.0,16455.0,17454.0,18453.0,19452.0
Episode reward,0.0,80.57380401600781,89.17498701927687,81.67083241976037,89.58112627105595,83.97748224235389,74.3728123160074,72.49798257155842,78.36868356091095,78.66985834354693,-33.50903786094089,75.76846064787988,61.52117655808289,68.70532026356476,71.17293206905421,-34.45236715606035,-33.24017409159865,-28.564933308525923,-32.212937821303306,-34.80422516942722,-37.29380322432785,-35.01472857706795,-36.162578227708174,-30.785709842862886,-35.74891363675047,-34.546613290609194
Episode feedback,0.8,0.4906103274868302,0.3333333319268636,0.27071823129635847,0.2283464557939116,0.18823529356401383,0.15867768568813606,0.08961593159371845,0.08016032048064065,0.04878048773051755,0.028056112196336563,0.01582278478509053,0.011156186601261475,0.002143622720103298,0.00367197061974055,0.00100200400701202,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,31.93206238746643,48.678818225860596,72.73976063728333,89.88152408599854,111.49860072135925,147.81702184677124,185.98804593086243,213.3242199420929,247.42009282112122,298.6702883243561,330.68246507644653,379.35693287849426,424.9167504310608,465.1541838645935,513.8561515808105,562.4736878871918,610.9336731433868,659.254198551178,707.3979980945587,755.996819972992,804.8570573329926,853.2403147220612,901.7966361045837,950.1411051750183,998.6094250679016
total minutes,0.0,0.5322010397911072,0.8113136370976766,1.212329343954722,1.498025401433309,1.8583100120226541,2.463617030779521,3.099800765514374,3.555403665701548,4.123668213685353,4.977838138739268,5.511374417940775,6.322615547974904,7.08194584051768,7.752569731076559,8.564269193013509,9.37456146478653,10.182227885723114,10.987569975852967,11.789966634909312,12.599946999549866,13.41428428888321,14.220671912034353,15.029943935076396,15.835685086250304,16.64349041779836
cummulative feedback,0.0,209.0,288.0,386.0,444.0,508.0,604.0,667.0,707.0,739.0,767.0,777.0,788.0,790.0,793.0,794.0,795.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
