,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7906.0,8905.0,9904.0,10788.0,11180.0,11632.0,12230.0,12591.0,12941.0,13199.0,13353.0,13605.0,13871.0,14128.0,14287.0,14637.0,14944.0,15106.0,15254.0,15518.0,15675.0,15934.0,16193.0,16349.0,16683.0,16839.0,17088.0,17404.0,17696.0,17944.0,18205.0,18364.0,18729.0,18883.0,19132.0,19364.0,19514.0,19910.0
Episode reward,0.0,-68.50946253133162,-81.93624436615644,-62.01556654996435,-31.12850506961167,-33.432073836961074,-19.52114249445599,-71.12519797636163,35.71892587129493,-66.37279533042309,-59.76206366221601,59.0655366213769,73.38213398435128,74.02862470442231,70.39974095381766,80.25926524150545,81.73327563066462,85.99313224517509,92.01462286144483,86.22035124157534,84.78140026389211,85.14192397403666,91.90399968728843,78.75679945743872,84.55096222554926,90.53381513864896,92.22773237680825,85.72809593397898,90.07986471964162,85.39562232418608,86.42851192176285,90.16030772391291,83.58852375336429,92.30837533767306,87.43803038311175,83.80301957327296,82.29589070685087,85.25168969466704,84.58524654159397,89.80020451137463,77.96510476302413,89.45205959865207,85.49985641176194,87.3112289617305,91.61100331742323,78.73058779193855
Episode feedback,0.8,0.07314629251187746,0.10621242474327412,0.06412825644876928,0.05911823641370918,0.028056112196336563,0.00801603205609616,0.0050100200350601,0.0021953896792586284,0.00200400801402404,0.00200400801402404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,60.2113676071167,125.0153226852417,187.28517746925354,251.97915887832642,314.1724331378937,370.4476523399353,424.63291025161743,474.084810256958,527.4247941970825,581.4097785949707,629.2428107261658,650.4168365001678,674.7010419368744,706.3953201770782,726.323548078537,745.1873881816864,759.3906862735748,768.5002152919769,782.4278857707977,797.3178305625916,811.7211735248566,821.1835837364197,840.3279814720154,857.2684361934662,866.5050749778748,875.2041265964508,889.944130897522,899.2640237808228,914.2548320293427,928.9488594532013,938.0968964099884,956.3361523151398,965.5424683094025,979.6692991256714,997.3971300125122,1013.9624302387238,1028.023771762848,1042.8863682746887,1052.241510629654,1072.2004086971283,1081.2865669727325,1095.1818633079529,1108.3708941936493,1117.2660400867462,1139.1154954433441
total minutes,0.0,1.003522793451945,2.083588711420695,3.121419624487559,4.199652647972107,5.2362072189648945,6.174127538998921,7.07721517086029,7.901413504282633,8.790413236618042,9.690162976582846,10.48738017876943,10.840280608336132,11.245017365614574,11.773255336284638,12.105392467975616,12.419789803028106,12.656511437892913,12.808336921532948,13.040464762846629,13.288630509376526,13.528686225414276,13.68639306227366,14.005466357866924,14.287807269891102,14.441751249631245,14.586735443274181,14.832402181625366,14.987733729680379,15.237580533822378,15.482480990886689,15.634948273499807,15.938935871918996,16.092374471823373,16.327821652094524,16.623285500208535,16.899373837312062,17.133729529380798,17.38143947124481,17.537358510494233,17.870006811618804,18.021442782878875,18.25303105513255,18.47284823656082,18.621100668112437,18.98525825738907
cummulative feedback,0.0,73.0,179.0,243.0,302.0,330.0,338.0,343.0,345.0,347.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
