,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10866.0,11865.0,12554.0,13530.0,14190.0,14665.0,14928.0,15298.0,15571.0,15738.0,16101.0,16267.0,16525.0,16691.0,16849.0,17016.0,17180.0,17352.0,17528.0,17801.0,17957.0,18255.0,18420.0,18588.0,18754.0,18921.0,19086.0,19249.0,19411.0,19679.0,19841.0
Episode reward,0.0,-75.81238932131374,-64.93317604506669,-71.12402897995821,-67.5163754630375,-14.995567308832062,-39.96626934618548,-33.24623412057906,-60.978893249503045,-57.73655700429409,-56.00265057121363,51.736168796658,-55.39358474819301,65.97402221621957,45.7810093300604,62.86455130536695,72.71444854605303,86.33568419407729,77.4473509920897,84.20296493321737,88.77099998057837,79.00611645593182,90.40970941074139,85.3211881564151,88.92805316638956,90.22453656617569,90.29788325026969,90.41400376148356,89.64050677367942,87.45931472339147,82.64019735889735,88.22776861175208,82.3303860065084,89.24240493478005,88.70576837753491,88.43847564866583,88.95187605296898,89.3400836780255,89.80344146995517,88.15315692102762,83.82129406850315,89.66824159647322
Episode feedback,0.8,0.12625250488351453,0.08817635261705777,0.07014028049084141,0.04308617230151686,0.04208416829450484,0.0100200400701202,0.0060120240420721205,0.0060120240420721205,0.00200400801402404,0.00200400801402404,0.0011441647584162875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,66.58949494361877,128.11324667930603,189.28078746795654,247.76717233657837,305.72175192832947,360.6477916240692,414.31440353393555,468.2220358848572,521.2940418720245,575.1083564758301,621.7522342205048,676.1154978275299,714.1650540828705,767.3160085678101,802.8868458271027,828.5374345779419,843.0565276145935,863.2465832233429,878.7533419132233,888.7691400051117,908.7454564571381,918.7282545566559,933.1376175880432,942.8346288204193,952.1553409099579,961.847410440445,971.2102203369141,981.125467300415,991.1288084983826,1006.5164089202881,1015.5435786247253,1032.1024396419525,1041.79887008667,1051.8455338478088,1061.7780556678772,1071.5258085727692,1080.9176218509674,1090.491589307785,1099.8171517848969,1114.6747283935547,1124.3397119045258
total minutes,0.0,1.1098249157269795,2.135220777988434,3.154679791132609,4.129452872276306,5.095362532138824,6.0107965270678205,6.905240058898926,7.803700598080953,8.688234031200409,9.585139274597168,10.362537237008413,11.268591630458832,11.902750901381175,12.788600142796835,13.381447430451711,13.808957242965699,14.050942126909892,14.387443053722382,14.645889031887055,14.812819000085195,15.145757607618968,15.312137575944265,15.552293626467387,15.713910480340322,15.869255681832632,16.030790174007414,16.186837005615235,16.352091121673585,16.518813474973044,16.775273482004803,16.925726310412088,17.201707327365874,17.3633145014445,17.530758897463482,17.696300927797953,17.85876347621282,18.015293697516125,18.174859821796417,18.330285863081613,18.57791213989258,18.738995198408762
cummulative feedback,0.0,126.0,214.0,284.0,327.0,369.0,379.0,385.0,391.0,393.0,395.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
