,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,1000.0,1999.0,2630.0,3308.0,3578.0,4068.0,4818.0,5074.0,5439.0,5802.0,5969.0,6125.0,6303.0,6655.0,7006.0,7265.0,7436.0,7591.0,7862.0,8148.0,8309.0,8563.0,9081.0,9335.0,9489.0,9939.0,10191.0,10460.0,10624.0,10786.0,10949.0,11345.0,11499.0,11655.0,11905.0,12170.0,12320.0,12472.0,12724.0,12981.0,13135.0,13392.0,13543.0,13787.0,14036.0,14193.0,14454.0,14713.0,14865.0,15112.0,15357.0,15516.0,15671.0,15910.0,16062.0,16213.0,16768.0,17029.0,17544.0,17700.0,18034.0,18380.0,18533.0,18690.0,18861.0,19096.0,19349.0,19500.0,19697.0,19860.0
Episode reward,0.0,-68.04245812511445,-58.846468996639814,64.31423822118427,61.50162458963882,84.70816513914768,71.74021316796258,55.64766598817314,85.77267808049106,80.0047524568242,78.01005331688305,89.19580680208162,90.63793564552259,88.18981274646885,79.93147236295022,79.27346718492993,84.17017851810277,89.22866001449323,91.0066116629142,81.91673452664466,80.90902533699354,89.01784093805809,85.1850946199096,68.2520408817175,84.67393991630428,90.22964462385802,72.52530083323569,85.31435975847296,83.47950926502077,89.89480367155565,89.79573033488175,89.60806262576826,75.10311553894304,90.38911334939586,90.53170435540936,85.04899595372669,82.210838795134,90.59736105916197,89.91617961800785,84.73624711334627,84.23486742966567,90.95433563133442,85.45626336648314,90.90962089593936,84.74515980564786,85.07292678077383,90.27999688175204,83.2067801797872,85.75793607763853,91.39644249346448,84.46842721252442,84.16524374095496,90.24222208402415,90.49636553412664,85.5393018666052,90.99269516302185,90.72484477690631,67.775235146076,83.62725339282748,71.83213651984377,90.25699713806638,79.48176837288068,79.84247186859,91.34263798930994,89.80728587009006,89.09643545376727,84.56759293542642,83.90529436679675,91.1067314314025,86.45749519790488,90.3998336024768
Episode feedback,0.8,0.18236472927618766,0.12224448885546645,0.061904761806500376,0.031019202317549184,0.03345724894625558,0.014314928396083991,0.001335113482863667,0.0,0.0027472527397053494,0.005524861863190989,0.006024096349252432,0.0064516128616024975,0.0,0.0,0.0,0.0,0.0,0.012987012902681734,0.0037037036899862825,0.0,0.0,0.0039525691543376715,0.0019342359730478995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,71.58041620254517,136.81148219108582,175.15644335746765,214.2152554988861,230.71147084236145,258.5043947696686,299.0609858036041,313.9011116027832,334.11167669296265,354.24014592170715,364.0086131095886,373.3421428203583,383.6288764476776,403.00253343582153,422.5266954898834,437.418199300766,447.3063235282898,456.4898498058319,471.7254674434662,487.3326733112335,496.9260380268097,511.0262107849121,539.0361568927765,553.0487942695618,561.9085552692413,586.1095776557922,600.4241349697113,615.3470187187195,625.0191991329193,634.5016672611237,644.0432605743408,665.652197599411,674.6384928226471,683.7897303104401,698.034761428833,712.926465511322,721.7007961273193,730.5814356803894,745.1214451789856,759.6834738254547,768.8963282108307,783.2716925144196,792.3079826831818,807.8075876235962,822.6098687648773,831.8966403007507,846.9231688976288,862.1270523071289,871.4417908191681,885.542587518692,899.4062995910645,908.7821996212006,918.117714881897,931.5017647743225,940.628490447998,949.7282621860504,980.521461725235,994.8683502674103,1026.7036855220795,1035.822876214981,1054.1580979824066,1073.1277344226837,1082.0556013584137,1091.219685792923,1101.146760225296,1114.32878947258,1128.5312614440918,1137.3626825809479,1148.8957479000092,1158.411936044693
total minutes,0.0,1.193006936709086,2.2801913698514302,2.919274055957794,3.5702542583147685,3.845191180706024,4.308406579494476,4.984349763393402,5.23168519337972,5.568527944882711,5.904002432028452,6.066810218493144,6.222369047005971,6.393814607461294,6.716708890597025,7.042111591498057,7.290303321679433,7.455105392138163,7.608164163430532,7.86209112405777,8.122211221853892,8.282100633780162,8.517103513081869,8.983935948212942,9.217479904492697,9.365142587820689,9.768492960929871,10.007068916161854,10.255783645311991,10.416986652215321,10.575027787685395,10.734054342905681,11.094203293323517,11.243974880377452,11.396495505174,11.63391269048055,11.882107758522034,12.028346602121989,12.176357261339824,12.418690752983093,12.661391230424245,12.814938803513845,13.05452820857366,13.205133044719696,13.463459793726603,13.710164479414622,13.864944005012513,14.115386148293814,14.368784205118816,14.524029846986135,14.759043125311534,14.990104993184408,15.146369993686676,15.301961914698284,15.525029412905376,15.677141507466635,15.828804369767507,16.34202436208725,16.581139171123503,17.111728092034657,17.26371460358302,17.56930163304011,17.88546224037806,18.03426002264023,18.186994763215385,18.352446003754935,18.572146491209665,18.80885435740153,18.956044709682466,19.14826246500015,19.30686560074488
cummulative feedback,0.0,182.0,304.0,343.0,364.0,373.0,380.0,381.0,381.0,382.0,384.0,385.0,386.0,386.0,386.0,386.0,386.0,386.0,388.0,389.0,389.0,389.0,390.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
