,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,507.0,836.0,983.0,1245.0,2026.0,2385.0,3384.0,3872.0,4531.0,4928.0,5596.0,6228.0,6638.0,7637.0,8498.0,9352.0,10002.0,11001.0,12000.0,12999.0,13998.0,14997.0,15996.0,16462.0,17461.0,18219.0,19218.0
Episode reward,0.0,76.43176423682004,84.25501231256634,92.77973296164981,86.8454706627861,68.39981464910989,83.78198869844205,-41.899684451675704,82.05811622176752,74.95896218755605,83.92768873221064,71.33466528901596,72.76022994370493,82.07497100125387,-37.401514688605474,69.4513395761309,64.26054033464155,74.07200862251813,-39.36365746677624,-38.71568038081594,-38.71517499634845,-37.89400210354509,-40.582413859566195,-37.91108045879953,81.94549329259405,-37.28336688451007,69.73411129932778,-38.43146482736319
Episode feedback,0.8,0.4316831674620135,0.30182926737247173,0.2808219158847814,0.20689655093143083,0.1692307690138067,0.08659217852907213,0.0751503005259015,0.04928131406718416,0.03951367775149897,0.0303030302265075,0.019490254843342946,0.012678288410969431,0.019559902152665277,0.0060120240420721205,0.004651162785289345,0.0,0.0,0.0,0.0,0.0,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,36.72126793861389,58.96996283531189,69.23897409439087,86.29165506362915,134.54268622398376,155.27367305755615,210.7936782836914,237.27431535720825,271.5439133644104,292.5197796821594,326.4739668369293,358.361944437027,379.3142535686493,428.01138830184937,469.87630915641785,511.4468665122986,543.2469952106476,591.6843650341034,640.2776324748993,688.850255727768,737.4468257427216,791.7059795856476,840.0397441387177,863.0334167480469,911.8757960796356,948.735045671463,997.4855403900146
total minutes,0.0,0.6120211323102315,0.9828327139218648,1.153982901573181,1.438194251060486,2.2423781037330626,2.5878945509592692,3.5132279713948567,3.9545719226201377,4.52573188940684,4.8753296613693236,5.441232780615489,5.97269907395045,6.321904226144155,7.133523138364156,7.83127181927363,8.524114441871642,9.054116586844126,9.861406083901723,10.671293874581655,11.480837595462798,12.290780429045359,13.195099659760793,14.000662402311962,14.383890279134114,15.197929934660594,15.81225076119105,16.624759006500245
cummulative feedback,0.0,218.0,317.0,358.0,412.0,544.0,575.0,650.0,674.0,700.0,712.0,725.0,733.0,741.0,747.0,751.0,751.0,751.0,751.0,751.0,751.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
