,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Accumulated time steps,0.0,1000.0,1999.0,2454.0,2919.0,3379.0,3556.0,4107.0,4364.0,4530.0,4797.0,4960.0,5352.0,5609.0,5874.0,6312.0,6570.0,6923.0,7283.0,7531.0,7928.0,8088.0,8477.0,8637.0,8982.0,9287.0,9452.0,9606.0,10047.0,10201.0,10362.0,10803.0,11069.0,11330.0,11482.0,11847.0,12104.0,12464.0,12732.0,12990.0,13242.0,13594.0,13755.0,13920.0,14075.0,14245.0,14583.0,14825.0,14978.0,15126.0,15373.0,15534.0,15987.0,16148.0,16418.0,16773.0,16928.0,17185.0,17343.0,17697.0,17949.0,18215.0,18664.0,19039.0,19436.0,19838.0
Episode reward,0.0,-83.01411874311735,-65.50201327670767,74.14145535563256,75.32003682291021,75.25129953290084,89.88975920734177,70.7664740221393,86.47235344102792,91.0582608576183,86.44571459500703,90.82842778902011,76.74408436640209,87.20658837274098,85.4393683129029,76.52169063045446,85.34514833619261,81.9976718751884,83.40590912419952,88.06322675117126,82.00537857332469,90.62820371359005,77.55474095816066,90.61764583685986,81.0543647594631,84.05383828226016,91.50025535534147,91.88206140067638,76.51360177924403,90.89350361638832,90.65558115122938,75.73029180520909,85.58027368935365,85.62581720763848,91.7459548166649,80.40544198860893,87.00555219265567,80.42204498813899,87.35097965610909,85.77640605700338,86.71645708104049,80.28157721979602,91.44200522643575,91.07738381233438,91.87404999952106,90.35645966661664,82.43534197193159,87.81449941020178,91.55452034712724,92.27488699610952,86.64780022588283,89.44016691886775,75.90956811919057,90.06846057327712,84.43183450476927,81.72881849097627,91.28270709635886,86.5715197661022,91.77188286557106,81.39202462197707,86.96115350969355,86.59137272206684,77.67521362938706,78.5614206020648,78.13096156561639,77.73044799403517
Episode feedback,0.8,0.16733466917100734,0.06713426846980534,0.05947136550777232,0.07758620672934007,0.03485838772362007,0.034090908897210746,0.025454545408264462,0.023437499908447266,0.01212121204775023,0.011278195446322574,0.006172839468068892,0.012787723752461065,0.007812499969482422,0.007575757547061524,0.006864988542643047,0.003891050568517313,0.0,0.0,0.0,0.0,0.006289308136545232,0.0,0.0,0.0,0.0,0.0,0.0,0.0022727272675619834,0.0,0.0,0.0022727272675619834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,68.53096914291382,128.24142909049988,156.4310324192047,188.21355533599854,217.1475784778595,229.13673281669617,263.0022301673889,279.003116607666,289.77557158470154,305.56971549987793,315.3549027442932,337.95486640930176,352.7315180301666,367.9909007549286,392.26378560066223,406.88827443122864,426.0846321582794,445.78969383239746,459.6577184200287,481.17076992988586,490.4719572067261,512.0298011302948,521.8006474971771,540.8086535930634,557.5215377807617,566.9224836826324,575.8515357971191,599.7523980140686,608.7721374034882,618.1365556716919,642.2419934272766,657.0127105712891,671.274286031723,680.3798296451569,700.5068960189819,714.7734699249268,734.7012860774994,753.2232546806335,768.1379601955414,782.2726111412048,806.1792223453522,815.6427426338196,825.121173620224,834.2664391994476,844.0472202301025,862.6309146881104,876.0908493995667,884.9153575897217,893.57004737854,907.2649414539337,916.8301923274994,941.3426070213318,951.1231641769409,966.2437374591827,985.8166491985321,994.826408624649,1009.2411954402924,1018.4470558166504,1037.9424710273743,1051.878207206726,1066.555778503418,1090.7622509002686,1111.3078620433807,1133.030907869339,1155.1220152378082
total minutes,0.0,1.1421828190485637,2.1373571515083314,2.607183873653412,3.136892588933309,3.6191263079643248,3.8189455469449363,4.383370502789815,4.6500519434611,4.829592859745025,5.092828591664632,5.25591504573822,5.6325811068216955,5.878858633836111,6.13318167924881,6.537729760011037,6.781471240520477,7.101410535971324,7.4298282305399574,7.660961973667145,8.019512832164764,8.174532620112101,8.533830018838247,8.696677458286285,9.01347755988439,9.292025629679362,9.448708061377207,9.597525596618652,9.995873300234477,10.146202290058136,10.302275927861531,10.704033223787944,10.950211842854818,11.187904767195384,11.339663827419281,11.675114933649699,11.912891165415447,12.24502143462499,12.553720911343893,12.802299336592357,13.037876852353413,13.436320372422536,13.594045710563659,13.752019560337066,13.904440653324126,14.06745367050171,14.377181911468506,14.601514156659444,14.748589293162029,14.892834122975668,15.121082357565562,15.280503205458324,15.68904345035553,15.85205273628235,16.10406229098638,16.4302774866422,16.580440143744152,16.82068659067154,16.974117596944172,17.299041183789573,17.531303453445435,17.775929641723632,18.179370848337808,18.521797700723013,18.883848464488985,19.252033587296804
cummulative feedback,0.0,167.0,234.0,261.0,297.0,313.0,319.0,333.0,339.0,341.0,344.0,345.0,350.0,352.0,354.0,357.0,358.0,358.0,358.0,358.0,358.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,360.0,360.0,360.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
