,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4280.0,4591.0,4854.0,5022.0,5206.0,5673.0,5938.0,6392.0,6554.0,6729.0,6885.0,7142.0,7438.0,7705.0,8136.0,8394.0,8648.0,8920.0,9074.0,9233.0,9391.0,9568.0,9910.0,10167.0,10423.0,10575.0,10845.0,11195.0,11348.0,11507.0,11782.0,12050.0,12304.0,12629.0,12981.0,13170.0,13323.0,13588.0,13801.0,13967.0,14130.0,14491.0,14764.0,14925.0,15275.0,15431.0,15585.0,15849.0,16101.0,16365.0,16734.0,17010.0,17166.0,17430.0,17687.0,17946.0,18246.0,18401.0,18554.0,18710.0,18983.0,19137.0,19414.0,19782.0
Episode reward,0.0,-65.39073845091829,-75.97123662523109,-83.01683565540466,-57.58037319144007,84.37181788528807,81.59249099406335,85.92701496106413,89.92033963187893,88.85596672528449,75.96079133322678,85.78324708698943,75.65101921363672,91.71132466188497,89.52373184708786,90.87669013593492,86.5698981869032,82.03389323174892,84.07057636281267,77.19044115102187,85.74259359025984,85.89699110257175,84.36214509730802,91.60319655306141,91.43487582706777,90.71929200555412,89.4341881559547,80.48665256015407,86.32587936502023,87.71171190127299,90.647548757821,84.36868941266104,80.22712366158187,91.47375255744547,91.30152828508689,84.60815788650389,84.41001683827685,85.72068133507247,82.30972025377676,80.12320112654758,89.39125653547526,90.94102577958361,85.43217263287072,86.02287178879126,90.20559177064138,90.78821023654206,79.81434590221664,85.58161530830989,90.63803567697754,79.71555007142933,91.06452493890627,90.69694776888556,84.99024016518322,85.51659528723802,85.95357903959565,77.88801999646991,83.00690614236309,91.20639375781276,84.61839777502126,85.12899443445238,85.94857803267624,81.23843690197624,91.4566429625549,91.25628494264265,90.85307852834254,84.37360709071737,90.9278550092454,82.64379160357535,79.37855263768728
Episode feedback,0.8,0.11322645279235827,0.12324649286247846,0.07114228449785343,0.08917835662406978,0.09574468051154368,0.10322580611862643,0.08015267144979897,0.08383233482735129,0.07650273182238944,0.09012875517139753,0.10606060565886134,0.05077262681948647,0.018633540256934533,0.028735632018760737,0.07741935433922997,0.04296874983215332,0.03728813546681988,0.030075187856860197,0.04651162779881017,0.031128404548138505,0.023715414926026027,0.06273062707479474,0.032679738348498445,0.03164556941996475,0.05732484039920484,0.02840909074767562,0.038123167043627074,0.02734374989318848,0.04313725473279508,0.05960264861190299,0.044609665261674106,0.022922636037470957,0.006578947325138505,0.0253164555359718,0.018248175115882573,0.007490636676065031,0.03557312238903904,0.015432098717802165,0.01709401704531619,0.015957446723630603,0.03289473662569252,0.007575757547061524,0.023584905549127805,0.01212121204775023,0.012345678936137784,0.008333333310185185,0.018382352873594292,0.006249999960937501,0.011461318018735478,0.0,0.006535947669699688,0.015209125417455798,0.007968127458294312,0.0,0.002717391296963611,0.003636363623140496,0.0064516128616024975,0.0,0.003906249984741211,0.0038759689772249264,0.0033444815941656133,0.006493506451340867,0.0,0.0064516128616024975,0.011029411724156574,0.0,0.0,0.0027247956329024643
total seconds,0.0,68.76580667495728,140.47490096092224,209.37483286857605,283.93531250953674,306.7162239551544,331.2691102027893,349.0120930671692,360.99118399620056,374.375940322876,405.5882215499878,424.98828411102295,452.80729031562805,463.29363894462585,474.7481827735901,485.21622586250305,500.8320212364197,518.515736579895,534.5410649776459,559.7165277004242,575.0899391174316,590.0160746574402,606.9156556129456,616.6128265857697,626.392386674881,636.3686447143555,647.1656622886658,667.0587656497955,681.7809252738953,696.8959259986877,706.4658546447754,722.4032697677612,742.1198942661285,751.0593373775482,760.5507025718689,776.1508357524872,790.9566371440887,805.7410283088684,823.8577001094818,843.6304912567139,854.4215235710144,863.8637750148773,878.5425045490265,891.0056211948395,900.5836732387543,910.0485870838165,930.0443992614746,945.5075011253357,954.7262296676636,974.2396097183228,983.3441665172577,992.3322169780731,1007.0384273529053,1021.3437325954437,1035.8430416584015,1056.1017191410065,1071.4643456935883,1080.9823155403137,1096.774943113327,1112.397257566452,1128.164053440094,1146.3354287147522,1156.02729845047,1165.4614081382751,1175.2399163246155,1191.6316282749176,1200.8325371742249,1216.5188748836517,1237.828696489334
total minutes,0.0,1.1460967779159545,2.341248349348704,3.489580547809601,4.732255208492279,5.11193706591924,5.521151836713155,5.816868217786153,6.01651973327001,6.239599005381266,6.759803692499797,7.083138068517049,7.546788171927134,7.721560649077097,7.912469712893168,8.086937097708384,8.347200353940329,8.64192894299825,8.90901774962743,9.328608795007069,9.58483231862386,9.83360124429067,10.115260926882426,10.276880443096161,10.439873111248016,10.60614407857259,10.786094371477763,11.117646094163259,11.363015421231587,11.614932099978128,11.774430910746256,12.040054496129354,12.368664904435475,12.517655622959136,12.675845042864482,12.935847262541452,13.182610619068146,13.42901713848114,13.730961668491364,14.060508187611898,14.240358726183574,14.397729583581288,14.642375075817109,14.850093686580658,15.009727887312572,15.167476451396942,15.500739987691244,15.758458352088928,15.912103827794393,16.23732682863871,16.389069441954295,16.538870282967885,16.78397378921509,17.022395543257396,17.264050694306693,17.601695319016773,17.857739094893137,18.016371925671894,18.279582385222117,18.5399542927742,18.802734224001565,19.105590478579202,19.267121640841165,19.424356802304587,19.587331938743592,19.860527137915295,20.013875619570413,20.275314581394195,20.630478274822234
cummulative feedback,0.0,113.0,236.0,307.0,396.0,423.0,455.0,476.0,490.0,504.0,546.0,574.0,597.0,600.0,605.0,617.0,628.0,639.0,647.0,667.0,675.0,681.0,698.0,703.0,708.0,717.0,722.0,735.0,742.0,753.0,762.0,774.0,782.0,783.0,787.0,792.0,794.0,803.0,808.0,814.0,817.0,822.0,824.0,829.0,831.0,833.0,836.0,841.0,842.0,846.0,846.0,847.0,851.0,853.0,853.0,854.0,855.0,856.0,856.0,857.0,858.0,859.0,860.0,860.0,861.0,864.0,864.0,864.0,865.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
