,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,1000.0,1519.0,2162.0,2523.0,2775.0,3143.0,3394.0,3686.0,3940.0,4210.0,4457.0,4819.0,5071.0,5340.0,5499.0,5712.0,5882.0,6036.0,6411.0,6562.0,6813.0,6969.0,7121.0,7276.0,7441.0,7598.0,7750.0,8316.0,8574.0,8736.0,8891.0,9167.0,9434.0,9905.0,10183.0,10457.0,10709.0,10875.0,11037.0,11296.0,11802.0,11966.0,12235.0,12599.0,12860.0,13216.0,13392.0,13659.0,13922.0,14272.0,14529.0,14794.0,15085.0,15250.0,15398.0,15562.0,15821.0,16088.0,16245.0,16512.0,16669.0,16824.0,16988.0,17258.0,17624.0,17777.0,18127.0,18295.0,18465.0,18722.0,19065.0,19453.0,19608.0,19763.0
Episode reward,0.0,-76.15310591087092,72.84126950628537,67.07286757403293,80.00434472275224,86.73437810676452,79.48926885359215,86.63616920225151,82.64114539033793,86.0173301978885,84.75272521439203,86.9054478237308,80.04820846000099,86.65120434680925,84.55111253158248,91.05425801309498,85.95415006403633,90.44339317824041,91.85628575464423,80.6014236173352,91.87997076666613,86.46151761752546,91.20930424313939,91.52471242369441,91.58548646951141,90.87600104090761,91.69879765303091,91.79983357117857,69.04929858263597,86.62047716776425,90.88339667194316,91.47615991630217,85.92888186938819,85.47094282214691,73.23638176243897,83.99686624626513,85.54104652714736,85.07213388873414,91.00829973650342,91.10574112455345,85.77080994625109,70.33952560759299,90.49226056169994,84.96841574417522,79.31103723627083,85.87753242096372,80.58278237193716,89.60551589523212,85.20864212557436,85.00187578601945,79.9852035776737,85.93990717864509,85.84835086810507,82.47149875211115,89.84857439465338,91.91324461960879,90.76110641211298,86.62322894429121,85.73844752206476,91.23555790134021,84.83145727916113,91.0951066412986,91.34851617175755,90.54313457688707,84.75387122863388,80.38354673900368,91.55860109073015,80.58771269184413,91.16859867727298,91.20902595229367,86.32460731440538,82.65110459349877,79.98671737464244,91.98071319972713,91.64023354083061
Episode feedback,0.8,0.2575150298020891,0.34362934296596653,0.26168224258304945,0.224999999375,0.15936254916588627,0.17711171613866017,0.17999999928000002,0.12027491367603123,0.13043478209314316,0.13382899578502233,0.08536585331152093,0.09695290831869001,0.10358565695782607,0.07462686539318333,0.12025316379586605,0.04716981109825561,0.04733727782640664,0.07843137203639626,0.08556149709742915,0.09999999933333334,0.067999999728,0.06451612861602497,0.07947019814920399,0.07142857096474954,0.05487804844586556,0.025641025476660095,0.07284768163677033,0.03716814152713603,0.054474707959242384,0.03105590042822422,0.025974025805363468,0.04363636347768595,0.026315789374752672,0.0212765956994115,0.050541516063027016,0.018315018247930335,0.019920318645735784,0.02424242409550046,0.03105590042822422,0.03100775181779941,0.011881188095284776,0.006134969287515526,0.0074626865393183335,0.02203856743240064,0.0,0.014084507002578853,0.022857142726530614,0.015037593928430099,0.030534351028494843,0.005730659009367739,0.011718749954223633,0.015151515094123049,0.006896551700356719,0.0,0.00680272104215836,0.0,0.007751937954449853,0.007518796964215049,0.0,0.011278195446322574,0.012820512738330047,0.0,0.0,0.003717472105139509,0.008219178059673485,0.006578947325138505,0.0028653295046838696,0.0,0.00591715972830083,0.007812499969482422,0.0,0.010335917285953702,0.006493506451340867,0.006493506451340867
total seconds,0.0,78.42718839645386,124.16355156898499,175.00185799598694,202.28443336486816,220.10783100128174,246.1668803691864,264.4169456958771,283.5680389404297,300.6465470790863,318.9351453781128,334.36979126930237,357.0686535835266,373.4302144050598,389.8517904281616,400.61922550201416,413.42461133003235,423.7376048564911,433.7087125778198,456.55255699157715,466.7744381427765,482.2064793109894,491.97070813179016,501.8963770866394,511.8013217449188,522.165007352829,531.6523497104645,541.449214220047,573.4740419387817,589.1023013591766,598.7362744808197,608.3121342658997,624.6383056640625,639.780012845993,665.973822593689,682.7938573360443,698.4079830646515,713.2479596138,723.529066324234,734.1381525993347,750.5854995250702,781.1813859939575,791.3536682128906,808.1581430435181,831.3160560131073,847.4617595672607,869.4291501045227,881.0605854988098,897.8442890644073,914.7056031227112,935.1547884941101,950.9480617046356,967.0079002380371,983.7198059558868,993.7314279079437,1002.9778044223785,1013.0303647518158,1028.4675180912018,1043.9083740711212,1053.249279975891,1068.8629503250122,1078.373298406601,1088.1981072425842,1098.409653186798,1114.5947473049164,1135.7843356132507,1144.9899814128876,1164.482997894287,1174.328278541565,1184.5686388015747,1199.1513848304749,1218.0824077129364,1239.890792608261,1248.9497768878937,1258.2173087596893
total minutes,0.0,1.3071198066075642,2.0693925261497497,2.916697633266449,3.371407222747803,3.668463850021362,4.10278133948644,4.406949094931284,4.726133982340495,5.010775784651439,5.31558575630188,5.572829854488373,5.951144226392111,6.223836906750997,6.49752984046936,6.676987091700236,6.890410188833872,7.062293414274851,7.228478542963663,7.6092092831929525,7.779573969046274,8.036774655183157,8.199511802196502,8.364939618110657,8.53002202908198,8.70275012254715,8.860872495174409,9.024153570334116,9.557900698979696,9.81837168931961,9.97893790801366,10.138535571098327,10.410638427734375,10.663000214099885,11.099563709894817,11.379897622267405,11.640133051077525,11.887465993563334,12.058817772070567,12.235635876655579,12.509758325417836,13.019689766565959,13.189227803548176,13.469302384058635,13.855267600218456,14.124362659454345,14.49048583507538,14.68434309164683,14.964071484406789,15.245093385378519,15.585913141568502,15.849134361743927,16.11679833730062,16.39533009926478,16.562190465132396,16.716296740372975,16.883839412530264,17.14112530152003,17.398472901185354,17.554154666264854,17.81438250541687,17.97288830677668,18.136635120709737,18.3068275531133,18.576579121748605,18.929738926887513,19.08316635688146,19.408049964904784,19.572137975692748,19.742810646692913,19.985856413841248,20.301373461882275,20.66484654347102,20.81582961479823,20.970288479328154
cummulative feedback,0.0,257.0,435.0,603.0,684.0,724.0,789.0,834.0,869.0,902.0,938.0,959.0,994.0,1020.0,1040.0,1059.0,1069.0,1077.0,1089.0,1121.0,1136.0,1153.0,1163.0,1175.0,1186.0,1195.0,1199.0,1210.0,1231.0,1245.0,1250.0,1254.0,1266.0,1273.0,1283.0,1297.0,1302.0,1307.0,1311.0,1316.0,1324.0,1330.0,1331.0,1333.0,1341.0,1341.0,1346.0,1350.0,1354.0,1362.0,1364.0,1367.0,1371.0,1373.0,1373.0,1374.0,1374.0,1376.0,1378.0,1378.0,1381.0,1383.0,1383.0,1383.0,1384.0,1387.0,1388.0,1389.0,1389.0,1390.0,1392.0,1392.0,1396.0,1397.0,1398.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
