,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Accumulated time steps,0.0,368.0,1094.0,1353.0,1595.0,2017.0,2642.0,2903.0,3265.0,3604.0,4296.0,4632.0,5087.0,5426.0,6045.0,7044.0,7384.0,8025.0,8392.0,9391.0,10147.0,10555.0,11046.0,11371.0,11861.0,12252.0,12587.0,12737.0,13392.0,13931.0,14930.0,15161.0,15404.0,15997.0,16660.0,17063.0,18030.0,18444.0,18680.0,19181.0,19904.0
Episode reward,0.0,77.97890900631731,64.71423629438569,87.18813933134132,88.77352112607973,80.97860562385571,67.53206198127594,86.53033847384408,81.67179787436285,84.81550534996862,66.8639815275634,84.3528303580224,75.75009861101351,83.44846505386339,70.7841063290438,-46.110718494921464,82.81072804266597,70.13337406564536,82.2984311434064,-50.31116830074126,68.25921273784522,83.5755535192361,81.1792457497045,85.70552635930986,79.10626986051707,85.02744132637542,86.88433284484444,93.88931645487756,69.98465449708416,78.1531385555267,-41.718054553525505,89.27986228333451,88.64615558739223,77.47057062002168,76.72634305711506,86.06944264650241,64.65230329203226,80.92415452556871,92.50406042603187,80.98731158015283,70.09676823128328
Episode feedback,0.8,0.3333333324225865,0.31586206852984544,0.3023255802235443,0.36099584912449856,0.3491686452513809,0.20673076889946992,0.19230769156804733,0.2077562321114786,0.23076923008648156,0.17510853809680385,0.16716417860548005,0.15859030802072618,0.1834319521200238,0.15372168259915586,0.1052104207362621,0.12094395244559306,0.08593749986572266,0.09836065546895996,0.056112224392673125,0.07814569526073419,0.07371007352896788,0.06734693863806747,0.0648148146147691,0.05521472381346682,0.0487179485930309,0.041916167539173155,0.060402684158371245,0.05045871551917628,0.033457249008443775,0.024048096168288482,0.03478260854442344,0.03719008249095007,0.027027026981373267,0.025679758269365926,0.022388059645800845,0.015527950294484524,0.014527845001143232,0.017021276523313717,0.015999999968,0.018005540141266565
total seconds,0.0,25.680458784103394,78.6037220954895,98.24621033668518,117.26344728469849,149.70305919647217,189.87745594978333,206.9594738483429,229.77364134788513,251.30633687973022,291.90147066116333,312.01168632507324,338.44781947135925,359.08782601356506,394.2950351238251,447.6748263835907,466.8582305908203,500.74629306793213,520.6298730373383,571.5159032344818,611.2772352695465,632.9449121952057,658.5719599723816,675.9929521083832,701.385053396225,721.5923526287079,738.9256021976471,747.3648052215576,780.8686864376068,808.0956816673279,857.6229226589203,870.4500203132629,884.0490446090698,913.9744429588318,947.0333433151245,967.721967458725,1015.2503671646118,1036.7524313926697,1049.1598298549652,1074.3737061023712,1110.1724891662598
total minutes,0.0,0.42800764640172323,1.310062034924825,1.6374368389447531,1.954390788078308,2.4950509866078696,3.164624265829722,3.449324564139048,3.829560689131419,4.188438947995504,4.865024511019389,5.200194772084554,5.640796991189321,5.984797100226085,6.5715839187304175,7.461247106393178,7.7809705098470054,8.345771551132202,8.677164550622305,9.525265053908031,10.187953921159108,10.549081869920094,10.976199332873026,11.266549201806386,11.689750889937082,12.026539210478465,12.315426703294118,12.45608008702596,13.014478107293447,13.468261361122131,14.293715377648672,14.507500338554383,14.734150743484497,15.232907382647197,15.783889055252075,16.128699457645418,16.92083945274353,17.279207189877827,17.48599716424942,17.90622843503952,18.50287481943766
cummulative feedback,0.0,122.0,351.0,429.0,516.0,663.0,792.0,842.0,917.0,995.0,1116.0,1172.0,1244.0,1306.0,1401.0,1506.0,1547.0,1602.0,1638.0,1694.0,1753.0,1783.0,1816.0,1837.0,1864.0,1883.0,1897.0,1906.0,1939.0,1957.0,1981.0,1989.0,1998.0,2014.0,2031.0,2040.0,2055.0,2061.0,2065.0,2073.0,2086.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
