,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Accumulated time steps,0.0,441.0,788.0,1131.0,1680.0,1935.0,2197.0,2648.0,3028.0,3474.0,4037.0,4281.0,4772.0,5212.0,5477.0,6304.0,7303.0,8126.0,8364.0,8737.0,9230.0,9849.0,10447.0,10931.0,11493.0,12029.0,12263.0,12787.0,13126.0,13509.0,14273.0,14852.0,15812.0,16776.0,17775.0,18563.0,19025.0,19754.0
Episode reward,0.0,77.33294612134843,83.9608598296138,82.90562289722192,71.66927141323725,87.7601429178725,87.26680909008556,79.1133548871597,83.89475764550296,80.22804628936849,72.28825299153075,87.74036419543656,78.0345991664988,78.91947226033561,84.74901221907034,60.547236725753386,-47.93020934676736,63.29689432126718,90.01160629381401,82.51418414825405,78.57408205444275,70.77006930396047,75.52810104385937,73.96379183637394,74.93388955249816,74.55439847704653,90.19258525819973,81.8295834645618,87.30947291934687,85.93148647191663,69.70356070679765,76.99195806010916,70.56699208127793,64.25093841277295,-36.116280626095744,67.43780549882906,85.67086494112021,75.8648123210049
Episode feedback,0.8,0.3485193613928944,0.36416184865849177,0.28654970676447455,0.26094890463330495,0.2795275579546159,0.21455938615111347,0.2933333326814815,0.23746701784309493,0.25842696571140006,0.20640569358290803,0.23045267394875443,0.14897959153269472,0.18678815447200875,0.0909090905647383,0.13922518142950946,0.07915831655394959,0.0924574208120956,0.08016877603304313,0.06182795682304313,0.08130081284288453,0.06634304196384622,0.07202680054936884,0.06004140774318549,0.06060606049802841,0.05607476625032754,0.047210300226565236,0.03632887182346296,0.04733727796645776,0.052356020805350734,0.02883355173154187,0.03633217986793741,0.026068821662076306,0.020768431961818865,0.01803607212621636,0.01778907240433409,0.01735357913806165,0.015109890089134766
total seconds,0.0,36.59711742401123,67.16002225875854,94.50166368484497,134.96092081069946,154.6855628490448,173.89295148849487,207.6929817199707,234.91159868240356,264.264545917511,300.2695560455322,316.8737165927887,346.2044334411621,373.3177344799042,388.75083088874817,436.1561288833618,489.4493918418884,533.2217864990234,546.272212266922,566.0103185176849,591.9658341407776,623.8229594230652,654.864278793335,680.1915819644928,709.0108199119568,736.4793798923492,748.8427584171295,775.1409811973572,792.8532772064209,812.7360424995422,851.0496664047241,880.3104927539825,927.5046808719635,974.6484136581421,1023.1872997283936,1061.8155736923218,1085.8781712055206,1123.4553751945496
total minutes,0.0,0.6099519570668538,1.1193337043126423,1.5750277280807494,2.2493486801783242,2.578092714150747,2.8982158581415813,3.461549695332845,3.9151933113733928,4.404409098625183,5.00449260075887,5.281228609879812,5.770073890686035,6.221962241331736,6.4791805148124695,7.269268814722697,8.157489864031474,8.887029774983723,9.104536871115366,9.433505308628082,9.866097235679627,10.397049323717754,10.914404646555584,11.33652636607488,11.816846998532613,12.274656331539154,12.480712640285493,12.919016353289287,13.214221286773682,13.545600708325704,14.184161106745401,14.671841545899708,15.458411347866058,16.2441402276357,17.053121662139894,17.696926228205363,18.09796952009201,18.724256253242494
cummulative feedback,0.0,153.0,279.0,377.0,520.0,591.0,647.0,779.0,869.0,984.0,1100.0,1156.0,1229.0,1311.0,1335.0,1450.0,1529.0,1605.0,1624.0,1647.0,1687.0,1728.0,1771.0,1800.0,1834.0,1864.0,1875.0,1894.0,1910.0,1930.0,1952.0,1973.0,1998.0,2018.0,2036.0,2050.0,2058.0,2069.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
