,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5631.0,6163.0,6315.0,6546.0,7545.0,7882.0,8191.0,8381.0,8946.0,9207.0,9901.0,10900.0,11733.0,12732.0,13641.0,14584.0,15049.0,15323.0,15477.0,15729.0,15998.0,16291.0,16446.0,16751.0,17195.0,17450.0,17609.0,17944.0,18197.0,18367.0,18724.0,19077.0,19416.0,19952.0
Episode reward,0.0,-63.68069638847831,-62.43985084300089,-79.45624287371528,-57.55928106656275,-75.94455848117227,44.31972264209861,64.48253940772952,90.61241067815914,91.7453043250139,-68.03904892262354,76.59821036218015,86.4607626185522,93.14728315681315,87.69832832514781,97.20902456093056,96.544203302449,-32.19049218682837,44.276552068086296,-53.41660179115668,46.32570531036475,43.74036943523917,73.10114054549737,84.19280730992662,89.9841914059859,85.28395870898612,83.6005948351625,80.93403320472905,91.3617261207321,80.8162472716779,75.06047724542462,84.42123002668073,90.72046183106261,80.33049382647914,84.98982402196981,89.06164922020106,78.31850876703976,79.04936182002389,78.68679169876239,67.64974258587517
Episode feedback,0.8,0.23146292561977663,0.17334669321307947,0.14629258502375492,0.13727454896064675,0.07314629251187746,0.11514195565435023,0.1261770242444877,0.09933774768650498,0.13478260810964082,0.09919839669418998,0.0982142854219813,0.09090909061393153,0.11111111052322165,0.11170212746152106,0.06538461513313609,0.11111111095077762,0.07414829651888949,0.08413461528349205,0.04208416829450484,0.03414096912539541,0.011677282365523055,0.019396551682335016,0.010989010948758201,0.006535947669699688,0.01195219118744147,0.0111940298089775,0.010273972567554888,0.006493506451340867,0.003289473673389889,0.009029345352078227,0.011811023575547152,0.0126582277679859,0.005988023934167593,0.0,0.0,0.002808988756154526,0.005681818165676653,0.00887573961871083,0.001869158875010918
total seconds,0.0,84.02844977378845,170.45179963111877,254.37802243232727,333.7894718647003,401.34147810935974,445.86350083351135,483.37032103538513,494.5454604625702,511.3563072681427,576.2057936191559,598.515641450882,619.4353981018066,632.148095369339,668.3385841846466,684.3184323310852,728.0876863002777,787.1143362522125,840.9243080615997,896.9230527877808,946.5729866027832,997.2368636131287,1022.8577477931976,1038.126217365265,1047.1461763381958,1061.3344461917877,1076.2366259098053,1092.5897705554962,1101.5157475471497,1118.3172919750214,1142.2816920280457,1156.5989594459534,1165.837123632431,1184.0706052780151,1197.9162456989288,1207.842327594757,1228.3319082260132,1248.8668162822723,1269.0060851573944,1298.689121246338
total minutes,0.0,1.4004741628964743,2.8408633271853128,4.239633707205455,5.563157864411672,6.689024635155996,7.431058347225189,8.056172017256419,8.242424341042836,8.522605121135712,9.603429893652597,9.975260690848033,10.323923301696777,10.535801589488983,11.138976403077443,11.405307205518087,12.134794771671295,13.118572270870208,14.015405134359996,14.948717546463012,15.77621644337972,16.620614393552145,17.047629129886626,17.302103622754416,17.452436272303263,17.688907436529796,17.937277098496754,18.20982950925827,18.358595792452494,18.63862153291702,19.038028200467426,19.27664932409922,19.430618727207182,19.734510087966918,19.965270761648814,20.13070545991262,20.472198470433554,20.81444693803787,21.150101419289907,21.644818687438963
cummulative feedback,0.0,231.0,404.0,550.0,687.0,760.0,833.0,900.0,915.0,946.0,1045.0,1078.0,1106.0,1127.0,1190.0,1207.0,1284.0,1358.0,1428.0,1470.0,1501.0,1512.0,1521.0,1524.0,1525.0,1528.0,1531.0,1534.0,1535.0,1536.0,1540.0,1543.0,1545.0,1547.0,1547.0,1547.0,1548.0,1550.0,1553.0,1554.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
