,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
Accumulated time steps,0.0,1000.0,1264.0,1634.0,1821.0,2088.0,2365.0,2632.0,2794.0,2955.0,3111.0,3316.0,3577.0,3742.0,3995.0,4262.0,4416.0,4576.0,4726.0,4980.0,5129.0,5285.0,5537.0,5885.0,6247.0,6402.0,6570.0,6721.0,7070.0,7273.0,7439.0,7585.0,7859.0,8011.0,8302.0,8767.0,9023.0,9277.0,9530.0,9687.0,9938.0,10103.0,10470.0,10723.0,10995.0,11247.0,11507.0,11780.0,12066.0,12329.0,12595.0,12755.0,12911.0,13085.0,13371.0,13638.0,13794.0,14058.0,14217.0,14481.0,14638.0,14792.0,15043.0,15429.0,15681.0,15871.0,16023.0,16179.0,16537.0,16691.0,16845.0,17000.0,17155.0,17508.0,17674.0,17982.0,18254.0,18407.0,18664.0,18836.0,18991.0,19258.0,19515.0,19680.0,19950.0
Episode reward,0.0,-52.78759502218095,85.72458684774026,80.06304961873295,88.27746582801899,85.43704598080002,84.30409212731513,85.36859861135083,90.67125438146209,91.24291159495101,91.3085483083778,87.04557003179494,85.5936864295742,90.62617311880919,85.66560089613643,85.04878247506991,91.70625770392638,90.94898496629764,91.68337559652313,86.14537405800422,91.93678054069592,91.00666171979304,84.5011835555848,81.1521916824916,78.54567466125397,91.32638554296814,89.83597087354796,92.05505611146855,80.53402472579427,87.10184904593159,90.58737661455584,92.53984699249827,83.9023534338692,91.54417191026852,81.18488391612594,71.46359375398916,85.16334077950668,85.37561857951957,85.21347792708093,91.03956072119799,85.3353373691052,90.40134848649382,78.6160208408719,85.23913484763474,84.13743338169596,84.07677946077118,85.28387263028327,83.82145358888732,81.67572946292074,84.52462160048687,85.14207639534878,90.29552825124503,90.99843966120943,89.05234536816894,82.72019799687035,83.88686923298343,90.49788505944528,82.82464863514191,90.3241511353374,85.22035262167016,90.42052953464676,90.72303164911729,84.96654329808347,75.84588949574383,85.06672202774146,87.23382193434249,91.02617790887561,91.53804284200163,77.97246070808815,90.23089533750834,90.05475986621,90.17194463705047,90.64031524061352,78.61312313553273,89.72000605300236,80.19825486005405,83.37064444799613,90.5475872490934,84.71872610965148,88.81934441701898,91.03592320014647,84.23361058503848,84.37447097476425,89.90469559831396,82.76978472787181
Episode feedback,0.8,0.3206412822438464,0.2319391626162009,0.2140921403412137,0.12903225737079432,0.16541353321273108,0.15579710088479312,0.13157894687376337,0.1677018623124108,0.12499999921875,0.17419354726326744,0.0784313721645521,0.11153846110946745,0.12804877970701964,0.07539682509763165,0.11654135294533326,0.09803921504549533,0.08176100577508802,0.09395973091302194,0.07905138308675343,0.08783783724433894,0.08387096720083247,0.09561752949953176,0.0749279536745592,0.03601108023265629,0.051948051610726936,0.047904191329915025,0.07333333284444445,0.054597700992535345,0.05445544527497304,0.036363636143250694,0.055172413412604045,0.05494505474379101,0.05960264861190299,0.03448275850178359,0.012931034454890012,0.03529411750865052,0.015810276617350686,0.019841269762534645,0.01923076910749507,0.01999999992,0.042682926569006546,0.021857923437546656,0.019841269762534645,0.01845018443376316,0.015936254916588625,0.00772200769219302,0.0073529411494377165,0.02456140342259157,0.019083969392809277,0.018867924457102173,0.018867924409635695,0.0,0.01734104036219052,0.017543859587565405,0.011278195446322574,0.0064516128616024975,0.0038022813543639494,0.0126582277679859,0.007604562708727899,0.006410256369165024,0.013071895339399377,0.015999999936,0.007792207771968291,0.01195219118744147,0.005291005263010554,0.006622516512433666,0.012903225723204995,0.008403361320998988,0.0,0.013071895339399377,0.025974025805363468,0.0,0.011363636331353306,0.0,0.0,0.011070110660257895,0.006578947325138505,0.003906249984741211,0.005847953182175712,0.0,0.0,0.007812499969482422,0.006097560938429507,0.003717472105139509
total seconds,0.0,80.7565565109253,100.92531657218933,130.71650552749634,145.9659914970398,167.72823882102966,191.6306939125061,213.5245361328125,227.5754725933075,241.2301585674286,254.7971227169037,269.78333950042725,288.1510241031647,300.4835481643677,317.7986660003662,336.88464164733887,347.9660007953644,358.831565618515,369.44704127311707,386.66678643226624,397.4115240573883,407.94041991233826,425.0708701610565,447.22629380226135,468.5727002620697,478.70350456237793,489.34882950782776,499.3605148792267,520.375274181366,533.3375272750854,543.5034711360931,552.8766119480133,569.5986938476562,579.3484034538269,596.553181886673,622.0756552219391,637.2776782512665,651.7853388786316,666.0911223888397,675.5066690444946,689.938868522644,699.966427564621,720.613935470581,735.1551988124847,750.6938254833221,765.0781557559967,779.5191278457642,794.6603956222534,811.2442300319672,826.0881662368774,841.0868051052094,850.7350897789001,859.7284278869629,869.8241755962372,886.2539238929749,901.4328496456146,910.6694962978363,925.1421694755554,934.336020231247,949.0592348575592,957.9629211425781,966.9407839775085,981.4387633800507,1002.537220954895,1016.4497022628784,1027.1397757530212,1036.112420797348,1045.3422682285309,1064.9068937301636,1073.8941485881805,1082.984518289566,1092.311925649643,1101.3960897922516,1120.965260028839,1130.4431765079498,1147.2547266483307,1162.4306643009186,1171.3527717590332,1185.7656469345093,1195.6258091926575,1204.7060914039612,1219.289123058319,1234.0704543590546,1243.61132645607,1259.5071921348572
total minutes,0.0,1.3459426085154216,1.6820886095364889,2.1786084254582723,2.4327665249506634,2.795470647017161,3.1938448985417685,3.5587422688802084,3.7929245432217917,4.020502642790476,4.246618711948395,4.496388991673787,4.802517068386078,5.008059136072794,5.296644433339437,5.6147440274556475,5.799433346589407,5.980526093641917,6.157450687885285,6.444446440537771,6.6235254009564715,6.799006998538971,7.084514502684275,7.453771563371022,7.809545004367829,7.9783917427062985,8.155813825130462,8.322675247987112,8.6729212363561,8.88895878791809,9.058391185601552,9.214610199133555,9.493311564127604,9.655806724230448,9.94255303144455,10.367927587032318,10.621294637521109,10.863088981310527,11.101518706480663,11.25844448407491,11.498981142044068,11.666107126077016,12.010232257843018,12.252586646874745,12.511563758055368,12.751302595933279,12.99198546409607,13.244339927037556,13.520737167199453,13.768136103947958,14.018113418420155,14.178918162981669,14.328807131449382,14.49706959327062,14.77089873154958,15.023880827426911,15.177824938297272,15.419036157925923,15.572267003854115,15.817653914292654,15.966048685709636,16.115679732958476,16.357312723000845,16.708953682581583,16.940828371047974,17.118996262550354,17.268540346622466,17.422371137142182,17.74844822883606,17.89823580980301,18.049741971492768,18.205198760827383,18.356601496537525,18.682754333813985,18.84071960846583,19.120912110805513,19.37384440501531,19.522546195983885,19.76276078224182,19.927096819877626,20.078434856732688,20.32148538430532,20.567840905984244,20.7268554409345,20.991786535580953
cummulative feedback,0.0,320.0,381.0,460.0,484.0,528.0,571.0,606.0,633.0,653.0,680.0,696.0,725.0,746.0,765.0,796.0,811.0,824.0,838.0,858.0,871.0,884.0,908.0,934.0,947.0,955.0,963.0,974.0,993.0,1004.0,1010.0,1018.0,1033.0,1042.0,1052.0,1058.0,1067.0,1071.0,1076.0,1079.0,1084.0,1091.0,1099.0,1104.0,1109.0,1113.0,1115.0,1117.0,1124.0,1129.0,1134.0,1137.0,1137.0,1140.0,1145.0,1148.0,1149.0,1150.0,1152.0,1154.0,1155.0,1157.0,1161.0,1164.0,1167.0,1168.0,1169.0,1171.0,1174.0,1174.0,1176.0,1180.0,1180.0,1184.0,1184.0,1184.0,1187.0,1188.0,1189.0,1190.0,1190.0,1190.0,1192.0,1193.0,1194.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
