,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Accumulated time steps,0.0,453.0,724.0,979.0,1238.0,1491.0,1661.0,2181.0,2763.0,2935.0,3366.0,4365.0,4609.0,4836.0,5552.0,5833.0,6174.0,6518.0,7127.0,7993.0,8608.0,9141.0,9593.0,10592.0,10823.0,11455.0,11705.0,12039.0,12620.0,12962.0,13425.0,14216.0,14527.0,14930.0,15843.0,16321.0,16715.0,17714.0,18415.0,19414.0
Episode reward,0.0,77.91813676700667,85.69536245777489,87.62253581229596,86.99789135136828,87.16121780213895,91.1784193559918,74.99679306517818,70.63565940531367,90.58725707900454,79.51516767468472,-48.28065409706692,87.64383905104842,90.95328567750668,65.06170986224639,85.81384446286322,84.55816339123469,83.36217893059609,73.31677054770347,60.935129400991556,71.95358392347306,74.49125621464597,78.67419635449887,-44.700989049254865,88.61665378350651,67.56858559273996,89.67344464468886,87.40191172849812,76.18835172229521,84.69468101067037,82.89424442867228,68.09789621290886,91.75353710974481,85.43491540621962,70.49427760508843,82.44257984544214,87.2619055602415,-37.47430165618578,75.57780403889754,-28.063967955631014
Episode feedback,0.8,0.3658536577253799,0.32962962840877913,0.3425196836908674,0.3062015492007692,0.32539682410556814,0.31952662532824483,0.26589595324490184,0.20481927675590486,0.15789473591874423,0.25348837150351544,0.16432865714997127,0.19753086338464665,0.20796460084971416,0.13986013966453129,0.09642857108418368,0.1617647054065744,0.13411078678101812,0.12171052611560769,0.10057803456580575,0.08957654708538022,0.09022556374017751,0.059866962173243984,0.06412825644876928,0.03478260854442344,0.06497622810621834,0.04417670664989275,0.07207207185563942,0.04827586198573127,0.03519061573257884,0.041125541036524806,0.03670886071302676,0.045161290176899065,0.03233830837726789,0.019736842083621885,0.02306079659735682,0.03562340957856639,0.028056112196336563,0.012857142838775511,0.01703406811920434
total seconds,0.0,33.314536333084106,53.62346887588501,72.71897411346436,91.44302916526794,110.19291353225708,122.71565532684326,156.32116389274597,194.41735935211182,205.64928150177002,234.81807851791382,294.54073667526245,310.26370453834534,325.6734609603882,367.7925372123718,384.49681425094604,405.823100566864,426.4987540245056,463.1004493236542,513.6620616912842,549.6805219650269,579.6926417350769,604.9252150058746,659.1809031963348,671.7957847118378,705.3274972438812,718.5690536499023,736.5519912242889,766.4925584793091,784.2644417285919,808.179717540741,847.5729146003723,863.8704221248627,884.4060032367706,929.1462831497192,953.078809261322,973.1721878051758,1022.1302366256714,1056.2910499572754,1105.0769007205963
total minutes,0.0,0.5552422722180684,0.8937244812647501,1.2119829018910726,1.524050486087799,1.8365485588709514,2.0452609221140543,2.605352731545766,3.240289322535197,3.4274880250295,3.9136346419652304,4.909012277921041,5.171061742305755,5.42789101600647,6.129875620206197,6.4082802375157675,6.7637183427810665,7.108312567075093,7.718340822060903,8.561034361521402,9.161342032750447,9.661544028917948,10.082086916764577,10.98634838660558,11.196596411863963,11.755458287398021,11.97615089416504,12.275866520404815,12.774875974655151,13.071074028809866,13.469661959012349,14.126215243339539,14.397840368747712,14.740100053946177,15.485771385828654,15.884646821022034,16.219536463419598,17.03550394376119,17.604850832621256,18.417948345343273
cummulative feedback,0.0,165.0,254.0,341.0,420.0,502.0,556.0,694.0,813.0,840.0,949.0,1113.0,1161.0,1208.0,1308.0,1335.0,1390.0,1436.0,1510.0,1597.0,1652.0,1700.0,1727.0,1791.0,1799.0,1840.0,1851.0,1875.0,1903.0,1915.0,1934.0,1963.0,1977.0,1990.0,2008.0,2019.0,2033.0,2061.0,2070.0,2087.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
