,0
Accumulated time steps,"[0, 907, 1906, 2180, 3179, 4178, 5177, 6176, 7175, 8157, 8895, 9258, 9600, 9864, 10127, 10407, 10771, 10952, 11216, 11361, 11620, 11780, 12155, 12364, 12512, 12771, 12936, 13335, 13496, 13752, 13995, 14259, 14426, 14578, 14750, 14899, 15048, 15218, 15387, 15541, 15693, 15850, 16096, 16262, 16413, 16562, 16705, 16858, 17208, 17470, 17623, 17876, 18133, 18346, 18508, 18662, 18936, 19187, 19459, 19726, 20088, 20243, 20387, 20620, 20866, 21020, 21164, 21411, 21660, 21814, 21961, 22106, 22257, 22419, 22571, 22729, 22883, 23037, 23197, 23520, 23772, 24121, 24273, 24594, 24835, 24998, 25242, 25399, 25657, 25807, 26066, 26327, 26489, 26772, 27117, 27483, 27738, 27991, 28247, 28485, 28642, 28911, 29208, 29651, 29909]"
Episode reward,"[0, 53.05848971637473, -54.37124500862522, 89.65273613278053, -78.86700321038373, -50.079617909839925, -47.311375712323276, -42.626688938227595, -54.72778981671985, 52.91827801881521, 68.29678403469131, 81.9700502907595, 83.28432291463619, 86.1317493437654, 87.38825506699213, 82.93099366620146, 81.59547392476011, 89.80575506617771, 86.2771056796379, 92.4016486327059, 86.62165829116434, 91.85366949656968, 83.71956328035418, 87.04599241309714, 91.7739558943574, 84.25501426963076, 90.77703407137018, 81.73988418251368, 92.2050734009017, 88.567514460495, 86.5885497148238, 85.15982996944709, 91.57735223380637, 91.12212200477396, 89.94557227277288, 91.23013959797551, 91.96945709560269, 91.34778164485644, 90.1316395956759, 91.38579889648987, 92.73225727990511, 89.98855253153282, 86.38623456735677, 91.17263440683362, 90.90606863301556, 90.56735531028322, 91.97913987112496, 91.43650934466562, 80.90845854694278, 83.90279957473918, 91.91324717304651, 85.7895779760092, 86.61709920999849, 88.83201739739356, 92.31460143911943, 91.25995064914957, 82.71112542224866, 85.57826458563966, 86.37020812452641, 82.81451705007704, 80.47259604969584, 90.48858597071566, 92.10397635984661, 90.55034904163419, 86.572454270588, 90.95843192751006, 93.07995526136729, 88.1366979032079, 86.68565654508998, 91.16764063652107, 91.79082242564849, 91.1429330199913, 92.12227621810098, 91.31502937653266, 91.9735016486998, 91.29994301967973, 91.96109910256023, 91.52128941977992, 91.33001809059984, 85.90636921668907, 87.38902013221575, 83.93906995360273, 91.62682645805299, 79.27187038002486, 87.04955308274512, 90.9949041632928, 85.34854062942492, 91.11240270941384, 87.83122228704923, 92.52275092068001, 86.21808046286311, 84.70605591153223, 91.01912377064055, 86.41564595303237, 80.13449117500355, 78.44645325232867, 84.07975651973506, 88.26343182077309, 86.61041665679566, 87.27489858278012, 90.57791636551241, 87.37561419098733, 82.14039296725905, 78.23970066284583, 86.32683374227956]"
Episode feedback,"[0.8, 0.27292817649400203, 0.1903807613322838, 0.15750915693220088, 0.10621242474327412, 0.0901803606310818, 0.07915831655394959, 0.06212424843474524, 0.014028056098168281, 0.021406727806924843, 0.005427408405118849, 0.008287292794786485, 0.0, 0.011406844063091847, 0.0038167938785618554, 0.007168458755668607, 0.00275482092905008, 0.0, 0.0, 0.0, 0.0038759689772249264, 0.0, 0.002673796784294661, 0.009615384569156804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0038022813543639494, 0.0, 0.0, 0.0, 0.006756756711102995, 0.0, 0.0, 0.0, 0.006535947669699688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 79.30632042884827, 152.9540994167328, 172.45072412490845, 236.3476779460907, 297.92714071273804, 360.4241006374359, 427.11190390586853, 483.8677616119385, 538.7536008358002, 578.8608088493347, 599.0389077663422, 617.9560384750366, 632.7218408584595, 647.5602941513062, 663.4119317531586, 683.8850662708282, 694.3734622001648, 708.9946577548981, 717.5670006275177, 732.3840787410736, 741.4276645183563, 761.862898349762, 773.945806980133, 782.8089933395386, 797.0464432239532, 806.6857461929321, 828.2914831638336, 837.770471572876, 851.8140861988068, 865.1797976493835, 879.8482010364532, 889.7138512134552, 898.8056354522705, 908.4883263111115, 917.348785161972, 925.9537823200226, 935.5683169364929, 945.2164142131805, 954.3524858951569, 963.4245789051056, 972.3797028064728, 985.9733576774597, 995.5194344520569, 1004.3255553245544, 1013.0267157554626, 1021.8675825595856, 1030.745167016983, 1049.971331357956, 1064.3107073307037, 1073.3684504032135, 1087.2242605686188, 1101.3475739955902, 1113.154572725296, 1122.7010102272034, 1131.5892403125763, 1147.4417300224304, 1160.9248249530792, 1176.049605846405, 1190.8227972984314, 1210.3569841384888, 1219.0927667617798, 1227.5730593204498, 1240.761897802353, 1254.3422260284424, 1263.264740228653, 1271.591952085495, 1285.2908897399902, 1299.054212808609, 1308.0144386291504, 1316.6302025318146, 1325.202320575714, 1333.9686455726624, 1343.2701439857483, 1352.2093496322632, 1361.2117908000946, 1369.9018771648407, 1378.8771543502808, 1387.9477455615997, 1405.5651693344116, 1419.7876408100128, 1438.8623492717743, 1447.5951149463654, 1464.9978830814362, 1478.3863589763641, 1487.8352382183075, 1501.3150935173035, 1510.4334890842438, 1524.6533482074738, 1533.4430932998657, 1547.84499001503, 1562.2130539417267, 1571.5800185203552, 1587.149887084961, 1606.09219789505, 1626.3165481090546, 1640.332977771759, 1654.5983574390411, 1668.659704208374, 1681.861296415329, 1691.0478160381317, 1705.846930027008, 1722.115000486374, 1747.0186414718628, 1761.6436667442322]"
total minutes,"[0, 1.321772007147471, 2.54923499027888, 2.874178735415141, 3.9391279657681784, 4.9654523452123005, 6.007068343957266, 7.118531731764476, 8.064462693532308, 8.97922668059667, 9.647680147488911, 9.983981796105702, 10.299267307917278, 10.545364014307658, 10.792671569188435, 11.05686552921931, 11.398084437847137, 11.572891036669413, 11.816577629248302, 11.959450010458628, 12.206401312351227, 12.357127741972606, 12.697714972496033, 12.899096783002218, 13.046816555658976, 13.284107387065887, 13.444762436548869, 13.80485805273056, 13.962841192881266, 14.19690143664678, 14.419663294156392, 14.664136683940887, 14.82856418689092, 14.980093924204509, 15.14147210518519, 15.289146419366201, 15.432563038667043, 15.592805282274883, 15.75360690355301, 15.90587476491928, 16.057076315085094, 16.20632838010788, 16.432889294624328, 16.59199057420095, 16.738759255409242, 16.883778595924376, 17.031126375993093, 17.179086116949716, 17.499522189299267, 17.738511788845063, 17.88947417338689, 18.120404342810314, 18.355792899926502, 18.552576212088265, 18.711683503786723, 18.85982067187627, 19.124028833707175, 19.34874708255132, 19.60082676410675, 19.847046621640523, 20.172616402308147, 20.318212779362998, 20.459550988674163, 20.67936496337255, 20.905703767140707, 21.054412337144218, 21.193199201424918, 21.421514828999836, 21.65090354681015, 21.800240643819173, 21.943836708863575, 22.086705342928568, 22.23281075954437, 22.387835733095805, 22.536822493871053, 22.686863180001577, 22.831697952747344, 22.981285905838014, 23.132462426026663, 23.426086155573525, 23.663127346833548, 23.981039154529572, 24.12658524910609, 24.416631384690604, 24.63977264960607, 24.797253970305125, 25.021918225288392, 25.173891484737396, 25.41088913679123, 25.557384888331097, 25.7974165002505, 26.036884232362112, 26.193000308672588, 26.452498118082683, 26.768203298250835, 27.105275801817577, 27.33888296286265, 27.576639290650686, 27.810995070139565, 28.03102160692215, 28.184130267302194, 28.4307821671168, 28.7019166747729, 29.11697735786438, 29.360727779070537]"
cummulative feedback,"[0, 247, 437, 480, 586, 676, 755, 817, 831, 852, 856, 859, 859, 862, 863, 865, 866, 866, 866, 866, 867, 867, 868, 870, 870, 870, 870, 870, 870, 870, 870, 871, 871, 871, 871, 872, 872, 872, 872, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873, 873]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.00045]
