,0
Accumulated time steps,"[0, 1000, 1999, 2676, 2939, 3406, 3887, 4267, 4899, 5449, 5707, 6179, 6626, 6890, 7160, 7411, 7576, 7927, 8476, 8657, 8914, 9156, 9313, 9490, 9733, 9885, 10038, 10362, 10515, 10784, 11150, 11303, 11749, 12187, 12540, 12689, 12929, 13191, 13535, 13690, 14052, 14715, 14956, 15116, 15267, 15520, 15672, 15940, 16097, 16260, 16597, 16839, 17111, 17451, 17787, 17946, 18211, 18759, 18911, 19340, 19596, 19750, 20241, 20493, 20645, 20799, 21067, 21315, 21565, 21714, 21865, 22116, 22364, 22623, 22951, 23308, 23457, 23702, 23859, 24156, 24434, 24600, 25051, 25206, 25461, 25724, 25879, 26039, 26285, 26454, 26601, 26852, 27122, 27367, 27626, 27889, 28072, 28331, 28580, 28729, 28894, 29059, 29400, 29731, 29887]"
Episode reward,"[0, -70.89253191952314, -68.036735300091, 61.011873618202664, 86.96364246337703, 72.99954972292826, 72.49686404009775, 78.62963909453889, 64.75075266395771, 67.59313174074025, 85.95465309994718, 73.53344997019141, 74.57517243950791, 84.88452800899476, 83.59775952161277, 86.19118578083092, 90.53483401609563, 80.22808422099573, 67.01371344571965, 88.88790200973757, 84.97766551466113, 86.35700970968212, 90.91820956169371, 88.53304624798143, 86.00227563644827, 92.29162274025657, 91.33335127498081, 80.99777998244176, 91.10983092450296, 82.9317624386751, 80.68756411992202, 91.06883036954223, 73.1952552887229, 74.26895849994746, 78.805863276004, 91.051936773233, 86.6523092122269, 85.2559773621872, 80.11099644412492, 91.11920182985804, 78.07274180238706, 65.4650795590292, 87.32112370736616, 91.3037718116502, 91.79449408738284, 86.13998137242854, 91.87215250039404, 83.96435817294555, 90.080335810221, 91.03925455242634, 81.66452740651751, 86.74829140039547, 84.81275090070693, 82.84713751019537, 82.90981257995236, 90.67471661608633, 87.4529699374348, 70.08240995548377, 91.49330131275723, 76.12138904373863, 85.88896167286106, 92.1255823523343, 71.13649650736403, 86.24265555158803, 91.25150845589765, 91.52415254050406, 82.70504099853898, 85.26521116240872, 85.30922201177711, 91.68578012897248, 91.00897669833067, 87.5736763368111, 85.09349292623602, 84.70053153293479, 81.72891012153133, 78.62731145647537, 91.80878938796315, 86.43412390194499, 90.9080000231435, 80.93630094665545, 84.63837727718033, 89.87942148463185, 72.03633819978121, 91.0379506195069, 86.77103894622564, 84.79635578446296, 91.15924320208208, 90.7524822304706, 85.96063975972955, 90.49402234214125, 91.26784098415737, 86.19625334534844, 87.10671674707324, 86.20241676563111, 84.97267023023542, 84.13410281630158, 88.36549033217382, 85.62234755008673, 85.62993699169813, 91.5162383031151, 89.89195970563551, 90.09578570135056, 81.5102728473777, 82.46690206245874, 91.17576335432895]"
Episode feedback,"[0.8, 0.0801603205609616, 0.050100200350601004, 0.1538461536185708, 0.07633587757123711, 0.07296137323398846, 0.07708333317274306, 0.06332453809149198, 0.033280507078794756, 0.03642987242908949, 0.015564202274069253, 0.040339702674438, 0.022421524613404655, 0.019011406771819745, 0.03345724894625558, 0.015999999936, 0.01829268281528852, 0.002857142848979592, 0.02007299266410038, 0.011111111049382717, 0.007812499969482422, 0.008298755152287323, 0.01923076910749507, 0.011363636299070248, 0.008264462775766682, 0.006622516512433666, 0.01315789465027701, 0.01857585133567848, 0.006578947325138505, 0.0111940298089775, 0.005479452039782323, 0.006578947325138505, 0.011235955030930438, 0.009153318056857396, 0.011363636331353306, 0.006756756711102995, 0.008368200801806691, 0.0076628352196826234, 0.0, 0.0, 0.0027700830948197146, 0.0045317220475351635, 0.008333333298611112, 0.006289308136545232, 0.0066666666222222224, 0.003968253952506929, 0.0, 0.0, 0.006410256369165024, 0.0, 0.0, 0.0, 0.0036900368867526317, 0.0, 0.0029850746179550013, 0.0, 0.007575757547061524, 0.0036563071231146124, 0.0, 0.002336448592671849, 0.0, 0.0, 0.004081632644731362, 0.003984063729147156, 0.0, 0.0, 0.0, 0.0, 0.00401606424089934, 0.006756756711102995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003717472105139509, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 60.27096486091614, 117.67721772193909, 163.82183003425598, 180.26663327217102, 208.95763969421387, 238.8225920200348, 261.96124482154846, 298.0671966075897, 329.8394339084625, 344.6372928619385, 371.69665026664734, 396.60627937316895, 411.7103533744812, 427.9626693725586, 442.7584946155548, 452.69765973091125, 472.5338854789734, 503.5186195373535, 514.2921328544617, 528.754964351654, 542.6843736171722, 552.1543374061584, 562.4862914085388, 576.5598285198212, 585.491313457489, 594.5585465431213, 612.9621727466583, 621.8828890323639, 637.2365801334381, 657.266934633255, 666.3882348537445, 691.0918872356415, 714.9476699829102, 734.7818558216095, 743.3806855678558, 756.7768433094025, 771.6036231517792, 790.7200934886932, 799.6092221736908, 819.7764871120453, 855.7711951732635, 869.394410610199, 878.8995063304901, 887.8796489238739, 902.0076880455017, 910.9440047740936, 925.8996505737305, 935.1632235050201, 944.6071288585663, 962.6904709339142, 975.8146688938141, 991.5022985935211, 1010.527370929718, 1029.053314447403, 1038.3174047470093, 1053.6811213493347, 1082.6892347335815, 1091.5898082256317, 1115.1129670143127, 1129.5320506095886, 1138.2759401798248, 1165.1622548103333, 1179.1431827545166, 1187.8113331794739, 1196.8013715744019, 1211.7500159740448, 1225.796835899353, 1240.1185522079468, 1249.0466766357422, 1257.7564005851746, 1271.8232910633087, 1285.8878874778748, 1300.4962830543518, 1318.6594080924988, 1338.1432745456696, 1346.9345326423645, 1360.7767539024353, 1369.884485244751, 1386.3352015018463, 1401.9366600513458, 1411.5768973827362, 1436.0101413726807, 1445.0758500099182, 1459.560650587082, 1474.1707782745361, 1483.2019209861755, 1492.5292394161224, 1506.2434046268463, 1516.4992723464966, 1525.1069660186768, 1539.236388683319, 1554.2267534732819, 1567.830457687378, 1582.2543547153473, 1596.7552654743195, 1607.174025297165, 1621.3514063358307, 1635.1310603618622, 1643.9263815879822, 1653.658854484558, 1663.4623310565948, 1682.4076330661774, 1700.8835039138794, 1709.989545583725]"
total minutes,"[0, 1.004516081015269, 1.9612869620323181, 2.730363833904266, 3.004443887869517, 3.4826273282368976, 3.9803765336672465, 4.366020747025808, 4.967786610126495, 5.4973238984743755, 5.743954881032308, 6.194944171110789, 6.610104656219482, 6.86183922290802, 7.13271115620931, 7.37930824359258, 7.544960995515187, 7.87556475798289, 8.391976992289225, 8.571535547574362, 8.812582739194234, 9.044739560286205, 9.20257229010264, 9.374771523475648, 9.609330475330353, 9.758188557624816, 9.909309109052023, 10.216036212444305, 10.364714817206066, 10.620609668890635, 10.95444891055425, 11.106470580895742, 11.518198120594025, 11.915794499715169, 12.246364263693492, 12.389678092797597, 12.61294738849004, 12.860060385862987, 13.178668224811554, 13.326820369561514, 13.662941451867422, 14.262853252887727, 14.489906843503316, 14.64832510550817, 14.797994148731231, 15.03346146742503, 15.182400079568227, 15.431660842895507, 15.58605372508367, 15.743452147642772, 16.044841182231902, 16.2635778148969, 16.525038309892018, 16.842122848828634, 17.150888574123382, 17.305290079116823, 17.56135202248891, 18.044820578893027, 18.193163470427194, 18.58521611690521, 18.825534176826476, 18.971265669663747, 19.419370913505553, 19.652386379241943, 19.796855552991232, 19.946689526240032, 20.195833599567415, 20.429947264989217, 20.668642536799112, 20.817444610595704, 20.962606676419576, 21.197054851055146, 21.431464791297913, 21.674938050905862, 21.977656801541645, 22.30238790909449, 22.44890887737274, 22.67961256504059, 22.831408087412516, 23.10558669169744, 23.365611000855765, 23.5262816230456, 23.933502356211346, 24.084597500165305, 24.32601084311803, 24.56951297124227, 24.72003201643626, 24.87548732360204, 25.10405674378077, 25.27498787244161, 25.418449433644614, 25.65393981138865, 25.903779224554697, 26.130507628122967, 26.370905911922456, 26.612587757905324, 26.78623375495275, 27.022523438930513, 27.25218433936437, 27.39877302646637, 27.56098090807597, 27.724372184276582, 28.040127217769623, 28.348058398564657, 28.49982575972875]"
cummulative feedback,"[0, 80, 130, 234, 254, 288, 325, 349, 370, 390, 394, 413, 423, 428, 437, 441, 444, 445, 456, 458, 460, 462, 465, 467, 469, 470, 472, 478, 479, 482, 484, 485, 490, 494, 498, 499, 501, 503, 503, 503, 504, 507, 509, 510, 511, 512, 512, 512, 513, 513, 513, 513, 514, 514, 515, 515, 517, 519, 519, 520, 520, 520, 522, 523, 523, 523, 523, 523, 524, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 525, 526, 526, 526, 526, 526, 526, 526, 526, 526, 526, 526, 526, 526]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0003]
