,0
Accumulated time steps,"[0, 1000, 1757, 2036, 2339, 2616, 3078, 3457, 3711, 3863, 4300, 4648, 4920, 5075, 5443, 5707, 5957, 6110, 6270, 6518, 6672, 6934, 7087, 7243, 7402, 7736, 7887, 8142, 8407, 8584, 8746, 9002, 9153, 9308, 9461, 9608, 9880, 10058, 10215, 10482, 10838, 11095, 11342, 11605, 11760, 12063, 12317, 12658, 13030, 13184, 13438, 13609, 13883, 14234, 14590, 14952, 15212, 15478, 15634, 15885, 16241, 16594, 16744, 16919, 17168, 17418, 17574, 17749, 17921, 18182, 18462, 18722, 18882, 19154, 19417, 19689, 19940, 20096, 20255, 20422, 20707, 20888, 21155, 21421, 21592, 21893, 22046, 22232, 22424, 22572, 22829, 22994, 23158, 23509, 23764, 24239, 24508, 24662, 24830, 24991, 25256, 25453, 25612, 25780, 25938, 26209, 26369, 26661, 26929, 27092, 27265, 27422, 27779, 27940, 28197, 28561, 28757, 29020, 29184, 29445, 29608, 29885]"
Episode reward,"[0, -61.146654351174455, 52.27564889258993, 84.2927196256923, 82.32473890314125, 84.21915864810597, 74.64733330835773, 78.40404665375632, 86.4630960561687, 91.56632794453469, 77.06672679854037, 80.92981962751642, 84.14922262586401, 91.59033928835495, 80.29976250042003, 84.05664135358019, 86.58454957209408, 90.85218043885945, 90.69529330364583, 86.60446412771724, 91.53016826957226, 85.5691008078968, 91.04719982265001, 90.75071619711647, 90.87608396833193, 81.33890680553236, 91.69770335169477, 85.68753954925954, 84.5119748996742, 89.97786449747366, 90.98844582355167, 85.2278040011432, 91.70667748307031, 90.28055904497708, 91.34014764362078, 91.68341412787748, 83.443308980052, 88.48414235875426, 91.42397302799849, 83.86757832763725, 83.60758556097004, 86.43061755567686, 86.60713020410523, 85.20761249238069, 91.29941790803208, 81.22571415594167, 86.0696413021162, 81.14408212750111, 80.1630281630554, 90.78353531770523, 85.46003413180406, 89.78385714250092, 83.48516634349662, 81.3834176540125, 79.2567850865253, 80.16124980222274, 86.86508487000755, 84.32524936270605, 90.76387611963415, 85.5254818382609, 80.78417975912782, 80.82937282189815, 91.57224453706814, 89.93841879179607, 86.3353787125422, 85.73707884358086, 90.76681480428743, 89.41354345217003, 88.91363186022876, 83.61582195642546, 84.88393644953462, 84.97537645187592, 90.6786556351638, 83.85971790032423, 83.84274737899965, 85.0957430437629, 84.91617965572041, 91.1854871884374, 91.15565727584308, 91.23565308839696, 83.11224962294143, 88.38435659685265, 84.35930327530146, 85.66690186564949, 90.01886357872748, 81.54730188837847, 90.81176296568417, 89.19934617464052, 88.03174061345543, 91.52191503133693, 85.36971550890796, 90.64604225737129, 91.30220212196993, 81.17590419055301, 83.84043026491254, 72.14222620458695, 84.52009210503005, 90.79890549013928, 90.06021132868882, 90.11217360426039, 85.53137991487304, 87.29435557019907, 90.61286515626873, 90.89173718921641, 90.61487818810767, 85.48474360549824, 91.057086595397, 80.98619005489249, 84.81756537529799, 89.25466105837778, 89.84952356251729, 90.05814981417976, 77.69355638606378, 91.16422271843996, 84.4909274103452, 79.08726784801897, 87.22851810386524, 86.30742099184373, 90.89054015310779, 83.90463695439243, 90.61204822338858, 83.58419542042687]"
Episode feedback,"[0.8, 0.10821643275729817, 0.10582010568013213, 0.12949640241188345, 0.06953642361080654, 0.08695652142407058, 0.0347071582761233, 0.05820105804708715, 0.051383399006389725, 0.08609271466163765, 0.045871559527817525, 0.0374639768372796, 0.03690036886752632, 0.0389610387080452, 0.01362397816451232, 0.022813688126183694, 0.00803212848179868, 0.006578947325138505, 0.012578616273090464, 0.016194331918241572, 0.019607843009099065, 0.0076628352196826234, 0.0, 0.0064516128616024975, 0.0, 0.009009008981954928, 0.0, 0.007874015717031434, 0.007575757547061524, 0.0, 0.01242236017128969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007380073773505263, 0.0, 0.012820512738330047, 0.0037593984821075246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002695417782492135, 0.0, 0.0039525691543376715, 0.0, 0.0036630036495860674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 65.17112421989441, 113.54220581054688, 132.34711933135986, 151.17553758621216, 168.92161989212036, 195.94839334487915, 218.55134463310242, 233.84850025177002, 243.81542420387268, 269.06476497650146, 289.6463634967804, 305.96971583366394, 315.7796907424927, 336.28952264785767, 351.789217710495, 366.0667350292206, 375.5539970397949, 384.99394392967224, 399.20614743232727, 408.6731297969818, 423.8284606933594, 432.8695478439331, 442.5081992149353, 452.49921894073486, 471.79695868492126, 481.1831727027893, 496.20915961265564, 511.894348859787, 522.5543401241302, 532.432051897049, 547.1046650409698, 556.1578276157379, 565.2632479667664, 574.2699682712555, 582.939877986908, 598.3309946060181, 608.6081039905548, 617.8979458808899, 633.107367515564, 652.6295502185822, 667.2104601860046, 681.2437145709991, 695.8193926811218, 704.7258794307709, 721.559531211853, 735.4731993675232, 754.5505414009094, 775.0912311077118, 784.0750172138214, 798.5285308361053, 808.4592616558075, 824.0462863445282, 843.1378095149994, 862.4045476913452, 882.2753698825836, 896.8324785232544, 911.6829438209534, 920.6674475669861, 934.9610481262207, 954.370817899704, 974.0366308689117, 982.6564993858337, 992.622656583786, 1006.2587561607361, 1020.0124168395996, 1029.256919145584, 1039.6008505821228, 1049.6350586414337, 1064.207965373993, 1079.6893589496613, 1094.2082481384277, 1103.378531217575, 1118.8801341056824, 1133.2978827953339, 1148.3097989559174, 1162.559002161026, 1171.9145352840424, 1181.1490535736084, 1190.8067879676819, 1206.5174238681793, 1216.6418588161469, 1231.422836780548, 1246.1268846988678, 1256.1391925811768, 1272.5518691539764, 1281.2493619918823, 1291.876439332962, 1302.7210586071014, 1311.2333192825317, 1325.2733023166656, 1334.7959492206573, 1344.1690511703491, 1363.6569950580597, 1377.9146535396576, 1403.3427877426147, 1418.0522675514221, 1426.92107796669, 1436.5135674476624, 1445.9105987548828, 1460.837764263153, 1471.824556350708, 1481.0071523189545, 1490.5350217819214, 1499.673574924469, 1514.5428280830383, 1523.6814315319061, 1539.5706708431244, 1554.003017425537, 1563.441311120987, 1573.1838862895966, 1582.250249862671, 1601.2201788425446, 1610.8095242977142, 1625.3310589790344, 1645.3530640602112, 1656.6603124141693, 1671.3986151218414, 1681.2156805992126, 1695.950504541397, 1705.8118164539337, 1722.1084594726562]"
total minutes,"[0, 1.0861854036649068, 1.892370096842448, 2.205785322189331, 2.519592293103536, 2.8153603315353393, 3.265806555747986, 3.642522410551707, 3.897475004196167, 4.063590403397878, 4.4844127496083575, 4.827439391613007, 5.099495263894399, 5.262994845708211, 5.604825377464294, 5.8631536285082495, 6.1011122504870094, 6.259233283996582, 6.416565732161204, 6.653435790538788, 6.811218829949697, 7.063807678222656, 7.214492464065552, 7.375136653582255, 7.541653649012248, 7.863282644748688, 8.019719545046488, 8.270152660210927, 8.53157248099645, 8.709239002068838, 8.873867531617483, 9.118411084016165, 9.269297126928965, 9.421054132779439, 9.571166137854258, 9.715664633115132, 9.972183243433635, 10.14346839984258, 10.298299098014832, 10.551789458592733, 10.877159170309703, 11.120174336433411, 11.354061909516652, 11.596989878018697, 11.745431323846182, 12.025992186864217, 12.257886656125386, 12.575842356681823, 12.918187185128529, 13.06791695356369, 13.308808847268422, 13.474321027596792, 13.734104772408804, 14.05229682524999, 14.373409128189087, 14.70458949804306, 14.947207975387574, 15.194715730349223, 15.344457459449767, 15.582684135437011, 15.9061802983284, 16.233943847815194, 16.377608323097228, 16.5437109430631, 16.770979269345602, 17.00020694732666, 17.154281985759734, 17.32668084303538, 17.493917644023895, 17.73679942289988, 17.99482264916102, 18.23680413564046, 18.389642186959584, 18.648002235094705, 18.888298046588897, 19.13849664926529, 19.375983369350433, 19.531908921400706, 19.68581755956014, 19.846779799461366, 20.108623731136323, 20.277364313602448, 20.52371394634247, 20.768781411647797, 20.93565320968628, 21.20919781923294, 21.354156033198038, 21.5312739888827, 21.71201764345169, 21.85388865470886, 22.087888371944427, 22.24659915367762, 22.40281751950582, 22.727616584300996, 22.96524422566096, 23.389046462376914, 23.634204459190368, 23.7820179661115, 23.941892790794373, 24.098509979248046, 24.34729607105255, 24.5304092725118, 24.68345253864924, 24.842250363032022, 24.994559582074483, 25.242380468050637, 25.394690525531768, 25.65951118071874, 25.900050290425618, 26.05735518534978, 26.219731438159943, 26.370837497711182, 26.687002980709075, 26.846825404961905, 27.088850982983907, 27.422551067670188, 27.61100520690282, 27.856643585364022, 28.02026134332021, 28.265841742356617, 28.430196940898895, 28.701807657877605]"
cummulative feedback,"[0, 108, 188, 224, 245, 269, 285, 307, 320, 333, 353, 366, 376, 382, 387, 393, 395, 396, 398, 402, 405, 407, 407, 408, 408, 411, 411, 413, 415, 415, 417, 417, 417, 417, 417, 417, 419, 419, 421, 422, 422, 422, 422, 422, 422, 422, 422, 422, 423, 423, 424, 424, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425, 425]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.00045]
