,0
Accumulated time steps,"[0, 1000, 1999, 2446, 2661, 2956, 3226, 3687, 3967, 4349, 4618, 5112, 5370, 5726, 5976, 6421, 6788, 6944, 7094, 7561, 7714, 7865, 8122, 8489, 8833, 8995, 9250, 9407, 9570, 9828, 10013, 10268, 10422, 10573, 11022, 11395, 11829, 12122, 12390, 12542, 13069, 13348, 13598, 13748, 13996, 14150, 14579, 14935, 15175, 15455, 15796, 15997, 16339, 16498, 16758, 17118, 17277, 17631, 17784, 18046, 18306, 18554, 18820, 19067, 19312, 19658, 19912, 20179, 20532, 20884, 21043, 21389, 21732, 21890, 22456, 22719, 23103, 23260, 23603, 23758, 23906, 24174, 24337, 24487, 24640, 25028, 25180, 25442, 25601, 25946, 26111, 26260, 26518, 26775, 27041, 27298, 27458, 27722, 27903, 28264, 28421, 28579, 28848, 29010, 29308, 29565, 29721, 29976]"
Episode reward,"[0, -70.6016741148007, -52.44029828855603, 79.69255625229981, 86.85850359798582, 82.87962737831734, 84.75686078381294, 76.0476489464919, 82.53349369153803, 78.00970141565237, 84.68131650460407, 70.43462500113374, 85.8454378593421, 80.21668215296224, 86.41365366213813, 76.07944004395503, 79.51302388664483, 91.19212077388126, 91.54751285437608, 71.16540509067272, 91.36382281273008, 91.51665033642995, 85.25796906455244, 78.52584476884282, 80.61087523392673, 90.10600729319955, 86.09158947180288, 91.15828856078174, 90.83694031237427, 85.03253382090651, 88.77651075528698, 86.80361156522528, 91.38491762025974, 91.43742958974545, 72.18189001583076, 78.66138424193359, 74.46613788091686, 81.78603857631698, 83.12777272757114, 91.15349756217717, 68.40942775297094, 82.60976412997408, 85.6232885472394, 91.39520648912755, 86.67669947402692, 91.0596988910734, 74.44941580511738, 80.01256195480836, 85.76971004995164, 82.54923069027976, 79.70926748213648, 86.63753305046039, 79.81265249479995, 90.87270311382989, 86.18360617885106, 78.61935231912082, 89.67543872221891, 79.83027618018774, 90.84760142574702, 84.86309131414508, 85.78560135012259, 85.79283890543466, 84.58001635464083, 85.812452095344, 85.23027228809397, 79.77705952755824, 84.4458176887045, 83.66564279990418, 79.21453625707433, 78.97527623817476, 91.1423289169149, 79.49821826241099, 80.52648165772962, 91.32793600844794, 67.259974416704, 83.93563352223602, 77.24029501732198, 91.28483138297418, 79.9413262119921, 90.89955724107776, 91.25123507054413, 84.69766575415858, 90.90957817489132, 91.40594121337145, 90.52800327801333, 76.01032275224549, 90.72254902757228, 84.54874142919354, 90.3381056051587, 79.16585145581996, 89.24584841191106, 91.07239425402568, 84.98521591816238, 84.87394470653106, 84.56563164933246, 83.74634902606407, 91.16795258569036, 84.21204738600258, 88.10463884708251, 78.37601778406827, 90.9321069983823, 90.66983328785172, 83.61883740497369, 90.22458640390062, 80.61096260335327, 84.80483286530034, 90.37092963461383, 84.64219330230704]"
Episode feedback,"[0.8, 0.12625250488351453, 0.13827655296765876, 0.26233183797683446, 0.14018691523277144, 0.13945578183858579, 0.1226765794696038, 0.10869565193761815, 0.050179211289680246, 0.10236220445574225, 0.156716417325685, 0.07707910734872392, 0.07003891023331163, 0.0676056336123785, 0.06024096361349011, 0.038288288202053405, 0.09562841503926663, 0.05161290289281998, 0.04026845610558083, 0.038626609359170366, 0.03289473662569252, 0.019999999866666666, 0.02734374989318848, 0.06557377031263997, 0.03206997075198259, 0.02484472034257938, 0.03543307072664145, 0.03205128184582512, 0.012345678936137784, 0.058365758527759694, 0.03804347805411153, 0.03937007858515717, 0.032679738348498445, 0.03333333311111111, 0.02901785707808514, 0.024193548322060353, 0.016166281717860782, 0.017123287612591482, 0.022471910028195093, 0.019867549537300997, 0.020912547488759415, 0.014388489156875938, 0.020080321204496702, 0.013422818701860278, 0.01214574893868118, 0.0, 0.016355140148702943, 0.002816901400515771, 0.004184100400903346, 0.014336917511337213, 0.005882352923875432, 0.014999999925, 0.014662756555241184, 0.0, 0.01544401538438604, 0.011142061250300666, 0.0, 0.011331444727106389, 0.0, 0.0076628352196826234, 0.00772200769219302, 0.004048582979560393, 0.0037735848914204344, 0.0040650406338819485, 0.00819672127788229, 0.008695652148708254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008695652148708254, 0.005847953199274991, 0.01273885342204552, 0.001769911501292192, 0.0, 0.0026109660506241097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006172839468068892, 0.0, 0.006578947325138505, 0.0, 0.006622516512433666, 0.0038314176098413117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037735848914204344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003906249984741211, 0.0064516128616024975, 0.0]"
total seconds,"[0, 66.7546615600586, 134.07713985443115, 169.53385305404663, 184.8512954711914, 205.8456118106842, 223.9197437763214, 253.76351761817932, 270.71759724617004, 295.3872013092041, 314.7434678077698, 345.4349362850189, 361.7887668609619, 383.88725304603577, 399.66851925849915, 425.227792263031, 448.3488988876343, 458.2806086540222, 467.7358224391937, 494.44850277900696, 503.7394700050354, 512.8277411460876, 527.9028806686401, 550.8848130702972, 571.0587060451508, 580.9981453418732, 596.2532920837402, 605.973443031311, 615.5217096805573, 631.4247577190399, 642.6832735538483, 657.7934174537659, 667.4595277309418, 676.6135578155518, 702.4247174263, 723.7394757270813, 748.1734528541565, 764.6130976676941, 780.6693568229675, 790.0421595573425, 819.5161225795746, 835.3110835552216, 850.0020804405212, 859.132081747055, 873.452760219574, 882.4042947292328, 906.3943388462067, 925.9273607730865, 939.3875186443329, 955.2553858757019, 974.1147737503052, 985.8164887428284, 1005.088360786438, 1014.2553820610046, 1028.9079360961914, 1048.59734416008, 1057.6465480327606, 1077.5318088531494, 1086.5296721458435, 1101.0566453933716, 1115.3519191741943, 1128.9335691928864, 1143.5679564476013, 1157.346216917038, 1171.1528270244598, 1190.135184764862, 1204.100867509842, 1218.7252020835876, 1238.26149725914, 1257.4671306610107, 1266.708476781845, 1285.7474975585938, 1304.431808233261, 1313.7435915470123, 1344.0499420166016, 1358.7649037837982, 1379.4481811523438, 1388.8029787540436, 1407.3901360034943, 1416.2676002979279, 1424.850783109665, 1439.4461641311646, 1448.8250484466553, 1457.4385831356049, 1466.3472473621368, 1487.5491454601288, 1496.5979163646698, 1511.4449262619019, 1520.7232570648193, 1539.8053421974182, 1549.432923078537, 1558.0826723575592, 1572.4311940670013, 1586.8572659492493, 1601.5404980182648, 1615.7853603363037, 1625.2464339733124, 1639.7579870224, 1650.1478197574615, 1670.1175074577332, 1679.4725658893585, 1688.9194118976593, 1703.8950564861298, 1713.382346868515, 1730.2128088474274, 1744.5904479026794, 1753.9356424808502, 1768.3446986675262]"
total minutes,"[0, 1.1125776926676432, 2.2346189975738526, 2.825564217567444, 3.0808549245198567, 3.4307601968447368, 3.731995729605357, 4.229391960302989, 4.511959954102834, 4.923120021820068, 5.24572446346283, 5.757248938083649, 6.029812781016032, 6.398120884100596, 6.661141987641653, 7.087129871050517, 7.472481648127238, 7.638010144233704, 7.795597040653229, 8.240808379650115, 8.395657833417257, 8.54712901910146, 8.798381344477336, 9.181413551171621, 9.517645100752512, 9.683302422364553, 9.937554868062337, 10.099557383855183, 10.25869516134262, 10.523745961983998, 10.711387892564138, 10.963223624229432, 11.124325462182362, 11.276892630259196, 11.707078623771668, 12.062324595451354, 12.469557547569275, 12.743551627794902, 13.011155947049458, 13.16736932595571, 13.658602042992909, 13.921851392587026, 14.166701340675354, 14.318868029117585, 14.557546003659565, 14.706738245487212, 15.106572314103444, 15.432122679551442, 15.656458644072215, 15.920923097928364, 16.235246229171754, 16.43027481238047, 16.751472679773965, 16.90425636768341, 17.14846560160319, 17.476622402668, 17.627442467212678, 17.958863480885825, 18.108827869097393, 18.350944089889527, 18.58919865290324, 18.815559486548107, 19.059465940793356, 19.289103615283967, 19.519213783740998, 19.835586412747702, 20.0683477918307, 20.312086701393127, 20.637691620985667, 20.957785511016844, 21.111807946364085, 21.429124959309895, 21.74053013722102, 21.895726525783537, 22.40083236694336, 22.64608172972997, 22.990803019205728, 23.146716312567392, 23.456502266724904, 23.604460004965464, 23.74751305182775, 23.990769402186075, 24.147084140777586, 24.29064305226008, 24.439120789368946, 24.792485757668814, 24.94329860607783, 25.190748771031696, 25.34538761774699, 25.66342236995697, 25.82388205130895, 25.968044539292652, 26.207186567783356, 26.447621099154155, 26.692341633637746, 26.92975600560506, 27.087440566221872, 27.329299783706666, 27.502463662624358, 27.83529179096222, 27.99120943148931, 28.148656864960987, 28.398250941435496, 28.556372447808585, 28.836880147457123, 29.076507465044656, 29.23226070801417, 29.47241164445877]"
cummulative feedback,"[0, 126, 264, 381, 411, 452, 485, 535, 549, 588, 630, 668, 686, 710, 725, 742, 777, 785, 791, 809, 814, 817, 824, 848, 859, 863, 872, 877, 879, 894, 901, 911, 916, 921, 934, 943, 950, 955, 961, 964, 975, 979, 984, 986, 989, 989, 996, 997, 998, 1002, 1004, 1007, 1012, 1012, 1016, 1020, 1020, 1024, 1024, 1026, 1028, 1029, 1030, 1031, 1033, 1036, 1036, 1036, 1036, 1036, 1036, 1039, 1041, 1043, 1044, 1044, 1045, 1045, 1045, 1045, 1045, 1045, 1046, 1046, 1047, 1047, 1048, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1050, 1050, 1050, 1050, 1050, 1050, 1050, 1050, 1050, 1050, 1050, 1051, 1052, 1052]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0002]
