,0
Accumulated time steps,"[0, 1000, 1999, 2998, 3997, 4996, 5995, 6994, 7993, 8992, 9991, 10990, 11989, 12988, 13987, 14986, 15985, 16984, 17927, 18309, 18967, 19442, 20418, 20746, 21095, 21637, 21901, 22063, 22219, 22379, 22720, 22871, 23127, 23382, 23684, 24088, 24350, 24503, 24854, 25005, 25166, 25418, 25603, 25960, 26136, 26402, 26564, 26731, 27001, 27266, 27531, 27686, 27846, 28009, 28173, 28439, 28597, 28759, 28912, 29169, 29315, 29508, 29657, 29915]"
Episode reward,"[0, -54.27223303419177, -80.5050631080373, -83.00486078961035, -58.33504973542441, -72.39994733100895, -96.09564402935487, -60.365410598976354, -22.199419927273457, -47.968241003485254, -60.97542804002326, -56.75865893745825, -57.557334462310294, -53.774155338951466, -53.834160408678244, -52.65966178865359, -48.67136619681295, -49.9693489055736, 51.81776258556741, 81.42747417955661, 66.00836650923716, 74.08593360514577, 44.75054928518404, 82.77326688272157, 76.8095857031813, 67.79148880256106, 86.24941542994574, 92.1151648464253, 91.90654623228578, 91.09861777872193, 80.78382953542172, 91.86049034079157, 85.67603534204669, 86.93211556358368, 84.35056896713432, 79.1283783435097, 83.31010361273624, 90.22343507091458, 79.47675450610443, 91.46137484655583, 89.72600874954382, 84.04202761967059, 87.97586527275907, 76.30948850177302, 88.96867339662306, 83.76993449837539, 90.5428767236205, 90.21016690763462, 83.11844262656362, 85.63741817887521, 84.363874317322, 91.75968395886446, 89.39826217908751, 88.80408011555714, 88.97097209724924, 86.36252204778921, 89.39315747854087, 89.94914466933947, 90.42126879626906, 84.64465484092493, 91.80079033601183, 90.88326221713287, 91.4420348950656, 83.81316909090329]"
Episode feedback,"[0.8, 0.2595190378161132, 0.07414829651888949, 0.13827655296765876, 0.16432865714997127, 0.07314629251187746, 0.07815631254693756, 0.06613226446279333, 0.050100200350601004, 0.025050100175300502, 0.024048096168288482, 0.01903807613322838, 0.01603206411219232, 0.014028056098168281, 0.00801603205609616, 0.007014028049084141, 0.00901803606310818, 0.0030060120210360602, 0.0010615711241384596, 0.002624671909121596, 0.0, 0.0, 0.0, 0.003058103966183168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0066666666222222224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 79.06585144996643, 138.53394031524658, 204.4532949924469, 272.9851326942444, 332.4138243198395, 393.03698563575745, 452.53842544555664, 510.0701267719269, 564.9105253219604, 620.5429589748383, 675.1207616329193, 728.7997245788574, 782.5962166786194, 836.1953177452087, 889.2600572109222, 942.4501116275787, 996.901287317276, 1046.6958944797516, 1067.7116045951843, 1102.9634482860565, 1128.6764154434204, 1180.4925665855408, 1198.558609008789, 1217.5593898296356, 1246.6623222827911, 1261.5617163181305, 1270.8808641433716, 1280.0309674739838, 1289.2110450267792, 1307.5606474876404, 1316.554860830307, 1330.5050494670868, 1344.7836031913757, 1361.2715299129486, 1382.8154606819153, 1397.6091339588165, 1406.4960515499115, 1425.6920771598816, 1434.4034004211426, 1444.0303826332092, 1457.9229528903961, 1468.4386944770813, 1488.4744138717651, 1498.557303905487, 1513.3940017223358, 1522.7770869731903, 1532.4102783203125, 1547.1166126728058, 1561.896487236023, 1576.677657842636, 1585.5927693843842, 1594.7866470813751, 1604.4516077041626, 1614.1672205924988, 1629.087217092514, 1638.74343085289, 1648.8838286399841, 1658.9257299900055, 1674.7030165195465, 1684.3425164222717, 1696.9706854820251, 1706.7355897426605, 1723.0539252758026]"
total minutes,"[0, 1.3177641908327737, 2.30889900525411, 3.4075549165407817, 4.549752211570739, 5.540230405330658, 6.550616427262624, 7.5423070907592775, 8.501168779532115, 9.415175422032673, 10.342382649580637, 11.252012693881989, 12.146662076314291, 13.04327027797699, 13.936588629086812, 14.821000953515371, 15.707501860459645, 16.615021455287934, 17.444931574662526, 17.79519340991974, 18.382724138100944, 18.811273590723673, 19.674876109759012, 19.97597681681315, 20.292656497160593, 20.777705371379852, 21.026028605302177, 21.18134773572286, 21.333849457899728, 21.48685075044632, 21.79267745812734, 21.94258101383845, 22.17508415778478, 22.413060053189596, 22.687858831882476, 23.04692434469859, 23.293485565980276, 23.44160085916519, 23.76153461933136, 23.906723340352375, 24.06717304388682, 24.298715881506602, 24.473978241284687, 24.807906897862754, 24.97595506509145, 25.22323336203893, 25.379618116219838, 25.540171305338543, 25.785276877880097, 26.03160812060038, 26.277960964043935, 26.426546156406403, 26.579777451356254, 26.74086012840271, 26.90278700987498, 27.151453618208567, 27.312390514214833, 27.481397143999736, 27.64876216650009, 27.91171694199244, 28.07237527370453, 28.282844758033754, 28.445593162377676, 28.717565421263377]"
cummulative feedback,"[0, 259, 333, 471, 635, 708, 786, 852, 902, 927, 951, 970, 986, 1000, 1008, 1015, 1024, 1027, 1028, 1029, 1029, 1029, 1029, 1030, 1030, 1030, 1030, 1030, 1030, 1030, 1030, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031, 1031]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0003]
