,0
Accumulated time steps,"[0, 727, 1014, 1377, 1539, 1796, 2050, 2205, 2551, 2719, 2872, 3024, 3291, 3464, 3737, 3889, 4046, 4207, 4361, 4632, 4994, 5143, 5466, 5824, 6194, 6349, 6504, 6664, 6827, 7086, 7345, 7503, 7674, 7932, 8212, 8685, 8939, 9092, 9347, 9502, 9754, 10096, 10366, 10527, 10802, 11070, 11225, 11585, 11742, 12025, 12397, 12665, 13020, 13305, 13575, 13730, 14114, 14389, 14642, 14909, 15171, 15440, 15698, 15855, 16158, 16416, 16701, 16874, 17052, 17203, 17398, 17569, 17960, 18228, 18411, 18682, 19050, 19433, 19590, 19853, 20122, 20391, 20552, 20808, 21092, 21461, 21926, 22090, 22347, 22753, 23052, 23224, 23600, 23873, 24033, 24296, 24603, 24759, 25041, 25198, 25348, 25650, 25805, 26098, 26260, 26551, 26707, 26855, 27135, 27298, 27465, 27630, 27902, 28057, 28342, 28513, 28679, 28962, 29372, 29544, 29703, 29894]"
Episode reward,"[0, 51.120316410216134, 82.91556787194857, 80.71955245815593, 90.85517264679382, 86.94433478081683, 86.14214528471605, 91.20720212386657, 81.80029628175356, 89.98703768784172, 91.47974913819623, 90.71246091960445, 86.20989377159627, 90.85504883202337, 84.01193181741115, 91.72863530707963, 90.61073322372326, 91.69597391860255, 91.41669185619745, 83.35294449665317, 80.82248904812424, 92.00863308046729, 84.69821628180534, 80.68620899929209, 80.00025446779931, 90.88573166304172, 91.21250805455327, 91.3154761862905, 89.53068423937933, 85.54877213201388, 85.64984561169932, 91.07690469224062, 88.15827874835891, 85.46828460035468, 84.40437851878553, 77.06077028454479, 86.16884660025251, 92.37021600607103, 87.93760729649833, 91.142371437455, 89.21295992725038, 81.33291815516822, 86.83261374088687, 90.11504686760699, 84.33700941423693, 86.8985707030668, 90.96566551521849, 79.46964487842476, 90.72613264538575, 82.18988517361464, 80.0272916648415, 84.70728318207375, 79.95110926504779, 83.3482865730966, 83.91382441830316, 90.63778013426507, 80.05988023600302, 84.93169734393574, 85.74699666360804, 84.95333874484632, 83.45098375552153, 85.41080229089648, 86.16326345118065, 91.27725414613887, 80.4741645293682, 84.13915143934247, 83.37259604904858, 89.72491451587884, 89.91407969661913, 90.31249600676318, 89.30183293337518, 91.02475528313416, 79.87254282771339, 82.22628183518734, 87.28435236672254, 86.56740891283228, 80.363690734801, 79.90216000095917, 90.77908234650772, 84.91425621153843, 84.33480189853198, 85.32465218982888, 90.1161929178446, 84.99622391914697, 85.0239579303592, 79.30931088459955, 70.6902769246307, 90.44601232946356, 84.44443258091486, 81.33196002334654, 81.60611185182576, 89.16590736708977, 80.37705820636799, 85.0597771394978, 91.40311033675417, 85.69600675463212, 84.26074163419298, 90.73699568128208, 82.20543572030375, 90.31741014522403, 90.76993932675124, 85.0374610548303, 90.86103831869622, 80.78493870961113, 90.78663189648714, 83.29801256147562, 90.62520126936865, 91.21957050628924, 83.49274999590354, 90.27948668992073, 89.93600979810043, 91.31513590544786, 85.61101920551131, 90.31305579390735, 84.52667767405612, 90.35553173954332, 90.08669290785899, 85.97678118863047, 76.7938703848868, 89.57565801890082, 91.07805183522422, 87.98105843658973]"
Episode feedback,"[0.8, 0.2799999996137931, 0.18531468466673187, 0.17127071775892067, 0.11801242162725205, 0.12499999951171875, 0.14624505871049384, 0.11688311612413561, 0.11884057936567947, 0.11377245440854818, 0.10526315720221607, 0.10596026419893866, 0.08270676660636554, 0.08139534836398053, 0.047794117471345154, 0.08609271466163765, 0.07051282006081526, 0.0562499996484375, 0.03921568601819813, 0.033333333209876546, 0.04709141261193515, 0.04054054026661797, 0.031055900524671116, 0.01960784308233097, 0.01897018965048729, 0.012987012902681734, 0.006493506451340867, 0.012578616273090464, 0.012345678936137784, 0.015503875908899706, 0.01162790693167478, 0.00636942671102276, 0.017647058719723184, 0.015564202274069253, 0.007168458755668607, 0.01694915250646366, 0.0039525691543376715, 0.0, 0.0, 0.006493506451340867, 0.0, 0.0029325513110482365, 0.0, 0.0, 0.010948905069529544, 0.0, 0.0, 0.005571030625150333, 0.0, 0.0, 0.0, 0.0, 0.00282485874908232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 57.55135989189148, 78.54471921920776, 104.2870032787323, 115.33934187889099, 132.77353620529175, 150.18528985977173, 160.80171489715576, 183.99169754981995, 195.74131870269775, 206.30589532852173, 216.80561709403992, 233.88529348373413, 245.0821294784546, 261.51982712745667, 271.5909676551819, 281.77081274986267, 291.9750316143036, 301.54698944091797, 317.6696128845215, 340.2220940589905, 349.7684814929962, 368.67143726348877, 389.12931299209595, 410.36928820610046, 419.8035125732422, 428.9419982433319, 438.4236533641815, 448.1635117530823, 463.28635835647583, 478.3362874984741, 488.0729694366455, 498.13413310050964, 512.9489390850067, 528.6568956375122, 555.6696696281433, 569.8281393051147, 578.7732667922974, 593.2154154777527, 602.5264718532562, 616.582273721695, 635.4490346908569, 650.3701069355011, 659.4094889163971, 675.3818845748901, 690.443761587143, 699.622312784195, 719.1585268974304, 728.5567808151245, 744.1824593544006, 764.4563853740692, 779.0374004840851, 798.7834944725037, 814.6006419658661, 829.6538724899292, 838.6660795211792, 859.3931393623352, 874.5121667385101, 888.6709215641022, 903.6107985973358, 918.216584444046, 933.1636927127838, 947.3153765201569, 956.3178617954254, 972.8503608703613, 986.9713132381439, 1002.7021448612213, 1012.4682502746582, 1022.73664021492, 1031.5863728523254, 1042.6144635677338, 1052.261858701706, 1073.2606375217438, 1088.0828671455383, 1098.7077946662903, 1113.8452792167664, 1133.7968771457672, 1154.7643394470215, 1163.7475502490997, 1178.3160860538483, 1193.2584624290466, 1208.1109404563904, 1217.4789969921112, 1231.643726825714, 1247.3813910484314, 1267.424881219864, 1292.2700970172882, 1301.9798228740692, 1316.3198471069336, 1338.558772802353, 1355.4243533611298, 1365.4313614368439, 1386.0097057819366, 1401.3439183235168, 1410.9771065711975, 1426.0439565181732, 1443.547105550766, 1452.8374140262604, 1468.7180013656616, 1478.0044362545013, 1487.0454807281494, 1504.4676849842072, 1514.2191514968872, 1530.7270741462708, 1540.3775312900543, 1556.9342093467712, 1566.1174142360687, 1574.883705854416, 1590.707593202591, 1600.1831953525543, 1610.1477797031403, 1619.6347558498383, 1634.8471686840057, 1644.054844379425, 1660.10449051857, 1670.2006754875183, 1680.1149413585663, 1696.3271272182465, 1719.3101756572723, 1729.2248075008392, 1738.6149971485138, 1749.4282584190369]"
total minutes,"[0, 0.9591893315315246, 1.3090786536534627, 1.738116721312205, 1.9223223646481833, 2.212892270088196, 2.5030881643295286, 2.6800285816192626, 3.066528292496999, 3.2623553117116293, 3.4384315888086956, 3.613426951567332, 3.898088224728902, 4.0847021579742435, 4.358663785457611, 4.526516127586365, 4.696180212497711, 4.86625052690506, 5.0257831573486325, 5.294493548075358, 5.670368234316508, 5.829474691549937, 6.144523954391479, 6.485488549868266, 6.839488136768341, 6.996725209554037, 7.149033304055532, 7.307060889403025, 7.4693918625513716, 7.721439305941264, 7.972271458307902, 8.134549490610759, 8.30223555167516, 8.549148984750111, 8.810948260625203, 9.261161160469054, 9.497135655085247, 9.646221113204955, 9.886923591295878, 10.042107864220936, 10.276371228694916, 10.590817244847615, 10.83950178225835, 10.990158148606618, 11.256364742914835, 11.507396026452382, 11.660371879736582, 11.985975448290507, 12.14261301358541, 12.40304098924001, 12.740939756234487, 12.98395667473475, 13.313058241208394, 13.576677366097767, 13.82756454149882, 13.977767992019654, 14.323218989372254, 14.57520277897517, 14.81118202606837, 15.060179976622264, 15.3036097407341, 15.55272821187973, 15.78858960866928, 15.938631029923757, 16.214172681172688, 16.4495218873024, 16.711702414353688, 16.87447083791097, 17.045610670248667, 17.193106214205425, 17.376907726128895, 17.537697645028434, 17.887677292029064, 18.134714452425637, 18.311796577771506, 18.564087986946106, 18.89661461909612, 19.246072324117026, 19.39579250415166, 19.638601434230804, 19.88764104048411, 20.13518234093984, 20.291316616535187, 20.527395447095234, 20.78968985080719, 21.123748020331064, 21.537834950288136, 21.69966371456782, 21.938664118448894, 22.309312880039215, 22.590405889352162, 22.75718935728073, 23.10016176303228, 23.355731972058614, 23.51628510951996, 23.767399275302886, 24.0591184258461, 24.213956900437672, 24.47863335609436, 24.633407270908357, 24.784091345469157, 25.07446141640345, 25.236985858281454, 25.512117902437847, 25.67295885483424, 25.948903489112855, 26.10195690393448, 26.248061764240266, 26.51179322004318, 26.669719922542573, 26.835796328385673, 26.993912597497303, 27.247452811400095, 27.400914072990417, 27.668408175309498, 27.83667792479197, 28.00191568930944, 28.272118786970776, 28.655169594287873, 28.82041345834732, 28.976916619141896, 29.15713764031728]"
cummulative feedback,"[0, 203, 256, 318, 337, 369, 406, 424, 465, 484, 500, 516, 538, 552, 565, 578, 589, 598, 604, 613, 630, 636, 646, 653, 660, 662, 663, 665, 667, 671, 674, 675, 678, 682, 684, 692, 693, 693, 693, 694, 694, 695, 695, 695, 698, 698, 698, 700, 700, 700, 700, 700, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.00045]
