,0
Accumulated time steps,"[0, 1000, 1999, 2998, 3911, 4910, 5909, 6542, 7529, 8059, 8414, 8676, 9018, 9479, 9876, 10271, 10565, 10779, 10971, 11332, 11587, 11849, 12007, 12385, 12544, 12816, 13187, 13356, 13515, 13774, 14024, 14277, 14586, 14752, 15021, 15189, 15363, 15743, 15961, 16321, 16598, 16877, 17129, 17294, 17456, 17712, 17875, 18143, 18305, 18563, 18718, 18977, 19137, 19409, 19565, 19717, 20064, 20218, 20373, 20625, 20878, 21141, 21395, 21551, 21808, 22090, 22463, 22715, 22974, 23325, 23490, 23653, 23815, 24078, 24439, 24709, 25080, 25347, 25711, 25887, 26051, 26215, 26493, 26656, 26843, 27034, 27309, 27467, 27726, 27882, 28280, 28441, 28591, 28747, 28925, 29204, 29463, 29628, 29781]"
Episode reward,"[0, -67.63634351174096, -52.65014685560687, -65.45022092301299, 42.26717568002967, -55.0005477873028, -61.45310476497226, 62.18053018074013, 43.998698158109875, 72.01972631937716, 81.18920844855265, 85.55630915872995, 81.0922022020645, 74.3540321365106, 76.40120903550883, 77.69542713090672, 81.10956261914203, 85.22422086186104, 88.44181606821749, 78.74502403182674, 84.96733952443014, 85.73184424561134, 90.52339130677365, 77.66206765232992, 91.01042251151091, 83.43649855680007, 75.52230765259675, 88.4523984810454, 90.36071047112019, 82.89556148103412, 85.58467580213295, 85.63409957956073, 82.66466176824359, 89.66694380554014, 83.15071136119589, 88.97866427580018, 87.8347329148622, 75.08618930348996, 85.88525639108444, 77.5792662410914, 83.8547157395216, 84.73987874115241, 83.89306618743215, 88.46077268623992, 88.86368775589125, 83.71856356426005, 89.85630317788106, 85.92528875412705, 90.16785911711813, 84.71433010200093, 90.384493253431, 83.64254553579366, 90.08839175976034, 84.12492222704059, 91.002982810866, 90.86735386778373, 80.01927254031982, 90.08099627903658, 90.40222478265801, 84.95000333942319, 85.46724314895458, 84.6546993648473, 85.37581604159192, 90.3326077717132, 83.80639068672704, 82.77433531273743, 79.97027509156258, 83.14535933496536, 85.45297876221213, 78.18504620908136, 89.11178633835613, 90.010310942029, 88.81932129177439, 85.77617792249838, 77.84407398824305, 83.9727645490071, 78.27909647126856, 83.75149747667515, 80.43781322919509, 90.13139310692586, 90.84467565028181, 90.76973846303252, 81.8608262117088, 91.22930010378515, 89.42828044575552, 89.91985810466511, 82.50607768653188, 90.39585587998177, 86.15387032655522, 91.50333226958716, 78.77302040420554, 90.25457803270753, 90.5164738642486, 90.28848861153114, 86.8777101405656, 85.19924768455056, 84.66830630369788, 91.20402285076817, 89.31363570224164]"
Episode feedback,"[0.8, 0.19939879739539199, 0.13126252491857462, 0.0601202404207212, 0.055921052570262, 0.02104208414725242, 0.01102204407713222, 0.006329113914036212, 0.0030425963457985836, 0.0, 0.00282485874908232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 79.07563161849976, 151.11595225334167, 214.3654007911682, 281.60935974121094, 354.02802324295044, 407.91081190109253, 442.30105352401733, 494.3212459087372, 523.028938293457, 542.3573069572449, 557.0217845439911, 575.6831362247467, 600.8578040599823, 622.2410328388214, 643.9846777915955, 660.3280553817749, 672.3085441589355, 683.1593096256256, 702.6171569824219, 716.7828364372253, 731.3020720481873, 740.5041215419769, 761.2174208164215, 770.5749959945679, 785.8659560680389, 806.6116795539856, 816.5513887405396, 826.0042867660522, 840.7884659767151, 855.2054889202118, 869.2594163417816, 886.4202914237976, 896.0563476085663, 911.2326390743256, 921.1214799880981, 931.0395805835724, 952.2631902694702, 964.7342290878296, 984.2272987365723, 999.4684455394745, 1014.9391918182373, 1028.7354910373688, 1038.0790040493011, 1047.325522661209, 1061.4094641208649, 1070.6284821033478, 1085.5644590854645, 1094.7020933628082, 1109.2399144172668, 1118.271543264389, 1132.9547502994537, 1142.0942733287811, 1157.2842485904694, 1166.4211270809174, 1175.1711509227753, 1194.2128624916077, 1203.4696605205536, 1212.4502046108246, 1226.2605259418488, 1240.613424539566, 1255.2409980297089, 1269.3688912391663, 1278.6257452964783, 1292.8391015529633, 1308.8653018474579, 1329.6040952205658, 1343.7607383728027, 1358.5499761104584, 1378.1518213748932, 1387.5721638202667, 1396.9989914894104, 1406.4406142234802, 1421.1117792129517, 1440.5996646881104, 1455.4681797027588, 1475.459585428238, 1490.2390217781067, 1510.2648973464966, 1520.2516326904297, 1529.8615708351135, 1539.6960945129395, 1555.3012437820435, 1564.5969967842102, 1575.0388340950012, 1586.0475561618805, 1601.722642660141, 1611.2851102352142, 1625.8741657733917, 1635.1428217887878, 1657.0265884399414, 1666.877070426941, 1675.7944078445435, 1684.6668355464935, 1694.874811887741, 1710.5920431613922, 1724.8911726474762, 1734.255982875824, 1743.185224533081]"
total minutes,"[0, 1.3179271936416626, 2.5185992042223613, 3.5727566798528034, 4.693489329020182, 5.900467054049174, 6.7985135316848755, 7.371684225400289, 8.238687431812286, 8.717148971557616, 9.039288449287415, 9.283696409066518, 9.594718937079111, 10.014296734333039, 10.370683880647023, 10.733077963193258, 11.005467589696249, 11.205142402648926, 11.385988493760427, 11.710285949707032, 11.94638060728709, 12.188367867469788, 12.341735359032949, 12.686957013607024, 12.842916599909465, 13.097765934467315, 13.443527992566427, 13.609189812342326, 13.766738112767538, 14.013141099611918, 14.253424815336864, 14.487656939029694, 14.773671523729961, 14.934272460142772, 15.18721065123876, 15.352024666468303, 15.51732634305954, 15.871053171157836, 16.07890381813049, 16.403788312276205, 16.657807425657907, 16.91565319697062, 17.14559151728948, 17.30131673415502, 17.45542537768682, 17.690157735347746, 17.843808035055797, 18.092740984757743, 18.245034889380136, 18.48733190695445, 18.637859054406483, 18.88257917165756, 19.034904555479685, 19.288070809841155, 19.44035211801529, 19.586185848712923, 19.90354770819346, 20.05782767534256, 20.20750341018041, 20.437675432364145, 20.67689040899277, 20.92068330049515, 21.156148187319438, 21.31042908827464, 21.547318359216053, 21.814421697457632, 22.160068253676098, 22.39601230621338, 22.642499601840974, 22.969197022914887, 23.126202730337777, 23.28331652482351, 23.440676903724672, 23.685196320215862, 24.009994411468504, 24.25780299504598, 24.590993090470633, 24.837317029635113, 25.17108162244161, 25.33752721150716, 25.49769284725189, 25.66160157521566, 25.921687396367393, 26.07661661307017, 26.250647234916688, 26.434125936031343, 26.695377377669015, 26.85475183725357, 27.097902762889863, 27.252380363146465, 27.61710980733236, 27.781284507115682, 27.929906797409057, 28.07778059244156, 28.247913531462352, 28.509867386023203, 28.74818621079127, 28.90426638126373, 29.05308707555135]"
cummulative feedback,"[0, 199, 330, 390, 441, 462, 473, 477, 480, 480, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481, 481]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
