,0
Accumulated time steps,"[0, 1000, 1564, 1939, 2189, 2441, 2800, 3096, 3364, 3730, 3925, 4296, 4560, 4724, 4908, 5062, 5216, 5567, 5721, 5995, 6269, 6421, 6576, 6841, 7035, 7300, 7455, 7607, 7759, 7914, 8069, 8337, 8600, 8863, 9014, 9270, 9531, 9909, 10064, 10234, 10609, 10770, 10923, 11189, 11445, 11712, 11981, 12247, 12504, 12865, 13028, 13488, 13769, 13947, 14249, 14414, 14696, 14853, 15013, 15281, 15550, 15809, 16072, 16340, 16519, 16682, 16841, 17099, 17256, 17441, 17619, 17777, 17933, 18094, 18358, 18712, 18974, 19233, 19488, 19639, 19851, 20037, 20200, 20350, 20506, 20854, 21223, 21387, 21544, 21826, 21977, 22130, 22295, 22468, 22624, 22895, 23066, 23336, 23507, 23699, 24045, 24400, 24654, 25024, 25288, 25545, 25706, 25855, 26125, 26392, 26554, 26919, 27069, 27330, 27611, 27970, 28124, 28282, 28447, 28698, 28859, 29019, 29300, 29460, 29625, 29920]"
Episode reward,"[0, -63.34778125222433, 63.862719801684335, 78.51075771906207, 84.94118371240377, 83.8333606618246, 77.74351408576473, 81.45125174509087, 85.67472954911578, 80.63193443493854, 87.3104420659954, 78.54122641098022, 85.1233003841879, 89.87655756632525, 88.65380326901095, 90.73930872406237, 91.11046443986149, 79.28828065474096, 90.90472911264484, 84.3981209565428, 84.13552413454609, 91.19304804911556, 90.62821833055082, 84.78426830691956, 87.65993910807218, 85.90768299142673, 90.87271245717068, 91.2693929420123, 90.67770757702634, 91.02198862410833, 90.87903522181864, 84.63095812379927, 84.25609189522643, 85.69304358753335, 90.96333454868217, 85.53559663340299, 84.74698822487944, 77.132070165233, 91.01911949022578, 90.28234523621434, 78.84886678902741, 90.50499956462403, 90.90422037470516, 85.3817014771552, 86.00028083540079, 85.39917049418803, 84.49913272706966, 85.31198639878787, 85.43413308859326, 79.05876143887632, 90.8199135959249, 73.79848974746261, 82.52663031928671, 88.32637918339866, 81.1529156266826, 89.60078751841921, 83.17938961671247, 90.20451221450877, 90.744990343871, 85.60168470778696, 84.8984965118979, 84.62785198506666, 85.79688350202215, 86.08371826938824, 89.85371155565134, 90.45220257861408, 90.92353851454216, 85.1844566421142, 91.11418309880443, 88.44383714319177, 89.03122698653979, 91.45318003977545, 91.90338269581235, 90.76355986672993, 85.39901813784307, 76.40377808251687, 84.95459979790132, 85.16091935509384, 84.90029647733401, 91.34615241075755, 84.86541240723079, 87.9660866841835, 90.9423477472073, 91.15684727209545, 90.78633594662253, 79.6952688986515, 77.76646472879602, 90.81183637901597, 90.47310147496486, 82.8276931629847, 90.81722210757432, 90.87972261182837, 90.84299467824735, 89.3053308683025, 91.43654855299532, 84.9601481827036, 90.59716150972568, 86.2967814086293, 90.79278422474202, 87.9520653604441, 79.3657781654718, 80.56634930890453, 86.67747871200885, 79.38141232882424, 84.51211237260512, 84.4990242189611, 90.70965521146327, 91.80109290704873, 85.7519043397059, 86.27377922125463, 90.71364616194336, 78.98071941738772, 91.32385780200129, 84.90372029276418, 84.93378187908645, 79.85001344974155, 90.89645963207161, 91.15519159356857, 92.23813727167874, 87.02479206831575, 91.0820298989758, 91.26342119630864, 83.44132380817717, 89.96510424186297, 90.97830284192273, 84.17928499967562]"
Episode feedback,"[0.8, 0.2665330658651973, 0.20426287707946203, 0.15508021348909035, 0.11244979874518153, 0.09960159322867891, 0.09497206677382104, 0.057627118448721634, 0.13108614183113804, 0.10410958875586414, 0.06701030893293655, 0.07837837816654493, 0.06463878302418714, 0.036809815725093155, 0.043715846755651114, 0.026143790678798753, 0.04575163368789782, 0.034285714187755105, 0.0588235290272972, 0.05494505474379101, 0.010989010948758201, 0.019867549537300997, 0.03246753225670434, 0.026515151414715336, 0.005181347123412709, 0.030303030188246097, 0.03246753225670434, 0.03311258256216833, 0.0, 0.0194805193540226, 0.006493506451340867, 0.018726591690162577, 0.007633587757123711, 0.02290076327137113, 0.013333333244444445, 0.011764705836216839, 0.003846153831360947, 0.013262599434316713, 0.0, 0.00591715972830083, 0.008021390352883982, 0.0187499998828125, 0.0, 0.015094339565681738, 0.00392156861207228, 0.0037593984821075246, 0.0037313432696591668, 0.0037735848914204344, 0.007812499969482422, 0.005555555540123457, 0.0, 0.008714596930905018, 0.0035714285586734697, 0.005649717482204986, 0.003322259125175219, 0.006097560938429507, 0.014234875394181938, 0.006410256369165024, 0.0, 0.0, 0.0074626865393183335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01086956515831758, 0.005649717482204986, 0.00636942671102276, 0.0, 0.0, 0.007604562708727899, 0.0, 0.0038314176098413117, 0.0, 0.0, 0.0, 0.004739336470429685, 0.005405405376186998, 0.006172839468068892, 0.006711409350930139, 0.0, 0.0028818443720984312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00282485874908232, 0.0, 0.002710027092926756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 79.13092184066772, 120.0845353603363, 145.90310192108154, 162.56643557548523, 179.15627908706665, 201.92425346374512, 219.8661768436432, 238.068359375, 261.5626196861267, 273.925710439682, 296.68488931655884, 313.0032093524933, 323.0139181613922, 334.1886250972748, 343.6701202392578, 353.0940225124359, 373.5853178501129, 383.1302936077118, 399.569947719574, 414.9822463989258, 424.0993068218231, 433.2492997646332, 448.52755093574524, 459.8762238025665, 475.2702748775482, 484.7086727619171, 493.92373871803284, 502.8595061302185, 512.1758871078491, 521.2722482681274, 536.9190146923065, 551.744378566742, 566.9400629997253, 575.8375608921051, 590.2163815498352, 604.6130974292755, 625.5446529388428, 634.5476531982422, 644.2969226837158, 665.1021649837494, 675.1044940948486, 684.183296918869, 700.169527053833, 716.4619479179382, 732.9642095565796, 750.2138772010803, 766.8717062473297, 782.5369746685028, 806.3234174251556, 817.5000751018524, 847.3529047966003, 863.7843990325928, 874.753675699234, 895.2346880435944, 907.5671663284302, 924.1953299045563, 933.9015562534332, 943.6526305675507, 959.0971949100494, 975.3587369918823, 991.9644513130188, 1006.8403639793396, 1022.5859689712524, 1033.6814410686493, 1044.066347360611, 1053.631451368332, 1068.3976337909698, 1077.9821107387543, 1090.0169413089752, 1101.5986578464508, 1111.5048677921295, 1121.5994889736176, 1133.2067868709564, 1148.0633568763733, 1167.8788254261017, 1183.7170655727386, 1200.4170570373535, 1215.5078718662262, 1224.661978006363, 1237.4882786273956, 1248.805372953415, 1259.2379593849182, 1269.5240700244904, 1280.715080022812, 1301.4422852993011, 1326.4440035820007, 1337.4900951385498, 1347.6772058010101, 1365.2674474716187, 1375.6576244831085, 1385.9629683494568, 1397.0349051952362, 1409.9691627025604, 1419.2747390270233, 1434.4734952449799, 1444.7821695804596, 1460.9640114307404, 1470.6169073581696, 1481.7194967269897, 1500.3817269802094, 1520.0718722343445, 1534.4232723712921, 1554.8953137397766, 1570.2706570625305, 1584.7368793487549, 1594.1030304431915, 1602.8256180286407, 1618.1068103313446, 1633.7990894317627, 1643.497220993042, 1663.569375038147, 1672.3073256015778, 1686.9823579788208, 1702.8570280075073, 1722.6275432109833, 1731.6886675357819, 1741.073292016983, 1750.7953698635101, 1765.0252282619476, 1774.351279258728, 1783.9439680576324, 1799.653358221054, 1808.9473090171814, 1818.5180208683014, 1834.770031452179]"
total minutes,"[0, 1.318848697344462, 2.0014089226722716, 2.431718365351359, 2.709440592924754, 2.985937984784444, 3.365404224395752, 3.6644362807273865, 3.9678059895833333, 4.359376994768779, 4.565428507328034, 4.94474815527598, 5.216720155874888, 5.38356530268987, 5.569810418287913, 5.727835337320964, 5.884900375207265, 6.226421964168549, 6.385504893461863, 6.659499128659566, 6.91637077331543, 7.068321780363719, 7.220821662743886, 7.475459182262421, 7.664603730042775, 7.921171247959137, 8.078477879365286, 8.232062311967214, 8.380991768836974, 8.536264785130818, 8.68787080446879, 8.948650244871775, 9.195739642779033, 9.449001049995422, 9.597292681535086, 9.836939692497253, 10.076884957154592, 10.425744215647379, 10.575794219970703, 10.738282044728598, 11.085036083062489, 11.251741568247477, 11.403054948647817, 11.669492117563884, 11.94103246529897, 12.216070159276326, 12.503564620018006, 12.781195104122162, 13.042282911141713, 13.438723623752594, 13.62500125169754, 14.122548413276672, 14.396406650543213, 14.579227928320567, 14.920578134059905, 15.12611943880717, 15.40325549840927, 15.56502593755722, 15.72754384279251, 15.984953248500824, 16.255978949864705, 16.53274085521698, 16.780672732988993, 17.043099482854206, 17.22802401781082, 17.401105789343514, 17.560524189472197, 17.806627229849497, 17.96636851231257, 18.166949021816254, 18.35997763077418, 18.525081129868827, 18.69332481622696, 18.886779781182607, 19.134389281272888, 19.46464709043503, 19.728617759545646, 20.00695095062256, 20.25846453110377, 20.411032966772716, 20.624804643789926, 20.813422882556914, 20.98729932308197, 21.158734500408173, 21.34525133371353, 21.690704754988353, 22.107400059700012, 22.291501585642497, 22.46128676335017, 22.754457457860312, 22.927627074718476, 23.09938280582428, 23.28391508658727, 23.499486045042673, 23.654578983783722, 23.90789158741633, 24.079702826340995, 24.349400190512338, 24.510281789302827, 24.69532494544983, 25.006362116336824, 25.33453120390574, 25.573721206188203, 25.914921895662943, 26.171177617708842, 26.41228132247925, 26.568383840719857, 26.713760300477347, 26.968446838855744, 27.22998482386271, 27.391620349884032, 27.726156250635782, 27.871788760026295, 28.116372632980347, 28.380950466791788, 28.710459053516388, 28.86147779226303, 29.01788820028305, 29.1799228310585, 29.417087137699127, 29.5725213209788, 29.732399467627207, 29.994222637017568, 30.149121816953024, 30.308633681138357, 30.57950052420298]"
cummulative feedback,"[0, 266, 381, 439, 467, 492, 526, 543, 578, 616, 629, 658, 675, 681, 689, 693, 700, 712, 721, 736, 739, 742, 747, 754, 755, 763, 768, 773, 773, 776, 777, 782, 784, 790, 792, 795, 796, 801, 801, 802, 805, 808, 808, 812, 813, 814, 815, 816, 818, 820, 820, 824, 825, 826, 827, 828, 832, 833, 833, 833, 835, 835, 835, 835, 835, 835, 835, 835, 835, 837, 838, 839, 839, 839, 841, 841, 842, 842, 842, 842, 843, 844, 845, 846, 846, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 848, 848, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849, 849]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0003]
