,0
Accumulated time steps,"[0, 743, 1115, 1391, 1670, 2397, 2568, 2762, 3130, 3406, 3743, 3895, 4051, 4214, 4489, 4736, 5089, 5336, 5594, 5850, 6297, 6447, 6600, 6851, 7066, 7216, 7367, 7631, 7806, 8065, 8217, 8364, 8622, 8866, 9021, 9169, 9415, 9566, 9830, 10400, 10550, 10741, 10898, 11062, 11324, 11857, 12012, 12263, 12455, 12708, 12865, 13121, 13389, 13651, 13806, 13970, 14226, 14484, 14934, 15086, 15340, 15598, 15853, 16017, 16274, 16527, 16679, 16844, 17190, 17551, 17706, 17855, 18105, 18463, 18620, 18772, 19036, 19194, 19560, 19723, 19892, 20141, 20393, 20548, 20704, 20866, 21129, 21316, 21573, 21836, 22095, 22350, 22643, 22914, 23073, 23325, 23756, 24025, 24186, 24462, 24620, 24777, 24934, 25110, 25385, 25544, 25797, 26062, 26334, 26487, 26638, 26791, 26958, 27343, 27492, 27649, 27923, 28119, 28279, 28536, 28690, 28956, 29310, 29462, 29714, 29880]"
Episode reward,"[0, 55.570467533295705, 81.07846212604653, 86.1608971402606, 83.79642068134514, 59.557697132021524, 90.61320828705327, 87.73592564530163, 78.71778200707493, 83.1292330033978, 82.38617517035405, 90.51768597234219, 91.4060274588973, 90.531518239782, 84.9617911240639, 85.24157619911873, 78.4636170959486, 87.78942882920131, 85.48998809583894, 86.2753868899446, 75.85619541255467, 91.29760778791228, 90.42448765321436, 84.83040704529373, 86.0140146306582, 91.53903477430472, 90.7531826853858, 83.21940736172874, 88.20568292689387, 83.86309621787768, 90.66809927990084, 91.11995021730198, 84.39227823691279, 85.41021762932752, 90.53288569336803, 91.89113580780193, 85.12917152228992, 91.78670262111866, 84.53116042679167, 68.7019382688895, 91.13927182188962, 90.82179780469454, 90.67716935395583, 89.64985577957478, 85.58249832910352, 69.53655933477269, 91.57950694774094, 83.26916727627048, 88.73285569177625, 86.2626189914014, 90.50350218713353, 83.7077545284182, 85.29265617930037, 84.40181095802092, 90.8411679985437, 89.24732757274451, 84.35260255261633, 84.465938905506, 71.89100311157746, 91.11653592474872, 84.80140696992902, 83.69592068975575, 85.33238737314876, 89.6735435293473, 84.21716092951222, 84.59581100429195, 90.31906897287065, 90.81859989828767, 77.31041493823486, 78.6721498252102, 90.38106037861971, 91.44475021257749, 85.00971090096752, 80.36044748852143, 90.70424108102279, 90.04825662435461, 85.88813010363171, 90.40231157557385, 79.14014389609314, 90.71713433504215, 89.97446716835164, 85.41359577807421, 85.59441078505083, 89.84644096620191, 91.0680861740046, 91.43013169750023, 83.78052174541875, 87.15330557283487, 83.30882742165275, 83.94202994993243, 83.44213645203467, 83.31441514241939, 82.82404928481834, 84.12766626065635, 90.03568190555985, 84.80368585343442, 70.96353889783659, 83.73050975893356, 89.78049550000968, 83.32609359284915, 90.21416875101242, 90.05455134129213, 89.86353606800458, 87.66206046776101, 82.88908697318375, 90.95777810293015, 85.49718266892877, 85.27617750116856, 83.48223068672432, 90.3393615892493, 90.99794410337705, 90.65851200456628, 90.71358862517201, 79.06631766338396, 91.17466511504033, 89.98558956419603, 85.21081648192298, 88.05668060919128, 90.73363045055218, 85.10740387172604, 90.15045295268396, 84.38011301666758, 79.93542157131665, 90.68619871997501, 83.50835839553656, 89.14493003788276]"
Episode feedback,"[0.8, 0.2483130900832482, 0.1455525602545753, 0.15999999941818183, 0.12230215783344547, 0.08264462798533798, 0.09411764650519032, 0.06735751260436522, 0.08174386898707393, 0.047272727100826445, 0.07440476168331916, 0.05298013209946933, 0.03870967716961499, 0.04320987627648225, 0.051094890324471204, 0.03658536570493754, 0.025568181745544937, 0.016260162535527794, 0.027237353979621192, 0.03137254889657824, 0.03363228692010698, 0.033557046754650696, 0.0, 0.011999999952, 0.009345794348851428, 0.0, 0.013333333244444445, 0.007604562708727899, 0.005747126403752147, 0.007751937954449853, 0.0, 0.0, 0.0, 0.004115226320513472, 0.0, 0.00680272104215836, 0.0, 0.0, 0.007604562708727899, 0.001757469241199527, 0.006711409350930139, 0.0, 0.0, 0.006134969287515526, 0.0, 0.0018796992445870315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003891050568517313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006134969287515526, 0.003906249984741211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 56.553330421447754, 82.40173697471619, 102.08056306838989, 121.61881160736084, 166.9739534854889, 178.37386798858643, 190.95138883590698, 213.76630187034607, 232.08944368362427, 253.32533979415894, 263.05599093437195, 272.8581681251526, 283.1547977924347, 299.9897117614746, 315.06074261665344, 335.3729965686798, 349.4632477760315, 364.5206141471863, 379.72604966163635, 405.4001796245575, 414.5159056186676, 423.4636483192444, 438.3794276714325, 450.7773368358612, 459.4339189529419, 468.41095066070557, 483.7076508998871, 493.732125043869, 508.6824474334717, 517.5146033763885, 526.4926435947418, 540.9645578861237, 555.0765442848206, 564.5188708305359, 573.4524512290955, 587.5119438171387, 596.34827709198, 611.2450928688049, 642.5169253349304, 651.3611347675323, 662.2894451618195, 671.5883395671844, 681.3376812934875, 696.3817627429962, 725.0743780136108, 734.1889536380768, 748.1111342906952, 759.0439207553864, 773.5462777614594, 782.7798581123352, 797.1998994350433, 811.9732654094696, 826.7454829216003, 835.9505929946899, 845.2585115432739, 859.3512327671051, 873.5812776088715, 897.8927273750305, 906.6651945114136, 920.6361083984375, 935.5660743713379, 949.7913422584534, 959.5506839752197, 974.1105964183807, 988.0332534313202, 997.1131544113159, 1006.5356147289276, 1025.7066736221313, 1045.2495572566986, 1054.5301837921143, 1063.1163351535797, 1077.2598657608032, 1097.2911949157715, 1106.5351738929749, 1115.5728738307953, 1130.491770029068, 1139.6839067935944, 1160.0144114494324, 1169.4973738193512, 1179.4334108829498, 1193.2798504829407, 1207.2514369487762, 1216.0561351776123, 1225.2540473937988, 1234.6747052669525, 1249.2654256820679, 1259.9372708797455, 1274.1531665325165, 1288.717180967331, 1303.1669645309448, 1317.4988975524902, 1333.8096311092377, 1348.6974840164185, 1358.136854171753, 1372.2476360797882, 1396.1427059173584, 1411.82675242424, 1421.7258026599884, 1438.0615260601044, 1447.297933101654, 1456.498253107071, 1465.7737367153168, 1475.8528110980988, 1491.3728630542755, 1500.8034796714783, 1514.9605810642242, 1530.1132974624634, 1545.1064295768738, 1554.0902135372162, 1562.9966645240784, 1572.0462789535522, 1581.6468963623047, 1602.9893653392792, 1611.7408616542816, 1620.9001214504242, 1635.9286131858826, 1647.1325943470001, 1656.5027341842651, 1670.9751586914062, 1680.080941915512, 1694.9373290538788, 1714.4265015125275, 1723.3929765224457, 1737.2311232089996, 1746.9519958496094]"
total minutes,"[0, 0.9425555070241293, 1.3733622829119365, 1.7013427178064982, 2.026980193456014, 2.782899224758148, 2.9728977998097736, 3.1825231472651163, 3.5627716978391013, 3.868157394727071, 4.222088996569315, 4.3842665155728655, 4.54763613541921, 4.719246629873911, 4.99982852935791, 5.251012376944224, 5.58954994281133, 5.824387462933858, 6.075343569119771, 6.328767494360606, 6.756669660409291, 6.908598426977793, 7.057727471987406, 7.306323794523875, 7.5129556139310205, 7.657231982549032, 7.806849177678426, 8.061794181664785, 8.22886875073115, 8.478040790557861, 8.625243389606476, 8.774877393245697, 9.016075964768728, 9.251275738080343, 9.408647847175597, 9.557540853818258, 9.791865730285645, 9.939137951533, 10.187418214480083, 10.70861542224884, 10.856018912792205, 11.038157419363658, 11.193138992786407, 11.355628021558125, 11.60636271238327, 12.084572966893514, 12.236482560634613, 12.46851890484492, 12.650732012589772, 12.89243796269099, 13.04633096853892, 13.286664990584056, 13.532887756824493, 13.779091382026673, 13.932509883244832, 14.087641859054566, 14.322520546118419, 14.559687960147858, 14.964878789583842, 15.111086575190226, 15.343935139973958, 15.592767906188964, 15.829855704307557, 15.992511399586995, 16.235176606973013, 16.467220890522004, 16.61855257352193, 16.77559357881546, 17.095111227035524, 17.42082595427831, 17.575503063201904, 17.718605585892995, 17.954331096013387, 18.288186581929526, 18.442252898216246, 18.592881230513253, 18.841529500484466, 18.99473177989324, 19.333573524157206, 19.49162289698919, 19.65722351471583, 19.88799750804901, 20.120857282479605, 20.267602252960206, 20.420900789896645, 20.577911754449207, 20.821090428034463, 20.998954514662426, 21.235886108875274, 21.47861968278885, 21.71944940884908, 21.95831495920817, 22.230160518487295, 22.47829140027364, 22.63561423619588, 22.870793934663137, 23.26904509862264, 23.530445873737335, 23.69543004433314, 23.967692101001738, 24.1216322183609, 24.27497088511785, 24.429562278588612, 24.59754685163498, 24.856214384237926, 25.01339132785797, 25.249343017737072, 25.501888291041055, 25.75177382628123, 25.901503558953603, 26.04994440873464, 26.20077131589254, 26.36078160603841, 26.71648942232132, 26.86234769423803, 27.015002024173736, 27.265476886431376, 27.452209905783334, 27.608378903071085, 27.849585978190103, 28.0013490319252, 28.248955484231313, 28.573775025208793, 28.723216275374096, 28.953852053483327, 29.11586659749349]"
cummulative feedback,"[0, 184, 238, 282, 316, 376, 392, 405, 435, 448, 473, 481, 487, 494, 508, 517, 526, 530, 537, 545, 560, 565, 565, 568, 570, 570, 572, 574, 575, 577, 577, 577, 577, 578, 578, 579, 579, 579, 581, 582, 583, 583, 583, 584, 584, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 586, 586, 586, 586, 586, 586, 587, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588, 588]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.00045]
