,0
Accumulated time steps,"[0, 938, 1196, 1570, 2315, 2600, 2862, 3209, 3368, 3527, 3877, 4152, 4399, 4761, 5204, 5476, 5724, 6166, 6315, 6657, 6803, 6954, 7101, 7258, 7507, 7770, 7911, 8063, 8346, 8494, 8741, 8889, 9226, 9371, 9535, 9948, 10089, 10332, 10629, 10990, 11141, 11376, 11534, 11678, 11918, 12070, 12315, 12582, 12746, 12906, 13164, 13414, 13571, 13714, 13859, 14025, 14272, 14517, 14684, 14848, 15292, 15540, 15884, 16030, 16182, 16335, 16616, 16778, 16936, 17197, 17526, 17783, 18123, 18476, 18842, 18994, 19256, 19509, 19758, 20105, 20387, 20746, 20908, 21176, 21434, 21691, 21877, 22141, 22293, 22452, 22605, 22869, 23037, 23224, 23579, 23850, 24174, 24327, 24482, 24737, 25089, 25349, 25520, 25680, 25931, 26316, 27142, 27496, 27645, 27801, 28151, 28493, 28646, 28798, 29046, 29427, 29675, 29938]"
Episode reward,"[0, 49.712915940533954, 86.77399289694037, 77.90396047556052, 57.86011108382545, 81.91678576960858, 85.22298345090428, 80.48219521617371, 90.84607024920018, 89.90351510160163, 80.32140162645126, 83.47563846245437, 87.51428458688895, 79.48424493063729, 75.29238779985963, 85.74374739191673, 84.18896187554525, 74.14021335075168, 92.21555597163092, 82.96137901790273, 90.74761209288027, 90.46836060241365, 90.75467948868383, 90.15131668092818, 85.93489677987462, 86.06142333179348, 91.94659941864994, 91.89281014609915, 84.34318651553447, 91.55754241145547, 86.25955048772174, 91.01593770413375, 80.4307438956358, 90.55328988183699, 89.59285370739649, 75.00894298163814, 92.46323939844355, 86.10045432977057, 80.21657620405077, 77.21542168305595, 91.62092776708292, 87.81234982450675, 89.32243911004234, 91.92030078889611, 85.30440198713097, 91.6098677231877, 85.55112351283093, 84.49796378461737, 88.51863797723672, 89.45229804781155, 85.37095136355526, 86.98777195883972, 91.2869195189104, 91.08024420421596, 91.48763175229723, 89.65541388009055, 84.26539691863675, 83.96270350074352, 89.80470788995834, 89.55794702395494, 75.23726813211945, 86.0255277890466, 79.15968958384208, 89.6859431360885, 90.79359843117523, 91.28737955058803, 80.08006010072505, 88.36082993804926, 89.13570302054961, 86.4314333099773, 80.57219864555236, 84.59340386718532, 81.06460058236271, 80.2506919740907, 77.23705996894343, 90.31999149162935, 83.16698222649981, 87.29966862668253, 85.15979242700311, 77.70504795000201, 81.74399495577775, 75.94792490015128, 89.65020854434636, 83.58617275474596, 82.74872465949542, 86.91753638666606, 88.30744799408852, 82.80291649205766, 90.55908861222858, 89.77264646808518, 90.91430102104405, 83.4059702653108, 89.50047738188243, 87.0931019559463, 77.7897864281413, 84.11656283682849, 77.78733578711689, 90.92289578803071, 91.03656412680208, 83.93166760037275, 78.17352907083126, 84.07304807042016, 89.51511587244765, 90.77650098998842, 87.03335876016996, 78.78360896555829, 49.712493782309814, 80.47202161738404, 90.8611535688269, 90.23339000604057, 77.79302562630839, 79.65972039983922, 90.40750947685184, 91.2245076524665, 86.21387006582356, 77.17093544216675, 85.33245496737914, 83.10385617325923]"
Episode feedback,"[0.8, 0.21260683737969355, 0.17120622501476176, 0.10455764047035485, 0.04569892466975951, 0.0528169012224757, 0.02298850565904787, 0.03468208082461827, 0.0253164555359718, 0.03164556941996475, 0.028653295046838695, 0.014598540092706058, 0.016260162535527794, 0.02493074785337743, 0.009049773735181508, 0.0036900368867526317, 0.008097165959120786, 0.004535147382006469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006410256369165024, 0.004032258048257024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 67.00113224983215, 85.26794981956482, 108.64201664924622, 151.4861879348755, 168.55578517913818, 183.8707251548767, 203.5687599182129, 213.37091994285583, 223.08760714530945, 243.30573415756226, 258.987909078598, 273.1488890647888, 293.84665155410767, 318.36735463142395, 333.67108845710754, 347.9742708206177, 372.709787607193, 381.6848418712616, 400.2427394390106, 408.8801965713501, 417.90259051322937, 426.84318923950195, 436.349969625473, 450.4634506702423, 465.10570788383484, 473.4243175983429, 482.3610796928406, 498.22042632102966, 507.2399797439575, 521.2740507125854, 530.0580103397369, 548.6725146770477, 557.4623680114746, 567.230329990387, 589.7612426280975, 598.4372873306274, 612.2248768806458, 628.6894137859344, 648.5947632789612, 657.7633352279663, 670.9998893737793, 680.5985505580902, 689.3558161258698, 702.9787516593933, 711.9618647098541, 725.928955078125, 740.9407057762146, 750.6896438598633, 760.0063896179199, 774.4891390800476, 788.815833568573, 798.1541845798492, 806.5392327308655, 815.0069780349731, 824.5758709907532, 838.2564420700073, 852.022100687027, 861.8514776229858, 871.271303653717, 895.7361385822296, 909.7276480197906, 928.8675940036774, 937.7127764225006, 947.1513829231262, 956.1806788444519, 971.6416840553284, 981.1703565120697, 990.4354772567749, 1005.2061901092529, 1023.2929334640503, 1037.5320265293121, 1056.0485391616821, 1075.6161239147186, 1095.533124923706, 1104.42063164711, 1119.0485620498657, 1132.898707151413, 1147.3436040878296, 1166.8110406398773, 1182.8435552120209, 1202.907556772232, 1212.3993339538574, 1227.2643074989319, 1241.859559059143, 1256.7205142974854, 1267.3642382621765, 1282.182077884674, 1290.9176144599915, 1300.144130706787, 1309.1732273101807, 1323.6014635562897, 1333.30810713768, 1344.0757465362549, 1363.511192560196, 1378.3885061740875, 1396.1592135429382, 1404.9957160949707, 1414.1516075134277, 1428.1051697731018, 1447.3012268543243, 1461.8035342693329, 1471.7086169719696, 1481.2183828353882, 1495.1430950164795, 1515.9612803459167, 1560.4327006340027, 1579.8443088531494, 1588.6277079582214, 1597.5541899204254, 1616.547174692154, 1635.6000666618347, 1644.7489614486694, 1653.4479625225067, 1667.0242829322815, 1687.6499135494232, 1701.3381950855255, 1715.6639444828033]"
total minutes,"[0, 1.1166855374972025, 1.421132496992747, 1.810700277487437, 2.5247697989145914, 2.80926308631897, 3.064512085914612, 3.392812665303548, 3.556181999047597, 3.7181267857551576, 4.055095569292704, 4.316465151309967, 4.552481484413147, 4.897444192568461, 5.306122577190399, 5.561184807618459, 5.799571180343628, 6.211829793453217, 6.361414031187693, 6.67071232398351, 6.814669942855835, 6.965043175220489, 7.1140531539917, 7.272499493757883, 7.507724177837372, 7.751761798063914, 7.890405293305715, 8.039351328214009, 8.303673772017161, 8.453999662399292, 8.687900845209757, 8.834300172328948, 9.14454191128413, 9.29103946685791, 9.453838833173116, 9.829354043801626, 9.973954788843791, 10.203747948010763, 10.47815689643224, 10.809912721316019, 10.962722253799438, 11.183331489562988, 11.34330917596817, 11.489263602097829, 11.716312527656555, 11.866031078497569, 12.09881591796875, 12.34901176293691, 12.511494064331055, 12.666773160298666, 12.908152318000793, 13.146930559476216, 13.302569742997488, 13.442320545514425, 13.583449633916219, 13.74293118317922, 13.97094070116679, 14.200368344783783, 14.36419129371643, 14.521188394228618, 14.92893564303716, 15.16212746699651, 15.481126566727957, 15.628546273708343, 15.785856382052105, 15.936344647407532, 16.194028067588807, 16.352839275201163, 16.50725795427958, 16.753436501820882, 17.05488222440084, 17.292200442155202, 17.600808986028035, 17.926935398578642, 18.258885415395103, 18.407010527451835, 18.65080936749776, 18.881645119190217, 19.122393401463828, 19.446850677331287, 19.71405925353368, 20.0484592795372, 20.206655565897623, 20.4544051249822, 20.697659317652384, 20.945341904958088, 21.122737304369608, 21.369701298077903, 21.515293574333192, 21.66906884511312, 21.81955378850301, 22.060024392604827, 22.221801785628, 22.401262442270916, 22.72518654266993, 22.973141769568127, 23.26932022571564, 23.416595268249512, 23.56919345855713, 23.801752829551695, 24.12168711423874, 24.363392237822215, 24.528476949532827, 24.68697304725647, 24.91905158360799, 25.26602133909861, 26.00721167723338, 26.330738480885824, 26.477128465970356, 26.625903165340425, 26.9424529115359, 27.26000111103058, 27.412482690811157, 27.557466042041778, 27.78373804887136, 28.127498559157054, 28.35563658475876, 28.59439907471339]"
cummulative feedback,"[0, 199, 243, 282, 316, 331, 337, 349, 353, 358, 368, 372, 376, 385, 389, 390, 392, 394, 394, 394, 394, 394, 394, 395, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396, 396]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
