,0
Accumulated time steps,"[0, 1000, 1558, 2017, 2281, 2562, 2818, 3265, 3420, 3846, 4107, 4268, 4515, 4862, 5206, 5620, 5775, 6027, 6325, 6667, 6910, 7155, 7498, 7674, 7971, 8418, 8668, 8820, 9063, 9408, 9556, 9819, 10074, 10370, 10527, 10879, 11130, 11282, 11431, 11703, 11950, 12358, 12599, 12840, 13106, 13454, 13710, 13958, 14204, 14358, 14533, 14684, 14959, 15329, 15578, 16178, 16330, 16491, 16787, 17028, 17197, 17577, 17851, 18014, 18256, 18510, 18800, 19073, 19398, 19646, 19799, 20074, 20326, 20481, 20740, 21005, 21276, 21627, 21772, 22024, 22180, 22454, 22609, 22786, 23136, 23300, 23448, 23692, 23951, 24131, 24508, 24783, 25037, 25193, 25351, 25502, 25661, 26006, 26256, 26684, 26928, 27098, 27251, 27411, 27656, 27811, 27977, 28132, 28395, 28657, 28810, 29069, 29318, 29570, 29722, 29878]"
Episode reward,"[0, -66.68617481379914, 70.21467795490722, 74.14065376571116, 84.22704485488525, 83.48440645932845, 86.04739455776546, 73.83927181864978, 91.70115181709217, 74.96593706569848, 83.97231326029262, 90.2372652063004, 86.85912541733487, 81.52801878405795, 80.42560079918053, 74.5567875848066, 91.54536297331748, 85.34053879460394, 81.43884458426608, 81.02863547408437, 86.73458732070601, 85.73285164086099, 81.73178220890249, 89.53937273453874, 81.18374537842175, 75.50611473512113, 86.54374479202802, 91.367519399758, 86.9499706417516, 81.59608143069812, 91.47186932535055, 85.45031531957692, 86.11024036599076, 80.65458664464094, 90.6365731267819, 80.2187922928185, 85.57067758840186, 90.93003092847583, 91.1534824084791, 83.1256439167779, 87.84258167395959, 77.75281260863497, 87.54073705919016, 88.19185116682291, 85.15368267630438, 80.40998447800277, 84.66770288089339, 86.78374802901394, 86.03750737411316, 91.28774387460693, 89.2331042365395, 91.50599004619248, 83.71036514671803, 79.87871947632912, 88.36153512063979, 66.4495357533709, 91.66416195929641, 91.48195720991967, 84.69967734333359, 87.1765672111756, 90.39002554373369, 77.5156492763861, 85.51053295235096, 90.82623316233423, 87.45276551427398, 85.72870797108259, 83.10154972359553, 81.76622590920152, 82.13893175254535, 86.66162773127962, 90.39935590329183, 82.47617589773947, 87.03438994554958, 91.19177697377008, 85.46122740194352, 84.34337578624184, 87.43557499488334, 81.81089703892856, 91.34282403092516, 86.0721793821246, 91.16030252539247, 84.34799791637163, 91.87484234039934, 90.91482281297519, 81.13946170781458, 90.88201684752309, 90.82766412397936, 85.81768172179645, 85.21995957858225, 89.08486029480194, 79.53333507122066, 84.97601462182602, 87.0895007591767, 91.48048936181787, 90.71145660501003, 91.38726167878414, 91.12484460739405, 80.081675065109, 85.70004424294191, 73.7274762151516, 85.50175239991503, 89.97105760477922, 91.5024079963894, 91.27136185328101, 85.37341693518451, 91.40022850868357, 90.33390448983467, 91.17312064909757, 85.159735973312, 83.8452917829679, 91.00460103571723, 84.77162396956652, 86.28566940370172, 85.8969703030571, 91.46651782974595, 91.3087930229605]"
Episode feedback,"[0.8, 0.07314629251187746, 0.21364452385342098, 0.1179039298735722, 0.08365018979600689, 0.0821428568494898, 0.08627450946559016, 0.07174887876289489, 0.08441558386743127, 0.04235294107681661, 0.06538461513313609, 0.0812499994921875, 0.08943089394540286, 0.066473988247185, 0.037900874525070335, 0.031476997502477004, 0.03246753225670434, 0.027888446104030094, 0.016835016778333278, 0.014662756555241184, 0.041322313878833415, 0.02459016383364687, 0.014619882998187476, 0.0, 0.020270270201789627, 0.017937219690723722, 0.01204819272269802, 0.006622516512433666, 0.004132231387883341, 0.017441860414413198, 0.0, 0.015267175514247422, 0.003937007858515717, 0.010169491490950876, 0.006410256369165024, 0.011396011363544126, 0.007999999968, 0.006622516512433666, 0.006756756711102995, 0.0, 0.008130081267763897, 0.014742014705793576, 0.004166666649305556, 0.008333333298611112, 0.0, 0.0028818443720984312, 0.00392156861207228, 0.004048582979560393, 0.008163265272802998, 0.006535947669699688, 0.011494252807504294, 0.0066666666222222224, 0.0, 0.0, 0.004032258048257024, 0.0016694490790159448, 0.006622516512433666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0036764705747188583, 0.003086419743560433, 0.0, 0.0, 0.0, 0.0, 0.006493506451340867, 0.0, 0.003787878773530762, 0.0, 0.0, 0.006944444396219137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0038759689772249264, 0.0, 0.00265957446101177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0076628352196826234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 58.885443925857544, 100.30288767814636, 130.03681015968323, 146.94539785385132, 164.7097201347351, 181.02480387687683, 207.7570436000824, 218.15406489372253, 242.66198325157166, 258.81085658073425, 269.3139958381653, 285.2029113769531, 306.46172857284546, 326.5649290084839, 350.2755787372589, 360.01283025741577, 375.0924072265625, 392.06093645095825, 411.52614164352417, 426.07818603515625, 440.42188262939453, 459.64420342445374, 469.69543719291687, 486.79057121276855, 511.6720631122589, 526.0327594280243, 535.1009790897369, 548.7020411491394, 567.7876899242401, 576.4026114940643, 591.1545639038086, 605.6724662780762, 622.3234663009644, 631.5817613601685, 651.2149765491486, 665.3529286384583, 674.4021561145782, 682.909597158432, 697.9089758396149, 711.8370125293732, 734.3946344852448, 747.991491317749, 761.64692902565, 776.3477437496185, 795.631498336792, 809.9961757659912, 823.5634050369263, 837.4009971618652, 846.2230412960052, 856.2140672206879, 864.9309828281403, 879.5984253883362, 899.1563668251038, 912.8861129283905, 944.26442694664, 952.9710626602173, 962.1762580871582, 978.2170836925507, 991.4830911159515, 1000.959876537323, 1021.6283400058746, 1036.4642570018768, 1045.7689113616943, 1059.0655584335327, 1072.8779261112213, 1088.685869216919, 1103.3748519420624, 1120.861307144165, 1134.3215930461884, 1143.132894039154, 1158.2228276729584, 1171.8569149971008, 1180.970191001892, 1195.2256824970245, 1209.6848270893097, 1224.224943637848, 1242.9406673908234, 1251.2909791469574, 1265.07723402977, 1273.8040714263916, 1288.8631210327148, 1297.8862659931183, 1307.9753172397614, 1326.8050963878632, 1336.066525220871, 1344.5571188926697, 1358.0361008644104, 1372.4266016483307, 1382.4194893836975, 1401.964956998825, 1416.667472600937, 1430.1498363018036, 1438.894452571869, 1447.7564837932587, 1456.224886417389, 1465.3065299987793, 1483.605200767517, 1497.194057226181, 1519.294536113739, 1532.492259502411, 1542.1519351005554, 1550.8413364887238, 1559.8566913604736, 1572.982388496399, 1581.6782071590424, 1590.7851178646088, 1599.4301450252533, 1613.4532322883606, 1627.40691447258, 1635.8473229408264, 1649.5785138607025, 1662.7745990753174, 1676.3292260169983, 1685.0627250671387, 1693.7911114692688]"
total minutes,"[0, 0.9814240654309591, 1.6717147946357727, 2.1672801693280537, 2.4490899642308555, 2.745162002245585, 3.0170800646146136, 3.4626173933347064, 3.635901081562042, 4.044366387526194, 4.313514276345571, 4.488566597302754, 4.7533818562825525, 5.107695476214091, 5.442748816808065, 5.837926312287649, 6.000213837623596, 6.251540120442709, 6.534348940849304, 6.85876902739207, 7.1013031005859375, 7.340364710489909, 7.660736723740896, 7.828257286548615, 8.113176186879477, 8.527867718537648, 8.767212657133738, 8.918349651495616, 9.145034019152323, 9.463128165404003, 9.606710191567739, 9.852576065063477, 10.094541104634603, 10.372057771682739, 10.52636268933614, 10.85358294248581, 11.089215477307638, 11.24003593524297, 11.3818266193072, 11.631816263993581, 11.863950208822887, 12.239910574754079, 12.466524855295818, 12.694115483760834, 12.939129062493642, 13.260524972279866, 13.49993626276652, 13.726056750615438, 13.956683286031087, 14.103717354933421, 14.270234453678132, 14.415516380469004, 14.65997375647227, 14.985939447085062, 15.214768548806509, 15.737740449110667, 15.882851044336954, 16.036270968119304, 16.30361806154251, 16.524718185265858, 16.682664608955385, 17.02713900009791, 17.274404283364614, 17.42948185602824, 17.65109264055888, 17.881298768520356, 18.14476448694865, 18.38958086570104, 18.681021785736085, 18.905359884103138, 19.05221490065257, 19.303713794549306, 19.530948583285014, 19.682836516698202, 19.920428041617075, 20.16141378482183, 20.403749060630798, 20.715677789847057, 20.85484965244929, 21.084620567162833, 21.230067857106526, 21.481052017211915, 21.631437766551972, 21.79958862066269, 22.113418273131053, 22.26777542034785, 22.409285314877827, 22.63393501440684, 22.873776694138844, 23.040324823061624, 23.366082616647084, 23.611124543348947, 23.83583060503006, 23.98157420953115, 24.129274729887644, 24.27041477362315, 24.421775499979656, 24.726753346125285, 24.95323428710302, 25.32157560189565, 25.541537658373514, 25.702532251675922, 25.847355608145396, 25.99761152267456, 26.21637314160665, 26.361303452650706, 26.51308529774348, 26.657169083754223, 26.89088720480601, 27.123448574542998, 27.264122049013775, 27.49297523101171, 27.712909984588624, 27.938820433616637, 28.08437875111898, 28.229851857821146]"
cummulative feedback,"[0, 73, 192, 246, 268, 291, 313, 345, 358, 376, 393, 406, 428, 451, 464, 477, 482, 489, 494, 499, 509, 515, 520, 520, 526, 534, 537, 538, 539, 545, 545, 549, 550, 553, 554, 558, 560, 561, 562, 562, 564, 570, 571, 573, 573, 574, 575, 576, 578, 579, 581, 582, 582, 582, 583, 584, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 586, 587, 587, 587, 587, 587, 588, 588, 589, 589, 589, 590, 590, 590, 590, 590, 590, 590, 590, 590, 590, 591, 591, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 594, 594, 594, 594, 594, 594, 594]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0003]
