,0
Accumulated time steps,"[0, 1000, 1999, 2998, 3609, 4029, 4709, 5460, 6459, 7458, 8457, 9456, 10129, 11128, 12127, 13126, 14125, 15124, 15546, 16545, 17544, 18543, 19542, 20462, 20888, 21238, 21402, 21658, 21903, 22257, 22437, 22978, 23562, 23838, 24004, 24359, 24628, 24894, 25252, 25500, 25864, 26136, 26314, 26499, 26774, 27372, 27555, 27922, 28190, 28574, 28836, 29130, 29299, 29452, 29719]"
Episode reward,"[0, -46.43755768592829, -45.9504617823249, -59.290014398777146, 61.80958336058198, 77.62214444575466, 61.8416233885732, 59.28061808025288, -66.2573972947875, -70.50786087634137, -62.31095450026572, -68.54429059206623, 55.415839137568334, -57.538797116384636, -67.42600953662594, -73.41341113647314, -52.98424776911941, -68.03805737568935, 74.52047077214037, -72.37451753092245, -65.52404098015684, -59.99427968705413, -59.2201760554645, 43.045056596452845, 75.60182603712192, 82.0406324684761, 89.27505180316095, 85.00343106626822, 84.9842616014439, 78.09646138903382, 87.41153232748684, 63.08534374255447, 65.25170778300784, 83.68083476803241, 89.22471560963909, 78.36495988024396, 85.21661568355813, 85.97851253447968, 78.08653327978746, 87.85288806225721, 79.5171475483836, 83.92535149983708, 89.5494684731683, 88.65368399407228, 84.7833013054876, 59.354674811355856, 88.42724298973305, 78.42260768781365, 85.19387552424108, 79.18126364683604, 84.70019287838481, 83.85059396437967, 91.4298378682509, 91.13973060827988, 85.05558308352967]"
Episode feedback,"[0.8, 0.35671342649627913, 0.27354709391428145, 0.22344689356368047, 0.24098360616232195, 0.2291169445605801, 0.2091310748024579, 0.18133333309155555, 0.13126252491857462, 0.06813627247681736, 0.08316633258199767, 0.10921843676431019, 0.0699404760863981, 0.04308617230151686, 0.04108216428749282, 0.03607214425243272, 0.03607214425243272, 0.03206412822438464, 0.030878859784135727, 0.014028056098168281, 0.0060120240420721205, 0.014028056098168281, 0.007014028049084141, 0.007616974964508188, 0.0023529411709342562, 0.0, 0.0, 0.0196078430603614, 0.0, 0.005665722363553194, 0.0, 0.0018518518484224966, 0.003430531726534251, 0.003636363623140496, 0.006060606023875115, 0.00282485874908232, 0.0, 0.0037735848914204344, 0.002801120440332996, 0.0, 0.00275482092905008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0038314176098413117, 0.0, 0.0, 0.0, 0.0037593984821075246]"
total seconds,"[0, 86.81376123428345, 166.2322039604187, 240.69154810905457, 287.78832602500916, 319.3935742378235, 369.34690976142883, 421.6140995025635, 486.4330725669861, 546.4221384525299, 610.0298509597778, 673.7719521522522, 716.3143174648285, 773.6580395698547, 830.3449537754059, 886.7451894283295, 942.9338011741638, 999.9010577201843, 1024.3767442703247, 1079.00363779068, 1133.1913137435913, 1187.912227153778, 1241.8860738277435, 1291.0489337444305, 1314.1047856807709, 1332.7800223827362, 1342.295921087265, 1356.8427250385284, 1370.427295923233, 1389.9025540351868, 1400.7801780700684, 1430.4992356300354, 1462.5837621688843, 1478.1976339817047, 1487.6961736679077, 1506.7197353839874, 1521.5745792388916, 1536.4204347133636, 1556.3731653690338, 1570.2148940563202, 1590.498545408249, 1605.470965385437, 1615.811170578003, 1626.6243696212769, 1642.258143901825, 1674.077425956726, 1684.6808984279633, 1704.9010472297668, 1719.785341501236, 1740.6809673309326, 1755.3538873195648, 1771.518337726593, 1781.2860362529755, 1790.427589893341, 1805.3064141273499]"
total minutes,"[0, 1.4468960205713908, 2.770536732673645, 4.011525801817576, 4.796472100416819, 5.3232262372970585, 6.155781829357148, 7.026901658376058, 8.107217876116435, 9.107035640875498, 10.167164182662964, 11.22953253587087, 11.938571957747142, 12.89430065949758, 13.839082562923432, 14.779086490472158, 15.71556335290273, 16.665017628669737, 17.072945737838744, 17.983393963178, 18.88652189572652, 19.798537119229636, 20.69810123046239, 21.517482229073842, 21.90174642801285, 22.213000373045602, 22.37159868478775, 22.61404541730881, 22.840454932053884, 23.165042567253114, 23.346336301167806, 23.841653927167258, 24.376396036148073, 24.636627233028413, 24.794936227798463, 25.111995589733123, 25.359576320648195, 25.60700724522273, 25.939552756150565, 26.170248234272, 26.50830909013748, 26.757849423090615, 26.930186176300047, 27.110406160354614, 27.370969065030415, 27.9012904326121, 28.078014973799387, 28.415017453829446, 28.6630890250206, 29.011349455515543, 29.255898121992747, 29.52530562877655, 29.688100604216256, 29.840459831555684, 30.08844023545583]"
cummulative feedback,"[0, 356, 629, 852, 999, 1095, 1237, 1373, 1504, 1572, 1655, 1764, 1811, 1854, 1895, 1931, 1967, 1999, 2012, 2026, 2032, 2046, 2053, 2060, 2061, 2061, 2061, 2066, 2066, 2068, 2068, 2069, 2071, 2072, 2073, 2074, 2074, 2075, 2076, 2076, 2077, 2077, 2077, 2077, 2077, 2077, 2077, 2077, 2077, 2077, 2078, 2078, 2078, 2078, 2079]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0002]
