,0
Accumulated time steps,"[0, 1000, 1272, 1925, 2283, 2691, 2987, 3313, 3675, 3856, 4017, 4280, 4634, 4990, 5158, 5426, 5682, 6053, 6320, 6577, 6938, 7295, 7446, 7606, 7955, 8213, 8482, 8749, 9007, 9164, 9510, 9669, 9926, 10080, 10440, 10690, 11058, 11385, 11542, 12100, 12483, 12732, 12994, 13255, 13502, 13844, 14274, 14521, 14946, 15291, 15546, 15979, 16235, 16503, 16846, 17105, 17460, 17716, 18089, 18427, 18683, 18846, 18999, 19179, 19352, 19504, 19858, 20112, 20466, 20736, 20897, 21049, 21215, 21398, 21551, 21706, 21956, 22217, 22581, 22836, 22985, 23244, 23514, 23873, 24164, 24477, 24739, 25014, 25170, 25325, 25598, 25749, 25916, 26179, 26350, 26726, 26992, 27275, 27534, 27800, 28085, 28353, 28507, 28770, 28938, 29210, 29478, 29744]"
Episode reward,"[0, -62.00224151048033, 81.59974297485456, 64.15146498870578, 79.57649466957044, 76.48106402341077, 82.49706965852644, 79.50563646701313, 79.82609177706755, 89.06019825367099, 90.77018262800996, 85.4532330328819, 79.89954796635166, 79.7036969206062, 90.34619675029779, 84.1169397583066, 85.8408746128272, 78.57074493538663, 84.69694006796433, 84.9740307114049, 78.1249192817135, 79.35121022724401, 91.2654383261536, 90.39625714672708, 80.05256268068685, 84.91148714535916, 84.98511907085177, 85.58445454459414, 84.87150836666427, 91.00237570740734, 81.56671214817375, 90.58995383574609, 85.95410294333072, 91.85237286505976, 78.94248254539498, 86.99688097189055, 80.5199387588173, 82.28495710547908, 91.09908266264007, 69.72577587758184, 76.79339189951222, 87.91590977560153, 85.20938390396078, 85.21387315098542, 87.76194938711902, 82.52919965224437, 76.88501466135239, 88.31715387106978, 75.88353905005447, 81.22201409594702, 85.62494727880403, 76.77166297517927, 86.59887445220701, 85.25361559150895, 82.91951343830544, 84.51539304640454, 79.75888873547018, 85.08135686759948, 78.94077259775705, 82.42261961549661, 85.17507402944835, 90.63774658215267, 91.38580111865929, 89.06577128635973, 88.45110441194562, 91.4366340739046, 81.61217317292754, 85.67360678705181, 79.35737559846382, 85.53309469518028, 90.87466783529952, 91.50749048183302, 89.96282365299545, 89.21430373039341, 91.08917117501734, 91.0413608603533, 84.16611140393266, 85.91241255413983, 79.78775253272909, 85.00720495322538, 91.18120664945073, 85.76986235116999, 84.08065034832796, 78.42976872456327, 82.4055757674486, 79.74496734974159, 84.85775686076468, 83.60835202877259, 90.78181865426416, 90.82005218354314, 85.78571240255444, 91.29970684984983, 90.30777658765751, 85.32056875171723, 88.72164787728136, 77.09715843862516, 84.16650449877757, 81.83947727245992, 84.27109177015987, 85.15779021354169, 82.8880540740336, 84.18802730391083, 90.98459407367653, 84.93303115490582, 89.14423879064805, 84.48042196893287, 84.16399261818346, 84.6715586793524]"
Episode feedback,"[0.8, 0.2404809616828848, 0.24354243452567367, 0.19325153344593324, 0.13165266069565082, 0.1253071249992454, 0.09152542341855789, 0.08923076895621301, 0.08033240974977172, 0.07777777734567902, 0.07499999953125, 0.0687022898141134, 0.053824362453755346, 0.0676056336123785, 0.07784431091111191, 0.08239700343671534, 0.023529411672433678, 0.04324324312636962, 0.06390977419582791, 0.074218749710083, 0.027777777700617283, 0.04213483134231789, 0.0066666666222222224, 0.02515723254618093, 0.03448275852160127, 0.04280155625369044, 0.041044775966250835, 0.045112781785290296, 0.04669260682220776, 0.03846153821499014, 0.014492753581180424, 0.00632911388399295, 0.02734374989318848, 0.019607843009099065, 0.033426183750902, 0.03212851392719472, 0.016348773797414784, 0.03067484653167225, 0.03846153821499014, 0.01795332133222025, 0.028795811442942902, 0.008064516096514047, 0.0076628352196826234, 0.015384615325443787, 0.03252032507105559, 0.005865102622096473, 0.013986013953412556, 0.012195121901645846, 0.01179245280237629, 0.008720930207206599, 0.003937007858515717, 0.0023148148094564473, 0.00392156861207228, 0.011235955014097547, 0.008771929798912486, 0.015503875908899706, 0.00847457624724696, 0.0, 0.005376344071568968, 0.011869436166559536, 0.0, 0.012345678936137784, 0.0, 0.0, 0.0, 0.006622516512433666, 0.0, 0.007905138308675343, 0.008498583545329792, 0.0, 0.0, 0.006622516512433666, 0.0, 0.0, 0.01315789465027701, 0.0, 0.0, 0.003846153831360947, 0.00275482092905008, 0.003937007858515717, 0.0, 0.007751937954449853, 0.0, 0.0, 0.0034482758501783593, 0.003205128194855358, 0.0, 0.007299270046353029, 0.0, 0.0, 0.0, 0.0066666666222222224, 0.0, 0.0, 0.0, 0.0026666666595555554, 0.0037735848914204344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 82.30019617080688, 110.37138795852661, 167.19649648666382, 196.2857894897461, 226.30253195762634, 248.7552490234375, 270.6783459186554, 295.25075793266296, 310.438716173172, 323.4424352645874, 344.8560564517975, 366.6111104488373, 390.53158807754517, 402.50906252861023, 422.60636830329895, 438.7605845928192, 460.9384124279022, 478.8721032142639, 497.6062033176422, 521.6034116744995, 548.0390717983246, 557.9736039638519, 568.1681108474731, 591.4123711585999, 609.6400527954102, 628.6088483333588, 646.6283779144287, 664.6415064334869, 677.4530498981476, 698.3461816310883, 708.9323897361755, 726.2010896205902, 736.1685366630554, 758.204580783844, 773.1136560440063, 796.4352672100067, 818.4497108459473, 828.2060794830322, 859.7841377258301, 885.4803085327148, 899.4100923538208, 914.2956066131592, 928.8508596420288, 944.1741061210632, 964.6300840377808, 992.1992602348328, 1006.6807208061218, 1033.5422382354736, 1053.9526450634003, 1070.455734014511, 1093.5266976356506, 1108.0344994068146, 1123.0336937904358, 1141.748066663742, 1156.485672235489, 1176.1978206634521, 1190.2826931476593, 1211.180502653122, 1230.0660502910614, 1244.6735620498657, 1254.289622783661, 1263.0801026821136, 1273.2913086414337, 1283.1410703659058, 1291.9099807739258, 1310.8165254592896, 1325.1043498516083, 1344.6335983276367, 1359.5303406715393, 1369.0484087467194, 1378.180824995041, 1387.851963043213, 1398.2200899124146, 1407.3908667564392, 1416.608320236206, 1430.6366164684296, 1445.2233257293701, 1465.1885633468628, 1478.9997951984406, 1487.740074634552, 1502.2482116222382, 1517.4544563293457, 1537.1505281925201, 1552.9640336036682, 1570.1224703788757, 1585.1331005096436, 1601.1994276046753, 1610.670608997345, 1620.1457533836365, 1636.6364855766296, 1646.1695561408997, 1656.757259607315, 1672.2387337684631, 1682.1245746612549, 1702.9679775238037, 1718.381469964981, 1734.3223249912262, 1749.0406603813171, 1764.0899214744568, 1780.61878657341, 1796.5711722373962, 1805.6136882305145, 1820.3962941169739, 1830.3043675422668, 1845.6517090797424, 1860.916806936264, 1875.5863020420074]"
total minutes,"[0, 1.3716699361801148, 1.8395231326421102, 2.78660827477773, 3.2714298248291014, 3.771708865960439, 4.145920817057291, 4.511305765310923, 4.920845965544383, 5.1739786028862, 5.39070725440979, 5.7476009408632915, 6.110185174147288, 6.508859801292419, 6.7084843754768375, 7.0434394717216495, 7.3126764098803205, 7.68230687379837, 7.981201720237732, 8.293436721960704, 8.693390194574992, 9.133984529972077, 9.299560066064199, 9.469468514124552, 9.856872852643331, 10.160667546590169, 10.476814138889313, 10.777139631907145, 11.077358440558116, 11.290884164969127, 11.639103027184804, 11.81553982893626, 12.103351493676504, 12.269475611050924, 12.636743013064066, 12.885227600733439, 13.27392112016678, 13.640828514099121, 13.803434658050538, 14.329735628763835, 14.758005142211914, 14.990168205897014, 15.23826011021932, 15.48084766070048, 15.736235102017721, 16.077168067296345, 16.536654337247214, 16.778012013435365, 17.225703970591226, 17.56587741772334, 17.840928900241853, 18.225444960594178, 18.467241656780242, 18.717228229840597, 19.0291344443957, 19.274761203924815, 19.603297011057535, 19.83804488579432, 20.186341710885365, 20.501100838184357, 20.74455936749776, 20.90482704639435, 21.051335044701894, 21.22152181069056, 21.38568450609843, 21.531833012898762, 21.846942090988158, 22.085072497526806, 22.410559972127277, 22.65883901119232, 22.81747347911199, 22.969680416584016, 23.130866050720215, 23.303668165206908, 23.456514445940652, 23.610138670603433, 23.84394360780716, 24.087055428822836, 24.41980938911438, 24.649996586640675, 24.795667910575865, 25.03747019370397, 25.290907605489096, 25.619175469875337, 25.88273389339447, 26.16870783964793, 26.41888500849406, 26.68665712674459, 26.84451014995575, 27.00242922306061, 27.277274759610496, 27.436159269014993, 27.612620993455252, 27.87064556280772, 28.03540957768758, 28.38279962539673, 28.63969116608302, 28.905372083187103, 29.150677673021953, 29.401498691240946, 29.6769797762235, 29.94285287062327, 30.093561470508575, 30.339938235282897, 30.505072792371113, 30.760861817995707, 31.0152801156044, 31.259771700700124]"
cummulative feedback,"[0, 240, 306, 432, 479, 530, 557, 586, 615, 629, 641, 659, 678, 702, 715, 737, 743, 759, 776, 795, 805, 820, 821, 825, 837, 848, 859, 871, 883, 889, 894, 895, 902, 905, 917, 925, 931, 941, 947, 957, 968, 970, 972, 976, 984, 986, 992, 995, 1000, 1003, 1004, 1005, 1006, 1009, 1012, 1016, 1019, 1019, 1021, 1025, 1025, 1027, 1027, 1027, 1027, 1028, 1028, 1030, 1033, 1033, 1033, 1034, 1034, 1034, 1036, 1036, 1036, 1037, 1038, 1039, 1039, 1041, 1041, 1041, 1042, 1043, 1043, 1045, 1045, 1045, 1045, 1046, 1046, 1046, 1046, 1047, 1048, 1048, 1048, 1048, 1048, 1048, 1048, 1048, 1048, 1048, 1048, 1048]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0002]
