,0
Accumulated time steps,"[0, 1000, 1737, 2097, 2371, 2580, 2849, 3120, 3398, 3851, 4106, 4264, 4611, 4869, 5031, 5303, 5678, 6033, 6277, 6446, 6721, 6875, 7030, 7286, 7530, 7689, 8019, 8180, 8528, 8897, 9339, 9582, 9820, 10173, 10326, 10673, 10924, 11073, 11238, 11493, 11662, 11818, 11975, 12128, 12379, 12649, 12799, 13056, 13309, 13466, 13625, 13774, 13935, 14096, 14334, 14487, 14745, 14905, 15068, 15224, 15382, 15634, 15793, 15951, 16216, 16389, 16539, 16690, 16843, 17088, 17579, 17730, 18179, 18429, 18601, 18756, 19024, 19184, 19426, 19658, 19908, 20065, 20215, 20470, 20625, 20989, 21146, 21400, 21553, 21912, 22070, 22312, 22578, 22844, 23104, 23256, 23415, 23569, 23827, 23983, 24144, 24385, 24549, 24711, 24864, 25117, 25267, 25421, 25604, 25860, 26009, 26171, 26439, 26604, 26757, 26913, 27172, 27334, 27688, 27846, 28001, 28157, 28433, 28585, 28741, 28904, 29071, 29220, 29481, 29626, 29879]"
Episode reward,"[0, -65.04673601064464, 56.47822945415081, 80.67674586520806, 84.78103072985307, 86.64831626584815, 84.55862925481004, 85.80064788018099, 84.04820671415666, 75.16442877762489, 85.51313055879831, 90.82804399939711, 80.0982506179759, 84.26555970870979, 90.35189310365004, 83.2054897603984, 77.57621786791893, 80.900373910707, 85.71207878181926, 90.12098886728144, 81.92427007698319, 90.87925295678858, 90.40885457501022, 85.20129300038309, 86.03845535984183, 89.11694601087905, 80.27211617271622, 90.13393660169655, 78.43172122905355, 78.09203365504017, 73.0996495069219, 85.55340610396394, 87.01654676488998, 77.54193182585543, 90.60876451135499, 79.37469893041794, 86.55483768922475, 90.52478819631332, 89.55093827609844, 84.39629232143528, 89.76326424731262, 91.34412921548859, 90.99591339373444, 91.60853852041242, 85.23413011003812, 84.182435805291, 91.37410816458174, 85.03840216226799, 84.49256803544769, 91.63278984663555, 89.0268431013384, 91.2505720053415, 89.11479878322153, 90.57342705328712, 85.95690993030564, 91.25774255775585, 83.21845332804763, 90.52872230207342, 90.56591002156875, 90.99432404144002, 90.64898783087449, 86.513276185594, 89.8210945763896, 90.3648146663322, 84.89285205194406, 89.44637751810423, 91.65163265188484, 91.94493910802011, 91.28123053385448, 88.07812789431595, 71.02038929562386, 90.37222256591184, 71.9826679000345, 83.73354134742672, 89.66888230568239, 91.00576460578374, 85.17143696471726, 90.19523719749328, 87.29466891543339, 87.66693668288062, 84.80649128175743, 89.8985631592629, 90.85418506378434, 84.89721368031704, 92.12051582656848, 77.92200436009249, 91.10043596848965, 86.23825522687356, 91.3948131153007, 80.05854475270881, 91.5412277450762, 85.36297329923786, 85.06669404469967, 84.99230177040884, 85.59900447726146, 90.52954633086514, 89.65104678325095, 90.62644749009635, 82.87275664485678, 90.48782605024033, 90.2753336613344, 87.74248719799621, 89.63739228438364, 90.77742851811746, 91.0393658466893, 85.18011292210797, 91.33703418818294, 90.89501781070715, 89.04421860280725, 85.02788342751589, 92.00537657521673, 90.96742227965997, 85.5729150651037, 90.28273896838205, 90.9024427300262, 90.69584212967854, 84.47477149804715, 89.86292845141692, 80.57486617573844, 90.91857149145275, 90.66234894461869, 91.23311488413077, 83.24533850798748, 90.70736855811249, 90.22239460336408, 90.0347675927748, 89.65947170880162, 90.63832907571805, 84.39049634613868, 91.7561071055386, 85.75671447571445]"
Episode feedback,"[0.8, 0.08416833658900968, 0.23233695620606393, 0.15877437281678447, 0.08058608029089348, 0.09615384569156805, 0.08582089520216084, 0.05925925903978052, 0.08664259896518918, 0.07743362814727073, 0.0708661414532829, 0.03821656026613656, 0.03179190742256674, 0.04669260682220776, 0.02484472034257938, 0.04059040575427895, 0.05614973247018788, 0.0282485874908232, 0.02469135792308083, 0.023809523667800456, 0.04014598525494166, 0.032679738348498445, 0.025974025805363468, 0.01568627444828912, 0.028806584243594304, 0.0253164555359718, 0.02735562301715616, 0.0187499998828125, 0.03458213246518117, 0.013586956484818053, 0.020408163219029107, 0.03305785110306673, 0.01687763705958803, 0.01704545449702996, 0.0, 0.002890173402051522, 0.015999999936, 0.01351351342220599, 0.01829268281528852, 0.007874015717031434, 0.0, 0.012903225723204995, 0.0, 0.0, 0.007999999968, 0.0, 0.0, 0.007812499969482422, 0.003968253952506929, 0.0, 0.0, 0.0, 0.012499999921875001, 0.006249999960937501, 0.0, 0.006578947325138505, 0.0, 0.0, 0.0, 0.0, 0.00636942671102276, 0.003984063729147156, 0.00632911388399295, 0.0, 0.003787878773530762, 0.0, 0.0, 0.0066666666222222224, 0.006578947325138505, 0.0, 0.002040816322365681, 0.0066666666222222224, 0.0022321428521603955, 0.0, 0.005847953182175712, 0.0, 0.0, 0.0, 0.0, 0.004329004310264051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 60.87699556350708, 123.21934580802917, 149.3984603881836, 167.47073554992676, 181.50235748291016, 199.08884954452515, 216.10336709022522, 234.06345343589783, 262.6316554546356, 278.75165462493896, 288.5933063030243, 308.89616680145264, 324.38853693008423, 334.27458667755127, 350.34757924079895, 373.51090025901794, 395.37533926963806, 411.24136447906494, 422.450323343277, 441.46027541160583, 452.05933237075806, 462.627370595932, 478.15701699256897, 493.16863107681274, 503.24357318878174, 522.7440421581268, 532.6728038787842, 553.3025081157684, 574.3701393604279, 599.5242486000061, 614.1886208057404, 627.7419900894165, 647.5546605587006, 656.469836473465, 675.6094286441803, 690.2020561695099, 699.2653708457947, 709.20574259758, 723.6429262161255, 733.4229686260223, 742.6662452220917, 751.8425943851471, 760.8381640911102, 775.0402095317841, 790.0084018707275, 798.7718665599823, 813.7688913345337, 827.6866579055786, 836.9124834537506, 846.0626938343048, 854.5988719463348, 863.919641494751, 873.402813911438, 886.5600728988647, 895.4166164398193, 909.8585245609283, 919.2268061637878, 928.5970683097839, 937.8569738864899, 947.0371513366699, 961.2142729759216, 970.5252380371094, 979.5942332744598, 994.3874599933624, 1004.3361256122589, 1013.1246204376221, 1021.8568387031555, 1030.936753988266, 1044.4670338630676, 1071.1197724342346, 1079.8472683429718, 1104.162055015564, 1117.8958718776703, 1127.974204301834, 1136.935034751892, 1151.9163670539856, 1161.2083547115326, 1174.7632949352264, 1187.6800928115845, 1201.4614396095276, 1210.5640621185303, 1219.2157454490662, 1233.1799113750458, 1242.3473110198975, 1262.0039594173431, 1271.1757082939148, 1285.1042602062225, 1293.9999403953552, 1313.6847155094147, 1322.5764458179474, 1335.9719724655151, 1350.5789196491241, 1365.7131462097168, 1380.5626623630524, 1389.3312759399414, 1398.397587776184, 1407.146082162857, 1421.3317868709564, 1430.263572692871, 1439.7277204990387, 1452.9213733673096, 1462.484808921814, 1471.7380907535553, 1480.5518639087677, 1494.567642211914, 1503.2416763305664, 1512.1899490356445, 1522.3728325366974, 1536.3170788288116, 1544.8975918293, 1554.1795032024384, 1568.9414429664612, 1578.557912349701, 1587.3935642242432, 1596.6219282150269, 1611.112720966339, 1620.3710522651672, 1639.6739015579224, 1648.8538892269135, 1658.122150182724, 1667.2261917591095, 1682.365612745285, 1691.1598751544952, 1700.237152338028, 1709.527559041977, 1719.2801270484924, 1727.8799312114716, 1742.4249770641327, 1750.859593629837, 1764.9064826965332]"
total minutes,"[0, 1.014616592725118, 2.053655763467153, 2.48997433980306, 2.7911789258321127, 3.025039291381836, 3.3181474924087526, 3.601722784837087, 3.9010575572649637, 4.37719425757726, 4.645860910415649, 4.809888438383738, 5.148269446690877, 5.406475615501404, 5.571243111292521, 5.839126320679982, 6.225181670983632, 6.589588987827301, 6.854022741317749, 7.040838722387949, 7.3576712568600975, 7.534322206179301, 7.710456176598867, 7.969283616542816, 8.219477184613545, 8.387392886479695, 8.712400702635447, 8.877880064646403, 9.221708468596141, 9.57283565600713, 9.992070810000103, 10.236477013429006, 10.462366501490274, 10.792577675978343, 10.941163941224415, 11.260157144069671, 11.503367602825165, 11.654422847429911, 11.820095709959666, 12.060715436935425, 12.223716143767039, 12.377770753701528, 12.530709906419117, 12.680636068185171, 12.917336825529734, 13.166806697845459, 13.312864442666372, 13.562814855575562, 13.794777631759644, 13.948541390895844, 14.101044897238413, 14.243314532438914, 14.398660691579183, 14.556713565190632, 14.776001214981079, 14.923610273996989, 15.16430874268214, 15.320446769396463, 15.476617805163066, 15.63094956477483, 15.783952522277833, 16.020237882932026, 16.175420633951823, 16.32657055457433, 16.573124333222708, 16.73893542687098, 16.885410340627036, 17.03094731171926, 17.182279233137766, 17.407783897717795, 17.851996207237242, 17.997454472382863, 18.402700916926065, 18.63159786462784, 18.799570071697236, 18.94891724586487, 19.198606117566428, 19.353472578525544, 19.57938824892044, 19.794668213526407, 20.02435732682546, 20.176067701975505, 20.320262424151103, 20.55299852291743, 20.70578851699829, 21.033399323622387, 21.18626180489858, 21.418404336770376, 21.56666567325592, 21.894745258490243, 22.042940763632455, 22.26619954109192, 22.509648660818737, 22.761885770161946, 23.009377706050874, 23.15552126566569, 23.3066264629364, 23.452434702714285, 23.68886311451594, 23.837726211547853, 23.99546200831731, 24.215356222788493, 24.374746815363565, 24.52896817922592, 24.67586439847946, 24.909460703531902, 25.054027938842772, 25.203165817260743, 25.37288054227829, 25.60528464714686, 25.748293197155, 25.90299172004064, 26.14902404944102, 26.30929853916168, 26.456559403737387, 26.610365470250446, 26.85187868277232, 27.006184204419455, 27.327898359298707, 27.48089815378189, 27.635369169712067, 27.787103195985157, 28.039426879088083, 28.185997919241586, 28.337285872300466, 28.49212598403295, 28.654668784141542, 28.797998853524525, 29.040416284402212, 29.18099322716395, 29.41510804494222]"
cummulative feedback,"[0, 84, 255, 312, 334, 354, 377, 393, 417, 452, 470, 476, 487, 499, 503, 514, 535, 545, 551, 555, 566, 571, 575, 579, 586, 590, 599, 602, 614, 619, 628, 636, 640, 646, 646, 647, 651, 653, 656, 658, 658, 660, 660, 660, 662, 662, 662, 664, 665, 665, 665, 665, 667, 668, 668, 669, 669, 669, 669, 669, 670, 671, 672, 672, 673, 673, 673, 674, 675, 675, 676, 677, 678, 678, 679, 679, 679, 679, 679, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0003]
