,0
Accumulated time steps,"[0, 1000, 1392, 1645, 1824, 1979, 2133, 2405, 2690, 2939, 3089, 3464, 3724, 4082, 4410, 4564, 4810, 4972, 5249, 5411, 5566, 5822, 5976, 6264, 6422, 6583, 7008, 7169, 7429, 7683, 7933, 8088, 8346, 8586, 8846, 9227, 9385, 9660, 9928, 10224, 10381, 10541, 10714, 10869, 11127, 11317, 11475, 11729, 11896, 12273, 12555, 12813, 13177, 13528, 13679, 13857, 14128, 14404, 14565, 14712, 14875, 15030, 15305, 15470, 15626, 15905, 16091, 16247, 16558, 16735, 17030, 17188, 17342, 17736, 17894, 18165, 18324, 18478, 18732, 18928, 19103, 19266, 19635, 19789, 19964, 20238, 20398, 20907, 21157, 21311, 21475, 21627, 21800, 21961, 22121, 22275, 22432, 22688, 22843, 23000, 23160, 23319, 23476, 23744, 23901, 24163, 24335, 24498, 24757, 25022, 25308, 25465, 25714, 25970, 26224, 26483, 26740, 26901, 27157, 27434, 27696, 27865, 28020, 28179, 28443, 28702, 28965, 29239, 29401, 29560, 29713, 29869]"
Episode reward,"[0, -59.994093217272365, 77.61241859639546, 86.919521922955, 88.58810180277415, 91.4660630825037, 91.29686785769238, 84.94009282150013, 82.31108219883278, 87.21100636406332, 91.78039466448375, 76.98668231357607, 86.0312061674987, 79.82207203952512, 81.6576568071056, 91.04038263977982, 86.3442177385813, 90.74561111306316, 84.86464063889841, 91.2396325787897, 91.85244879775581, 86.98057401455196, 91.11932094415266, 81.77709098634494, 91.17939469258938, 91.33052007611457, 75.18448323850107, 90.85112281757688, 86.14629595404146, 86.72862184307246, 87.80861338751112, 91.54473139734, 86.8982409788082, 86.12808863155237, 85.46130617330562, 78.63235014798033, 90.81939584284369, 83.10997376336314, 85.5042835713192, 82.52733409974347, 90.64353971066485, 90.10283991845179, 89.59334492699183, 91.05509809786325, 85.63352280427837, 89.1379457642931, 89.75999612102007, 85.17202612154084, 90.42612668651329, 78.30154752987542, 86.72461802743997, 86.2184609407564, 76.94625451029813, 77.82734035323287, 91.00880665977667, 88.06181274086606, 83.39744585285624, 83.21482954418013, 90.2214828687217, 91.11808635214884, 89.71926019389171, 90.54282460222055, 81.36485590849004, 90.44873918229598, 89.81319630215886, 84.97256223418624, 88.90963034319999, 91.31075328611665, 81.78099530090591, 89.16898328552023, 83.95118422790564, 90.48664544584123, 90.78831152581327, 77.43962430415624, 90.77653127040732, 84.54564676855823, 89.56081520439918, 90.92906970835813, 83.87023179183485, 86.7427742214327, 88.34691609925531, 90.22776040424107, 78.41108068077786, 90.54961877462894, 88.3572809325987, 82.8046833535703, 90.37219942048058, 71.71172760821526, 83.68119484974332, 89.93620960734006, 89.10744766060397, 91.47312095363748, 89.12919262369343, 90.53617211358528, 90.57647814305462, 90.46274823149417, 91.29439911883246, 84.9382029238379, 90.33328340783619, 91.51650371125217, 90.91417774526894, 90.95374423018069, 90.7367364444791, 86.36478912273401, 90.21672605412316, 84.32085035191524, 88.83429233348875, 90.57410558170295, 84.89311783198336, 83.74118328434295, 83.17090050606227, 90.57727626415328, 84.83749425731389, 84.91702932737535, 83.68424408930488, 84.99396779227797, 84.22707757880154, 90.13415276603267, 84.9412941310503, 84.07316044163716, 85.08427466455022, 89.65934720201766, 90.36926393046222, 91.10962954652942, 84.48647342249761, 85.47702849187397, 84.39778806008562, 84.78184348746666, 89.58786088532707, 89.84965411487299, 90.98440799061865, 89.86245142106188]"
Episode feedback,"[0.8, 0.20841683345850018, 0.156010229780025, 0.11507936462270094, 0.08988763994445147, 0.09090909031877215, 0.07843137203639626, 0.10332103282907368, 0.08098591520779608, 0.06048387072385536, 0.10738254961488222, 0.042780748548714574, 0.04633204615315813, 0.05042016792599393, 0.04587155949274752, 0.019607843009099065, 0.020408163182007496, 0.018633540256934533, 0.028985507141356857, 0.02484472034257938, 0.0194805193540226, 0.05098039195693964, 0.013071895339399377, 0.013937282181403199, 0.0, 0.0187499998828125, 0.009433962241901033, 0.006249999960937501, 0.011583011538289532, 0.011857707463013014, 0.00803212848179868, 0.0, 0.0, 0.0, 0.011583011538289532, 0.005263157880886426, 0.0, 0.0036496350231765146, 0.0037453183380325157, 0.0, 0.012820512738330047, 0.006289308136545232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039525691543376715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0066666666222222224, 0.0, 0.0, 0.0, 0.0, 0.0068493150215800346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035971222892189846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00636942671102276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 71.71050763130188, 99.16367626190186, 115.81208157539368, 127.21265029907227, 137.40486025810242, 147.52829694747925, 165.5861415863037, 183.50091862678528, 198.9711811542511, 209.203364610672, 230.6596817970276, 246.28486561775208, 267.91229367256165, 287.83203411102295, 297.1964888572693, 311.18698954582214, 320.86805152893066, 336.8839452266693, 346.6063606739044, 355.9587457180023, 371.5301480293274, 380.5002474784851, 396.8026444911957, 405.96353125572205, 415.41932249069214, 438.72376441955566, 447.9920856952667, 462.72123527526855, 477.3799042701721, 491.34034752845764, 500.3038110733032, 514.556539773941, 527.6639583110809, 542.4228701591492, 563.1847124099731, 572.1474406719208, 587.3373827934265, 602.1861779689789, 618.9814405441284, 628.5484721660614, 638.0975005626678, 648.4201090335846, 657.4571170806885, 672.4226927757263, 683.640588760376, 692.8996875286102, 707.2397439479828, 716.8734889030457, 737.3683586120605, 753.0253677368164, 767.2987899780273, 787.3438212871552, 806.769627571106, 815.5138030052185, 826.2746512889862, 841.4223937988281, 856.7834615707397, 866.0938806533813, 874.7953858375549, 884.2860672473907, 893.2218544483185, 908.4590437412262, 917.9018678665161, 927.4533755779266, 943.1043388843536, 953.7427752017975, 962.7180082798004, 979.6327271461487, 989.8446300029755, 1005.7596709728241, 1014.9050765037537, 1023.8551154136658, 1044.8667883872986, 1054.0856294631958, 1069.115834236145, 1078.3894760608673, 1087.2743694782257, 1101.4151062965393, 1112.9623582363129, 1122.9938390254974, 1132.347976922989, 1153.267235994339, 1162.1388902664185, 1172.0167050361633, 1187.104330778122, 1196.3559477329254, 1223.2773644924164, 1237.4662063121796, 1246.5089287757874, 1255.8766434192657, 1264.8197183609009, 1274.8238492012024, 1284.3787803649902, 1293.725921869278, 1303.1625108718872, 1312.766773223877, 1328.5119228363037, 1338.5648839473724, 1348.326853275299, 1359.1542134284973, 1369.1362578868866, 1379.5990738868713, 1395.4936575889587, 1406.1144669055939, 1423.7766494750977, 1435.6000156402588, 1448.1179945468903, 1463.0138564109802, 1478.357738018036, 1496.050691127777, 1507.8021922111511, 1524.8154578208923, 1539.9514770507812, 1554.538553237915, 1569.4472258090973, 1584.477153301239, 1595.1695265769958, 1610.797031402588, 1626.256868839264, 1641.9000926017761, 1653.0977709293365, 1662.1722264289856, 1671.717393398285, 1686.689961194992, 1702.763528585434, 1718.7029552459717, 1735.0861790180206, 1746.7125234603882, 1756.15398478508, 1765.1053612232208, 1774.5654692649841]"
total minutes,"[0, 1.1951751271883646, 1.6527279376983643, 1.9302013595898946, 2.1202108383178713, 2.290081004301707, 2.458804949124654, 2.7597690264383954, 3.0583486437797545, 3.3161863525708517, 3.4867227435112, 3.84432802995046, 4.104747760295868, 4.465204894542694, 4.79720056851705, 4.953274814287822, 5.186449825763702, 5.3478008588155115, 5.614732420444488, 5.776772677898407, 5.932645761966706, 6.192169133822123, 6.341670791308085, 6.613377408186595, 6.766058854262034, 6.923655374844869, 7.312062740325928, 7.466534761587779, 7.712020587921143, 7.956331737836202, 8.18900579214096, 8.33839685122172, 8.575942329565684, 8.794399305184681, 9.040381169319152, 9.386411873499553, 9.535790677865347, 9.788956379890442, 10.03643629948298, 10.31635734240214, 10.475807869434357, 10.634958342711132, 10.80700181722641, 10.957618618011475, 11.207044879595438, 11.394009812672932, 11.548328125476838, 11.787329065799714, 11.947891481717427, 12.289472643534342, 12.550422795613606, 12.788313166300457, 13.122397021452587, 13.446160459518433, 13.591896716753642, 13.77124418814977, 14.023706563313802, 14.279724359512329, 14.43489801088969, 14.579923097292582, 14.738101120789846, 14.887030907471974, 15.14098406235377, 15.298364464441935, 15.45755625963211, 15.71840564807256, 15.895712920029958, 16.045300137996673, 16.327212119102477, 16.49741050004959, 16.7626611828804, 16.915084608395894, 17.064251923561095, 17.414446473121643, 17.568093824386597, 17.818597237269085, 17.97315793434779, 18.12123949130376, 18.356918438275656, 18.54937263727188, 18.71656398375829, 18.872466282049814, 19.22112059990565, 19.368981504440306, 19.533611750602724, 19.785072179635367, 19.939265795548756, 20.387956074873607, 20.62443677186966, 20.77514881292979, 20.931277390321096, 21.080328639348348, 21.247064153353374, 21.40631300608317, 21.5620986978213, 21.71937518119812, 21.87944622039795, 22.14186538060506, 22.309414732456208, 22.472114221254984, 22.65257022380829, 22.81893763144811, 22.993317898114523, 23.258227626482647, 23.43524111509323, 23.72961082458496, 23.926666927337646, 24.13529990911484, 24.38356427351634, 24.63929563363393, 24.93417818546295, 25.13003653685252, 25.41359096368154, 25.665857950846355, 25.908975887298585, 26.157453763484956, 26.40795255502065, 26.586158776283263, 26.84661719004313, 27.104281147321064, 27.365001543362936, 27.551629515488944, 27.702870440483093, 27.86195655663808, 28.11149935324987, 28.379392143090566, 28.64504925409953, 28.918102983633677, 29.11187539100647, 29.269233079751334, 29.41842268705368, 29.576091154416403]"
cummulative feedback,"[0, 208, 269, 298, 314, 328, 340, 368, 391, 406, 422, 438, 450, 468, 483, 486, 491, 494, 502, 506, 509, 522, 524, 528, 528, 531, 535, 536, 539, 542, 544, 544, 544, 544, 547, 549, 549, 550, 551, 551, 553, 554, 554, 554, 554, 554, 554, 555, 555, 555, 555, 555, 555, 555, 556, 556, 556, 556, 556, 557, 557, 557, 557, 557, 557, 558, 558, 558, 558, 558, 558, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.00045]
