,0
Accumulated time steps,"[0, 1000, 1959, 2434, 2912, 3178, 3791, 4071, 4225, 4629, 4871, 5182, 5524, 5878, 6304, 6453, 6917, 7180, 7441, 7621, 7871, 8127, 8275, 8554, 8709, 8856, 9017, 9273, 9426, 9579, 9736, 9906, 10058, 10312, 10562, 10712, 11005, 11367, 11531, 11807, 12085, 12278, 12526, 12676, 12935, 13095, 13364, 13640, 13794, 13939, 14093, 14357, 14512, 14674, 14925, 15180, 15330, 15498, 15644, 15835, 15983, 16377, 16523, 16799, 16994, 17241, 17516, 17680, 17833, 17999, 18158, 18326, 18494, 18664, 18832, 19111, 19365, 19628, 19787, 19934, 20084, 20247, 20600, 20755, 20910, 21066, 21227, 21390, 21560, 21725, 21888, 22157, 22319, 22586, 22887, 23053, 23204, 23372, 23523, 23783, 23944, 24125, 24307, 24469, 24624, 25044, 25192, 25346, 25506, 25675, 26022, 26187, 26341, 26503, 26772, 26944, 27212, 27415, 27664, 27932, 28098, 28454, 28620, 28778, 28929, 29307, 29467, 29726, 29886]"
Episode reward,"[0, -64.34182228496145, 46.533994078142314, 75.83126169018178, 74.3615185892251, 84.63601882708568, 63.321100363616374, 84.89374971046787, 91.8787288764205, 77.82281078449668, 87.33304267274683, 80.08538514276297, 79.99375907385536, 83.03211787961114, 77.28890579124537, 91.04081585523706, 75.81373468015428, 85.01037207340917, 85.08186579372897, 90.37627261050837, 85.54342911917166, 86.48338887566588, 91.62935559247673, 87.75287895938305, 90.92021306810389, 91.44832944415344, 89.5496953806011, 86.25083440010789, 91.11196608926303, 91.3107361496687, 90.54001956574268, 90.05362282445645, 91.06805020360603, 84.0749846463756, 86.49856099644936, 91.24426320186015, 84.36333852847012, 77.88648137598643, 91.23185676197977, 85.45937969932078, 83.03093339558848, 87.10585445019579, 84.999991081664, 91.06773678521994, 86.15362489779474, 90.26394686937776, 84.5885181026293, 82.5803297193346, 89.26582519723496, 91.73753001564471, 89.83252865819456, 84.42937728745625, 91.35292449350764, 89.7690902842336, 85.94667994613789, 86.01217748455088, 91.57509769048146, 90.87898772653162, 91.19572651870939, 88.72822765318624, 91.54154967067517, 80.22502285706777, 91.44524857920958, 87.2590381119626, 87.26640708445282, 85.46473624526628, 85.73788715476557, 89.18896605507777, 92.18192433814357, 91.30174170175744, 90.90282741228751, 90.74157166266929, 89.69804068404535, 89.52266687115798, 89.63619450690081, 85.70262135431375, 87.25708211595332, 88.18803841879289, 91.09473716349653, 91.50026518116434, 91.31265590598096, 91.04677922832514, 79.05564962093085, 90.56186061849499, 90.11874536241815, 89.1893911928834, 90.97454851320212, 90.82569065464637, 89.92626775504378, 90.5999335220769, 90.17486217679699, 86.81502229345013, 89.77801600226235, 85.6467619587284, 81.54293610412189, 90.31508371806714, 91.43318972315765, 89.89008421480737, 90.6189619483831, 86.85113109452028, 90.70564028602496, 88.59079410137868, 88.60511689022371, 90.70696325321828, 90.84253723244939, 75.14396222291029, 91.31771559781367, 91.29290882501463, 90.45103019337705, 89.61435882915241, 77.84440077280198, 89.09415999932116, 90.96398152736785, 91.52913224359608, 85.75548900952339, 90.61816123832344, 84.30462434851623, 90.05633103116617, 84.71491597730565, 83.2694743526989, 90.68121964923687, 76.08932590770831, 90.05488173624312, 90.56350570884888, 90.56788190113303, 79.30365552276456, 90.83059806840186, 84.91248759940422, 90.32716070020021]"
Episode feedback,"[0.8, 0.11122244477833422, 0.11691022952305821, 0.07383966229147751, 0.04821802924901881, 0.045283018697045214, 0.022875816956085267, 0.025089605644840123, 0.03921568601819813, 0.02977667486407773, 0.012448132728430985, 0.003225806441207076, 0.005865102622096473, 0.008498583545329792, 0.0047058823418685124, 0.006756756711102995, 0.0043196544183160815, 0.0038167938785618554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035971222892189846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006622516512433666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 67.86134719848633, 132.99815797805786, 162.3902769088745, 190.42842316627502, 206.6626317501068, 241.5613706111908, 257.90178632736206, 267.4107298851013, 290.42613220214844, 304.32841968536377, 321.92469096183777, 341.5339307785034, 362.37197041511536, 388.4113130569458, 398.29960346221924, 426.6732831001282, 442.193564414978, 457.46563053131104, 468.19891381263733, 482.8059642314911, 497.65537667274475, 506.2332646846771, 522.065554857254, 531.2380907535553, 540.0483648777008, 549.6669108867645, 564.1636283397675, 573.3806235790253, 582.2233481407166, 591.3480098247528, 601.2795255184174, 610.186506986618, 624.1894145011902, 638.1435239315033, 646.9120485782623, 663.2813930511475, 683.3449110984802, 692.9690465927124, 708.2250967025757, 723.7725296020508, 734.7113971710205, 748.4757454395294, 757.3511958122253, 771.8597137928009, 781.3420600891113, 796.199905872345, 811.5844099521637, 820.5737385749817, 829.1872773170471, 838.2354738712311, 852.6277248859406, 861.552318572998, 870.7812232971191, 885.0056436061859, 899.2448818683624, 908.0161128044128, 917.7830953598022, 926.195657491684, 936.9795842170715, 945.570588350296, 967.1010494232178, 975.6065225601196, 990.7323250770569, 1001.650148153305, 1015.2835149765015, 1030.738354921341, 1040.1128737926483, 1048.9834747314453, 1058.493774175644, 1067.6304006576538, 1077.359973192215, 1086.8807401657104, 1096.4719865322113, 1106.142869234085, 1121.551831960678, 1135.7300643920898, 1150.4154403209686, 1159.3783884048462, 1167.8375356197357, 1176.6892042160034, 1186.0059740543365, 1205.0814590454102, 1214.0526180267334, 1222.768231868744, 1231.8667118549347, 1241.1567959785461, 1250.5953903198242, 1260.1265008449554, 1269.8119037151337, 1279.0587368011475, 1293.6696662902832, 1302.8245465755463, 1317.44158577919, 1334.1495447158813, 1344.2724704742432, 1353.1553530693054, 1362.7054991722107, 1371.2040400505066, 1385.6529307365417, 1395.0511312484741, 1405.2808418273926, 1415.6687545776367, 1425.1500897407532, 1434.3426883220673, 1456.719717502594, 1465.1980619430542, 1474.0528719425201, 1483.3836574554443, 1492.9053988456726, 1511.7575135231018, 1521.1486775875092, 1530.1071648597717, 1539.58424782753, 1554.4508340358734, 1564.1667475700378, 1579.0317375659943, 1590.3627936840057, 1604.28377866745, 1619.3940834999084, 1629.019758939743, 1648.268640756607, 1657.8359243869781, 1666.890558719635, 1675.6220490932465, 1696.2404549121857, 1705.486778974533, 1719.7599143981934, 1729.0268807411194]"
total minutes,"[0, 1.1310224533081055, 2.2166359663009643, 2.7065046151479084, 3.1738070527712505, 3.4443771958351137, 4.026022843519846, 4.298363105456034, 4.456845498085022, 4.840435536702474, 5.072140328089396, 5.36541151603063, 5.6922321796417235, 6.039532840251923, 6.47352188428243, 6.63832672437032, 7.111221385002136, 7.369892740249634, 7.62442717552185, 7.803315230210623, 8.046766070524852, 8.294256277879079, 8.437221078077952, 8.701092580954233, 8.853968179225921, 9.000806081295014, 9.161115181446075, 9.402727138996124, 9.556343726317088, 9.703722469011943, 9.85580016374588, 10.021325425306957, 10.169775116443635, 10.40315690835317, 10.635725398858389, 10.781867476304372, 11.054689884185791, 11.389081851641338, 11.54948410987854, 11.803751611709595, 12.062875493367512, 12.245189952850343, 12.47459575732549, 12.622519930203756, 12.864328563213348, 13.022367668151855, 13.26999843120575, 13.526406832536061, 13.676228976249694, 13.819787955284118, 13.970591231187184, 14.210462081432343, 14.359205309549967, 14.51302038828532, 14.750094060103098, 14.98741469780604, 15.133601880073547, 15.296384922663371, 15.436594291528065, 15.616326403617858, 15.759509805838267, 16.118350823720295, 16.260108709335327, 16.51220541795095, 16.69416913588842, 16.921391916275024, 17.17897258202235, 17.335214563210805, 17.483057912190755, 17.641562902927397, 17.793840010960896, 17.955999553203583, 18.11467900276184, 18.274533108870187, 18.43571448723475, 18.692530532677967, 18.92883440653483, 19.173590672016143, 19.32297314008077, 19.463958926995595, 19.61148673693339, 19.766766234238943, 20.08469098409017, 20.234210300445557, 20.37947053114573, 20.53111186424891, 20.685946599642435, 20.843256505330405, 21.002108347415923, 21.16353172858556, 21.317645613352457, 21.561161104838053, 21.71374244292577, 21.957359762986503, 22.235825745264687, 22.40454117457072, 22.552589217821758, 22.711758319536845, 22.853400667508442, 23.094215512275696, 23.250852187474568, 23.421347363789877, 23.594479242960613, 23.75250149567922, 23.905711472034454, 24.278661958376567, 24.419967699050904, 24.56754786570867, 24.72306095759074, 24.881756647427878, 25.195958558718363, 25.35247795979182, 25.501786080996194, 25.659737463792165, 25.90751390059789, 26.069445792833964, 26.317195626099906, 26.506046561400094, 26.738062977790833, 26.98990139166514, 27.150329315662383, 27.471144012610118, 27.630598739782968, 27.78150931199392, 27.927034151554107, 28.270674248536427, 28.42477964957555, 28.66266523996989, 28.817114679018655]"
cummulative feedback,"[0, 111, 223, 258, 281, 293, 307, 314, 320, 332, 335, 336, 338, 341, 343, 344, 346, 347, 347, 347, 347, 347, 347, 348, 348, 348, 348, 348, 348, 348, 348, 348, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349, 349]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
