,0
Accumulated time steps,"[0, 1000, 1999, 2502, 2783, 3047, 3411, 3586, 3956, 4232, 4481, 4625, 4886, 5321, 5609, 5761, 6016, 6274, 6427, 6698, 6970, 7120, 7418, 7581, 7740, 7899, 8173, 8364, 8529, 8692, 8849, 9091, 9263, 9633, 10013, 10193, 10352, 10621, 10971, 11147, 11409, 11852, 12002, 12160, 12538, 12827, 13095, 13249, 13630, 13898, 14159, 14417, 14661, 14819, 14982, 15425, 15801, 15959, 16397, 16697, 16849, 17038, 17292, 17553, 17706, 17861, 18033, 18194, 18459, 18833, 18985, 19263, 19419, 19570, 19726, 19897, 20056, 20232, 20537, 20701, 21062, 21313, 21464, 21617, 21894, 22047, 22288, 22440, 22707, 23087, 23354, 23513, 23791, 23944, 24199, 24358, 24623, 24882, 25140, 25292, 25539, 25811, 26284, 26543, 26697, 26952, 27297, 27450, 27600, 27762, 27928, 28094, 28253, 28606, 28769, 29156, 29432, 29592, 29748, 29943]"
Episode reward,"[0, -54.980356499478354, -69.16016466970343, 71.31741176385404, 83.33856257574482, 85.34965018784683, 79.92555530963872, 89.94733493618348, 81.00041219402316, 86.43169741457085, 86.4754392716984, 92.58000608670763, 87.88797580252431, 78.26411889802915, 84.75131731833984, 91.8333380006589, 88.27161116394899, 89.0922037792351, 91.09349955549237, 87.45160359683925, 84.12966074316275, 91.69199555267546, 82.86200364774129, 91.24286702792773, 91.47968385341024, 91.58689356791773, 88.50496485746828, 90.03225654102104, 90.83146998782671, 90.40528076538364, 91.90300572526219, 86.0450159612462, 89.91694554845104, 82.74938768256442, 81.56410128252782, 89.48363076685989, 90.92901551655234, 84.60677834698016, 80.53862123285603, 89.36903483081566, 86.55580543258313, 76.82683107258758, 91.62196742675118, 90.54780812875546, 79.38317794836347, 86.61861202041669, 85.2169525175107, 91.87130039335673, 82.7911650027556, 87.82647345226874, 85.89149732257057, 85.30012469299807, 88.45046315045954, 91.4645184745198, 90.23473856307655, 77.59661196816246, 77.63022890330556, 91.60022175884127, 78.47492084806692, 84.83141551196438, 90.69909045151601, 89.53576303557917, 85.24644724086338, 86.40838711393478, 91.23245837122441, 91.04753484293917, 91.22514120270935, 90.91315183572779, 86.37340091276809, 79.69206965766602, 91.93965581056649, 83.7595552288209, 92.2244894148274, 91.91466142512348, 91.45051974530706, 90.70362498748277, 90.04888000751512, 89.93020161565389, 81.74213292737781, 91.8351749112374, 81.47778176129864, 87.57811685670374, 91.96199012120151, 91.01548307352394, 82.65687124472358, 91.27040126191855, 88.6248889076022, 91.22452577897117, 87.59285242163025, 79.72087526269391, 83.1299739530467, 91.45489256779373, 85.25107019848019, 91.31169313768524, 87.32129803399965, 91.82960393257154, 87.07213389652597, 84.94705277573256, 85.26428408339137, 91.53476773556592, 86.72714302945352, 85.02320599133158, 74.06589712335197, 86.70091059502587, 91.22475863770154, 85.33482890598427, 80.61063840902648, 91.22526706098022, 92.03246911896164, 90.26594867461476, 90.50252566484043, 91.12647572799644, 90.79832147492866, 79.14860861522293, 90.79931248109985, 76.8235828649946, 85.71251528017302, 91.30850010622812, 91.48919776914025, 86.95364835868665]"
Episode feedback,"[0.8, 0.2204408815426444, 0.10821643275729817, 0.07569721100458723, 0.046428571262755104, 0.053231938961095286, 0.02479338836145072, 0.01724137921125644, 0.013550135464633779, 0.01818181811570248, 0.008064516096514047, 0.0, 0.026923076819526628, 0.016129032220900848, 0.006968641090701599, 0.006622516512433666, 0.003937007858515717, 0.01167315170555194, 0.006578947325138505, 0.007407407379972565, 0.0036900368867526317, 0.006711409350930139, 0.0, 0.0, 0.00632911388399295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 74.72567796707153, 138.7737181186676, 169.83070182800293, 186.69042539596558, 202.98550486564636, 223.59969305992126, 233.94156312942505, 254.42376351356506, 270.3797233104706, 284.37965965270996, 292.8929708003998, 308.1805603504181, 332.68540811538696, 348.97615933418274, 357.8130910396576, 372.25049448013306, 386.8036050796509, 395.68920278549194, 410.79228806495667, 425.8084864616394, 434.79227805137634, 450.90730118751526, 460.3613317012787, 469.70504927635193, 479.32381439208984, 494.82242155075073, 505.6389832496643, 515.2691631317139, 524.808599948883, 533.9410843849182, 547.6456594467163, 557.5087978839874, 578.0729324817657, 598.6894178390503, 609.1419868469238, 618.4531404972076, 633.3267889022827, 652.3927412033081, 662.5649888515472, 677.1227486133575, 701.2488617897034, 709.929692029953, 718.9437031745911, 739.322345495224, 755.1798892021179, 770.0201282501221, 779.2722661495209, 800.2886321544647, 815.1591591835022, 829.5222263336182, 843.7446866035461, 857.4147183895111, 866.4768912792206, 875.9427256584167, 900.116717338562, 920.6909880638123, 929.7306733131409, 953.0594890117645, 969.8317461013794, 978.6010904312134, 989.4389622211456, 1003.5543315410614, 1018.0871360301971, 1026.826845407486, 1035.7317101955414, 1045.5064928531647, 1054.6188266277313, 1069.0830075740814, 1089.327669620514, 1098.0753536224365, 1113.3198444843292, 1122.2202875614166, 1130.8281235694885, 1139.8235356807709, 1149.4901537895203, 1158.5993392467499, 1168.8477666378021, 1185.4539911746979, 1194.981568813324, 1214.8771932125092, 1228.7617309093475, 1237.4985415935516, 1246.4065442085266, 1261.563580751419, 1270.52197432518, 1283.7745099067688, 1292.589821100235, 1307.385470867157, 1327.737664937973, 1342.6533198356628, 1351.8518607616425, 1367.1230335235596, 1375.978221654892, 1390.0176575183868, 1399.227617740631, 1413.7881367206573, 1428.111303806305, 1442.3289206027985, 1451.3664183616638, 1465.3483445644379, 1481.2187991142273, 1506.8615844249725, 1521.1739990711212, 1530.343197107315, 1544.704383134842, 1564.2298266887665, 1573.3695771694183, 1582.48459815979, 1592.5486600399017, 1602.631739616394, 1612.2197439670563, 1621.4197566509247, 1641.2016518115997, 1650.7848582267761, 1672.066799879074, 1687.6047186851501, 1696.9743428230286, 1705.9753820896149, 1717.139894247055]"
total minutes,"[0, 1.2454279661178589, 2.3128953019777936, 2.830511697133382, 3.1115070899327595, 3.3830917477607727, 3.7266615509986876, 3.899026052157084, 4.240396058559417, 4.506328721841176, 4.739660994211833, 4.881549513339996, 5.136342672506968, 5.544756801923116, 5.816269322236379, 5.963551517327627, 6.2041749080022175, 6.446726751327515, 6.594820046424866, 6.846538134415945, 7.09680810769399, 7.246537967522939, 7.5151216864585875, 7.672688861687978, 7.828417487939199, 7.988730239868164, 8.247040359179179, 8.427316387494406, 8.587819385528565, 8.74680999914805, 8.89901807308197, 9.127427657445272, 9.291813298066456, 9.634548874696096, 9.978156963984171, 10.152366447448731, 10.307552341620127, 10.555446481704712, 10.87321235338847, 11.042749814192454, 11.285379143555959, 11.687481029828389, 11.83216153383255, 11.982395052909851, 12.322039091587067, 12.586331486701965, 12.8336688041687, 12.987871102492015, 13.338143869241078, 13.585985986391703, 13.825370438893636, 14.062411443392437, 14.290245306491851, 14.441281521320343, 14.599045427640279, 15.001945288976033, 15.344849801063537, 15.495511221885682, 15.884324816862742, 16.16386243502299, 16.310018173853557, 16.490649370352426, 16.725905525684357, 16.968118933836617, 17.11378075679143, 17.26219516992569, 17.42510821421941, 17.576980443795524, 17.81805012623469, 18.155461160341897, 18.301255893707275, 18.555330741405488, 18.703671459356944, 18.847135392824807, 18.997058928012848, 19.158169229825337, 19.30998898744583, 19.480796110630035, 19.757566519578297, 19.916359480222066, 20.247953220208487, 20.47936218182246, 20.62497569322586, 20.773442403475443, 21.02605967919032, 21.175366238753, 21.39624183177948, 21.543163685003915, 21.78975784778595, 22.12896108229955, 22.37755533059438, 22.530864346027375, 22.785383892059325, 22.932970360914865, 23.16696095863978, 23.320460295677186, 23.563135612010957, 23.801855063438417, 24.038815343379973, 24.18944030602773, 24.4224724094073, 24.686979985237123, 25.11435974041621, 25.352899984518686, 25.505719951788585, 25.745073052247367, 26.07049711147944, 26.222826286156973, 26.374743302663166, 26.542477667331696, 26.710528993606566, 26.870329066117606, 27.023662610848746, 27.353360863526664, 27.513080970446268, 27.867779997984567, 28.126745311419167, 28.282905713717142, 28.432923034826914, 28.618998237450917]"
cummulative feedback,"[0, 220, 328, 366, 379, 393, 402, 405, 410, 415, 417, 417, 424, 431, 433, 434, 435, 438, 439, 441, 442, 443, 443, 443, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
