,0
Accumulated time steps,"[0, 1000, 1999, 2998, 3997, 4641, 4902, 5267, 5528, 6148, 6576, 6935, 7203, 7464, 7623, 8266, 8517, 8766, 8920, 9182, 9437, 9692, 9853, 10209, 10366, 10528, 10784, 10948, 11305, 11554, 11804, 12081, 12234, 12489, 12741, 12985, 13228, 13574, 13727, 13983, 14230, 14570, 14847, 15155, 15606, 15868, 16022, 16190, 16525, 16677, 16840, 16998, 17246, 17403, 17653, 18090, 18487, 18741, 18892, 19049, 19213, 19460, 19808, 20062, 20217, 20370, 20546, 20798, 20948, 21116, 21286, 21641, 21889, 22246, 22407, 22877, 23127, 23400, 23672, 23936, 24104, 24466, 24839, 25126, 25380, 25631, 25874, 26063, 26312, 26573, 26829, 27205, 27463, 27706, 27965, 28121, 28283, 28540, 28695, 29056, 29498, 29751]"
Episode reward,"[0, -79.80646116009802, -76.66864817319552, -78.34199790401892, -90.49462121056854, 79.86481741417087, 88.5065448572889, 84.9776813155193, 87.22849860097946, 68.76963969470378, 74.18164875900801, 80.91584184758823, 85.39594115975814, 85.40127901705026, 91.18850208771623, 62.276346558163475, 86.15281122129038, 85.92578889097146, 91.34330950611346, 84.64724992826692, 85.1530735532342, 84.98997719143482, 90.1264640002881, 79.76915108106084, 90.71421754913968, 90.2394503558333, 84.6153013155094, 90.07361103128791, 79.45626497383032, 84.47475048121359, 85.33493589028657, 83.73635426527022, 90.7849498136091, 85.21343964970457, 85.52850817308466, 86.60755787307751, 85.72459205589305, 79.56492498252784, 90.9049411148903, 83.99467347872846, 85.57951861962317, 79.0556709786145, 82.26946630383229, 80.56970332495442, 73.64190996161527, 84.8369732222931, 90.27535816341852, 88.80203262632847, 80.78077878450316, 91.0931249549574, 90.6303042402866, 90.44797660043938, 85.72781981729642, 90.41206287957918, 85.55681172775391, 74.87212134105269, 74.58388218316888, 85.29067305183973, 90.9373477532846, 90.54471144886506, 90.06837250605535, 85.35485575729807, 79.20219768543889, 84.78170858227891, 90.34749480562658, 91.04147684007528, 88.6046507684087, 85.23645855675842, 91.06920327023235, 89.1191582175475, 89.80797767722699, 79.33056490096904, 85.6763286857471, 78.84046601857436, 89.93266542196675, 70.12259415136603, 86.73962227450254, 84.35236899149177, 84.42064805365744, 84.58991970642079, 89.2422103307385, 78.12131214344984, 79.17375721230654, 82.18042767065342, 85.77307507400664, 85.50772729969646, 85.5541041011291, 87.99912431210471, 86.18816750457414, 85.90710371325636, 85.14246752949245, 77.89063624410775, 84.93971278715337, 85.81152339685757, 85.28851058762939, 90.93544738473742, 90.1503682352579, 85.51078830139225, 91.00329417494888, 78.3730811875784, 71.63948234486148, 85.72410482605004]"
Episode feedback,"[0.8, 0.10120240470821402, 0.0551102203856611, 0.09418837665912988, 0.09719438868016594, 0.24261275234430366, 0.1884615377366864, 0.164835164382321, 0.14230769176035504, 0.137318255028565, 0.06557377033823474, 0.11452513934490184, 0.09363295845081289, 0.06538461513313609, 0.0759493666079154, 0.06853582543841771, 0.051999999792, 0.05241935462734131, 0.019607843009099065, 0.04597701131809574, 0.051181102160704324, 0.023622047151094304, 0.0312499998046875, 0.03661971820670502, 0.03205128184582512, 0.037267080513869066, 0.023529411672433678, 0.03067484643757763, 0.03932584258616336, 0.008064516096514047, 0.00803212848179868, 0.018115941963348037, 0.006578947325138505, 0.003937007858515717, 0.019920318645735784, 0.012345678961540416, 0.008264462775766682, 0.014492753581180424, 0.0, 0.01568627444828912, 0.008130081267763897, 0.011799409994692006, 0.014492753570678429, 0.016286644898089106, 0.011111111086419753, 0.011494252829523936, 0.0, 0.023952095664957512, 0.011976047868335187, 0.0, 0.006172839468068892, 0.0, 0.004048582979560393, 0.006410256369165024, 0.01204819272269802, 0.004587155952781753, 0.002525252518875625, 0.011857707463013014, 0.013333333244444445, 0.0, 0.006134969287515526, 0.0, 0.0057636887441968624, 0.0039525691543376715, 0.006493506451340867, 0.0, 0.0, 0.0, 0.013422818701860278, 0.0, 0.0, 0.00564971749816464, 0.01214574893868118, 0.0, 0.0, 0.0, 0.00803212848179868, 0.0036764705747188583, 0.0, 0.0, 0.0, 0.0, 0.002688172035784484, 0.0, 0.0, 0.003999999984, 0.0, 0.0, 0.0, 0.003846153831360947, 0.00392156861207228, 0.0, 0.0, 0.0, 0.0038759689772249264, 0.0, 0.006211180085644845, 0.0, 0.0, 0.0, 0.004535147382006469, 0.0]"
total seconds,"[0, 60.86868858337402, 118.08140826225281, 179.33810305595398, 245.254408121109, 299.0003364086151, 318.86787939071655, 345.19930624961853, 363.61429595947266, 405.51852536201477, 431.7009103298187, 455.37514209747314, 472.8178610801697, 488.77957582473755, 499.22682547569275, 539.3694388866425, 555.6624534130096, 572.9953825473785, 583.1261763572693, 601.4320492744446, 619.2299423217773, 634.9601669311523, 645.2270085811615, 666.6574530601501, 676.3733940124512, 686.8410813808441, 702.1497578620911, 712.4627330303192, 733.7637643814087, 748.3557348251343, 762.7598087787628, 778.484085559845, 787.5723369121552, 801.976366519928, 816.7496800422668, 830.5691106319427, 844.4107239246368, 863.8669843673706, 872.9442734718323, 887.7181966304779, 901.6035723686218, 920.5835790634155, 936.6182534694672, 954.2783181667328, 979.299578666687, 994.3019587993622, 1003.325192451477, 1013.1976134777069, 1032.123438835144, 1040.8335928916931, 1050.3186812400818, 1059.4333465099335, 1073.281230688095, 1082.5678372383118, 1096.6121513843536, 1120.1668412685394, 1141.8568472862244, 1156.5962672233582, 1165.482893705368, 1174.639310836792, 1184.2445447444916, 1198.0011675357819, 1217.4985208511353, 1231.7922990322113, 1240.8088121414185, 1249.5517995357513, 1259.9165706634521, 1273.7070434093475, 1282.4321327209473, 1292.0268995761871, 1301.806181192398, 1321.3963046073914, 1335.7716839313507, 1354.9556550979614, 1364.3934772014618, 1389.5123040676117, 1403.7249445915222, 1418.719776391983, 1433.8217651844025, 1448.3709926605225, 1458.0430798530579, 1477.4825031757355, 1497.6070568561554, 1513.1335730552673, 1527.5660393238068, 1542.0906836986542, 1555.4186680316925, 1565.9304420948029, 1579.6918263435364, 1594.2159674167633, 1608.464124917984, 1628.95441031456, 1643.0494441986084, 1656.2921333312988, 1670.657611131668, 1679.5990934371948, 1688.845941066742, 1703.1379227638245, 1712.1771879196167, 1731.8595850467682, 1755.6434874534607, 1770.1714708805084]"
total minutes,"[0, 1.0144781430562337, 1.9680234710375468, 2.9889683842659, 4.08757346868515, 4.983338940143585, 5.314464656511943, 5.753321770826975, 6.060238265991211, 6.758642089366913, 7.195015172163646, 7.589585701624553, 7.880297684669495, 8.146326263745626, 8.320447091261546, 8.989490648110708, 9.261040890216828, 9.549923042456308, 9.718769605954488, 10.02386748790741, 10.320499038696289, 10.582669448852538, 10.753783476352691, 11.110957551002503, 11.27288990020752, 11.447351356347403, 11.702495964368184, 11.874378883838654, 12.229396073023478, 12.472595580418904, 12.712663479646046, 12.97473475933075, 13.126205615202586, 13.366272775332133, 13.612494667371115, 13.842818510532378, 14.073512065410615, 14.39778307278951, 14.549071224530538, 14.795303277174632, 15.026726206143698, 15.343059651056926, 15.61030422449112, 15.904638636112214, 16.321659644444782, 16.571699313322704, 16.72208654085795, 16.886626891295116, 17.202057313919067, 17.347226548194886, 17.505311354001364, 17.657222441832225, 17.888020511468252, 18.042797287305195, 18.276869189739227, 18.669447354475658, 19.030947454770406, 19.276604453722637, 19.42471489508947, 19.577321847279865, 19.737409079074858, 19.966686125596365, 20.291642014185587, 20.529871650536855, 20.68014686902364, 20.825863325595854, 20.998609511057534, 21.228450723489125, 21.373868878682455, 21.533781659603118, 21.69676968653997, 22.023271743456522, 22.262861398855843, 22.582594251632692, 22.73989128669103, 23.15853840112686, 23.395415743192036, 23.64532960653305, 23.89702941974004, 24.13951654434204, 24.300717997550965, 24.62470838626226, 24.960117614269258, 25.218892884254455, 25.45943398873011, 25.70151139497757, 25.923644467194876, 26.09884070158005, 26.328197105725607, 26.570266123612722, 26.807735415299735, 27.149240171909334, 27.38415740331014, 27.60486888885498, 27.844293518861136, 27.993318223953246, 28.147432351112364, 28.38563204606374, 28.536286465326945, 28.864326417446136, 29.26072479089101, 29.502857848008475]"
cummulative feedback,"[0, 101, 156, 250, 347, 503, 552, 612, 649, 734, 762, 803, 828, 845, 857, 901, 914, 927, 930, 942, 955, 961, 966, 979, 984, 990, 996, 1001, 1015, 1017, 1019, 1024, 1025, 1026, 1031, 1034, 1036, 1041, 1041, 1045, 1047, 1051, 1055, 1060, 1065, 1068, 1068, 1072, 1076, 1076, 1077, 1077, 1078, 1079, 1082, 1084, 1085, 1088, 1090, 1090, 1091, 1091, 1093, 1094, 1095, 1095, 1095, 1095, 1097, 1097, 1097, 1099, 1102, 1102, 1102, 1102, 1104, 1105, 1105, 1105, 1105, 1105, 1106, 1106, 1106, 1107, 1107, 1107, 1107, 1108, 1109, 1109, 1109, 1109, 1110, 1110, 1111, 1111, 1111, 1111, 1113, 1113]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0002]
