,0
Accumulated time steps,"[0, 1000, 1737, 2279, 3268, 3445, 3600, 3759, 4034, 4279, 4534, 4685, 4940, 5101, 5255, 5405, 5567, 5718, 5984, 6132, 6284, 6424, 6672, 6903, 7054, 7202, 7603, 7752, 7986, 8128, 8487, 8642, 8893, 9044, 9191, 9346, 9610, 9771, 9958, 10218, 10399, 10555, 10724, 10877, 11027, 11219, 11374, 11525, 11796, 12213, 12456, 12593, 12735, 12911, 13059, 13210, 13364, 13517, 13775, 14048, 14208, 14445, 14594, 14745, 14972, 15112, 15258, 15406, 15546, 15684, 15917, 16055, 16200, 16345, 16615, 16865, 17111, 17376, 17608, 17757, 17999, 18231, 18581, 18723, 19082, 19226, 19408, 19659, 19808, 19960, 20119, 20473, 20631, 20953, 21286, 21543, 21701, 21936, 22084, 22243, 22401, 22544, 22838, 23104, 23265, 23414, 23671, 24024, 24270, 24424, 24569, 24713, 24880, 25145, 25409, 25774, 26100, 26515, 26769, 27120, 27265, 27609, 27845, 28196, 28358, 28628, 28783, 28946, 29300, 29444, 29607, 29868]"
Episode reward,"[0, -59.758775575410354, 59.657553665194555, 67.95971289728487, 36.21052284072089, 88.92937373197665, 89.63329277332562, 88.78505217845996, 83.47197265035635, 84.31367400478891, 82.91973387196145, 90.09827366765913, 84.28730420401357, 89.72243173969738, 89.82356139138282, 89.9212963152327, 90.18556071719631, 90.73193801497015, 83.0514452738644, 90.92741139392265, 91.40283425210795, 91.37637218988372, 83.55475609757592, 86.14649960902922, 90.27522548350514, 90.54466657588961, 73.78879697225307, 90.3694132072949, 83.7826784888118, 91.07859543503407, 77.40891939055317, 90.76039623307187, 84.7930359377814, 90.88919081161227, 90.80859838783644, 90.33179670287448, 81.27562389698677, 89.76114759526523, 87.20704829272688, 83.05999656106447, 87.54449209509916, 90.44696299451938, 89.71505605873385, 89.74300549463989, 89.84421159806402, 88.76596936457108, 90.47912121431942, 92.56504380225306, 84.51734066893675, 74.5609123333386, 86.29808335279918, 92.0158960788772, 92.01093998901226, 89.19429640814307, 90.0235666743802, 89.62910785256823, 91.01967459358174, 90.39502645546024, 83.66316187849324, 85.01663916785294, 89.6661864127816, 84.42567911520702, 91.17469356740025, 91.36937312124536, 87.82053531101036, 90.87564661631814, 90.65558597301978, 90.56928731804328, 92.11787260573615, 91.7128529027409, 86.28303626440528, 92.264557794812, 90.45107446511417, 90.59861560595641, 83.03232941077965, 84.08262879949618, 84.42701451842, 81.33564531832944, 85.21073441722078, 90.60186728984364, 86.43428322030965, 87.39869927828063, 78.545747050695, 91.87687583277719, 80.60346270902717, 91.60111665676162, 89.42584128606315, 84.99082419751709, 90.39675501005196, 91.29539085256351, 90.66329026045466, 80.08936674901403, 90.99306964934354, 79.3901172233712, 80.25661935063115, 82.42476799023886, 89.2547955628606, 85.79617845113994, 90.423617051354, 89.63794896911907, 90.62208792271439, 90.75477279102157, 79.9565722101547, 82.57851540168735, 89.26790787829242, 90.7104077405715, 83.8480468002426, 78.89433513381024, 85.77782010129243, 91.73675625063007, 91.92941610429298, 91.68703216913606, 89.26613699939068, 83.45132689042873, 82.6190109479083, 79.95380654064807, 82.23584983471864, 72.9321387832265, 85.87183430835, 80.69447534144379, 90.93253708979694, 78.542414352506, 85.85561892827629, 80.14555607716508, 89.10814266681065, 83.7410268541677, 89.76795387871678, 89.26134942204371, 75.52954289993882, 89.93922241394796, 90.53213741596352, 82.73557783381624]"
Episode feedback,"[0.8, 0.09919839669418998, 0.1399456519837695, 0.060998151458413766, 0.018218623463341473, 0.011363636299070248, 0.025974025805363468, 0.0253164555359718, 0.014598540092706058, 0.012295081916823434, 0.011811023575547152, 0.013333333244444445, 0.003937007858515717, 0.012499999921875001, 0.013071895339399377, 0.006711409350930139, 0.006211180085644845, 0.0066666666222222224, 0.0, 0.0, 0.0, 0.0, 0.008097165959120786, 0.0, 0.0066666666222222224, 0.00680272104215836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0038022813543639494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 61.50285291671753, 110.2551748752594, 142.5095090866089, 195.99603962898254, 206.25931882858276, 215.66310501098633, 225.1853609085083, 240.71865248680115, 254.62902688980103, 269.0117552280426, 277.87976360321045, 292.2710862159729, 301.64042353630066, 310.82313537597656, 319.74290323257446, 329.037082195282, 338.10572481155396, 352.99599146842957, 361.571825504303, 370.53277921676636, 378.8546288013458, 392.97553730010986, 405.9692733287811, 414.8775568008423, 423.8041560649872, 445.75200605392456, 454.4808657169342, 467.5970838069916, 475.79082322120667, 495.77788519859314, 505.1336863040924, 519.0663664340973, 527.8716244697571, 536.7789254188538, 545.7053079605103, 560.5995600223541, 570.0552008152008, 580.7055690288544, 595.1981174945831, 605.6372199058533, 614.8146963119507, 624.5297319889069, 633.5300588607788, 642.1797029972076, 652.9604547023773, 662.0233030319214, 670.9445369243622, 685.9535992145538, 708.8541548252106, 722.7512888908386, 731.161247253418, 739.6228337287903, 750.1167299747467, 758.7199101448059, 767.5653343200684, 776.7078273296356, 785.6952748298645, 800.4899742603302, 815.6744306087494, 825.1122426986694, 838.3657970428467, 847.3497021198273, 856.2155292034149, 868.9834175109863, 877.4914314746857, 886.0117611885071, 894.703750371933, 902.9376635551453, 911.1172261238098, 924.3492197990417, 932.8881530761719, 941.39936876297, 949.7980251312256, 964.85555768013, 978.7659194469452, 992.4372560977936, 1007.1764130592346, 1020.4592018127441, 1029.0442514419556, 1042.4763946533203, 1055.4526755809784, 1074.3527145385742, 1082.730473279953, 1102.3355166912079, 1110.776123046875, 1121.0833740234375, 1135.0546605587006, 1143.6893377304077, 1152.5455560684204, 1161.820877313614, 1180.9662075042725, 1190.0697183609009, 1207.831669807434, 1225.9760265350342, 1240.3535659313202, 1249.6921937465668, 1262.6973526477814, 1271.4515607357025, 1280.71426653862, 1289.866649389267, 1298.7721011638641, 1315.1185264587402, 1329.9496247768402, 1339.3015723228455, 1348.2047410011292, 1362.4430932998657, 1382.1275610923767, 1395.7606151103973, 1405.1055464744568, 1413.5411269664764, 1422.0765542984009, 1431.6667077541351, 1446.3708717823029, 1460.9212338924408, 1480.657704114914, 1498.2310798168182, 1520.6855010986328, 1534.692455291748, 1553.4818196296692, 1561.8935298919678, 1580.5469584465027, 1593.6937201023102, 1612.914104938507, 1622.2269480228424, 1637.241052389145, 1646.2050054073334, 1655.7685906887054, 1675.7818307876587, 1684.2616114616394, 1693.607869386673, 1708.460795879364]"
total minutes,"[0, 1.0250475486119588, 1.83758624792099, 2.3751584847768146, 3.2666006604830424, 3.437655313809713, 3.5943850835164386, 3.753089348475138, 4.011977541446686, 4.2438171148300174, 4.48352925380071, 4.6313293933868405, 4.871184770266215, 5.027340392271678, 5.180385589599609, 5.329048387209574, 5.483951369921367, 5.6350954135258995, 5.883266524473826, 6.026197091738383, 6.175546320279439, 6.3142438133557635, 6.549592288335164, 6.766154555479686, 6.9146259466807045, 7.06340260108312, 7.4292001008987425, 7.574681095282236, 7.793284730116526, 7.929847053686777, 8.262964753309886, 8.418894771734873, 8.651106107234956, 8.797860407829285, 8.946315423647563, 9.095088466008503, 9.343326000372569, 9.500920013586681, 9.678426150480906, 9.91996862490972, 10.093953665097555, 10.246911605199179, 10.40882886648178, 10.558834314346313, 10.702995049953461, 10.882674245039622, 11.03372171719869, 11.18240894873937, 11.432559986909231, 11.81423591375351, 12.04585481484731, 12.186020787556966, 12.327047228813171, 12.501945499579111, 12.645331835746765, 12.79275557200114, 12.945130455493928, 13.09492124716441, 13.341499571005503, 13.594573843479157, 13.751870711644491, 13.972763284047444, 14.122495035330454, 14.270258820056915, 14.483056958516439, 14.624857191244761, 14.766862686475118, 14.91172917286555, 15.048961059252422, 15.185287102063496, 15.40582032998403, 15.548135884602864, 15.689989479382833, 15.829967085520426, 16.0809259613355, 16.31276532411575, 16.540620934963226, 16.786273550987243, 17.007653363545735, 17.150737524032593, 17.374606577555337, 17.59087792634964, 17.905878575642905, 18.045507887999218, 18.37225861152013, 18.512935384114584, 18.684722900390625, 18.917577675978343, 19.061488962173463, 19.20909260114034, 19.363681288560233, 19.682770125071208, 19.834495306015015, 20.130527830123903, 20.4329337755839, 20.67255943218867, 20.828203229109445, 21.04495587746302, 21.19085934559504, 21.345237775643668, 21.497777489821114, 21.6462016860644, 21.91864210764567, 22.165827079614004, 22.321692872047425, 22.470079016685485, 22.707384888331095, 23.03545935153961, 23.26267691850662, 23.41842577457428, 23.559018782774608, 23.701275904973347, 23.861111795902254, 24.106181196371715, 24.34868723154068, 24.677628401915232, 24.97051799694697, 25.34475835164388, 25.578207588195802, 25.891363660494488, 26.031558831532795, 26.34244930744171, 26.56156200170517, 26.881901748975118, 27.037115800380707, 27.287350873152416, 27.436750090122224, 27.59614317814509, 27.92969717979431, 28.07102685769399, 28.226797823111216, 28.4743465979894]"
cummulative feedback,"[0, 99, 202, 235, 253, 255, 259, 263, 267, 270, 273, 275, 276, 278, 280, 281, 282, 283, 283, 283, 283, 283, 285, 285, 286, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288, 288]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
