,0
Accumulated time steps,"[0, 893, 1149, 1312, 1899, 2145, 2344, 2593, 2752, 3021, 3318, 3482, 3742, 3995, 4146, 4312, 4461, 4612, 4762, 4946, 5092, 5257, 5509, 5759, 6149, 6314, 6591, 6755, 6911, 7169, 7414, 7558, 7712, 7966, 8152, 8415, 8577, 8935, 9089, 9244, 9518, 9823, 10169, 10413, 10575, 10891, 11243, 11614, 11775, 12225, 12402, 12663, 12917, 13086, 13444, 13680, 13839, 13986, 14148, 14311, 14467, 14641, 14805, 15064, 15306, 15675, 16086, 16273, 16463, 16622, 16774, 16927, 17284, 17557, 17812, 18057, 18535, 18808, 18968, 19231, 19449, 19702, 19875, 20030, 20194, 20574, 20847, 21132, 21294, 21455, 21615, 21782, 21940, 22208, 22458, 22818, 23078, 23333, 23515, 23788, 23967, 24123, 24285, 24555, 24723, 24990, 25146, 25306, 25583, 25733, 25888, 26057, 26415, 26673, 27216, 27392, 27565, 27726, 27890, 28051, 28214, 28485, 28763, 28918, 29181, 29347, 29611, 29765, 29924]"
Episode reward,"[0, 44.89127762690375, 87.27010898373041, 90.2074233370679, 68.50745057883191, 87.02226362481544, 87.65980754367656, 86.33089293263947, 90.39596325180484, 84.7323835861566, 84.99438794193054, 91.03539030897922, 86.2252529963864, 87.14598147408176, 91.45786590390614, 90.61134222184302, 91.50160431863794, 91.58551155103895, 91.25542903257855, 89.07715438834227, 91.97593381274254, 90.65317149384803, 85.28633180291615, 84.4861013596535, 81.76652405759566, 90.66938417945642, 85.85125431472686, 89.61503932925427, 91.26630768420021, 86.47080877689669, 86.4804868669357, 91.93341771940246, 90.86061076096544, 86.63891559569713, 88.54934883799041, 85.19036006543547, 90.53398574380397, 80.01572636732524, 90.87870910609207, 90.58526879671336, 82.64748535833235, 81.99615250635848, 81.14768469481018, 86.30137516448059, 90.8683781597676, 79.07050180230675, 82.82009250987032, 80.34645639645572, 90.81796424257328, 80.59777987561232, 89.95661782338566, 86.00024729892323, 85.98329043465999, 90.08677172047841, 81.14676590755442, 89.64373360247004, 90.55602455647434, 91.52781157354181, 89.19802792026016, 90.81180995598903, 91.72301134185605, 90.18845021038254, 88.22359999910036, 86.49833298447504, 87.72968892034991, 79.89034838371815, 75.24973563914457, 88.12480747295592, 88.18836082343414, 90.90166138715495, 91.44540455129471, 91.02001319928976, 81.87167657780331, 83.93192830350284, 86.18038771912063, 87.68592571280932, 78.6302224515672, 85.84046148760676, 91.25128086451363, 85.21640814530707, 86.9466127911567, 85.15084673582847, 89.648315545755, 91.03825830170057, 90.75636962998986, 78.33522168175183, 86.13422468973224, 84.63374076323765, 91.43852420306774, 91.24057823609394, 91.08145235081722, 90.6861073214297, 91.02060744020355, 84.15436305785133, 85.68332611248512, 79.5541435274572, 85.06923829464705, 84.12250512353164, 90.21321892291222, 82.08858305533262, 88.57421857147514, 90.37524344777351, 90.71714931606427, 86.15242585128198, 90.21481880961488, 85.1904062200722, 90.71608839581913, 90.62053202827609, 83.36839001812686, 91.15866347159576, 91.0471604970138, 88.2041008361952, 77.78537781087265, 84.72142440984697, 66.1956776156663, 88.59220021505256, 90.85632845260345, 90.61470281645309, 90.88190729378836, 90.51630830733184, 90.44897577616383, 84.19001830660255, 83.84711298563067, 90.88253547620869, 85.06647717144416, 90.83669798660618, 85.46924718674423, 90.69903183631982, 90.28478381077214]"
Episode feedback,"[0.8, 0.2435465766065695, 0.23137254811226451, 0.20370370244627345, 0.14163822501426923, 0.16326530545605997, 0.1616161607999184, 0.165322579978538, 0.14556961933183785, 0.10074626828079751, 0.11148648610984295, 0.06134969287515526, 0.12355212307508832, 0.07142857114512471, 0.04666666635555556, 0.036363636143250694, 0.05405405368882396, 0.07333333284444445, 0.060402684158371245, 0.021857923377825557, 0.03448275838287753, 0.03658536563057704, 0.03984063729147157, 0.020080321204496702, 0.023136246727156178, 0.01829268281528852, 0.003623188392669607, 0.006134969287515526, 0.019354838584807493, 0.02334630341110388, 0.00819672127788229, 0.006993006944104847, 0.019607843009099065, 0.015810276617350686, 0.0, 0.007633587757123711, 0.006211180085644845, 0.002801120440332996, 0.0, 0.0, 0.007326007299172135, 0.003289473673389889, 0.00579710143247217, 0.0, 0.0, 0.003174603164525069, 0.005698005681772063, 0.002702702695398101, 0.0, 0.004454342974489214, 0.0, 0.003846153831360947, 0.0, 0.0, 0.002801120440332996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041493775761436615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 67.49011278152466, 87.23327279090881, 99.8757734298706, 139.43632793426514, 156.85395073890686, 171.10660076141357, 189.2432472705841, 200.89189982414246, 218.34744954109192, 238.2426586151123, 248.4800717830658, 266.45845007896423, 282.3102226257324, 291.6840102672577, 301.76849126815796, 311.21149826049805, 321.26326727867126, 330.8101382255554, 341.5781304836273, 350.43196725845337, 360.44461965560913, 375.34571170806885, 389.69589257240295, 411.4694242477417, 421.9448699951172, 437.54671716690063, 447.3665339946747, 456.8726456165314, 471.7068557739258, 486.01828837394714, 494.59419894218445, 503.869619846344, 518.2254087924957, 528.8204863071442, 543.5781035423279, 552.8931629657745, 572.5808534622192, 581.5370194911957, 590.8175251483917, 606.346195936203, 623.2718827724457, 642.4243113994598, 655.926483631134, 665.3955681324005, 682.7997119426727, 701.9270360469818, 722.2447423934937, 731.6444005966187, 755.6514570713043, 765.7583293914795, 780.3727269172668, 794.4658851623535, 804.1777696609497, 824.0171921253204, 837.1884729862213, 846.5650236606598, 855.3211090564728, 864.7939355373383, 874.9027273654938, 883.9669282436371, 894.1898193359375, 904.1564602851868, 919.0253586769104, 933.1145505905151, 953.576687335968, 976.0058825016022, 986.7072992324829, 997.5050477981567, 1006.6716294288635, 1015.7848327159882, 1024.6439893245697, 1043.9977493286133, 1059.2337894439697, 1073.4212248325348, 1086.873647928238, 1112.7831943035126, 1128.0412633419037, 1137.3322565555573, 1152.075719833374, 1164.4330923557281, 1178.7233760356903, 1188.5479950904846, 1197.547375679016, 1206.9910910129547, 1227.5311481952667, 1242.8551270961761, 1258.6769173145294, 1268.1629312038422, 1277.6319108009338, 1286.988154411316, 1296.8588354587555, 1305.997709274292, 1320.893671989441, 1334.9011888504028, 1354.8258032798767, 1369.3531424999237, 1383.7665820121765, 1394.5319051742554, 1409.9860892295837, 1420.2846276760101, 1429.5681321620941, 1438.9588532447815, 1453.9995856285095, 1464.0617742538452, 1478.7907617092133, 1488.3847534656525, 1497.9181127548218, 1513.6794328689575, 1522.5022208690643, 1531.5927119255066, 1541.6256227493286, 1561.2965068817139, 1576.0554254055023, 1605.04101896286, 1614.9709732532501, 1625.0308010578156, 1634.3373517990112, 1643.694836616516, 1653.171885251999, 1662.5465488433838, 1677.667785167694, 1693.2857458591461, 1702.3196487426758, 1717.2869501113892, 1726.7537462711334, 1741.5039529800415, 1750.321681022644, 1759.7303447723389]"
total minutes,"[0, 1.124835213025411, 1.4538878798484802, 1.6645962238311767, 2.323938798904419, 2.614232512315114, 2.851776679356893, 3.1540541211764017, 3.3481983304023744, 3.639124159018199, 3.9707109769185385, 4.1413345297177635, 4.440974167982737, 4.70517037709554, 4.861400171120962, 5.029474854469299, 5.1868583043416345, 5.3543877879778545, 5.513502303759257, 5.692968841393789, 5.84053278764089, 6.007410327593486, 6.2557618618011475, 6.494931542873383, 6.857823737462362, 7.0324144999186196, 7.292445286115011, 7.456108899911245, 7.614544093608856, 7.8617809295654295, 8.100304806232453, 8.243236649036408, 8.397826997439067, 8.637090146541595, 8.813674771785736, 9.059635059038799, 9.214886049429575, 9.54301422437032, 9.692283658186595, 9.846958752473196, 10.10576993227005, 10.387864712874094, 10.707071856657665, 10.932108060518901, 11.089926135540008, 11.379995199044545, 11.698783934116364, 12.037412373224894, 12.194073343276978, 12.594190951188406, 12.762638823191326, 13.00621211528778, 13.241098086039225, 13.402962827682495, 13.73361986875534, 13.953141216437022, 14.109417061010996, 14.25535181760788, 14.413232258955638, 14.58171212275823, 14.73278213739395, 14.903163655598958, 15.069274338086446, 15.31708931128184, 15.551909176508586, 15.8929447889328, 16.266764708360036, 16.445121653874715, 16.625084129969277, 16.777860490481057, 16.929747211933137, 17.077399822076163, 17.39996248881022, 17.65389649073283, 17.890353747208913, 18.114560798803964, 18.54638657172521, 18.800687722365062, 18.955537609259288, 19.2012619972229, 19.407218205928803, 19.64538960059484, 19.809133251508076, 19.959122927983604, 20.116518183549246, 20.458852469921112, 20.714252118269602, 20.977948621908823, 21.13604885339737, 21.293865180015565, 21.449802573521932, 21.61431392431259, 21.766628487904867, 22.01489453315735, 22.248353147506712, 22.58043005466461, 22.82255237499873, 23.06277636686961, 23.242198419570922, 23.499768153826395, 23.671410461266834, 23.8261355360349, 23.98264755407969, 24.233326427141826, 24.40102957089742, 24.646512695153554, 24.806412557760876, 24.96530187924703, 25.22799054781596, 25.375037014484406, 25.526545198758445, 25.693760379155478, 26.021608448028566, 26.267590423425037, 26.750683649381003, 26.916182887554168, 27.083846684296926, 27.238955863316853, 27.394913943608604, 27.55286475419998, 27.70910914738973, 27.9611297527949, 28.221429097652436, 28.371994145711263, 28.621449168523153, 28.77922910451889, 29.025065883000693, 29.172028017044067, 29.32883907953898]"
cummulative feedback,"[0, 217, 276, 309, 392, 432, 464, 505, 528, 555, 588, 598, 630, 648, 655, 661, 669, 680, 689, 693, 698, 704, 714, 719, 728, 731, 732, 733, 736, 742, 744, 745, 748, 752, 752, 754, 755, 756, 756, 756, 758, 759, 761, 761, 761, 762, 764, 765, 765, 767, 767, 768, 768, 768, 769, 769, 769, 769, 769, 769, 769, 769, 769, 769, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770, 770]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.00045]
