,0
Accumulated time steps,"[0, 1000, 1463, 1819, 2192, 2873, 3455, 3709, 4277, 4848, 5162, 5435, 5728, 5913, 6378, 6734, 6985, 7365, 7631, 7894, 8166, 8530, 8833, 9105, 9273, 9624, 10085, 10435, 10592, 10749, 11084, 11241, 11402, 11773, 11934, 12207, 12372, 12623, 12778, 12937, 13093, 13357, 13711, 14000, 14172, 14710, 14865, 15114, 15281, 15544, 15699, 15862, 16122, 16283, 16531, 16805, 16954, 17211, 17565, 17712, 17953, 18115, 18368, 18629, 18785, 18940, 19101, 19351, 19508, 19863, 20012, 20165, 20323, 20604, 20757, 20991, 21145, 21297, 21561, 21820, 22071, 22339, 22496, 22749, 22902, 23242, 23673, 23838, 23990, 24241, 24607, 24759, 24910, 25190, 25449, 25802, 25956, 26109, 26362, 26656, 26912, 27175, 27440, 27684, 28021, 28174, 28448, 28614, 28862, 29017, 29311, 29475, 29730, 29894]"
Episode reward,"[0, -57.31078964223619, 74.39983726924766, 80.60771026884018, 78.5578593863849, 61.65731493766132, 70.19472030635649, 86.13100739007083, 69.7433831154325, 68.4389963912624, 80.30598233598074, 84.53815876148373, 82.14999872619865, 88.68092446179938, 73.99743812120111, 80.09681740836596, 86.034512244992, 78.56935571671977, 85.11817414397329, 86.09319486691834, 83.40714801801718, 79.43093832443905, 80.34950429364555, 85.0324744353273, 89.87134739641314, 80.51080067784525, 73.73492161253604, 79.58793607518297, 89.88601711589128, 90.7189038675246, 79.93185287044473, 90.36659745865343, 89.05184646289769, 78.19403931186909, 91.18168856653759, 83.08385685278819, 90.31137387537215, 85.16742891505876, 90.48748398581034, 90.03652953763869, 90.6130438639859, 85.10450624526842, 78.9522575009998, 80.33614929285922, 89.01790674248937, 66.8696891633723, 89.94532259891628, 86.33961077080113, 89.59449603874015, 82.80753800200966, 90.57956703754036, 91.41534235297686, 86.16708689930226, 89.19473100501509, 83.88357221071104, 83.17921408138493, 91.21845043168096, 84.59873496486243, 80.08144574083845, 91.46401723483802, 85.12214071295865, 89.23684348434652, 84.42706823328751, 83.37410160758033, 90.54011650828976, 90.01412796976284, 90.92588520220373, 84.99309340644419, 89.95262051421693, 77.06844680816849, 91.12574744408369, 90.42422670984482, 89.03409325428119, 81.72553329888386, 91.25176006164995, 86.12981889345542, 92.03954852453046, 91.56416587303158, 84.96365251185317, 84.33891479945801, 86.35315908043869, 82.60422957330934, 91.32813005510977, 83.42837475569782, 91.34247342552588, 79.7671587067051, 75.36712530273049, 91.42534109628045, 91.24347239090386, 85.45052057240953, 78.28190565199372, 90.83928628571678, 91.1808777525629, 83.76185803069072, 84.7200413166673, 79.67628305562711, 91.28389584366775, 90.90349648943548, 86.389220436509, 79.31433510735896, 83.93571098488668, 85.29367058035776, 84.88449203878986, 85.37427004332761, 78.97931847521106, 91.6093436233912, 82.37971752490614, 90.0358078613132, 85.50491051584275, 90.69597022571699, 81.40691849949611, 90.58767026501005, 85.01922524625377, 90.37197998716601]"
Episode feedback,"[0.8, 0.20140280540941602, 0.11688311663012313, 0.07887323921444157, 0.0994623653240259, 0.038235294061418686, 0.030981067072321743, 0.011857707463013014, 0.012345678990571995, 0.005263157885503232, 0.01277955267482571, 0.0036764705747188583, 0.010273972567554888, 0.01086956515831758, 0.006465517227445006, 0.005633802801031542, 0.0, 0.007915567261436498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0036900368867526317, 0.0, 0.002857142848979592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 71.6518394947052, 103.51888632774353, 127.70401048660278, 152.00503206253052, 192.27744007110596, 225.6312963962555, 240.14051842689514, 272.3236439228058, 303.3646459579468, 321.14163541793823, 336.4096167087555, 352.7715845108032, 363.703177690506, 389.5560231208801, 409.41807746887207, 423.39165449142456, 444.37578201293945, 459.2677791118622, 474.0986135005951, 489.64979553222656, 509.8284983634949, 526.6360042095184, 542.025753736496, 551.651978969574, 570.9410350322723, 596.4844870567322, 616.0904629230499, 625.2393455505371, 634.336927652359, 652.774799823761, 662.0949249267578, 671.8748421669006, 692.5760803222656, 701.911673784256, 717.6117944717407, 727.5685040950775, 741.8063805103302, 751.0040338039398, 760.4368221759796, 769.657556772232, 784.5028448104858, 803.9166684150696, 820.0459518432617, 829.9802265167236, 858.9866871833801, 868.2464756965637, 882.1353232860565, 891.9392495155334, 906.8817262649536, 915.828498840332, 925.3352146148682, 939.8483004570007, 949.3436548709869, 963.0968570709229, 978.2631182670593, 987.2342114448547, 1002.0617341995239, 1021.1836493015289, 1030.064640045166, 1043.367769241333, 1052.8980474472046, 1066.9816589355469, 1081.495864391327, 1090.5115778446198, 1099.376190662384, 1108.704596042633, 1122.707576751709, 1131.681002855301, 1150.8240633010864, 1159.71240568161, 1168.6120564937592, 1177.864918231964, 1193.2882459163666, 1202.1750762462616, 1214.9406645298004, 1224.0535986423492, 1232.8300676345825, 1247.9041872024536, 1262.1147832870483, 1276.1435804367065, 1290.6644356250763, 1299.749091386795, 1313.9705038070679, 1323.017751455307, 1341.4461572170258, 1364.8159625530243, 1374.3513882160187, 1383.28427028656, 1397.1462268829346, 1416.9035532474518, 1425.6186165809631, 1434.3612775802612, 1449.6696543693542, 1463.9000194072723, 1483.3100054264069, 1492.068698167801, 1500.8203809261322, 1514.8451614379883, 1530.783875465393, 1544.8832411766052, 1559.3000271320343, 1574.025553703308, 1587.4965896606445, 1605.5907912254333, 1614.3981742858887, 1629.5914294719696, 1639.2967977523804, 1653.1808068752289, 1662.1039924621582, 1678.3369228839874, 1687.8284537792206, 1701.9029424190521, 1711.2623400688171]"
total minutes,"[0, 1.1941973249117532, 1.725314772129059, 2.128400174776713, 2.5334172010421754, 3.2046240011850995, 3.760521606604258, 4.0023419737815855, 4.53872739871343, 5.0560774326324465, 5.352360590298971, 5.606826945145925, 5.879526408513387, 6.0617196281751, 6.492600385348002, 6.823634624481201, 7.056527574857076, 7.406263033548991, 7.654462985197703, 7.901643558343252, 8.16082992553711, 8.49714163939158, 8.777266736825307, 9.033762562274934, 9.1941996494929, 9.515683917204539, 9.941408117612204, 10.268174382050832, 10.420655759175618, 10.572282127539317, 10.879579997062683, 11.034915415445964, 11.19791403611501, 11.542934672037761, 11.698527896404267, 11.960196574529013, 12.126141734917958, 12.36343967517217, 12.51673389673233, 12.673947036266327, 12.827625946203868, 13.075047413508097, 13.398611140251159, 13.667432530721028, 13.833003775278728, 14.316444786389669, 14.470774594942728, 14.702255388100943, 14.865654158592225, 15.114695437749226, 15.263808314005534, 15.42225357691447, 15.664138340950013, 15.822394247849783, 16.05161428451538, 16.30438530445099, 16.45390352408091, 16.701028903325398, 17.019727488358814, 17.167744000752766, 17.389462820688884, 17.548300790786744, 17.78302764892578, 18.02493107318878, 18.175192964076995, 18.322936511039735, 18.478409934043885, 18.711792945861816, 18.86135004758835, 19.180401055018105, 19.3285400946935, 19.47686760822932, 19.631081970532737, 19.888137431939445, 20.036251270771025, 20.249011075496675, 20.400893310705822, 20.547167793909708, 20.798403120040895, 21.03524638811747, 21.269059673945108, 21.511073927084606, 21.662484856446586, 21.899508396784466, 22.05029585758845, 22.357435953617095, 22.74693270921707, 22.90585647026698, 23.054737838109336, 23.28577044804891, 23.61505922079086, 23.760310276349387, 23.906021293004354, 24.161160906155903, 24.398333656787873, 24.721833423773447, 24.867811636130014, 25.013673015435536, 25.247419357299805, 25.513064591089883, 25.748054019610088, 25.988333785533904, 26.233759228388468, 26.458276494344076, 26.75984652042389, 26.906636238098145, 27.15985715786616, 27.321613295873007, 27.55301344792048, 27.701733207702638, 27.972282048066457, 28.130474229653675, 28.365049040317537, 28.521039001146953]"
cummulative feedback,"[0, 201, 255, 283, 320, 346, 364, 367, 374, 377, 381, 382, 385, 387, 390, 392, 392, 395, 395, 395, 395, 395, 395, 396, 396, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397, 397]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
