,0
Accumulated time steps,"[0, 1000, 1999, 2362, 2632, 2994, 3365, 3641, 3799, 4063, 4232, 4484, 4866, 5157, 5510, 5669, 5824, 6264, 6440, 6706, 6979, 7134, 7385, 7543, 7810, 7966, 8220, 8471, 8731, 9037, 9293, 9634, 9798, 10046, 10295, 10448, 10802, 11051, 11206, 11461, 11621, 11879, 12132, 12502, 12654, 12928, 13079, 13520, 14035, 14184, 14520, 14762, 15017, 15271, 15518, 15668, 15821, 15975, 16130, 16286, 16440, 16704, 16966, 17225, 17478, 17634, 17920, 18101, 18351, 18604, 18889, 19043, 19398, 19661, 20008, 20164, 20327, 20473, 20751, 21010, 21158, 21309, 21573, 21835, 22008, 22170, 22544, 22834, 23100, 23459, 23729, 24093, 24361, 24713, 24971, 25121, 25361, 25720, 25991, 26337, 26491, 26773, 26927, 27225, 27496, 27662, 27812, 27968, 28121, 28380, 28631, 29010, 29281, 29672, 29918]"
Episode reward,"[0, -61.26620404337243, -63.36874829172156, 78.70134093265665, 84.7278209995871, 79.34397039969171, 79.42655035278942, 84.05788917010878, 91.00978848006545, 85.22364105699535, 89.6492194848715, 85.46926076327767, 77.6881037565352, 82.58657734700549, 79.57535403347401, 90.92621490618014, 91.28478405587208, 74.70614453080482, 89.05082831171728, 84.83445866081814, 84.94400990220868, 91.0229679254149, 85.78767306207871, 90.32233991554904, 83.66362565358362, 91.35068388701923, 86.68225233087529, 85.99812219563312, 86.1524487866715, 79.27992786942102, 86.35415919756161, 80.55507184958988, 89.01210164092826, 86.06052477942244, 85.90006771125968, 91.43226169804174, 80.04951751532612, 86.71582141222072, 91.0329173446108, 85.42793999787501, 90.46712405637389, 85.5322974842649, 85.9145007785359, 77.45817481733086, 91.02190563886043, 84.26167660100249, 91.87356877990945, 74.79918264931848, 68.14819812409642, 91.04759469516802, 80.94536060903847, 86.02128367371898, 84.32227396813146, 86.4529578484508, 85.09552850183265, 91.16568591388766, 90.89529634996285, 91.1411470829984, 91.1256633215707, 90.39645063612898, 91.21174144550888, 86.47109257586062, 84.15975385577318, 84.97745715781095, 85.11441704488583, 90.52528066700296, 84.12130851988799, 88.5550534143461, 85.89575741930048, 85.23251978228095, 82.07769517663479, 90.7391241850491, 78.48625305093891, 84.65038059930862, 80.73632522824353, 90.6182266616051, 89.65275241536344, 91.53949021576065, 81.95367821213074, 84.7586937846721, 90.97977358408217, 90.99310820361569, 85.0809025678271, 86.72906037121874, 88.461026906255, 90.17697716478642, 76.77729580398744, 83.06708809811335, 83.74640353216066, 76.98555465310109, 81.26529916486092, 78.77412738729946, 84.80902884260298, 77.15666809988451, 84.35795778029056, 91.2278306826063, 84.51218330967644, 78.71998127143668, 83.86466079977743, 78.96819656149182, 90.83837643575963, 82.29798625517265, 90.38752892930309, 79.88423869838873, 85.2830258896011, 90.54021522852774, 91.14513674843944, 90.5146569257382, 90.6266390766033, 83.87455747414452, 84.8855992150987, 81.3272750334576, 85.27791300560034, 75.46046739830649, 83.79356252848837]"
Episode feedback,"[0.8, 0.1352705409466227, 0.11322645279235827, 0.11602209912701078, 0.0817843863130692, 0.06371191118085343, 0.08918918894813732, 0.06181818159338843, 0.12101910750943244, 0.06083650166982319, 0.05952380916950114, 0.059760955937207344, 0.06036745390979671, 0.03448275850178359, 0.028409090828383266, 0.0253164555359718, 0.03246753225670434, 0.025056947551123126, 0.03428571408979592, 0.03396226402278391, 0.055147058620782875, 0.0389610387080452, 0.015999999936, 0.01910828013306828, 0.045112781785290296, 0.03225806430801249, 0.03162055323470137, 0.01999999992, 0.011583011538289532, 0.03278688513840366, 0.03137254889657824, 0.014705882309688582, 0.03067484643757763, 0.008097165959120786, 0.016129032193028095, 0.006578947325138505, 0.014164305908882987, 0.008064516096514047, 0.006493506451340867, 0.003937007858515717, 0.018867924409635695, 0.02334630341110388, 0.015873015810027716, 0.002710027092926756, 0.006622516512433666, 0.010989010948758201, 0.0066666666222222224, 0.009090909070247934, 0.011673151728262351, 0.01351351342220599, 0.011940298471820005, 0.0041493775761436615, 0.007874015717031434, 0.0039525691543376715, 0.028455284437173642, 0.006711409350930139, 0.006578947325138505, 0.019607843009099065, 0.025974025805363468, 0.0064516128616024975, 0.013071895339399377, 0.026615969480547643, 0.011494252829523936, 0.0038759689772249264, 0.0, 0.0, 0.0, 0.0, 0.00803212848179868, 0.003968253952506929, 0.01056338024449514, 0.0, 0.00564971749816464, 0.0038167938785618554, 0.0, 0.0, 0.0, 0.006896551676575506, 0.0036101082902162155, 0.0038759689772249264, 0.00680272104215836, 0.0066666666222222224, 0.011406844063091847, 0.0, 0.005813953454570038, 0.0, 0.005361930280531018, 0.0, 0.0, 0.0, 0.0, 0.00275482092905008, 0.0, 0.0, 0.003891050568517313, 0.006711409350930139, 0.004184100400903346, 0.0, 0.0037037036899862825, 0.00579710143247217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 64.9283447265625, 128.50075101852417, 152.556902885437, 169.429780960083, 191.08616828918457, 214.43525099754333, 231.161274433136, 241.89015316963196, 257.9705491065979, 268.8091311454773, 284.40210342407227, 307.1606605052948, 323.90945529937744, 343.96179151535034, 353.97462582588196, 363.5525326728821, 389.0799024105072, 399.7819366455078, 416.2376437187195, 433.61643838882446, 443.73300409317017, 458.7813024520874, 468.9896788597107, 487.17867612838745, 498.5632767677307, 515.0713737010956, 530.9712679386139, 547.4238841533661, 564.9642055034637, 580.1230309009552, 599.2492365837097, 609.4918286800385, 623.4994857311249, 638.3653862476349, 647.215217590332, 667.1615500450134, 681.1834633350372, 690.3206791877747, 704.5257611274719, 714.0333905220032, 728.983811378479, 745.31742811203, 767.0516262054443, 776.334990978241, 793.5671708583832, 804.7336571216583, 833.2615451812744, 862.0216817855835, 870.827698469162, 889.8277566432953, 903.6832103729248, 918.8562080860138, 934.2594876289368, 949.8374176025391, 959.6518378257751, 969.6405274868011, 980.969411611557, 992.3966548442841, 1004.5273101329803, 1016.0478389263153, 1035.1321721076965, 1051.9730262756348, 1067.3972175121307, 1082.7590010166168, 1094.1724643707275, 1113.5281977653503, 1124.6367609500885, 1139.5013327598572, 1154.1047468185425, 1172.183292388916, 1181.2552244663239, 1201.1306698322296, 1216.2793972492218, 1235.459289073944, 1244.7484362125397, 1254.4983761310577, 1263.6111278533936, 1279.7607851028442, 1294.2469789981842, 1302.9194576740265, 1311.9789817333221, 1327.306997537613, 1342.1007978916168, 1352.2073516845703, 1361.648408651352, 1382.6537783145905, 1398.6452560424805, 1413.6325566768646, 1433.2607564926147, 1448.527025461197, 1468.6876533031464, 1483.8782877922058, 1503.2087774276733, 1517.7092881202698, 1526.576825618744, 1540.452573299408, 1560.0003254413605, 1575.70276761055, 1594.806599855423, 1604.0788824558258, 1619.6288001537323, 1628.662847518921, 1645.366132259369, 1660.789869070053, 1670.435066461563, 1679.1208329200745, 1688.2539565563202, 1697.1836495399475, 1711.8728981018066, 1726.0987663269043, 1746.7972934246063, 1762.050066947937, 1783.0742893218994, 1796.6533806324005]"
total minutes,"[0, 1.0821390787760417, 2.1416791836420694, 2.542615048090617, 2.82382968266805, 3.1847694714864097, 3.573920849959056, 3.8526879072189333, 4.0315025528272, 4.299509151776632, 4.480152185757955, 4.740035057067871, 5.119344341754913, 5.398490921656291, 5.732696525255839, 5.899577097098033, 6.059208877881368, 6.48466504017512, 6.66303227742513, 6.937294061978658, 7.2269406398137415, 7.395550068219503, 7.646355040868124, 7.816494647661845, 8.119644602139791, 8.309387946128846, 8.58452289501826, 8.849521132310231, 9.123731402556102, 9.416070091724396, 9.668717181682586, 9.987487276395163, 10.158197144667307, 10.391658095518748, 10.639423104127248, 10.7869202931722, 11.11935916741689, 11.35305772225062, 11.505344653129578, 11.742096018791198, 11.900556508700053, 12.149730189641316, 12.4219571352005, 12.78419377009074, 12.938916516304015, 13.226119514306387, 13.412227618694306, 13.887692419687907, 14.367028029759725, 14.513794974486034, 14.830462610721588, 15.061386839548748, 15.314270134766897, 15.57099146048228, 15.830623626708984, 15.994197297096253, 16.160675458113353, 16.34949019352595, 16.539944247404733, 16.74212183554967, 16.934130648771923, 17.25220286846161, 17.53288377126058, 17.78995362520218, 18.04598335027695, 18.236207739512125, 18.558803296089174, 18.74394601583481, 18.991688879330955, 19.235079113642374, 19.536388206481934, 19.68758707443873, 20.018844497203826, 20.27132328748703, 20.590988151232402, 20.745807270208996, 20.90830626885096, 21.060185464223228, 21.329346418380737, 21.57078298330307, 21.715324294567107, 21.866316362222037, 22.12178329229355, 22.368346631526947, 22.536789194742838, 22.6941401441892, 23.044229638576507, 23.310754267374673, 23.560542611281075, 23.887679274876913, 24.142117091019948, 24.47812755505244, 24.731304796536765, 25.053479623794555, 25.295154802004497, 25.44294709364573, 25.67420955499013, 26.000005424022675, 26.261712793509165, 26.580109997590384, 26.73464804093043, 26.99381333589554, 27.144380791982016, 27.422768870989483, 27.67983115116755, 27.840584441026053, 27.985347215334574, 28.137565942605338, 28.286394158999126, 28.531214968363443, 28.76831277211507, 29.11328822374344, 29.36750111579895, 29.717904822031656, 29.944223010540007]"
cummulative feedback,"[0, 135, 248, 290, 312, 335, 368, 385, 404, 420, 430, 445, 468, 478, 488, 492, 497, 508, 514, 523, 538, 544, 548, 551, 563, 568, 576, 581, 584, 594, 602, 607, 612, 614, 618, 619, 624, 626, 627, 628, 631, 637, 641, 642, 643, 646, 647, 651, 657, 659, 663, 664, 666, 667, 674, 675, 676, 679, 683, 684, 686, 693, 696, 697, 697, 697, 697, 697, 699, 700, 703, 703, 705, 706, 706, 706, 706, 707, 708, 709, 710, 711, 714, 714, 715, 715, 717, 717, 717, 717, 717, 718, 718, 718, 719, 720, 721, 721, 722, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0002]
