,0
Accumulated time steps,"[0, 1000, 1999, 2998, 3997, 4740, 5111, 5489, 5750, 5999, 6240, 6490, 6639, 6904, 7230, 7532, 7679, 7930, 8083, 8236, 8484, 8648, 8797, 8950, 9095, 9241, 9531, 9681, 9936, 10086, 10592, 10839, 11073, 11227, 11378, 11549, 11707, 11873, 12030, 12178, 12321, 12565, 12708, 12852, 13011, 13302, 13450, 13691, 13839, 14076, 14221, 14574, 14823, 14979, 15235, 15391, 15630, 15785, 16017, 16206, 16362, 16524, 16680, 17011, 17284, 17450, 17594, 17788, 17950, 18101, 18360, 18510, 18671, 18826, 19080, 19232, 19394, 19670, 20004, 20232, 20382, 20627, 20783, 20939, 21106, 21261, 21422, 21876, 22032, 22180, 22336, 22594, 22755, 23009, 23276, 23426, 23582, 23737, 23981, 24229, 24366, 24513, 24669, 24822, 25079, 25242, 25486, 25639, 25796, 25948, 26210, 26356, 26607, 26870, 27048, 27308, 27454, 27607, 27949, 28103, 28255, 28599, 28853, 29026, 29174, 29339, 29489, 29645, 29915]"
Episode reward,"[0, -61.68505786851403, -44.01991932400341, -47.11698730965296, -59.16811822406279, 54.102204837247676, 79.07187388704344, 79.68305733410595, 84.53663824019469, 87.1697236828271, 86.64598282542062, 85.81538163095372, 92.2440059193953, 83.58133381609971, 81.85518589085547, 81.19003478335259, 91.5779222304587, 85.66447447176057, 89.80145652301222, 91.12930405730494, 85.25160798992734, 90.50913272797513, 91.3445872754541, 91.68365452560427, 91.44349238688973, 92.26829359312318, 82.92325192502761, 90.7128376857363, 84.12706876141746, 91.57125817801916, 70.43105679807937, 82.43275828256164, 84.30009440766929, 90.33570223816852, 91.19921401924329, 87.59205923171835, 89.85008128927198, 89.02429597115525, 89.71294983008941, 91.69614113115773, 91.24520359000957, 85.94465824184186, 90.74730636885472, 90.51529515628091, 88.87482416478, 80.0209985309896, 90.49702787434202, 88.26606286839947, 90.52333248480043, 87.05569142869282, 92.48350183952932, 81.09453237935128, 85.71513117690267, 90.75275777087016, 83.31526431884225, 90.1238611274328, 85.73261199998268, 90.82782773450148, 87.36090499203897, 88.8368065854696, 91.61016934179708, 89.91753040729049, 90.44144548853751, 82.16164435162864, 83.64702360371224, 90.90333709176106, 90.92260256122991, 88.02551540692711, 89.31761246487446, 90.25934615803233, 82.33981571684382, 91.07270152652684, 91.03952276201734, 90.54351660878872, 84.60795702855033, 90.1194595684714, 89.94277170079695, 82.27476468801838, 79.51243292084123, 88.91417797583458, 91.6043999886514, 86.08545307953673, 90.69867249506797, 90.07145904734092, 89.93562913020814, 90.87184351404375, 90.36495085304796, 71.70327359615317, 90.692905373999, 89.17746432782694, 88.91413462440657, 84.40927473311655, 90.2689373288603, 85.41544997803125, 84.24663196494221, 90.85992764198448, 90.30440191709867, 90.61660326612451, 85.08211845418103, 85.57743614390111, 91.66562160730301, 90.59269880721781, 89.97807438106264, 91.56160521569491, 84.47772805013561, 89.20209623521338, 86.74733302540498, 92.1114766272829, 90.01294296842467, 91.14930367568685, 84.49223616043682, 91.70251403047794, 84.94838745900591, 83.09391217833775, 89.65332763804291, 85.46691842270917, 91.57570096042276, 89.84473614206671, 80.20794854220978, 91.44514722053634, 90.89227381621971, 79.46847469164868, 84.7433682231616, 88.35384021778411, 90.99393560716952, 90.84772427251485, 91.06091400919388, 91.08250298244502, 84.16044919482957]"
Episode feedback,"[0.8, 0.1803607212621636, 0.1803607212621636, 0.14729458903076695, 0.06412825644876928, 0.033692722326559676, 0.03243243234477721, 0.04244031818981348, 0.03846153831360947, 0.044354838530827265, 0.016666666597222223, 0.01204819272269802, 0.02702702684441198, 0.011363636320592287, 0.0030769230674556215, 0.019933554751051314, 0.0068493150215800346, 0.011999999952, 0.0, 0.0, 0.004048582979560393, 0.006134969287515526, 0.0, 0.01315789465027701, 0.006944444396219137, 0.006896551676575506, 0.003460207600483711, 0.013422818701860278, 0.011811023575547152, 0.0, 0.001980198015880796, 0.0040650406338819485, 0.004291845475142294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006993006944104847, 0.0, 0.0, 0.0, 0.0, 0.00680272104215836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004310264051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 70.32438778877258, 142.34297943115234, 211.3539559841156, 271.15723395347595, 313.3328607082367, 335.60784459114075, 358.4370174407959, 373.96432280540466, 388.9641389846802, 402.86715388298035, 417.1897897720337, 426.4901325702667, 441.66668462753296, 459.6303324699402, 476.99705839157104, 485.63514590263367, 500.0326406955719, 509.0790283679962, 518.2069389820099, 531.8457825183868, 541.4088931083679, 550.0774192810059, 559.1478295326233, 567.9530446529388, 576.6214265823364, 592.721342086792, 601.7468268871307, 616.3400950431824, 625.2438597679138, 652.6312849521637, 666.8013582229614, 680.2563147544861, 689.1715564727783, 697.9613454341888, 707.8922965526581, 717.0408124923706, 726.5650429725647, 735.7303855419159, 744.4306859970093, 752.9610452651978, 766.7246112823486, 775.3208422660828, 784.3282623291016, 793.7117919921875, 809.5287208557129, 818.0475780963898, 831.5530071258545, 840.2682647705078, 853.5236806869507, 862.1373820304871, 881.5965988636017, 895.5888316631317, 904.5287799835205, 919.1517391204834, 928.0884540081024, 941.508159160614, 950.4837346076965, 963.6308495998383, 974.7652680873871, 983.8281371593475, 993.3586208820343, 1002.3201305866241, 1020.2870280742645, 1035.3613793849945, 1044.9277775287628, 1053.281048297882, 1064.127125263214, 1073.8719391822815, 1083.186946630478, 1097.7513456344604, 1106.423499584198, 1115.9054217338562, 1124.8025295734406, 1138.7944791316986, 1147.680228471756, 1157.013965845108, 1172.4448809623718, 1190.6798100471497, 1203.7453520298004, 1212.7431509494781, 1226.1473441123962, 1235.1786279678345, 1244.176670074463, 1253.6460382938385, 1262.942993402481, 1272.3675556182861, 1297.1205475330353, 1306.1888465881348, 1314.8497965335846, 1323.8532061576843, 1337.8415410518646, 1347.1595644950867, 1360.9321002960205, 1375.795865535736, 1384.4332401752472, 1393.5473017692566, 1402.4062871932983, 1415.9256269931793, 1429.5566549301147, 1437.591650724411, 1446.1138536930084, 1455.0629620552063, 1463.9527533054352, 1478.4176924228668, 1487.715635061264, 1501.3035657405853, 1510.4574084281921, 1519.6173720359802, 1528.34419298172, 1542.997004032135, 1551.6575047969818, 1565.613115310669, 1580.1433193683624, 1590.389451265335, 1604.8248291015625, 1613.446055650711, 1622.4214663505554, 1641.0340473651886, 1650.0888583660126, 1658.800843000412, 1677.7796716690063, 1692.0294818878174, 1702.0632407665253, 1710.680147409439, 1720.1879069805145, 1728.848804950714, 1737.9777269363403, 1753.2557919025421]"
total minutes,"[0, 1.1720731298128764, 2.3723829905192058, 3.5225659330685932, 4.519287232557932, 5.222214345137278, 5.5934640765190125, 5.973950290679932, 6.232738713423411, 6.4827356497446695, 6.714452564716339, 6.953163162867228, 7.108168876171112, 7.361111410458883, 7.66050554116567, 7.949950973192851, 8.093919098377228, 8.333877344926199, 8.484650472799936, 8.636782316366832, 8.864096375306447, 9.023481551806132, 9.167956988016764, 9.319130492210387, 9.465884077548981, 9.610357109705607, 9.878689034779866, 10.029113781452178, 10.272334917386372, 10.420730996131898, 10.877188082536062, 11.11335597038269, 11.337605245908101, 11.486192607879639, 11.632689090569814, 11.7982049425443, 11.950680208206176, 12.109417382876078, 12.262173092365265, 12.407178099950155, 12.549350754419963, 12.778743521372478, 12.922014037768045, 13.072137705485027, 13.228529866536459, 13.492145347595216, 13.634126301606496, 13.859216785430908, 14.004471079508464, 14.225394678115844, 14.368956367174784, 14.693276647726695, 14.926480527718862, 15.075479666392008, 15.319195652008057, 15.46814090013504, 15.6918026526769, 15.841395576794943, 16.060514159997304, 16.24608780145645, 16.39713561932246, 16.55597701470057, 16.70533550977707, 17.004783801237743, 17.25602298974991, 17.415462958812714, 17.554684138298036, 17.735452087720237, 17.897865653038025, 18.053115777174632, 18.29585576057434, 18.440391659736633, 18.59842369556427, 18.74670882622401, 18.97990798552831, 19.1280038078626, 19.28356609741847, 19.54074801603953, 19.844663500785828, 20.062422533830006, 20.212385849157968, 20.435789068539936, 20.586310466130573, 20.73627783457438, 20.894100638230643, 21.049049890041353, 21.206125926971435, 21.618675792217253, 21.769814109802248, 21.914163275559744, 22.064220102628074, 22.297359017531075, 22.452659408251446, 22.682201671600343, 22.92993109226227, 23.07388733625412, 23.225788362820943, 23.373438119888306, 23.59876044988632, 23.825944248835246, 23.95986084540685, 24.10189756155014, 24.25104936758677, 24.399212555090585, 24.640294873714446, 24.795260584354402, 25.02172609567642, 25.174290140469868, 25.32695620059967, 25.472403216362, 25.716616733868918, 25.86095841328303, 26.093551921844483, 26.335721989472706, 26.50649085442225, 26.747080485026043, 26.890767594178516, 27.040357772509257, 27.350567456086477, 27.501480972766878, 27.646680716673533, 27.96299452781677, 28.200491364796957, 28.367720679442087, 28.511335790157318, 28.66979844967524, 28.81414674917857, 28.966295448939004, 29.22092986504237]"
cummulative feedback,"[0, 180, 360, 507, 571, 596, 608, 624, 634, 645, 649, 652, 656, 659, 660, 666, 667, 670, 670, 670, 671, 672, 672, 674, 675, 676, 677, 679, 682, 682, 683, 684, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 685, 686, 686, 686, 686, 686, 687, 687, 687, 687, 687, 687, 687, 687, 687, 687, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688]"
e,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.00045]
