,0
Accumulated time steps,"[0, 754, 1019, 1402, 1668, 1932, 2210, 2474, 2770, 3015, 3182, 3440, 3698, 3952, 4108, 4462, 4621, 4799, 4958, 5300, 5462, 5872, 6030, 6282, 6439, 6782, 7125, 7422, 7578, 7733, 7886, 8044, 8198, 8464, 8613, 8861, 9110, 9259, 9517, 9784, 9948, 10116, 10406, 10750, 11043, 11470, 11722, 11899, 12054, 12403, 12650, 12810, 12972, 13138, 13306, 13559, 13800, 13956, 14110, 14365, 14519, 14772, 14928, 15085, 15339, 15593, 15754, 16148, 16305, 16565, 16721, 16878, 17120, 17369, 17525, 17789, 17975, 18247, 18516, 18807, 18969, 19128, 19423, 19676, 19935, 20296, 20453, 20704, 20959, 21263, 21541, 21698, 21855, 22007, 22162, 22650, 22925, 23284, 23558, 23815, 24064, 24321, 24476, 24636, 24813, 25079, 25238, 25397, 25552, 25718, 25872, 26025, 26288, 26547, 26820, 27071, 27326, 27593, 27952, 28225, 28382, 28556, 28831, 29101, 29262, 29424, 29582, 29835, 29989]"
Episode reward,"[0, 57.152719989094365, 87.1704832883204, 78.16537357195324, 84.45933773644894, 85.74145639759631, 85.33551404288036, 86.7394059648258, 82.90072326429495, 87.24674466780458, 90.44523206529087, 87.40088766883646, 86.35238588569547, 86.86906084945812, 91.1013458402146, 80.7397684672202, 91.39737100924944, 89.62851072346743, 91.68951003436771, 81.67117790194577, 90.81922557542627, 76.28524664794446, 91.16230561987489, 86.09417654760956, 91.36444651037094, 81.66218200565473, 81.33462267830657, 81.23712582117577, 91.10505511880434, 90.96677472701202, 91.48925279085775, 90.99145005292323, 91.05277227598013, 83.3761495556122, 92.096547277621, 87.47990221526157, 87.06034340981006, 91.4313443825014, 85.95097103207468, 84.28749580925678, 90.90649110509588, 90.74087352409704, 84.7635460610428, 79.82753523452374, 81.6154493701838, 76.50381433128139, 86.8417311054911, 88.4855048989302, 91.04631646952264, 80.09682090524866, 85.8408409594064, 91.2820395537006, 90.18001818075152, 90.16490731418023, 89.85666641893135, 85.5544221718914, 85.51385843090854, 90.13945802293236, 90.6916099267707, 85.52741137174657, 91.07039826503912, 84.58541671720923, 91.57673119068195, 91.17534202226523, 84.7355548420247, 84.95340558872698, 90.59090554230823, 75.93106806562432, 90.44802931830158, 85.52161411986091, 90.97314651307953, 90.5112727432246, 84.29445121777461, 85.52779423538614, 90.4211668954577, 84.68853978109969, 88.04067137287309, 85.14998315911069, 83.8735184809364, 82.46217358382772, 89.64465461435506, 90.74052982837529, 81.15433275333507, 85.36662561696204, 85.10338843105268, 76.79945511850727, 90.65765720851233, 85.02005421364753, 84.87636758858517, 79.92370187484256, 81.09243199337647, 90.68091971860034, 90.19423708684266, 90.54521870347946, 90.38845690964324, 69.85863037449214, 83.26271484507294, 76.74088485324569, 82.89723575987034, 84.67879387341752, 85.23096233169524, 84.1799984872094, 90.62609706676638, 90.24875298086249, 88.7090234725851, 83.52153328617732, 90.74840256484346, 90.41835619902396, 91.12727400845561, 89.4721347932284, 90.33642640940774, 90.92246138947715, 84.27710298067298, 84.95742380984133, 84.14225512656628, 83.8427676049582, 84.83795875282213, 84.92708346396813, 76.9904401491554, 83.46736076116244, 90.79266655576687, 88.33206413637927, 84.83071030627104, 85.26627926045447, 90.43947592594672, 90.16045752896446, 90.53307922134353, 83.14113068732472, 90.77490260081287]"
Episode feedback,"[0.8, 0.29654255279715086, 0.18939393867653811, 0.14397905721471452, 0.18113207478818086, 0.1558935355289219, 0.133574006738, 0.13307984740273823, 0.040677965963803506, 0.06147540958411717, 0.09638554158803891, 0.08560311250738088, 0.08171206193886357, 0.047430829852052055, 0.06451612861602497, 0.03399433418131917, 0.0379746833039577, 0.05649717482204986, 0.0506329110719436, 0.03519061573257884, 0.0559006207708036, 0.03178484099808107, 0.0, 0.04382470102061872, 0.006410256369165024, 0.023391812797099964, 0.03801169579528744, 0.023648648568754566, 0.0064516128616024975, 0.04545454515938607, 0.006578947325138505, 0.0, 0.019607843009099065, 0.015094339565681738, 0.020270270133308985, 0.01214574893868118, 0.02822580633779917, 0.006756756711102995, 0.031128404548138505, 0.0037593984821075246, 0.0, 0.011976047832478756, 0.010380622801451132, 0.005830903773087744, 0.003424657522518296, 0.011737089174326082, 0.01195219118744147, 0.0, 0.0, 0.0028735632101334393, 0.0, 0.0, 0.0, 0.006060606023875115, 0.005988023916239378, 0.007936507905013858, 0.004166666649305556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006410256369165024, 0.0, 0.0, 0.012499999921875001, 0.0025445292556118848, 0.006410256369165024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 60.830129623413086, 81.81410694122314, 109.24502611160278, 130.1468162536621, 152.13874340057373, 173.60841369628906, 193.6595401763916, 212.87124967575073, 228.15025448799133, 239.44885921478271, 255.94086527824402, 272.5535352230072, 287.9195673465729, 298.5464594364166, 319.0042986869812, 328.9848871231079, 340.16455125808716, 350.390168428421, 370.18952226638794, 380.55701088905334, 406.042742729187, 415.96884179115295, 432.0657591819763, 441.7178168296814, 465.4749388694763, 489.2456247806549, 507.21851658821106, 516.249153137207, 525.7718160152435, 534.5793213844299, 543.9882309436798, 553.4364104270935, 569.1783120632172, 578.8539087772369, 594.5275573730469, 609.8918192386627, 620.2336866855621, 638.316730260849, 657.64613032341, 670.3059797286987, 682.746312379837, 702.3009333610535, 722.3999073505402, 740.1103146076202, 769.5158989429474, 785.5694582462311, 796.198566198349, 805.6164846420288, 827.3626828193665, 841.4006900787354, 850.932829618454, 860.6141328811646, 870.3963346481323, 880.2013161182404, 894.7549467086792, 908.6649894714355, 918.3255708217621, 927.7258100509644, 942.5261006355286, 951.5833194255829, 966.0528955459595, 975.1213798522949, 984.5345389842987, 998.8304831981659, 1012.9713959693909, 1022.4449934959412, 1044.2155499458313, 1053.5225639343262, 1068.4286785125732, 1077.5808310508728, 1086.694397687912, 1100.2089035511017, 1114.4255685806274, 1123.551250219345, 1138.3013188838959, 1149.228497505188, 1164.3795175552368, 1179.1183109283447, 1195.2353088855743, 1204.783842086792, 1213.9396307468414, 1230.946549654007, 1245.325897693634, 1259.7829189300537, 1279.3763151168823, 1288.6926066875458, 1302.7833251953125, 1317.3691680431366, 1334.2058753967285, 1349.2603528499603, 1358.402667760849, 1367.8049499988556, 1376.9763584136963, 1386.1128478050232, 1412.6214382648468, 1428.0178544521332, 1447.356595993042, 1462.6261796951294, 1477.249216556549, 1491.7382674217224, 1506.4740278720856, 1515.7284171581268, 1525.2570691108704, 1535.5961427688599, 1550.4977235794067, 1559.7753524780273, 1569.196361064911, 1578.4219093322754, 1588.0280973911285, 1596.9112210273743, 1605.7601435184479, 1620.1149699687958, 1634.3532733917236, 1649.8725292682648, 1663.9799211025238, 1677.958120584488, 1692.8661019802094, 1712.7856392860413, 1727.8417370319366, 1736.9397654533386, 1746.9536085128784, 1762.2790234088898, 1777.3593256473541, 1786.6205821037292, 1795.9181156158447, 1804.9838359355927, 1818.9171290397644, 1827.9697301387787]"
total minutes,"[0, 1.0138354937235514, 1.3635684490203857, 1.8207504351933796, 2.169113604227702, 2.5356457233428955, 2.8934735616048175, 3.22765900293986, 3.5478541612625123, 3.802504241466522, 3.9908143202463786, 4.265681087970734, 4.5425589203834535, 4.798659455776215, 4.975774323940277, 5.3167383114496864, 5.483081452051798, 5.669409187634786, 5.839836140473683, 6.169825371106466, 6.342616848150889, 6.76737904548645, 6.932814029852549, 7.201095986366272, 7.361963613828023, 7.757915647824605, 8.154093746344248, 8.453641943136851, 8.604152552286784, 8.76286360025406, 8.909655356407166, 9.066470515727996, 9.223940173784891, 9.48630520105362, 9.647565146287283, 9.908792622884114, 10.164863653977712, 10.337228111426036, 10.63861217101415, 10.960768838723501, 11.171766328811646, 11.379105206330618, 11.705015556017559, 12.039998455842335, 12.335171910127004, 12.825264982382457, 13.092824304103852, 13.269976103305817, 13.426941410700481, 13.789378046989441, 14.02334483464559, 14.182213826974232, 14.343568881352743, 14.506605577468871, 14.670021935304005, 14.912582445144654, 15.144416491190592, 15.305426180362701, 15.46209683418274, 15.708768343925476, 15.859721990426381, 16.100881592432657, 16.252022997538248, 16.408908983071644, 16.64717471996943, 16.88285659948985, 17.04074989159902, 17.40359249909719, 17.558709398905435, 17.80714464187622, 17.959680517514546, 18.111573294798532, 18.336815059185028, 18.573759476343792, 18.725854170322418, 18.97168864806493, 19.153808291753133, 19.40632529258728, 19.651971848805747, 19.92058848142624, 20.079730701446532, 20.232327179114023, 20.51577582756678, 20.755431628227235, 20.996381982167563, 21.32293858528137, 21.478210111459095, 21.713055419921876, 21.956152800718943, 22.236764589945476, 22.48767254749934, 22.640044462680816, 22.796749166647594, 22.949605973561606, 23.101880796750386, 23.543690637747446, 23.80029757420222, 24.122609933217365, 24.377102994918822, 24.620820275942485, 24.862304457028706, 25.107900464534758, 25.26214028596878, 25.420951151847838, 25.593269046147665, 25.841628726323446, 25.99625587463379, 26.15327268441518, 26.30703182220459, 26.46713495651881, 26.615187017122903, 26.7626690586408, 27.001916166146597, 27.239221223195393, 27.497875487804414, 27.732998685042062, 27.96596867640813, 28.21443503300349, 28.54642732143402, 28.79736228386561, 28.948996090888976, 29.11589347521464, 29.371317056814828, 29.622655427455904, 29.777009701728822, 29.93196859359741, 30.08306393225988, 30.315285483996075, 30.466162168979643]"
cummulative feedback,"[0, 223, 273, 328, 376, 417, 454, 489, 501, 516, 532, 554, 575, 587, 597, 609, 615, 625, 633, 645, 654, 667, 667, 678, 679, 687, 700, 707, 708, 715, 716, 716, 719, 723, 726, 729, 736, 737, 745, 746, 746, 748, 751, 753, 754, 759, 762, 762, 762, 763, 763, 763, 763, 764, 765, 767, 768, 768, 768, 768, 768, 768, 768, 769, 769, 769, 771, 772, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773, 773]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0003]
