,0
Accumulated time steps,"[0, 784, 1037, 1309, 1688, 2415, 2670, 3028, 3319, 3587, 3940, 4196, 4464, 4620, 4781, 5133, 5382, 5649, 5903, 6168, 6619, 6892, 7251, 7404, 7556, 7798, 8172, 8315, 8457, 8790, 8937, 9085, 9335, 9518, 9767, 10130, 10407, 10558, 10835, 10998, 11248, 11502, 11758, 12025, 12295, 12466, 12844, 13109, 13368, 13519, 13873, 14236, 14395, 14741, 14889, 15102, 15252, 15424, 15581, 15930, 16137, 16408, 16564, 16853, 17145, 17585, 17738, 17894, 18056, 18314, 18575, 18722, 18974, 19125, 19281, 19442, 19703, 19953, 20093, 20413, 20663, 20914, 21161, 21409, 21557, 21831, 21982, 22132, 22305, 22444, 22592, 22744, 22893, 23055, 23425, 23692, 23860, 24199, 24447, 24598, 24762, 25046, 25295, 25452, 25724, 25970, 26134, 26378, 26521, 26778, 27050, 27309, 27579, 27736, 27996, 28251, 28429, 28587, 28741, 29005, 29284, 29541, 29801]"
Episode reward,"[0, 75.38241444656249, 85.60267761253465, 84.51465520972528, 79.27205941755676, 61.41594758951777, 85.50238800937753, 80.39476753147696, 84.75394616077641, 85.37188531590296, 80.26830857841941, 84.6598093714379, 84.4935254207559, 92.01910142067337, 91.90096647412017, 79.16909877359741, 85.6545806326869, 84.6533308082355, 86.7611407451202, 87.00418589066416, 73.51641446495202, 84.6858662829827, 80.27259791279539, 91.06810385928995, 90.65596324098499, 85.2711491744825, 77.03154274059608, 91.86208833212227, 91.96576566546634, 80.13097115300903, 90.90413866382329, 91.20392072547509, 84.49192411014178, 87.24975096572497, 86.04303406048652, 81.12312597057402, 83.34340912859294, 91.26014515103375, 84.10051066711516, 89.90070365944837, 83.92996991412694, 85.18744111798262, 85.57440817139667, 84.12011683314394, 84.61326777411615, 89.06623557561502, 76.64845882175699, 83.10653449186559, 83.75700272036542, 90.33191029490322, 80.8117251415544, 79.74104114373715, 90.3519041197644, 79.42154507598372, 90.51256328728516, 87.30731379591863, 91.40334964207196, 89.43277655321813, 90.68955681228843, 78.51178767969071, 88.39370182377174, 83.8844486782879, 89.38484745505463, 81.19641833520643, 84.2325461062343, 73.16330694300495, 90.3963766958071, 90.95534664300594, 89.16625688158251, 85.1335484523324, 83.49262956883682, 90.99200720071775, 83.00170917997126, 91.30303840686149, 90.96518177312838, 90.49984195594129, 84.25644732483758, 84.84284245286071, 91.78658346342685, 81.0396169750815, 85.28105099891214, 85.19347841646761, 84.96661269089974, 84.23633628967228, 90.42669167202918, 83.1040867449833, 90.59540847342475, 90.46415409408597, 88.96849899612053, 92.11264563909009, 90.94160262966759, 90.18845419497035, 90.64830529661563, 89.44635120941065, 79.88474631323413, 83.39335623770052, 88.74868916615512, 78.56194141159648, 83.38524218801815, 90.4897837200569, 89.1611625258646, 82.0848180206039, 84.94604926781201, 91.15941746633054, 85.61550508555054, 84.94269966361126, 89.29977032012687, 85.65927677019731, 92.7645273970212, 84.61328858597412, 83.72233073759344, 83.74424585051862, 83.49136840473153, 90.2929225238397, 83.27388334046316, 85.10591112885696, 88.96801690568589, 90.53952227413649, 90.71431153344186, 84.5761434772672, 83.61776625549511, 84.77871072781613, 83.80372991969675]"
Episode feedback,"[0.8, 0.3785166235568841, 0.17063491995779795, 0.10701106971582632, 0.11375661345567034, 0.059228650056158884, 0.03937007858515717, 0.030812324843662958, 0.017241379250891795, 0.007490636676065031, 0.011363636331353306, 0.01568627444828912, 0.011235955014097547, 0.012903225723204995, 0.012499999921875001, 0.0028490028408860316, 0.008064516096514047, 0.0037593984821075246, 0.007905138308675343, 0.003787878773530762, 0.004444444434567901, 0.0, 0.005586592163165944, 0.0, 0.0, 0.008298755152287323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0027624309315954945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 70.10818529129028, 88.29367470741272, 105.94361972808838, 130.67670512199402, 173.7962942123413, 188.86097264289856, 209.2826542854309, 225.7774317264557, 240.7198097705841, 260.1558268070221, 274.8304100036621, 290.31569027900696, 299.31878662109375, 309.1537096500397, 328.62761902809143, 342.9552536010742, 357.7918517589569, 372.2045865058899, 386.86565232276917, 411.74786734580994, 426.76009130477905, 446.8650722503662, 455.8091609477997, 464.63825821876526, 478.3528206348419, 498.77334809303284, 507.42421078681946, 516.0289659500122, 534.2054741382599, 542.92627120018, 551.7639212608337, 565.8679492473602, 576.5023369789124, 590.2447867393494, 610.4467308521271, 625.9017066955566, 634.6396267414093, 650.1321001052856, 659.3824007511139, 673.5389766693115, 687.4996526241302, 701.7120890617371, 716.5750851631165, 731.6688213348389, 741.8241145610809, 762.405136346817, 776.918760061264, 791.4523332118988, 800.4706451892853, 819.9771745204926, 839.9516696929932, 849.2449736595154, 868.4871411323547, 877.0973608493805, 889.0970211029053, 897.9768674373627, 908.012050151825, 917.3223979473114, 936.2840850353241, 948.010008096695, 963.0460650920868, 972.1936409473419, 988.1823961734772, 1004.5286078453064, 1028.4585540294647, 1037.2522161006927, 1046.6734442710876, 1056.2097640037537, 1070.5346157550812, 1085.5375690460205, 1094.2483978271484, 1108.2607576847076, 1116.955881357193, 1125.9427671432495, 1135.4736218452454, 1149.8519008159637, 1163.7368502616882, 1172.127641916275, 1189.485671043396, 1203.2403531074524, 1217.0739214420319, 1230.5764544010162, 1244.26562333107, 1252.790370464325, 1267.8174109458923, 1276.5915846824646, 1285.2039890289307, 1295.1837384700775, 1303.2750554084778, 1312.1404962539673, 1321.0751025676727, 1329.8913815021515, 1339.2315611839294, 1359.5984704494476, 1374.6088659763336, 1384.0536832809448, 1402.9618599414825, 1417.0706083774567, 1426.0670869350433, 1435.663185596466, 1451.6231472492218, 1465.6352407932281, 1474.7567398548126, 1490.0352592468262, 1504.0228080749512, 1513.7047727108002, 1527.3963141441345, 1535.7769842147827, 1550.2569715976715, 1565.371010541916, 1580.0155577659607, 1595.1885850429535, 1604.3217091560364, 1618.7839150428772, 1632.9757335186005, 1643.0670857429504, 1652.3264560699463, 1661.661143541336, 1676.6612589359283, 1692.6391959190369, 1707.2599096298218, 1721.9004712104797]"
total minutes,"[0, 1.168469754854838, 1.4715612451235454, 1.7657269954681396, 2.177945085366567, 2.896604903539022, 3.1476828773816425, 3.4880442380905152, 3.762957195440928, 4.0119968295097355, 4.335930446783702, 4.580506833394368, 4.838594837983449, 4.988646443684896, 5.152561827500661, 5.477126983801524, 5.715920893351237, 5.9631975293159485, 6.203409775098165, 6.447760872046152, 6.862464455763499, 7.112668188412984, 7.4477512041727705, 7.596819349129995, 7.743970970312755, 7.972547010580699, 8.31288913488388, 8.457070179780324, 8.600482765833537, 8.903424568970998, 9.048771186669667, 9.19606535434723, 9.431132487456004, 9.608372282981872, 9.837413112322489, 10.174112180868784, 10.43169511159261, 10.577327112356821, 10.83553500175476, 10.98970667918523, 11.225649611155193, 11.458327543735503, 11.695201484362284, 11.942918086051941, 12.194480355580648, 12.363735242684681, 12.70675227244695, 12.948646001021068, 13.190872220198314, 13.341177419821422, 13.666286242008209, 13.99919449488322, 14.154082894325256, 14.474785685539246, 14.618289347489675, 14.81828368504842, 14.966281123956044, 15.133534169197082, 15.28870663245519, 15.604734750588735, 15.800166801611583, 16.05076775153478, 16.203227349122365, 16.469706602891286, 16.74214346408844, 17.140975900491078, 17.287536935011545, 17.44455740451813, 17.603496066729228, 17.84224359591802, 18.092292817433677, 18.23747329711914, 18.471012628078462, 18.615931355953215, 18.765712785720826, 18.924560364087423, 19.16419834693273, 19.395614171028136, 19.535460698604584, 19.8247611840566, 20.054005885124205, 20.284565357367196, 20.50960757335027, 20.737760388851164, 20.879839507738748, 21.13029018243154, 21.27652641137441, 21.42006648381551, 21.586395641167957, 21.72125092347463, 21.869008270899453, 22.017918376127877, 22.164856358369192, 22.320526019732156, 22.659974507490794, 22.910147766272228, 23.067561388015747, 23.382697665691374, 23.61784347295761, 23.76778478225072, 23.927719759941102, 24.193719120820365, 24.42725401322047, 24.57927899758021, 24.833920987447105, 25.067046801249187, 25.228412878513335, 25.456605235735577, 25.59628307024638, 25.837616193294526, 26.089516842365263, 26.33359262943268, 26.58647641738256, 26.738695152600606, 26.979731917381287, 27.216262225310007, 27.384451429049175, 27.538774267832437, 27.6943523923556, 27.944354315598805, 28.21065326531728, 28.454331827163696, 28.69834118684133]"
cummulative feedback,"[0, 296, 339, 368, 411, 454, 464, 475, 480, 482, 486, 490, 493, 495, 497, 498, 500, 501, 503, 504, 506, 506, 508, 508, 508, 510, 510, 510, 510, 510, 510, 510, 510, 510, 510, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
