,0
Accumulated time steps,"[0, 547, 906, 1374, 1825, 2095, 2454, 2808, 3072, 3331, 3501, 3880, 4045, 4294, 4449, 4611, 4972, 5414, 5675, 5959, 6113, 6409, 6573, 7027, 7298, 7652, 7804, 8178, 8330, 8481, 8644, 8818, 8971, 9122, 9271, 9611, 9807, 10061, 10216, 10371, 10640, 10803, 11060, 11248, 11504, 11663, 11955, 12303, 12455, 12607, 12758, 13020, 13284, 13533, 13684, 13831, 14008, 14382, 14645, 14922, 15089, 15243, 15502, 15657, 15978, 16333, 16485, 16725, 17082, 17252, 17544, 17803, 18061, 18212, 18360, 18519, 18901, 19053, 19314, 19573, 19724, 19989, 20267, 20544, 20707, 20974, 21131, 21505, 21768, 21960, 22113, 22383, 22534, 22792, 23046, 23291, 23444, 23712, 23970, 24233, 24399, 24606, 24782, 25036, 25290, 25558, 25725, 25970, 26122, 26280, 26482, 26636, 26906, 27061, 27214, 27366, 27615, 27768, 27931, 28192, 28345, 28595, 28850, 29124, 29392, 29550, 29717, 29878]"
Episode reward,"[0, 66.04088993078511, 80.40288873770875, 73.33403031291682, 73.90688970950279, 85.18468321262499, 81.86330572909326, 80.065135668631, 85.14962862358271, 86.32904649355012, 89.83483618989065, 78.9408961810263, 90.27769076979297, 86.68139848611719, 90.76192932333478, 90.44650209787737, 78.21631344884685, 76.50947071909061, 85.8075574565176, 82.27147795949357, 91.33567206514019, 80.16698737801953, 89.8156295749857, 73.13035118203308, 85.43090717587798, 80.54169174104038, 90.2550781734304, 78.9246970108436, 91.15419408731518, 90.82208293403438, 90.10315083798136, 90.14405739660909, 91.04530442626107, 90.85329152602252, 91.12661805494928, 80.19160754810932, 87.2368496406524, 86.16982951534014, 90.89158952648589, 90.53567786218018, 83.65518071784236, 90.30036303734863, 85.87368601082952, 88.35729093180966, 85.77558835577949, 90.73628976094614, 81.13627403794104, 81.35492571417356, 91.10436275048339, 90.72964180859289, 90.90542965252305, 84.49792541511957, 84.15400628968918, 85.7438377415951, 90.95756945546881, 91.83829099794984, 90.16917566066343, 79.28398953836381, 85.72109215810832, 81.35464891980574, 89.77112231324548, 90.63541056246834, 84.5796909779965, 91.53759003521101, 79.79107816277977, 78.80210912471613, 90.71077880049792, 85.18621584093029, 79.58490976142389, 89.85447255194507, 82.55337054888004, 84.8059755636679, 86.3561232138824, 90.2217396330768, 90.78668178719334, 91.7348505135923, 78.50838846098085, 90.5973809035698, 82.45285277896124, 83.56071611013668, 90.57578420761733, 84.22063371017825, 86.12436999604768, 84.94521832950345, 90.51628652758215, 84.84520426851066, 90.73621146640846, 78.15499568517811, 85.18177655248944, 87.1833918182489, 90.86462726353236, 84.82042313812624, 91.08391212002729, 85.45600058255552, 84.16249730422092, 85.30137825466355, 90.79662195271501, 84.775706963843, 85.63491155470064, 84.17073187780119, 90.34165863469593, 85.88051773221218, 88.70193091268388, 85.15228336726318, 87.72778971776698, 86.15368090950705, 89.41978749649383, 86.20667243090563, 91.16328375190844, 90.96878438569533, 89.35047450552985, 90.74943030552006, 84.33049525063004, 90.73345493760398, 90.67446221994129, 91.17656346734343, 85.13063293615876, 90.65627114975284, 90.51409953670392, 84.87701931268695, 90.76759410358713, 84.84443919776994, 83.7445718514256, 83.18881969041739, 83.58208176637274, 90.4788189920832, 90.05657437517652, 90.04336349273609]"
Episode feedback,"[0.8, 0.269724770147294, 0.17318435705814425, 0.1648822266276612, 0.05999999986666667, 0.0855018584182087, 0.08379888244748916, 0.04249291772664896, 0.011406844063091847, 0.015503875908899706, 0.01775147918490249, 0.026455026385039614, 0.006097560938429507, 0.024193548289542146, 0.0194805193540226, 0.018633540256934533, 0.005555555540123457, 0.011337868455016172, 0.003846153831360947, 0.0, 0.006535947669699688, 0.0, 0.0, 0.0022075055138907162, 0.0037037036899862825, 0.0, 0.0, 0.002680965140265509, 0.0, 0.0066666666222222224, 0.006172839468068892, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006493506451340867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 45.70952296257019, 72.03785014152527, 105.90771627426147, 133.3660876750946, 150.57448315620422, 173.07302951812744, 193.91078186035156, 209.07146453857422, 223.8234508037567, 233.88839626312256, 255.30330657958984, 264.8389391899109, 279.0449056625366, 288.3305501937866, 297.92855286598206, 317.99270367622375, 342.0915277004242, 356.9775598049164, 372.9827184677124, 382.4520947933197, 399.22125792503357, 409.1131343841553, 434.3078513145447, 449.5493805408478, 469.15118980407715, 478.0361764431, 498.97784972190857, 507.6209533214569, 516.5896737575531, 526.0139245986938, 536.1136496067047, 545.0688996315002, 553.7811386585236, 562.6254425048828, 581.036963224411, 592.022668838501, 606.5714268684387, 615.5276038646698, 624.7499563694, 639.8402984142303, 649.5349216461182, 663.7145187854767, 674.4330668449402, 688.8489682674408, 698.2229251861572, 714.3770785331726, 733.1008102893829, 741.9916143417358, 750.951976776123, 759.9910349845886, 774.6421279907227, 789.3744421005249, 803.1673991680145, 812.0081632137299, 820.769692659378, 831.217077255249, 851.5735635757446, 866.3758108615875, 881.6987128257751, 891.3904225826263, 900.5249004364014, 915.1819722652435, 924.1173114776611, 942.0212268829346, 961.862382888794, 971.225090265274, 985.0532281398773, 1004.8426167964935, 1014.7272319793701, 1031.1359221935272, 1045.6458368301392, 1060.11132645607, 1069.0791058540344, 1077.9758350849152, 1087.1069014072418, 1108.0180938243866, 1117.0249333381653, 1131.2345616817474, 1145.9289016723633, 1154.818396806717, 1169.4260969161987, 1184.8413021564484, 1200.3525140285492, 1209.6742389202118, 1224.4256556034088, 1233.6408281326294, 1253.6665694713593, 1268.2261233329773, 1278.9322962760925, 1287.8202669620514, 1302.7676079273224, 1311.5968968868256, 1325.8480334281921, 1339.8852665424347, 1353.5044355392456, 1362.4361946582794, 1377.2330980300903, 1391.2875657081604, 1405.8071959018707, 1415.3493144512177, 1426.9585950374603, 1436.945872783661, 1451.310096025467, 1465.352017879486, 1480.2171647548676, 1489.9557449817657, 1503.8559947013855, 1512.9101383686066, 1522.2611668109894, 1533.8450586795807, 1542.936759710312, 1557.843948841095, 1567.104063987732, 1576.0744097232819, 1585.0968170166016, 1598.978270292282, 1608.0300087928772, 1617.3787517547607, 1631.9546360969543, 1641.106885433197, 1655.298802614212, 1669.3076977729797, 1684.8304359912872, 1699.518648147583, 1708.5561385154724, 1718.1381523609161, 1727.5262656211853]"
total minutes,"[0, 0.7618253827095032, 1.2006308356920878, 1.7651286045710246, 2.2227681279182434, 2.5095747192700704, 2.8845504919687905, 3.2318463643391926, 3.484524408976237, 3.7303908467292786, 3.8981399377187094, 4.255055109659831, 4.413982319831848, 4.650748427708944, 4.805509169896443, 4.965475881099701, 5.299878394603729, 5.701525461673737, 5.9496259967486065, 6.21637864112854, 6.374201579888662, 6.6536876320838925, 6.818552239735921, 7.238464188575745, 7.492489675680797, 7.819186496734619, 7.967269607385, 8.316297495365143, 8.460349222024282, 8.609827895959219, 8.766898743311565, 8.935227493445078, 9.084481660525004, 9.229685644308725, 9.377090708414714, 9.683949387073516, 9.867044480641683, 10.109523781140645, 10.258793397744496, 10.412499272823334, 10.664004973570506, 10.825582027435303, 11.06190864642461, 11.240551114082336, 11.48081613779068, 11.63704875310262, 11.906284642219543, 12.218346838156382, 12.366526905695597, 12.51586627960205, 12.666517249743144, 12.910702133178711, 13.156240701675415, 13.38612331946691, 13.533469386895497, 13.679494877656301, 13.853617954254151, 14.19289272626241, 14.439596847693126, 14.694978547096252, 14.856507043043772, 15.00874834060669, 15.253032871087392, 15.401955191294352, 15.700353781382242, 16.031039714813232, 16.18708483775457, 16.417553802331287, 16.747376946608224, 16.9121205329895, 17.185598703225455, 17.427430613835654, 17.668522107601166, 17.81798509756724, 17.966263918081918, 18.118448356787365, 18.466968230406444, 18.617082222302756, 18.853909361362458, 19.09881502787272, 19.24697328011195, 19.490434948603312, 19.747355035940807, 20.005875233809153, 20.161237315336862, 20.407094260056812, 20.560680468877155, 20.894442824522653, 21.137102055549622, 21.31553827126821, 21.463671116034188, 21.712793465455373, 21.859948281447092, 22.097467223803203, 22.33142110904058, 22.558407258987426, 22.707269910971323, 22.95388496716817, 23.188126095136006, 23.430119931697845, 23.58915524085363, 23.78264325062434, 23.94909787972768, 24.18850160042445, 24.422533631324768, 24.67028607924779, 24.832595749696097, 25.064266578356424, 25.21516897281011, 25.37101944684982, 25.564084311326344, 25.71561266183853, 25.964065814018248, 26.118401066462198, 26.267906828721365, 26.418280283610027, 26.6496378382047, 26.800500146547954, 26.956312529246013, 27.19924393494924, 27.351781423886617, 27.588313376903535, 27.821794962882997, 28.080507266521455, 28.325310802459718, 28.47593564192454, 28.635635872681934, 28.792104427019755]"
cummulative feedback,"[0, 147, 209, 286, 313, 336, 366, 381, 384, 388, 391, 401, 402, 408, 411, 414, 416, 421, 422, 422, 423, 423, 423, 424, 425, 425, 425, 426, 426, 427, 428, 428, 428, 428, 428, 428, 428, 428, 428, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429, 429]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
