,0
Accumulated time steps,"[0, 1000, 1999, 2998, 3997, 4996, 5995, 6994, 7993, 8461, 8826, 9825, 10824, 11823, 12154, 12405, 12739, 13176, 13427, 13847, 14179, 14430, 14680, 15118, 15365, 15609, 16019, 16356, 16704, 16854, 17105, 17361, 17608, 18039, 18279, 18536, 18964, 19216, 19377, 19648, 19918, 20068, 20587, 20891, 21046, 21296, 21653, 22009, 22159, 22429, 22579, 22850, 23291, 23452, 23720, 23869, 24138, 24297, 24653, 24813, 24963, 25118, 25378, 25661, 25916, 26167, 26323, 26573, 26836, 26990, 27142, 27302, 27553, 27711, 28161, 28309, 28657, 28828, 28984, 29241, 29413, 29696, 29941]"
Episode reward,"[0, -63.805838186415116, -72.94094702048109, -62.60739926878793, -58.48382453194446, -70.48627570891908, -73.44957860602479, -74.38340824886679, -70.80399572813394, 76.53028231955693, 87.62915963431425, -3.8516045804678725, -53.16500282874963, -57.27265333749837, 81.92872001128453, 85.60028279866734, 78.5806969461478, 73.07722222568395, 84.48872602001352, 73.64303281774679, 79.3765477540085, 86.21962230691368, 83.95654826387356, 72.94104500274986, 85.44704741339038, 85.15568374293855, 74.36123530563665, 79.7444782982526, 77.92312524240774, 89.93021617655326, 85.65606292882212, 85.87712964482334, 85.65363232083203, 73.38025884552286, 86.0601800341254, 85.04614255653098, 75.6688500347425, 84.64952677352073, 89.45304104210295, 83.07233407251974, 83.41231070277294, 92.11762676201649, 68.58246923613005, 83.96988610505325, 90.56104643856361, 85.57766881231578, 77.73544662273221, 77.50631362828221, 91.37002210022206, 83.18572893555253, 91.07219053882474, 81.8339570537127, 75.31783367930855, 90.38686231514575, 86.52102047829442, 90.94687508763754, 86.55714643934802, 90.79356262079475, 78.87232271482938, 91.33173806987904, 91.69474230268062, 90.10361512143095, 82.6216988759742, 83.96873388544336, 84.04965105527144, 85.18362086124205, 91.05687350917299, 84.47226737906058, 84.47561547207656, 90.64004957923714, 90.1872196639952, 91.82029167292502, 83.75066552758122, 91.1543785336078, 73.70694279645613, 92.17568198524249, 80.09496386110489, 88.89554668564706, 90.30953049110065, 86.07213832706255, 90.58137661617494, 82.04150573722214, 85.8976311778468]"
Episode feedback,"[0.8, 0.18136272526917563, 0.1553106210868631, 0.14428857700973088, 0.1803607212621636, 0.1703406811920434, 0.13627254495363472, 0.056112224392673125, 0.07414829651888949, 0.11991434663829904, 0.12637362602644608, 0.1052104207362621, 0.07114228449785343, 0.06412825644876928, 0.03939393927456382, 0.035999999856, 0.01501501496992488, 0.011467889881954381, 0.011999999952, 0.019093078713381673, 0.015105740135632205, 0.0, 0.00803212848179868, 0.009153318056857396, 0.012195121901645846, 0.028806584243594304, 0.012224938845415798, 0.011904761869331065, 0.011527377488393725, 0.013422818701860278, 0.011999999952, 0.00784313722414456, 0.0040650406338819485, 0.0023255813899405084, 0.016736401603613383, 0.011718749954223633, 0.007025761107668007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005791505780325278, 0.0, 0.0, 0.00401606424089934, 0.002808988756154526, 0.0, 0.0, 0.003717472105139509, 0.0, 0.0037037036899862825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002816901400515771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01360544208431672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035460992782053217, 0.0]"
total seconds,"[0, 63.13473868370056, 124.87057733535767, 185.60109996795654, 248.91801166534424, 311.5134973526001, 371.1882789134979, 425.53020906448364, 480.54586911201477, 508.44472646713257, 530.5157654285431, 587.5877079963684, 642.6657867431641, 696.9392566680908, 714.9356348514557, 728.7670526504517, 746.4924986362457, 769.4496808052063, 782.9795458316803, 805.1172943115234, 822.8352298736572, 836.1057505607605, 849.6495668888092, 872.2411732673645, 885.6714527606964, 899.1351885795593, 920.539458990097, 938.3583858013153, 956.7224366664886, 965.200977563858, 978.7951300144196, 992.4672691822052, 1005.6508643627167, 1028.031085729599, 1041.1894707679749, 1055.0611305236816, 1077.5375530719757, 1090.975845336914, 1099.975683927536, 1114.3024797439575, 1128.660240650177, 1137.1111409664154, 1164.1507856845856, 1180.4076764583588, 1189.073680639267, 1202.4606175422668, 1221.2744250297546, 1239.9281582832336, 1248.3500850200653, 1262.7754566669464, 1271.19633102417, 1285.6633093357086, 1308.582529783249, 1317.5792739391327, 1331.8002924919128, 1340.1961941719055, 1354.5134391784668, 1363.3919696807861, 1382.1346471309662, 1391.076516866684, 1399.5594084262848, 1408.2255382537842, 1422.1035027503967, 1437.1493785381317, 1450.7139358520508, 1464.0757141113281, 1472.8825874328613, 1486.2042436599731, 1500.2076406478882, 1508.7997510433197, 1517.3696081638336, 1526.2881724834442, 1539.7360620498657, 1548.5515656471252, 1571.8519456386566, 1580.2787063121796, 1598.540672302246, 1608.0006642341614, 1616.7318930625916, 1630.4317572116852, 1639.919968366623, 1654.9388382434845, 1668.1508059501648]"
total minutes,"[0, 1.0522456447283426, 2.0811762889226277, 3.0933516661326093, 4.148633527755737, 5.191891622543335, 6.186471315224965, 7.092170151074727, 8.00909781853358, 8.47407877445221, 8.841929423809052, 9.79312846660614, 10.7110964457194, 11.615654277801514, 11.915593914190929, 12.146117544174194, 12.441541643937429, 12.824161346753439, 13.049659097194672, 13.418621571858724, 13.713920497894287, 13.935095842679342, 14.160826114813487, 14.537352887789408, 14.761190879344941, 14.985586476325988, 15.342324316501617, 15.639306430021922, 15.945373944441478, 16.086682959397635, 16.31325216690699, 16.54112115303675, 16.76084773937861, 17.13385142882665, 17.353157846132913, 17.584352175394695, 17.958959217866262, 18.182930755615235, 18.332928065458933, 18.571707995732627, 18.81100401083628, 18.951852349440255, 19.402513094743092, 19.67346127430598, 19.817894677321117, 20.041010292371116, 20.35457375049591, 20.66546930472056, 20.805834750334423, 21.046257611115774, 21.1866055170695, 21.42772182226181, 21.809708829720815, 21.95965456565221, 22.19667154153188, 22.336603236198425, 22.57522398630778, 22.72319949467977, 23.03557745218277, 23.184608614444734, 23.32599014043808, 23.47042563756307, 23.701725045839947, 23.952489642302194, 24.17856559753418, 24.40126190185547, 24.548043123881023, 24.77007072766622, 25.003460677464805, 25.146662517388663, 25.289493469397225, 25.438136208057404, 25.662267700831094, 25.80919276078542, 26.197532427310943, 26.337978438536325, 26.642344538370768, 26.800011070569358, 26.945531551043192, 27.173862620194754, 27.33199947277705, 27.58231397072474, 27.802513432502746]"
cummulative feedback,"[0, 181, 336, 480, 660, 830, 966, 1022, 1096, 1152, 1198, 1303, 1374, 1438, 1451, 1460, 1465, 1470, 1473, 1481, 1486, 1486, 1488, 1492, 1495, 1502, 1507, 1511, 1515, 1517, 1520, 1522, 1523, 1524, 1528, 1531, 1534, 1534, 1534, 1534, 1534, 1534, 1537, 1537, 1537, 1538, 1539, 1539, 1539, 1540, 1540, 1541, 1541, 1541, 1541, 1541, 1541, 1541, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1542, 1544, 1544, 1544, 1544, 1544, 1544, 1545, 1545]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0002]
