,0
Accumulated time steps,"[0, 808, 1144, 1467, 1633, 1876, 2126, 2372, 2521, 2678, 3031, 3180, 3329, 3490, 3640, 3994, 4250, 4526, 4680, 5018, 5261, 5408, 5657, 5820, 6187, 6441, 6689, 6942, 7206, 7737, 7991, 8339, 8609, 8769, 9025, 9184, 9351, 9502, 9650, 9910, 10055, 10210, 10369, 10623, 10878, 11036, 11293, 11551, 11914, 12075, 12246, 12500, 12768, 12916, 13068, 13327, 13582, 13747, 13910, 14176, 14422, 14679, 14932, 15116, 15274, 15732, 15892, 16155, 16309, 16556, 16721, 17074, 17234, 17486, 17747, 18099, 18349, 18706, 18983, 19274, 19428, 19585, 19866, 20022, 20179, 20440, 20696, 20944, 21108, 21385, 21643, 21797, 22093, 22287, 22550, 22713, 23002, 23154, 23427, 23681, 23848, 23997, 24187, 24344, 24506, 24766, 25030, 25183, 25330, 25601, 25762, 25916, 26177, 26335, 26490, 26656, 26813, 27065, 27328, 27501, 27657, 27815, 27969, 28119, 28385, 28663, 28828, 29104, 29268, 29423, 29676, 29953]"
Episode reward,"[0, 48.78868321769385, 81.00380354567238, 82.61833299972619, 90.0714634813773, 86.66304438946412, 85.05866887039612, 86.0253415574633, 91.15261715821008, 90.48971159349176, 80.4063937686947, 90.3082942715128, 90.84399558401549, 91.1691288286381, 91.4728425263353, 79.91218287993068, 84.8417923728933, 83.33832163270787, 90.51358334444511, 78.82691396702236, 84.86275978006329, 91.55874842520656, 87.76640642486201, 90.48364237372736, 78.85138302039451, 85.05351922062287, 85.13668157881304, 86.3028700204654, 84.49273097634281, 70.21454642326131, 83.14614425857978, 80.1717794053917, 82.59750697570234, 89.85700105698893, 83.93572158526214, 88.96939959802529, 89.0770467549222, 90.42205724819716, 91.77479600465873, 86.11549004674902, 91.41052793853136, 90.67556371594937, 90.85312095808507, 84.32004158434752, 84.97594238766702, 90.18241769742606, 84.95516773984241, 84.92846785868386, 79.52647491560177, 90.1255783042379, 89.16918336177955, 83.68205063550508, 82.9206032714694, 91.27606142596542, 90.82757405915895, 84.70952521099494, 86.04579132893224, 89.54414584633821, 89.73641577806958, 84.275679984108, 85.10202345979853, 85.18837386222184, 83.34443937253403, 87.87218197239986, 89.15479361683114, 72.41702464249218, 90.31426576786319, 85.39776691684605, 90.66153419727983, 85.54494564197428, 91.47933591113157, 81.0198182056073, 90.49269644760507, 85.17917066801114, 83.18877394133666, 77.35210682679318, 85.41394843268766, 78.02105812053344, 83.04120340490132, 81.37492946244654, 90.81472431187369, 90.0158003915391, 81.28295803753853, 90.99004379763902, 90.70438015983967, 83.40101621964261, 83.98228100840817, 86.05362034374798, 90.48294610275977, 84.31019080059536, 85.20751990915734, 90.12458942376274, 81.81994489004941, 86.78127582243421, 83.43642074172814, 90.42115764007043, 81.60751120115727, 90.20783058506606, 81.72874953442069, 84.23946509003025, 89.36654140573783, 91.23736813103393, 87.84565271210889, 89.84487341581456, 90.23519658418202, 84.24430230329139, 84.8235901007354, 90.82190923849221, 91.43754579048776, 84.2003788307159, 89.7172979509376, 90.47925519246216, 84.69277863945715, 90.94078190280712, 90.79442747363917, 90.65217221306658, 91.1147259015155, 84.75370303886169, 85.23316788128093, 88.77540408875208, 90.26992279331752, 90.4087696591005, 91.18564320991784, 90.67614707208294, 84.07278471694643, 83.82574932171185, 89.34179002104123, 82.89710589605086, 91.10297138993732, 90.39876877703803, 84.37642332616882, 82.82184474335709]"
Episode feedback,"[0.8, 0.23200992527045916, 0.19402985016707508, 0.13664596230855292, 0.0787878783103765, 0.09917355330920019, 0.052208835131691424, 0.08979591800083299, 0.03378378355551498, 0.04487179458415516, 0.031249999911221592, 0.07432432382213294, 0.01351351342220599, 0.0187499998828125, 0.020134228052790415, 0.011331444727106389, 0.0196078430603614, 0.029090908985123967, 0.006535947669699688, 0.002967359041639884, 0.004132231387883341, 0.0, 0.012096774144771073, 0.006172839468068892, 0.002732240429693332, 0.0039525691543376715, 0.004048582979560393, 0.003968253952506929, 0.0038022813543639494, 0.0, 0.0, 0.0057636887441968624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00632911388399295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
total seconds,"[0, 65.06998419761658, 93.82998180389404, 119.09639191627502, 130.49973058700562, 146.89657306671143, 162.72804188728333, 179.30501508712769, 188.50540471076965, 198.4182207584381, 219.1877429485321, 229.04801845550537, 238.22974514961243, 247.93079280853271, 257.1461732387543, 277.04297041893005, 291.94210720062256, 308.1108741760254, 317.076632976532, 335.7704448699951, 349.5852634906769, 358.4116721153259, 372.9066729545593, 382.36288833618164, 402.5838792324066, 417.03665685653687, 430.8788239955902, 445.1354067325592, 460.2029974460602, 488.4988582134247, 502.51518177986145, 521.8129334449768, 536.4098439216614, 545.5670778751373, 560.1405017375946, 569.3372576236725, 578.9750790596008, 587.8350167274475, 596.3250319957733, 610.7049968242645, 619.1417782306671, 627.9305672645569, 637.4210369586945, 651.5654554367065, 665.6885693073273, 674.739520072937, 689.269948720932, 703.7784385681152, 723.652340888977, 733.1405625343323, 743.1031413078308, 757.1810462474823, 771.8410737514496, 780.4690687656403, 789.214198589325, 803.7304134368896, 818.034747838974, 827.4628262519836, 836.9733748435974, 851.5720543861389, 865.2486078739166, 879.5572488307953, 893.7068932056427, 903.9184777736664, 912.9465606212616, 937.6508364677429, 946.9690577983856, 961.4319863319397, 970.2113375663757, 983.9440081119537, 993.2965905666351, 1012.649228811264, 1021.7880365848541, 1035.9140481948853, 1050.040687084198, 1069.023993730545, 1082.9961836338043, 1102.3320634365082, 1117.8837354183197, 1133.6358435153961, 1142.725686788559, 1151.5670194625854, 1167.0387284755707, 1176.2163705825806, 1185.1304111480713, 1199.5580837726593, 1213.6743528842926, 1227.7694611549377, 1237.1420359611511, 1252.2383604049683, 1266.3680427074432, 1275.160961151123, 1291.6355936527252, 1302.8622782230377, 1317.530510187149, 1326.8930447101593, 1342.81445646286, 1351.6036055088043, 1366.6802310943604, 1380.7367997169495, 1390.2974939346313, 1399.0613806247711, 1409.7817714214325, 1419.244056224823, 1428.852786540985, 1443.7218520641327, 1459.136845111847, 1468.9854879379272, 1478.3385338783264, 1494.3378129005432, 1503.9883711338043, 1513.353982925415, 1528.3459904193878, 1537.6803712844849, 1546.819459438324, 1556.9021215438843, 1566.2626259326935, 1580.6568949222565, 1595.573043346405, 1605.4752900600433, 1614.528115272522, 1623.8629217147827, 1632.8958010673523, 1641.9098238945007, 1656.6969258785248, 1672.179294347763, 1681.6898941993713, 1697.3010399341583, 1706.7001957893372, 1715.8634526729584, 1730.0040793418884, 1745.5369582176208]"
total minutes,"[0, 1.0844997366269429, 1.5638330300649008, 1.9849398652712504, 2.174995509783427, 2.4482762177785236, 2.712134031454722, 2.9884169181187947, 3.141756745179494, 3.3069703459739683, 3.6531290491422017, 3.817466974258423, 3.9704957524935405, 4.132179880142212, 4.285769553979238, 4.617382840315501, 4.865701786677042, 5.13518123626709, 5.284610549608867, 5.596174081166585, 5.826421058177948, 5.973527868588765, 6.215111215909322, 6.372714805603027, 6.709731320540111, 6.950610947608948, 7.181313733259837, 7.418923445542654, 7.670049957434336, 8.141647636890411, 8.375253029664357, 8.696882224082946, 8.940164065361023, 9.09278463125229, 9.33567502895991, 9.488954293727875, 9.649584650993347, 9.797250278790791, 9.938750533262889, 10.178416613737742, 10.319029637177785, 10.46550945440928, 10.623683949311575, 10.859424257278443, 11.094809488455455, 11.245658667882283, 11.4878324786822, 11.72964064280192, 12.060872348149617, 12.219009375572204, 12.385052355130513, 12.619684104124705, 12.864017895857494, 13.00781781276067, 13.153569976488749, 13.395506890614827, 13.6339124639829, 13.791047104199727, 13.949556247393291, 14.192867573102316, 14.420810131231944, 14.659287480513255, 14.895114886760712, 15.06530796289444, 15.21577601035436, 15.627513941129049, 15.782817629973094, 16.02386643886566, 16.170188959439596, 16.399066801865896, 16.554943176110587, 16.8774871468544, 17.029800609747568, 17.26523413658142, 17.500678118069967, 17.81706656217575, 18.04993639389674, 18.372201057275138, 18.631395590305328, 18.893930725256602, 19.04542811314265, 19.192783657709757, 19.450645474592843, 19.603606176376342, 19.752173519134523, 19.99263472954432, 20.227905881404876, 20.462824352582295, 20.619033932685852, 20.870639340082803, 21.106134045124055, 21.25268268585205, 21.527259894212087, 21.714371303717297, 21.958841836452486, 22.114884078502655, 22.380240941047667, 22.526726758480073, 22.778003851572674, 23.01227999528249, 23.171624898910522, 23.317689677079517, 23.496362857023875, 23.65406760374705, 23.814213109016418, 24.062030867735544, 24.318947418530783, 24.48309146563212, 24.638975564638773, 24.905630215009054, 25.06647285223007, 25.22256638209025, 25.472433173656462, 25.628006188074746, 25.780324323972067, 25.94836869239807, 26.104377098878224, 26.344281582037606, 26.592884055773418, 26.757921501000723, 26.9088019212087, 27.06438202857971, 27.214930017789204, 27.365163731575013, 27.611615431308746, 27.86965490579605, 28.028164903322857, 28.288350665569304, 28.44500326315562, 28.597724211215972, 28.833401322364807, 29.09228263696035]"
cummulative feedback,"[0, 187, 252, 296, 309, 333, 346, 368, 373, 380, 391, 402, 404, 407, 410, 414, 419, 427, 428, 429, 430, 430, 433, 434, 435, 436, 437, 438, 439, 439, 439, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 441, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442, 442]"
e,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
buffer size,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
human model,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
tau,[0.0007]
