,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0
Accumulated time steps,0.0,56.0,365.0,691.0,1016.0,1893.0,3056.0,3417.0,3768.0,4120.0,4434.0,4790.0,5126.0,5462.0,5893.0,6364.0,6703.0,6997.0,7331.0,7638.0,7946.0,8289.0,8572.0,8869.0,9160.0,9481.0,9780.0,10081.0,10442.0,10767.0,11060.0,11789.0,12077.0,12363.0,12657.0,12964.0,13331.0,13611.0,13959.0,14255.0,14529.0,14824.0,15119.0,15528.0,15852.0,16149.0,16451.0,16799.0,17099.0,17402.0,17695.0,17976.0,18460.0,18761.0,19055.0,19394.0,19688.0,19988.0,20275.0,20599.0,20940.0,21230.0,21516.0,21794.0,22242.0,22586.0,22879.0,23167.0,23459.0,23813.0,24093.0,24387.0,24682.0,24957.0,25249.0,25548.0,25829.0,26108.0,26395.0,26683.0,26976.0,27248.0,27551.0,27839.0,28306.0,28576.0,29030.0,29338.0,29625.0,29921.0,30217.0,30503.0,30790.0,31074.0,31367.0,31671.0,31980.0,32272.0,32548.0,32851.0,33129.0,33421.0,33741.0,34039.0,34311.0,34591.0,34856.0,35144.0,35447.0,35739.0,36028.0,36317.0,36603.0,36884.0,37158.0,37440.0,37740.0,38055.0,38343.0,38633.0,38925.0,39212.0,39497.0,39789.0,40091.0,40520.0,40860.0,41247.0,41711.0,42070.0,42370.0,42659.0,42956.0,43251.0,43547.0,43848.0,44186.0,44715.0,45240.0,45741.0,46168.0,46466.0,46774.0,47157.0,47537.0,47855.0,48254.0,48656.0,49078.0,49364.0,49691.0,50012.0,50307.0,50597.0,51182.0,51525.0,51819.0,52127.0,52410.0,52805.0,53098.0,53447.0,53773.0,54246.0,54721.0,55116.0,55431.0,55710.0,56077.0,56388.0,56683.0,57166.0,57485.0,57808.0,58168.0,58813.0,59171.0,59560.0,59874.0,60169.0,60457.0
Episode reward,0.0,125.90147881476351,180.19605150119784,138.56881959510645,156.814837251388,181.58299499671307,137.9929296954387,211.66611168493247,133.93528227700637,170.80081599216254,142.22865886475174,151.5393633379549,133.7959104525573,148.808957636395,138.6420700921508,124.59888457558844,183.6481131912331,133.98797358655563,147.0083804089261,136.41278970612206,124.80664906744556,125.92682322202187,142.9100578777029,159.16360625117417,164.9583268491272,183.77666573326582,161.1437573988496,129.76475591987779,195.77505618361738,138.11934324579408,135.01106901403045,123.31373676332734,167.2284770369766,159.95413717766382,161.70409635561253,133.18954293677047,182.55549690864743,137.84390713995094,133.39559012395728,162.28051590104172,120.28055370037477,169.62474254234567,147.82532931098598,179.34463306033865,149.3173935074421,162.4515577729856,169.55092867479797,176.52845388500006,154.5719526078206,157.1286575381455,184.8636161667912,132.2744330594551,126.88600023736808,176.13796065526765,179.89672956334869,153.08694789727784,169.61613326936796,176.91471956551618,128.78009660014024,153.33944694795196,283.25392831422124,185.3939541998608,123.62611938590265,152.49212845224093,1008.1528955279958,160.42255905950393,165.87599396970236,163.800609110813,135.36399215760736,118.59143285348051,121.00992874125087,183.68245545992704,154.8469597980323,119.17796673614872,164.35212211558095,126.40479189240536,175.13531562287062,169.379944648218,176.01849187357413,150.10118103992824,119.90198673586508,136.21519161584217,192.14028685661958,166.843857722558,130.4860189422758,166.0298695843111,122.66794670893067,179.66224637895027,136.11278839466058,174.36452866394842,159.50485118654245,198.16595540528942,118.08388111091438,152.22896773325104,162.8497745400542,162.61531778812824,161.17369603757817,157.77304942838705,129.400955988721,165.31526337034384,132.76054331182777,172.3756302831931,184.69212140314028,187.6905866231643,184.62347667475106,195.85814998068497,129.59381833947137,136.5094009757498,166.34345163075952,163.252357536854,141.0094697730534,190.40448817333842,115.99103999349454,133.41172151120355,126.89043341057761,117.16071848289732,183.46054943867645,158.0478406942677,136.063793507527,160.6061581849805,179.10788194956442,166.72458977960355,170.5405379551152,170.8581923865318,183.14752079815696,124.23705895407723,180.82597070373737,131.23296578895878,159.3028022746636,423.8020523859561,161.26380309340675,164.93387898345028,188.50984750925952,165.75742658891423,167.6287031657212,187.87769092389314,272.060327161876,1440.7789104214037,1099.5933935840922,182.74202558058093,473.01294961313096,174.9038211101521,228.9387057903368,262.872754304584,185.25540310538094,169.38136515454656,171.11492154003992,184.69147119806306,201.81047937751845,127.3954175193393,129.31973488556065,156.10514394001018,171.1952472841259,163.64900439746054,176.53533380540023,120.59332466434316,159.79268229995537,331.4530574471142,124.7886982932207,172.03279687864998,160.93587719506218,215.96665820747123,171.80782183790657,163.43280722432542,140.20686026087864,177.51696903322292,181.8970344817949,182.37804487845557,191.5130560292038,175.89829482826292,181.5327960572428,161.63731186121765,390.0751068901801,245.12149014277378,134.2564063067795,1570.1568029183115,245.8353539434349,159.5776730073566,304.292668760592,141.49877299475705,164.6542415224165
Episode feedback,0.8,0.7636363497520664,0.5362318762864946,0.3389830451019823,0.6666666574074076,0.6376811501785341,0.7627118514794602,0.7558139446998379,0.7627118514794602,0.7261904675453515,0.593220328928469,0.7761193914012031,0.6666666549707605,0.5714285623582768,0.6428571313775513,0.6428571313775513,0.597014916462464,0.7090908961983474,0.6610169379488655,0.7678571291454085,0.6666666543209879,0.6226414976860095,0.6551724024970276,0.46551723335315115,0.5333333244444446,0.453124992919922,0.6101694811835682,0.5263157802400741,0.5373134248162176,0.5438596395814098,0.5087719208987382,0.5283018768244929,0.43103447532699185,0.4561403428747308,0.38983050186727963,0.47368420221606666,0.41538460899408297,0.6296296179698219,0.49999999107142873,0.4107142783801022,0.5192307592455624,0.5666666572222224,0.5999999890909093,0.360655731792529,0.49999999107142873,0.3793103382877528,0.3709677359521333,0.6166666563888891,0.34545453917355384,0.285714280612245,0.26984126555807514,0.24528301423994314,0.49999999038461557,0.39999999333333347,0.39344261650094076,0.43636362842975224,0.4482758543400715,0.29508196237570555,0.3207547109291564,0.34545453917355384,0.4999999943181819,0.27419354396462026,0.24528301423994314,0.31481480898491093,0.5093457920124028,0.21428571045918376,0.4107142783801022,0.3684210461680518,0.34545453917355384,0.31999999360000014,0.29411764129181095,0.30645160796045795,0.33928570822704096,0.2884615329142013,0.24561403077870123,0.26415093841224646,0.360655731792529,0.1896551691438764,0.22950819295888208,0.23214285299744905,0.30769230177514806,0.2909090856198348,0.27272726859504137,0.2786885200214997,0.33333332716049396,0.3389830451019823,0.3137254840445984,0.1803278658962645,0.5438596395814098,0.2499999958333334,0.28070174946137283,0.31249999511718757,0.35999999280000017,0.4545454462809919,0.2758620642092748,0.13333333111111115,0.12068965309155771,0.3749999933035716,0.22222221810699597,0.20689654815695607,0.29629629080932796,0.35483870395421446,0.4426229435635583,0.2857142811791384,0.22222221869488543,0.21874999658203131,0.24999999519230778,0.33333332716049396,0.3275862012485138,0.22413792717003575,0.4107142783801022,0.30769230295857997,0.2199999956000001,0.3090909034710745,0.18181817851239676,0.11999999760000006,0.19672130825047038,0.16071428284438782,0.25454544991735545,0.24561403077870123,0.21311475060467622,0.19999999666666674,0.34482758026159344,0.40677965412237876,0.19672130825047038,0.3529411695501732,0.33870967195629564,0.31481480898491093,0.33333332748538025,0.5041322272385766,0.28070174946137283,0.33333332748538025,0.31249999511718757,0.29310344322235443,0.2586206851961951,0.2857142811791384,0.43518518115569277,0.42123287526975045,0.36322869792274126,0.403225799947971,0.47560975319750154,0.38333332694444455,0.3975903566555379,0.43010752225690835,0.3333333280423281,0.38333332694444455,0.3965517173008325,0.2419354799687826,0.4698795124110902,0.26415093841224646,0.35849055927376305,0.34545453917355384,0.2786885200214997,0.29310344322235443,0.3666666605555557,0.25999999480000013,0.35087718682671604,0.3975903566555379,0.33962263510145974,0.39999999333333347,0.3793103382877528,0.4903846106693788,0.2999999950000001,0.33928570822704096,0.36206895927467314,0.26984126555807514,0.29508196237570555,0.32258063995837677,0.30158729680020163,0.403225799947971,0.316666661388889,0.33333332748538025,0.4831460619871229,0.4878048720999406,0.3090909034710745,0.36454849376405185,0.4175824129935999,0.33928570822704096,0.5063291075148214,0.35087718682671604,0.28813558833668496
total seconds,0.0,4.206085681915283,17.569345951080322,30.633816957473755,44.7144091129303,98.03788304328918,170.0058834552765,193.23892307281494,215.77211666107178,238.03173422813416,259.0053312778473,280.4364824295044,300.71647024154663,321.3666470050812,350.1587944030762,379.3879909515381,400.38665103912354,418.0756618976593,438.6378128528595,457.40967416763306,473.8257358074188,494.024866104126,511.71509170532227,527.7604298591614,542.6865811347961,559.3968665599823,575.1953158378601,591.8183023929596,609.7694237232208,625.4659504890442,639.2400863170624,678.3845076560974,692.6658244132996,706.5279870033264,720.1935951709747,733.3553717136383,752.576840877533,766.7178494930267,786.081928730011,798.9342637062073,810.6027455329895,825.0260469913483,838.3172006607056,856.7816479206085,871.1141731739044,883.8450558185577,896.2724077701569,916.9234008789062,927.5976994037628,941.5569317340851,953.6169784069061,963.7322812080383,986.0778806209564,997.858729839325,1009.4023652076721,1025.1270418167114,1035.993946313858,1047.1231360435486,1059.3771781921387,1071.6256127357483,1086.799114227295,1097.6635084152222,1108.0299968719482,1117.9902920722961,1136.8631584644318,1151.5674669742584,1161.3454596996307,1172.2805500030518,1183.610100030899,1200.305116891861,1210.0664355754852,1222.7532875537872,1233.8240203857422,1244.3296511173248,1254.091278553009,1264.3714101314545,1275.1894781589508,1284.6939215660095,1294.2009301185608,1304.4543612003326,1314.045953989029,1323.4943203926086,1335.0032193660736,1345.3673067092896,1363.8067893981934,1373.565099477768,1391.7121195793152,1402.3277840614319,1413.1761693954468,1424.4404842853546,1434.333731174469,1444.3297307491302,1455.2594871520996,1465.091416835785,1475.4316387176514,1483.2653229236603,1492.0047726631165,1500.8133735656738,1510.4007594585419,1519.4294464588165,1528.7326266765594,1538.4049639701843,1550.8279104232788,1561.8434386253357,1571.799156665802,1579.6885097026825,1587.2215893268585,1595.9835107326508,1605.0735828876495,1615.714851140976,1625.9752280712128,1636.3602306842804,1644.0647752285004,1654.2046551704407,1662.6190207004547,1670.5448656082153,1680.543964624405,1690.2511661052704,1699.3276867866516,1709.1081585884094,1719.6492023468018,1728.9121177196503,1739.2050139904022,1749.2083089351654,1757.6724495887756,1769.7435464859009,1781.6617720127106,1794.0530486106873,1806.35959649086,1817.1528532505035,1824.4757618904114,1831.293892621994,1838.7519319057465,1846.149593114853,1854.1781401634216,1861.550752401352,1869.6762425899506,1884.741691350937,1899.695188999176,1913.9290335178375,1927.0043482780457,1935.0187630653381,1943.2265436649323,1955.0015287399292,1965.9141600131989,1976.5027885437012,1988.7876629829407,2000.949294090271,2014.4529457092285,2023.784749031067,2033.1769592761993,2044.0519218444824,2051.692322731018,2059.011036157608,2075.098512649536,2084.2080364227295,2092.665361404419,2099.9712138175964,2107.3507087230682,2118.8387355804443,2126.1310641765594,2136.860497713089,2145.0322964191437,2160.9205782413483,2174.6534576416016,2186.5829677581787,2196.0249338150024,2204.802964925766,2214.447206735611,2223.4539444446564,2232.7572622299194,2247.3458545207977,2256.0711834430695,2266.5166385173798,2277.4107093811035,2295.972098827362,2308.4116554260254,2319.1790750026703,2330.7906637191772,2339.387327671051,2347.514452457428
total minutes,0.0,0.07010142803192139,0.2928224325180054,0.5105636159578959,0.7452401518821716,1.633964717388153,2.833431390921275,3.220648717880249,3.596201944351196,3.9671955704689026,4.316755521297455,4.673941373825073,5.0119411706924435,5.3561107834180195,5.835979906717936,6.323133182525635,6.673110850652059,6.9679276982943215,7.310630214214325,7.623494569460551,7.897095596790313,8.2337477684021,8.528584861755371,8.796007164319356,9.044776352246602,9.323281109333038,9.586588597297668,9.863638373215993,10.162823728720348,10.424432508150737,10.654001438617707,11.306408460934957,11.544430406888326,11.77546645005544,12.003226586182912,12.222589528560638,12.542947347958883,12.778630824883779,13.101365478833516,13.315571061770122,13.510045758883159,13.750434116522472,13.971953344345092,14.279694132010142,14.518569552898407,14.730750930309295,14.937873462835947,15.282056681315105,15.45996165672938,15.692615528901419,15.89361630678177,16.062204686800637,16.434631343682607,16.630978830655415,16.823372753461204,17.08545069694519,17.266565771897636,17.452052267392478,17.65628630320231,17.86042687892914,18.113318570454915,18.29439180692037,18.46716661453247,18.63317153453827,18.94771930774053,19.19279111623764,19.355757661660512,19.53800916671753,19.726835000514985,20.005085281531017,20.167773926258086,20.379221459229786,20.563733673095705,20.73882751862208,20.901521309216818,21.07285683552424,21.253157969315847,21.411565359433492,21.570015501976012,21.740906020005543,21.90076589981715,22.058238673210145,22.250053656101226,22.422788445154826,22.730113156636556,22.892751657962798,23.195201992988586,23.3721297343572,23.55293615659078,23.740674738089243,23.90556218624115,24.07216217915217,24.254324785868327,24.418190280596416,24.590527311960855,24.721088715394337,24.86674621105194,25.013556226094565,25.173345990975697,25.323824107646942,25.47887711127599,25.640082732836404,25.84713184038798,26.03072397708893,26.1966526110967,26.32814182837804,26.45369315544764,26.599725178877513,26.751226381460825,26.9285808523496,27.099587134520213,27.272670511404673,27.401079587141673,27.570077586174012,27.710317011674245,27.84241442680359,28.009066077073417,28.170852768421174,28.32212811311086,28.48513597647349,28.660820039113364,28.81520196199417,28.98675023317337,29.15347181558609,29.294540826479594,29.495725774765013,29.69436286687851,29.900884143511455,30.105993274847666,30.28588088750839,30.40792936484019,30.521564877033235,30.645865531762443,30.76915988524755,30.902969002723694,31.025845873355866,31.16127070983251,31.412361522515614,31.6615864833196,31.898817225297293,32.11673913796743,32.250312717755634,32.38710906108221,32.58335881233215,32.76523600021998,32.94171314239502,33.146461049715676,33.34915490150452,33.574215761820476,33.72974581718445,33.88628265460332,34.067532030741376,34.194872045516966,34.3168506026268,34.584975210825604,34.73680060704549,34.87775602340698,34.99952023029327,35.12251181205114,35.31397892634074,35.43551773627599,35.614341628551486,35.750538273652396,36.01534297068914,36.244224294026694,36.44304946263631,36.600415563583375,36.7467160820961,36.90745344559352,37.05756574074427,37.21262103716533,37.455764242013295,37.60118639071782,37.775277308623,37.956845156351726,38.2662016471227,38.473527590433754,38.65298458337784,38.846511061986284,38.989788794517516,39.12524087429047
cummulative feedback,0.0,42.0,79.0,99.0,147.0,191.0,236.0,301.0,346.0,407.0,442.0,494.0,532.0,568.0,604.0,640.0,680.0,719.0,758.0,801.0,837.0,870.0,908.0,935.0,967.0,996.0,1032.0,1062.0,1098.0,1129.0,1158.0,1186.0,1211.0,1237.0,1260.0,1287.0,1314.0,1348.0,1376.0,1399.0,1426.0,1460.0,1493.0,1515.0,1543.0,1565.0,1588.0,1625.0,1644.0,1660.0,1677.0,1690.0,1716.0,1740.0,1764.0,1788.0,1814.0,1832.0,1849.0,1868.0,1912.0,1929.0,1942.0,1959.0,2068.0,2080.0,2103.0,2124.0,2143.0,2159.0,2174.0,2193.0,2212.0,2227.0,2241.0,2255.0,2277.0,2288.0,2302.0,2315.0,2331.0,2347.0,2365.0,2382.0,2400.0,2420.0,2436.0,2447.0,2478.0,2493.0,2509.0,2529.0,2547.0,2572.0,2588.0,2596.0,2603.0,2624.0,2636.0,2648.0,2664.0,2686.0,2713.0,2731.0,2745.0,2759.0,2772.0,2790.0,2809.0,2822.0,2845.0,2865.0,2876.0,2893.0,2903.0,2909.0,2921.0,2930.0,2944.0,2958.0,2971.0,2983.0,3003.0,3027.0,3039.0,3057.0,3078.0,3095.0,3114.0,3175.0,3191.0,3210.0,3230.0,3247.0,3262.0,3280.0,3327.0,3450.0,3531.0,3556.0,3634.0,3657.0,3690.0,3730.0,3751.0,3774.0,3797.0,3812.0,3851.0,3865.0,3884.0,3903.0,3920.0,3937.0,3959.0,3972.0,3992.0,4025.0,4043.0,4067.0,4089.0,4140.0,4158.0,4177.0,4198.0,4215.0,4233.0,4253.0,4272.0,4297.0,4316.0,4335.0,4378.0,4418.0,4435.0,4544.0,4582.0,4601.0,4641.0,4661.0,4678.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
