,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0
Accumulated time steps,0.0,501.0,823.0,1624.0,1925.0,2270.0,2573.0,2844.0,3145.0,3634.0,3916.0,4223.0,4499.0,4802.0,5115.0,5467.0,5768.0,6066.0,6364.0,6654.0,6949.0,7236.0,7541.0,7846.0,8160.0,8522.0,8818.0,9187.0,9491.0,9791.0,10075.0,10378.0,10713.0,11014.0,11312.0,11592.0,11894.0,12172.0,12467.0,12750.0,13117.0,13460.0,13744.0,14032.0,14438.0,14743.0,15031.0,15326.0,15682.0,16025.0,16335.0,16732.0,17028.0,17322.0,17726.0,18025.0,18385.0,18680.0,18983.0,19275.0,19644.0,20068.0,20357.0,20659.0,20951.0,21247.0,21549.0,21834.0,22107.0,22416.0,22710.0,23001.0,23301.0,23586.0,23888.0,24173.0,24461.0,24750.0,25057.0,25336.0,25631.0,25929.0,26223.0,26517.0,26814.0,27094.0,27398.0,27702.0,28001.0,28318.0,28610.0,28906.0,29190.0,29913.0,30198.0,30682.0,30987.0,31275.0,31565.0,31832.0,32155.0,32449.0,33182.0,33477.0,33782.0,34060.0,34333.0,34639.0,34926.0,35335.0,35624.0,35936.0,36262.0,36553.0,36844.0,37135.0,37469.0,37766.0,38059.0,38361.0,38656.0,39398.0,39683.0,40018.0,40319.0,40623.0,40921.0,41237.0,41532.0,41860.0,42149.0,42444.0,42780.0,43083.0,43381.0,43736.0,44032.0,44323.0,44621.0,44923.0,45216.0,45518.0,45820.0,46105.0,46423.0,46715.0,47050.0,47340.0,47626.0,47912.0,48209.0,48501.0,48864.0,49150.0,49432.0,49754.0,50077.0,50374.0,50660.0,51002.0,51473.0,51777.0,52065.0,52352.0,52642.0,52940.0,53230.0,53529.0,54272.0,54596.0,54900.0,55190.0,55474.0,55768.0,56065.0,56353.0,56650.0,57370.0,57662.0,57947.0,58241.0,58523.0,58822.0,59121.0,59402.0,59681.0,59968.0,60252.0,60501.0
Episode reward,0.0,370.66773319176633,203.0196186559825,210.27412212397817,117.39886931540177,208.15671175668393,171.54000598528935,118.17632055386692,141.1120620596573,170.7877263788144,165.13447470091535,173.04987037436607,162.64420161200047,176.1438373209262,190.1352987230343,181.13131481400518,176.0435510713586,127.27417949285338,145.76120162634305,132.45349712331088,184.94230104494017,157.60360475774888,185.1008600098518,171.17046352412237,187.5415885632773,171.42501691462948,126.9425712339642,168.73146844751045,174.03225655621245,179.5810821733792,178.47619328857076,195.81481385396592,128.18403584905812,125.987634422924,183.81056359187642,118.40479078639423,178.47310307547033,138.8907781629136,139.0270296280911,159.28884079380947,458.8681686337675,162.49556207530955,118.92233685470336,120.23328958542784,191.41432410006865,159.21028713018973,170.2157653890034,134.68461789225373,133.71992865014462,140.12535093317211,271.2872604288209,175.21943756455093,126.66622715108875,140.64086277061287,175.00385075314207,165.71396008079782,608.3233564886655,163.63342390412427,141.48810701405145,183.7078315090787,195.10495306352465,299.8534722773734,156.4737408023442,143.98068862957845,136.87767028851448,164.0703042838899,186.9229238102124,170.39036088962308,167.4750247269102,177.06643357219602,120.75937572528309,162.42093415424338,177.41677936894115,137.75967165846498,142.05662128303544,176.45251194771143,159.4576243921323,124.96018699250422,165.1311985770025,160.1156983261331,198.41308150990238,182.05408079362937,138.87823158127932,158.91753297082482,173.86650964055002,181.53922245849117,160.03979158252972,165.83121685273292,135.92572369825558,178.47631837764345,180.92176838492273,170.3034516227771,134.7927620991123,123.03894268370424,192.85387279993068,186.63592373295089,189.6050556651019,179.11968157911005,178.28215732478094,137.4469272711683,357.09191638587913,152.911927166418,139.4636854903117,188.1069562938978,169.58507405141322,134.42645810524849,122.6717942900513,157.08451592076315,158.6912481451814,176.67858901083068,176.72742066437672,125.17833796506214,127.81893181145273,133.67095010531577,171.1281846878852,191.08736064624912,174.8463956491535,117.81697411411601,181.55103831544687,173.1242373939715,173.58590011446225,176.83907976081053,128.1083987500824,117.56323882997822,139.98363182170047,183.65065687241415,144.0125902147641,179.2115980243683,197.6253187789856,177.3761156020882,180.4061484583998,177.12504370784347,269.7899898400718,137.18624559033174,156.2265858833448,180.24516222633517,179.95684213782295,165.8562537096905,177.87155559760922,193.46609585952513,181.77045753235993,199.34316737174981,170.99440332666717,133.77222541794015,192.9066809170864,147.4246463967797,159.87566861051886,160.49967944144518,163.9591132653666,139.56466381663196,130.90714876982597,167.42279002083018,178.73233776998273,164.94717382641676,116.28287546842562,254.70371109828073,128.87569347277562,197.66787539131462,179.98021750583052,136.95430874731957,192.6244058657859,191.81011674971415,186.9768832769592,137.58962855759466,150.76963869120937,189.7193639872327,122.53421815714186,172.09604117711837,1790.6191748753054,135.69929998502406,192.8096231480934,167.32580682034933,180.35365346937994,176.4677323625954,141.83635611328546,194.79985733880562,190.69695432593286,164.31081772160115,124.33842450272977,161.6145557948946,155.50631445176245,165.49325333146587,160.37782267356914,191.28115798348097,137.69945679403966,124.79669865331279,129.21799284308804,163.65213354279294,18.245978151605296
Episode feedback,0.8,0.7859999984280001,0.6799999909333335,0.763157884695291,0.6981131943752228,0.5362318762864946,0.5555555467372135,0.538461528106509,0.5666666572222224,0.5322580559313217,0.46551723335315115,0.6406249899902345,0.43333332611111125,0.5409835976887934,0.5373134248162176,0.3709677359521333,0.5573770400429994,0.46296295438957497,0.5762711766733699,0.30357142315051033,0.6153846059171599,0.6206896444708683,0.4218749934082032,0.5737704823972052,0.5999999907692309,0.44999999250000017,0.29629629080932796,0.32203389284688316,0.38983050186727963,0.5333333244444446,0.46774192793964636,0.43283581443528635,0.4727272641322316,0.44444443621399193,0.584615375621302,0.43137254056132274,0.2999999950000001,0.4561403428747308,0.3275862012485138,0.4482758543400715,0.6610169435507038,0.3157894681440444,0.3846153772189351,0.45098038331411017,0.523076915029586,0.35087718682671604,0.2758620642092748,0.4909090819834713,0.3928571358418369,0.4576271108876761,0.5131578879847647,0.38709676795005216,0.37037036351166,0.5172413703923902,0.6451612799167535,0.2666666622222223,0.6031745983875032,0.32142856568877565,0.5087719208987382,0.29032257596253913,0.39705881769031154,0.5243902375074362,0.33333332748538025,0.32203389284688316,0.3999999927272729,0.40983605885514657,0.34920634366339137,0.3389830451019823,0.46666665888888903,0.4603174530108341,0.4423076838017753,0.4237288063774779,0.38709676795005216,0.33333332716049396,0.5084745676529735,0.44999999250000017,0.29310344322235443,0.45283018013527965,0.43333332611111125,0.40350876485072346,0.3676470534169551,0.32258063995837677,0.3157894681440444,0.3571428507653063,0.43548386394380867,0.42622950120935243,0.41379309631391215,0.31034482223543414,0.5272727176859506,0.360655731792529,0.2786885200214997,0.5423728721631716,0.3818181748760332,0.5535714186862247,0.44615383928994096,0.5079364998740238,0.33846153325443795,0.38333332694444455,0.39344261650094076,0.41818181057851256,0.48275861514070556,0.47368420221606666,0.34482758026159344,0.44444443738977085,0.5593220244182708,0.32727272132231416,0.42307691494082855,0.4642857059948981,0.24561403077870123,0.6065573671056169,0.45901638591776417,0.26415093841224646,0.3207547109291564,0.3571428507653063,0.3666666605555557,0.2857142811791384,0.5322580559313217,0.33999999320000013,0.47540982827197004,0.32258063995837677,0.44999999250000017,0.42622950120935243,0.31034482223543414,0.5098039115724724,0.3859649055093876,0.4920634842529606,0.3157894681440444,0.3650793592844546,0.4925373060815328,0.3968253905265811,0.5161290239334029,0.34920634366339137,0.4199999958,0.36206895927467314,0.46551723335315115,0.45901638591776417,0.38709676795005216,0.3275862012485138,0.47619046863189735,0.49230768473372793,0.43548386394380867,0.25757575367309465,0.3278688470841173,0.2909090856198348,0.36923076355029594,0.20370369993141296,0.3499999941666668,0.3684210461680518,0.46551723335315115,0.3571428507653063,0.33333332716049396,0.42857142091836753,0.3333333280423281,0.35087718682671604,0.36734693127863405,0.4399999956000001,0.3018867867568531,0.261538457514793,0.403225799947971,0.4727272641322316,0.292307687810651,0.3749999941406251,0.399999993846154,0.35087718682671604,0.3636363570247935,0.4062499936523439,0.41176469780853536,0.3666666605555557,0.42999999914,0.33333332716049396,0.30769230295857997,0.41379309631391215,0.30158729680020163,0.19999999666666674,0.33333332748538025,0.34848484320477513,0.2812499956054688,0.24561403077870123,0.43137254056132274,0.29310344322235443,0.3859649055093876,0.4561403428747308,0.2758620642092748,0.43749999316406263,0.3818181748760332,0.3269230706360948,0.3207547109291564,0.26315789012003704,0.4210526094182837
total seconds,0.0,19.179559469223022,34.33141088485718,64.25422310829163,76.0436909198761,89.03533053398132,102.60563635826111,111.49647164344788,122.1025378704071,139.87089800834656,150.1371955871582,161.17112016677856,170.26145696640015,178.71488547325134,188.8841197490692,200.82567238807678,209.82642006874084,219.58481407165527,229.31945633888245,238.2953588962555,247.1132915019989,257.2392451763153,268.2273862361908,277.87209391593933,290.79528999328613,301.7805607318878,310.6521792411804,323.53518414497375,333.32243633270264,343.9618573188782,352.4287106990814,361.4358298778534,373.2704367637634,382.69371151924133,391.29359340667725,400.03837513923645,407.36917304992676,414.8368601799011,424.27745151519775,432.41517639160156,445.40345454216003,455.59359645843506,462.53545212745667,471.00848841667175,483.000736951828,490.49382877349854,498.17706394195557,507.1107635498047,517.2820858955383,528.2419140338898,537.393369436264,548.4894371032715,558.5653612613678,567.7743308544159,582.6219007968903,590.5391116142273,602.6909070014954,610.6741271018982,618.9197430610657,627.1334517002106,637.6265254020691,650.3267107009888,657.9756908416748,667.138521194458,677.6842381954193,686.8712728023529,695.2932600975037,701.7584707736969,708.5906722545624,715.7308492660522,723.3475692272186,732.1685802936554,739.9267737865448,748.5470733642578,758.4315526485443,768.2285263538361,776.457267999649,784.4475455284119,792.635763168335,800.1045632362366,808.0196549892426,815.689302444458,822.6389334201813,830.011388540268,838.1278176307678,846.3135313987732,854.4387140274048,861.194164276123,869.0820648670197,879.1131477355957,887.3596904277802,896.153612613678,904.7764759063721,926.4575929641724,935.3094687461853,948.6718380451202,957.0334177017212,965.3306241035461,973.447995185852,981.5524139404297,992.3965034484863,1000.4542863368988,1021.5017223358154,1029.4803092479706,1038.8326179981232,1046.461790561676,1054.6923773288727,1063.0643231868744,1071.0476245880127,1085.630709886551,1095.6045548915863,1104.4980931282043,1113.160952091217,1119.867891073227,1127.6825711727142,1135.0524508953094,1144.1606624126434,1151.68586063385,1159.5655844211578,1167.2963552474976,1175.4066581726074,1195.6598784923553,1202.825210094452,1211.9643189907074,1220.3014268875122,1229.4350616931915,1237.3564541339874,1244.703894853592,1253.273270368576,1261.8123071193695,1270.0507938861847,1276.283399105072,1285.8214478492737,1293.1263937950134,1304.3386189937592,1314.400874376297,1322.7272934913635,1330.1054871082306,1338.5304017066956,1345.5453836917877,1353.01114487648,1359.2834386825562,1366.9386410713196,1373.4834039211273,1381.1843659877777,1387.2532908916473,1397.450097322464,1404.555815935135,1411.7416822910309,1418.8213078975677,1426.7713677883148,1434.2001979351044,1442.3506588935852,1449.6098260879517,1456.0448024272919,1464.0998921394348,1471.5164167881012,1479.1477546691895,1485.8154757022858,1494.6844863891602,1505.667269229889,1513.1367824077606,1520.3778855800629,1528.0136415958405,1534.5805492401123,1542.189228773117,1548.887618780136,1555.5064489841461,1573.7179872989655,1582.481304883957,1589.450609922409,1596.7981655597687,1603.881496667862,1610.6567723751068,1617.6771168708801,1624.9446182250977,1632.9517540931702,1648.1287281513214,1656.8736460208893,1664.132050037384,1671.059244632721,1678.1454243659973,1686.0563368797302,1692.9923691749573,1699.3756861686707,1706.5854737758636,1713.4897272586823,1719.642292022705,1725.0280213356018
total minutes,0.0,0.31965932448705037,0.5721901814142863,1.070903718471527,1.2673948486646016,1.4839221755663554,1.7100939393043517,1.858274527390798,2.0350422978401186,2.3311816334724424,2.5022865931193032,2.686185336112976,2.8376909494400024,2.978581424554189,3.1480686624844867,3.34709453980128,3.4971070011456806,3.6597469011942545,3.821990938981374,3.9715893149375914,4.1185548583666485,4.287320752938588,4.4704564372698465,4.6312015652656555,4.846588166554769,5.02967601219813,5.1775363206863405,5.392253069082896,5.555373938878377,5.732697621981303,5.87381184498469,6.023930497964224,6.221173946062724,6.378228525320689,6.521559890111288,6.667306252320608,6.789486217498779,6.913947669665019,7.07129085858663,7.206919606526693,7.423390909036001,7.5932266076405845,7.708924202124278,7.850141473611196,8.050012282530467,8.174897146224975,8.30295106569926,8.451846059163412,8.621368098258973,8.80403190056483,8.956556157271068,9.141490618387857,9.309422687689464,9.462905514240266,9.710365013281505,9.842318526903789,10.044848450024922,10.17790211836497,10.31532905101776,10.45222419500351,10.627108756701151,10.838778511683147,10.966261514027913,11.118975353240966,11.294737303256989,11.447854546705882,11.588221001625062,11.695974512894947,11.809844537576039,11.928847487767538,12.055792820453643,12.202809671560923,12.332112896442414,12.475784556070964,12.640525877475739,12.803808772563935,12.940954466660818,13.074125758806865,13.210596052805583,13.335076053937277,13.46699424982071,13.594821707407634,13.710648890336355,13.8335231423378,13.968796960512798,14.105225523312887,14.24064523379008,14.353236071268718,14.484701081116993,14.651885795593262,14.789328173796337,14.9358935435613,15.079607931772868,15.440959882736205,15.588491145769755,15.811197300752005,15.950556961695353,16.088843735059104,16.224133253097534,16.359206899007162,16.53994172414144,16.67423810561498,17.025028705596924,17.158005154132844,17.313876966635387,17.4410298426946,17.578206288814545,17.71773871978124,17.850793743133544,18.09384516477585,18.260075914859772,18.408301552136738,18.552682534853616,18.664464851220448,18.794709519545236,18.917540848255157,19.06934437354406,19.1947643438975,19.326093073685964,19.45493925412496,19.590110969543456,19.927664641539256,20.04708683490753,20.19940531651179,20.33835711479187,20.490584361553193,20.62260756889979,20.745064914226532,20.887887839476267,21.03020511865616,21.167513231436413,21.271389985084532,21.43035746415456,21.552106563250224,21.738976983229318,21.90668123960495,22.045454891522727,22.168424785137177,22.308840028444926,22.42575639486313,22.550185747941335,22.654723978042604,22.782310684521992,22.891390065352123,23.01973943312963,23.120888181527455,23.2908349553744,23.409263598918916,23.52902803818385,23.647021798292794,23.779522796471912,23.90333663225174,24.03917764822642,24.160163768132527,24.267413373788198,24.40166486899058,24.52527361313502,24.652462577819826,24.763591261704764,24.911408106486004,25.094454487164814,25.21894637346268,25.339631426334382,25.46689402659734,25.576342487335204,25.703153812885283,25.814793646335602,25.9251074830691,26.228633121649423,26.374688414732613,26.490843498706816,26.61330275932948,26.7313582777977,26.844279539585113,26.961285281181336,27.082410303751626,27.215862568219503,27.468812135855355,27.614560767014822,27.735534167289735,27.85098741054535,27.969090406099955,28.100938947995505,28.21653948624929,28.32292810281118,28.443091229597727,28.558162120978036,28.660704867045084,28.75046702226003
cummulative feedback,0.0,393.0,444.0,502.0,539.0,576.0,611.0,639.0,673.0,706.0,733.0,774.0,800.0,833.0,869.0,892.0,926.0,951.0,985.0,1002.0,1042.0,1078.0,1105.0,1140.0,1179.0,1206.0,1222.0,1241.0,1264.0,1296.0,1325.0,1354.0,1380.0,1404.0,1442.0,1464.0,1482.0,1508.0,1527.0,1553.0,1631.0,1649.0,1669.0,1692.0,1726.0,1746.0,1762.0,1789.0,1811.0,1838.0,1877.0,1901.0,1921.0,1951.0,1991.0,2007.0,2083.0,2101.0,2130.0,2148.0,2175.0,2218.0,2237.0,2256.0,2278.0,2303.0,2325.0,2345.0,2373.0,2402.0,2425.0,2450.0,2474.0,2492.0,2522.0,2549.0,2566.0,2590.0,2616.0,2639.0,2664.0,2684.0,2702.0,2722.0,2749.0,2775.0,2799.0,2817.0,2846.0,2868.0,2885.0,2917.0,2938.0,2969.0,2998.0,3030.0,3052.0,3075.0,3099.0,3122.0,3164.0,3191.0,3211.0,3239.0,3272.0,3290.0,3312.0,3338.0,3352.0,3389.0,3417.0,3431.0,3448.0,3468.0,3490.0,3508.0,3541.0,3558.0,3587.0,3607.0,3634.0,3660.0,3678.0,3704.0,3726.0,3757.0,3775.0,3798.0,3831.0,3856.0,3888.0,3910.0,3952.0,3973.0,4000.0,4028.0,4052.0,4071.0,4101.0,4133.0,4160.0,4177.0,4197.0,4213.0,4237.0,4248.0,4269.0,4290.0,4317.0,4337.0,4355.0,4379.0,4400.0,4420.0,4438.0,4482.0,4498.0,4515.0,4540.0,4566.0,4585.0,4609.0,4635.0,4655.0,4675.0,4701.0,4722.0,4744.0,4959.0,4977.0,4997.0,5021.0,5040.0,5052.0,5071.0,5094.0,5112.0,5126.0,5148.0,5165.0,5187.0,5213.0,5229.0,5257.0,5278.0,5295.0,5312.0,5327.0,5335.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
