,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0,956.0,961.0,966.0
Accumulated time steps,0.0,501.0,1206.0,1536.0,1862.0,2173.0,2493.0,2879.0,3183.0,3742.0,4069.0,4414.0,4719.0,5030.0,5336.0,5694.0,6005.0,6304.0,6600.0,6902.0,7211.0,7536.0,7882.0,8200.0,8565.0,8858.0,9311.0,9616.0,9922.0,10309.0,10594.0,10925.0,11199.0,11492.0,11813.0,12117.0,12430.0,13230.0,13541.0,13847.0,14153.0,14446.0,14745.0,15047.0,15330.0,15638.0,15941.0,16483.0,16780.0,17077.0,17373.0,17692.0,17973.0,18252.0,18549.0,18847.0,19130.0,19427.0,19704.0,19997.0,20288.0,20576.0,20868.0,21153.0,21452.0,21752.0,22488.0,22826.0,23128.0,23400.0,23699.0,24002.0,24288.0,24610.0,24890.0,25182.0,25482.0,25782.0,26085.0,26388.0,26675.0,26961.0,27243.0,27520.0,27816.0,28097.0,28385.0,28684.0,28974.0,29259.0,29548.0,29833.0,30128.0,30401.0,30680.0,31106.0,31399.0,31682.0,31975.0,32259.0,32550.0,32842.0,33140.0,33416.0,33766.0,34093.0,34377.0,34666.0,34953.0,35237.0,35523.0,35793.0,36080.0,36378.0,36936.0,37230.0,37504.0,37793.0,38082.0,38394.0,38695.0,38985.0,39286.0,39572.0,39858.0,40132.0,40425.0,40699.0,41000.0,41284.0,41574.0,41874.0,42161.0,42435.0,42731.0,43018.0,43306.0,43593.0,43896.0,44193.0,44480.0,44766.0,45054.0,45336.0,45619.0,45909.0,46199.0,46497.0,46791.0,47087.0,47385.0,47677.0,47953.0,48240.0,48520.0,48806.0,49097.0,49376.0,49658.0,49941.0,50263.0,50568.0,50851.0,51145.0,51438.0,51725.0,52004.0,52283.0,52552.0,52836.0,53107.0,53394.0,53682.0,53970.0,54249.0,54543.0,54943.0,55275.0,55570.0,55856.0,56137.0,56436.0,56715.0,57014.0,57291.0,57593.0,57872.0,58173.0,58456.0,58852.0,59139.0,59430.0,59770.0,60067.0,60346.0
Episode reward,0.0,505.9555547095172,448.95280875007944,169.98791567040942,176.41980263350314,121.9834825451399,159.64368033608196,142.898085088013,184.70958568718754,196.94856667468358,198.04739530043446,202.83582598409802,136.40021900188705,174.41431693884405,172.55921883742715,201.87181603359122,166.68969803585708,181.36665739324903,186.72882691561645,133.41214209895506,175.62236603603506,176.1169585635219,147.6051022125869,171.36553609740244,186.23765614341082,161.13328591608158,197.99389327698103,188.33854007562877,175.51254873956606,506.17320234369345,164.52080788421696,179.4721585524733,142.51566558192232,174.72477307713947,168.95412428196857,157.62404789633837,185.8787677879385,194.1094969540861,136.14449354963506,163.79783677435017,189.75372604732632,175.54227472848197,183.11079344210145,174.2205011372636,134.7668722229533,171.20749353128951,139.24290910455497,176.44429992598626,160.6269446190569,152.50522053513748,156.95768257753426,181.63243953888514,116.47315192286953,180.52827475091885,166.94159931921743,135.14926183684483,120.96680699785738,139.27538289249358,121.29596741381765,189.560542988818,126.43159901765111,130.03261291428328,165.81884494230977,136.1653824455488,183.82467276957132,120.28819905176348,1666.1870373417153,255.7735757414744,177.41630862963902,126.86098546569882,130.01864358922595,190.4253076523441,159.0007790524357,165.2932190813971,162.30912274349555,150.75140059195468,175.32637107624893,160.48020331104922,175.1798461111217,186.26327719441983,177.85298671212098,127.02222196420071,122.3470323535917,176.85481723836386,163.4414507823288,120.5497269704369,169.2366923726154,124.03772109905032,178.35126690815076,142.22770826872082,175.17175252126964,157.2720558956538,167.3298458104056,140.8730698454762,125.0159812878326,126.58265290736506,131.5571395108697,167.63634926990784,124.38372596687415,188.39698809252593,139.3615125844062,154.82062248258012,159.59946916877695,128.70798335780034,142.38176360006892,186.07257346427025,129.95289700020714,188.98465805966458,169.88675538386508,137.50275229287544,117.43548711369705,120.08420526335742,155.0985323876234,172.13932140544017,134.99642294090992,168.4012541759151,131.76110206280487,166.97372646596227,166.420386718818,181.1043187838833,151.44520841432094,119.55275581528637,186.70259769935282,127.9688293682187,121.3047602027863,123.59072129564355,166.56277022204483,118.90475441565862,154.15244604566251,129.02772607526964,165.26136408554007,141.56577291356436,136.99432538870195,131.55995810912728,143.8638603746559,171.60333752732572,136.1210411176043,174.84395615864224,158.4473750915306,164.03877301443396,121.24729139941007,161.9135992632138,173.64584730411013,160.6870482500254,177.42656546772565,168.3770718865202,167.6080363940469,157.73512421866064,193.47015002282018,156.28940924353415,175.92305569724437,118.83651597773091,173.59030746048245,181.8136140968488,180.61179750025045,120.17733784463826,124.09447590716074,123.2445789589674,134.23765277343838,174.11940018568205,142.89711515500073,177.74646812861812,140.75344561700365,186.63416934825793,166.50099585106153,158.6350550161741,176.39086435522518,173.84730831727265,114.30271857001483,164.39268592469858,118.48398629406034,167.27348419166296,183.80146321985976,144.71322321308836,166.18277093879823,176.2887527438219,132.28549423811867,162.8962518274965,165.03885196075623,140.35578514871546,181.8120438555781,173.91422403968284,169.04238963895602,139.85571606418472,123.74226014903122,184.3727662145249,168.50712713281735,173.91863027883704,162.1339084311513,181.42891775508488,174.91823339700318,173.79604162004796,178.35373168829372,114.99392880724645,119.13000108297605
Episode feedback,0.8,0.8499999983000001,0.7421383601123374,0.7142857040816328,0.5652173831127916,0.4615384526627221,0.7272727162534437,0.6999999883333335,0.6923076816568049,0.6714285618367348,0.522388051904656,0.6944444347993829,0.5535714186862247,0.43548386394380867,0.6885245788766463,0.7260273873146933,0.6724137815101072,0.6249999902343751,0.49999999218750013,0.5087719208987382,0.4843749924316408,0.4918032706261759,0.6190476092214665,0.46774192793964636,0.6562499897460939,0.4999999913793105,0.5303030222681361,0.49999999218750013,0.499999991935484,0.5373134288260192,0.3499999941666668,0.4603174530108341,0.4561403428747308,0.5909090819559231,0.5573770400429994,0.5964912176054172,0.6406249899902345,0.553846145325444,0.5344827494054699,0.4999999913793105,0.35384614840236694,0.6229508094598228,0.5606060521120295,0.6451612799167535,0.3636363570247935,0.42622950120935243,0.5178571336096941,0.6557376941682346,0.33333332748538025,0.3928571358418369,0.49999999107142873,0.5322580559313217,0.4166666579861113,0.47619046863189735,0.36206895927467314,0.55555554526749,0.3773584834460664,0.624999988839286,0.43137254056132274,0.41269840614764436,0.45283018013527965,0.55555554526749,0.41666665972222233,0.3928571358418369,0.4062499936523439,0.5199999896000003,0.613999998772,0.5940594000588179,0.45901638591776417,0.5094339526521896,0.42592591803840896,0.292307687810651,0.31034482223543414,0.5185185121170555,0.35087718682671604,0.3684210461680518,0.29508196237570555,0.41379309631391215,0.40983605885514657,0.4285714217687076,0.4516128959417275,0.3962264076183697,0.30769230177514806,0.30645160796045795,0.3571428507653063,0.49999999038461557,0.4482758543400715,0.3962264076183697,0.3114754047299114,0.4482758543400715,0.5245901553345876,0.30357142315051033,0.34482758026159344,0.6491227956294247,0.4905660284798863,0.47169810430758297,0.46296295438957497,0.37288134961218056,0.34615383949704154,0.3593749943847657,0.33333332748538025,0.33333332748538025,0.32142856568877565,0.4615384526627221,0.44642856345663284,0.47619046863189735,0.3636363570247935,0.20634920307382218,0.2666666622222223,0.2363636320661158,0.31999999360000014,0.45098038331411017,0.33928570822704096,0.34426228943832315,0.3999999927272729,0.4915254153978743,0.35185184533607694,0.3389830451019823,0.316666661388889,0.403225799947971,0.3684210461680518,0.3137254840445984,0.3709677359521333,0.4074073998628259,0.37254901230296056,0.30769230177514806,0.40677965412237876,0.5098039115724724,0.3684210461680518,0.285714280612245,0.29310344322235443,0.33928570822704096,0.20689654815695607,0.24074073628257897,0.33333332748538025,0.3559321973570814,0.24999999553571436,0.47457626314277523,0.31034482223543414,0.3050847405917841,0.3529411695501732,0.35087718682671604,0.2711864360815858,0.24561403077870123,0.3333333277777779,0.43103447532699185,0.15254237029589204,0.2678571380739797,0.276923072662722,0.31034482223543414,0.360655731792529,0.41176469780853536,0.2666666622222223,0.22580644797086374,0.30158729680020163,0.33333332679738575,0.23529411303344877,0.30769230177514806,0.5740740634430729,0.21666666305555562,0.3157894681440444,0.24590163531308795,0.3571428507653063,0.32258063995837677,0.2999999950000001,0.2280701714373654,0.2499999958333334,0.23333332944444451,0.29999999400000016,0.3389830451019823,0.1764705847750866,0.32203389284688316,0.19047618745275893,0.3684210461680518,0.24137930618311543,0.3333333277777779,0.2363636320661158,0.36206895927467314,0.3793103382877528,0.34482758026159344,0.2622950776672938,0.3333333277777779,0.38983050186727963,0.21052631209602962,0.2199999956000001,0.20312499682617194,0.18333333027777785,0.2711864360815858,0.2280701714373654,0.2419354799687826,0.2419354799687826,0.18333333027777785,0.3499999941666668,0.2799999944000001,0.21568627028066137
total seconds,0.0,23.340254068374634,48.25641846656799,60.89986252784729,72.46003198623657,81.98753333091736,94.02586436271667,108.29730677604675,119.01000595092773,140.04761147499084,152.8962597846985,165.61248183250427,176.72615718841553,186.14676356315613,196.62157225608826,211.44397139549255,223.1703860759735,235.05413699150085,244.0055215358734,252.7669916152954,264.3099412918091,276.24949955940247,288.3693337440491,296.6631290912628,309.652841091156,319.15143871307373,333.68773317337036,343.76166820526123,354.7534303665161,367.0034730434418,374.7946753501892,386.1724102497101,393.7753300666809,403.86506962776184,414.9373116493225,424.94632148742676,435.24384808540344,462.8776412010193,473.16157484054565,486.12675619125366,494.18914318084717,503.78215742111206,513.0947654247284,523.2765033245087,532.0410559177399,542.2211368083954,550.7225475311279,567.8015050888062,576.8983495235443,584.1846373081207,594.7579200267792,605.2490935325623,612.8566265106201,620.9800589084625,629.7993075847626,638.8095116615295,646.6819016933441,656.6042761802673,665.5220990180969,673.2013659477234,681.2131867408752,691.0096108913422,699.2607822418213,706.8917281627655,714.6198697090149,723.968729019165,744.4899623394012,756.14111161232,764.2246844768524,772.5838394165039,783.6108829975128,791.3623728752136,798.9973561763763,807.9212238788605,815.5065724849701,825.5591676235199,834.0749638080597,841.6231052875519,850.5341639518738,859.3002274036407,868.6175520420074,876.048392534256,883.721471786499,891.5788559913635,899.3132765293121,907.3542757034302,915.2095215320587,923.0920917987823,931.2601277828217,938.9804263114929,947.5054540634155,954.4094779491425,961.2478654384613,970.7483677864075,978.9681272506714,992.046688079834,1000.4601788520813,1009.306010723114,1017.0279710292816,1025.3403050899506,1032.779983997345,1039.8896625041962,1047.1726591587067,1055.7259171009064,1066.3768401145935,1075.9080193042755,1082.6734173297882,1088.9435997009277,1095.2041931152344,1102.7636194229126,1110.7425129413605,1119.3516545295715,1125.5275931358337,1132.8419525623322,1146.7649874687195,1154.7072448730469,1163.9644105434418,1170.7661671638489,1177.8171758651733,1186.8550498485565,1193.824628829956,1201.426296710968,1208.279849767685,1215.412049293518,1223.1959862709045,1229.807382106781,1236.8164222240448,1244.384745836258,1252.2580499649048,1259.1787300109863,1265.8629915714264,1273.650446176529,1280.3237795829773,1287.159636259079,1295.5853011608124,1302.5201268196106,1309.8750784397125,1317.7411770820618,1324.4594008922577,1331.53923869133,1338.6259183883667,1344.6984009742737,1351.391611814499,1357.9686107635498,1364.3101530075073,1371.5851829051971,1378.571881532669,1385.619859457016,1395.2364864349365,1402.5474562644958,1408.9037194252014,1416.9750716686249,1424.114039182663,1430.2623467445374,1436.1030025482178,1443.291869878769,1450.5004708766937,1457.0238933563232,1464.5949025154114,1470.066900253296,1477.2587127685547,1484.7816951274872,1491.6802906990051,1499.088411808014,1506.2471857070923,1513.5977957248688,1521.175458431244,1527.1373479366302,1532.926425933838,1539.3682205677032,1546.2173795700073,1552.7371397018433,1558.8308112621307,1565.1884455680847,1571.3137876987457,1578.8034427165985,1589.019822359085,1597.831069946289,1605.6697235107422,1612.5540113449097,1619.0976297855377,1625.2733843326569,1631.562982082367,1638.4475317001343,1645.714037179947,1652.116509437561,1657.583459854126,1663.1205623149872,1669.5038509368896,1678.8260610103607,1684.8725001811981,1691.5308508872986,1699.4910526275635,1706.6693522930145,1712.5770454406738
total minutes,0.0,0.38900423447291055,0.8042736411094665,1.0149977087974549,1.2076671997706094,1.3664588888486227,1.5670977393786112,1.8049551129341126,1.983500099182129,2.334126857916514,2.5482709964116412,2.760208030541738,2.945435953140259,3.1024460593859353,3.2770262042681377,3.5240661899248757,3.7195064345995585,3.9175689498583477,4.066758692264557,4.2127831935882565,4.405165688196818,4.604158325990041,4.806155562400818,4.94438548485438,5.1608806848526,5.319190645217896,5.561462219556173,5.7293611367543535,5.912557172775268,6.1167245507240295,6.246577922503153,6.436206837495168,6.562922167778015,6.731084493796031,6.915621860822042,7.082438691457113,7.254064134756724,7.714627353350322,7.886026247342428,8.10211260318756,8.236485719680786,8.396369290351867,8.551579423745473,8.721275055408478,8.867350931962331,9.03701894680659,9.178709125518798,9.46335841814677,9.614972492059072,9.736410621802012,9.912632000446319,10.087484892209371,10.214277108510336,10.349667648474375,10.49665512641271,10.646825194358826,10.77803169488907,10.943404603004456,11.09203498363495,11.22002276579539,11.353553112347921,11.516826848189035,11.654346370697022,11.781528802712758,11.910331161816915,12.06614548365275,12.408166038990021,12.602351860205333,12.737078074614207,12.876397323608398,13.06018138329188,13.18937288125356,13.316622602939606,13.465353731314341,13.591776208082836,13.759319460391998,13.901249396800996,14.02705175479253,14.175569399197895,14.321670456727345,14.476959200700124,14.6008065422376,14.72869119644165,14.859647599856059,14.988554608821868,15.122571261723836,15.253492025534312,15.384868196646373,15.521002129713695,15.649673771858215,15.791757567723591,15.906824632485707,16.020797757307687,16.17913946310679,16.316135454177857,16.53411146799723,16.674336314201355,16.821766845385234,16.95046618382136,17.08900508483251,17.212999733289085,17.331494375069937,17.45287765264511,17.59543195168177,17.772947335243224,17.931800321737924,18.04455695549647,18.149059995015463,18.25340321858724,18.379393657048542,18.512375215689342,18.65586090882619,18.758793218930563,18.880699209372203,19.112749791145326,19.245120747884116,19.399406842390697,19.512769452730815,19.630286264419556,19.780917497475944,19.897077147165934,20.023771611849465,20.137997496128083,20.2568674882253,20.386599771181743,20.496789701779683,20.613607037067414,20.73974576393763,20.87096749941508,20.98631216684977,21.09771652619044,21.22750743627548,21.33872965971629,21.452660604317984,21.593088352680205,21.708668780326843,21.831251307328543,21.962352951367695,22.074323348204295,22.1923206448555,22.310431973139444,22.411640016237893,22.52319353024165,22.632810179392497,22.738502550125123,22.859753048419954,22.976198025544484,23.0936643242836,23.253941440582274,23.3757909377416,23.48172865708669,23.61625119447708,23.735233986377715,23.837705779075623,23.935050042470298,24.054864497979484,24.175007847944894,24.283731555938722,24.409915041923522,24.5011150042216,24.620978546142577,24.74636158545812,24.861338178316753,24.984806863466897,25.104119761784872,25.226629928747812,25.352924307187397,25.45228913227717,25.548773765563965,25.65613700946172,25.770289659500122,25.878952328364054,25.980513521035512,26.086474092801414,26.188563128312428,26.31339071194331,26.48366370598475,26.63051783243815,26.76116205851237,26.87590018908183,26.98496049642563,27.087889738877614,27.19271636803945,27.307458861668906,27.42856728633245,27.535275157292684,27.626390997568766,27.71867603858312,27.825064182281494,27.98043435017268,28.081208336353303,28.192180848121644,28.324850877126057,28.444489204883574,28.542950757344563
cummulative feedback,0.0,425.0,543.0,593.0,632.0,656.0,704.0,746.0,791.0,838.0,873.0,923.0,954.0,981.0,1023.0,1076.0,1115.0,1155.0,1187.0,1216.0,1247.0,1277.0,1316.0,1345.0,1387.0,1416.0,1451.0,1483.0,1514.0,1586.0,1607.0,1636.0,1662.0,1701.0,1735.0,1769.0,1810.0,1846.0,1877.0,1906.0,1929.0,1967.0,2004.0,2044.0,2064.0,2090.0,2119.0,2159.0,2178.0,2200.0,2228.0,2261.0,2281.0,2311.0,2332.0,2362.0,2382.0,2417.0,2439.0,2465.0,2489.0,2519.0,2544.0,2566.0,2592.0,2618.0,2925.0,2985.0,3013.0,3040.0,3063.0,3082.0,3100.0,3142.0,3162.0,3183.0,3201.0,3225.0,3250.0,3277.0,3305.0,3326.0,3342.0,3361.0,3381.0,3407.0,3433.0,3454.0,3473.0,3499.0,3531.0,3548.0,3568.0,3605.0,3631.0,3656.0,3681.0,3703.0,3721.0,3744.0,3763.0,3782.0,3800.0,3824.0,3849.0,3879.0,3899.0,3912.0,3928.0,3941.0,3957.0,3980.0,3999.0,4020.0,4042.0,4071.0,4090.0,4110.0,4129.0,4154.0,4175.0,4191.0,4214.0,4236.0,4255.0,4271.0,4295.0,4321.0,4342.0,4358.0,4375.0,4394.0,4406.0,4419.0,4438.0,4459.0,4473.0,4501.0,4519.0,4537.0,4555.0,4575.0,4591.0,4605.0,4625.0,4650.0,4659.0,4674.0,4692.0,4710.0,4732.0,4753.0,4769.0,4783.0,4802.0,4819.0,4831.0,4847.0,4878.0,4891.0,4909.0,4924.0,4944.0,4964.0,4982.0,4995.0,5010.0,5024.0,5039.0,5059.0,5068.0,5087.0,5099.0,5120.0,5134.0,5154.0,5167.0,5188.0,5210.0,5230.0,5246.0,5266.0,5289.0,5301.0,5312.0,5325.0,5336.0,5352.0,5365.0,5380.0,5395.0,5406.0,5427.0,5441.0,5452.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
