,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0,956.0,961.0
Accumulated time steps,0.0,57.0,390.0,766.0,1969.0,2394.0,2782.0,3112.0,3410.0,3706.0,4149.0,4454.0,4910.0,5289.0,5589.0,5887.0,6240.0,6528.0,6823.0,7115.0,7416.0,7786.0,8143.0,8423.0,8708.0,8998.0,9302.0,9585.0,9870.0,10160.0,10445.0,10737.0,11020.0,11312.0,11603.0,11892.0,12185.0,12480.0,12765.0,13501.0,13795.0,14091.0,14374.0,14668.0,14951.0,15241.0,15523.0,15801.0,16086.0,16373.0,17125.0,17423.0,17792.0,18085.0,18392.0,18831.0,19113.0,19402.0,19688.0,19982.0,20516.0,20796.0,21086.0,21385.0,21688.0,21992.0,22460.0,22815.0,23097.0,23390.0,23724.0,24003.0,24342.0,24635.0,24922.0,25201.0,25809.0,26094.0,26375.0,26674.0,26983.0,27277.0,27572.0,27863.0,28154.0,28436.0,28724.0,29014.0,29289.0,29579.0,29878.0,30163.0,30450.0,30748.0,31037.0,31334.0,31644.0,31940.0,32237.0,32549.0,32830.0,33121.0,33415.0,33789.0,34089.0,34381.0,34674.0,34960.0,35253.0,35531.0,35809.0,36106.0,36396.0,36693.0,36989.0,37269.0,37565.0,37857.0,38148.0,38436.0,38736.0,39035.0,39328.0,39685.0,39976.0,40265.0,40552.0,40850.0,41129.0,41416.0,41691.0,41971.0,42252.0,42547.0,42844.0,43128.0,43410.0,43710.0,44001.0,44282.0,44580.0,44860.0,45142.0,45591.0,45882.0,46173.0,46468.0,46756.0,47037.0,47334.0,47618.0,47922.0,48218.0,48504.0,48803.0,49328.0,49619.0,49906.0,50189.0,50478.0,50773.0,51069.0,51364.0,51658.0,51950.0,52228.0,52506.0,52788.0,53064.0,53350.0,53641.0,53927.0,54225.0,54515.0,54799.0,55087.0,55381.0,55723.0,56017.0,56303.0,56603.0,56895.0,57193.0,57480.0,57775.0,58052.0,58342.0,58637.0,58931.0,59218.0,59507.0,59800.0,60077.0,60369.0
Episode reward,0.0,126.76791037213607,147.34320693440944,153.34150033192063,149.06683798957343,134.96133436151308,244.5124445667007,180.69234760565752,149.6114100104603,127.24997923395401,143.37957793172353,160.37963608261288,124.92289825865562,189.48063227240695,161.14185447853944,117.42960851637113,508.9204108387903,135.3004790650165,152.42397518705482,168.39374180088083,178.72765175343116,176.1429356560027,142.8489146196912,125.59982621672854,115.09088203368351,176.6070054731866,183.5871928683572,127.23831250658681,167.24298485077446,175.65604580331137,160.95901491942564,180.78480269411668,183.43458310889417,165.4251430485921,156.238797963075,115.28051366947281,153.15310273379012,168.84806173541529,170.50006316945598,170.66598511166438,119.80861899910616,180.4191328414586,168.52613255729767,131.9719672739384,125.38950775320946,137.3700426956051,182.5986480940083,160.6593840058188,114.9938113236402,174.74870910225667,164.9555606461117,174.5585465221383,202.49023638211884,177.7633776707842,175.95545316041918,125.70555660719452,150.36085532669327,169.0159634464911,140.6721952568066,136.89899009486908,223.28407869738382,165.33533330289046,195.11548021768314,169.75685658127924,174.29086146416992,129.24756158986878,147.13549516270876,168.88642622782135,112.63768333056501,138.680853963752,167.5189510032076,129.91366996344993,178.29191848742548,122.79501701582049,165.8432951430858,122.62234457548776,1491.1162508093528,168.48602017897917,161.36159578038976,141.48460779857595,176.2538033331997,158.57827242927075,154.77627087640158,182.47288771190355,123.69242018714192,185.3706143450796,166.43098236486463,176.136468755063,120.96359477590687,135.61038273184104,144.8347502063404,180.88097735261806,164.0202230879087,185.8855912204091,161.04687598617423,159.3512603772914,163.0866247211226,138.9932973411252,160.76766667787214,184.2962831710793,159.45651418249213,181.8154048453527,180.71474515822678,171.73437179078542,163.48405170527784,141.3132226919162,172.7769651173892,117.59105547955808,161.2582402029876,166.5619907082103,167.5898943953086,175.5974505038565,156.6457785650384,143.51929834749689,175.40846371973302,163.72635726946254,174.01169319121024,149.2387596112995,168.43644057739337,128.17270177120432,170.63895567420903,165.94281804348586,143.5041620560021,175.65165703834225,127.08552636028867,186.5196072767626,171.83240175531571,177.7998264987027,123.0526881828948,132.10225636717522,158.86887656645627,133.29425143638608,137.36649227066417,190.93135896790145,170.4839395534671,160.8446988213305,158.13932989400936,185.6952194090489,188.77529838179873,125.82389710298517,162.72149442908855,172.76372607270645,150.34918265863064,122.58598966477507,138.44315255050947,144.51246749364128,178.70404237493165,130.4465004258084,137.32977105605497,150.4266703186344,120.8835167374033,186.95489139477468,130.2520381374622,171.68750777623598,189.41220683939125,176.86212529601522,127.90638919072539,154.8716165597241,173.51209945872662,163.75655780952704,165.50108315844784,160.6243667365287,172.77925956965694,134.5803778957295,166.48673659630938,139.8466479410041,165.63226255061522,118.22470812745439,172.74252043149286,157.82349906676453,167.59305153919465,124.492919974689,177.08511697158656,166.4778069467064,124.40407073381013,126.59096878263493,178.76273279894622,135.52165228550348,136.7948966017862,162.23582066161515,175.8352587722952,166.15177031571423,158.82752725282776,124.90041363092494,180.73220107366458,134.34023576274083,171.15460350087383,165.4148732197031,180.5662986461995,180.32009532711442,174.22735101560656,159.74982057679736,132.99323562925989,162.28707182723892
Episode feedback,0.8,0.8035714142219391,0.4925373060815328,0.6617646961505192,0.7727272610192839,0.8688524447729108,0.693430651872769,0.5571428491836736,0.6406249899902345,0.5357142761479594,0.6363636267217633,0.6206896444708683,0.8596491077254543,0.5555555478395063,0.48275861236623085,0.6666666535947715,0.6499999945833334,0.5333333244444446,0.42105262419205924,0.3559321973570814,0.5573770400429994,0.5555555467372135,0.6323529318771628,0.6603773460306162,0.49999999038461557,0.5901639247514111,0.4285714217687076,0.35185184533607694,0.4576271108876761,0.316666661388889,0.3684210461680518,0.45901638591776417,0.43548386394380867,0.3859649055093876,0.35087718682671604,0.17999999640000008,0.36206895927467314,0.3965517173008325,0.40677965412237876,0.40983605885514657,0.6274509680891968,0.5396825311161503,0.32258063995837677,0.3636363570247935,0.24999999519230778,0.3275862012485138,0.33870967195629564,0.28813558833668496,0.3999999920000002,0.42622950120935243,0.43076922414201196,0.5409835976887934,0.6373626303586525,0.18333333027777785,0.3499999941666668,0.44444443621399193,0.3928571358418369,0.2666666622222223,0.32142856568877565,0.32727272132231416,0.5820895435509024,0.3793103382877528,0.3593749943847657,0.3499999941666668,0.23333332944444451,0.47540982827197004,0.5999999907692309,0.5762711766733699,0.29999999400000016,0.33870967195629564,0.47457626314277523,0.3207547109291564,0.32258063995837677,0.21568627028066137,0.43103447532699185,0.3653846083579883,0.5880758791651061,0.38983050186727963,0.35087718682671604,0.316666661388889,0.3499999941666668,0.32727272132231416,0.28070174946137283,0.3650793592844546,0.40384614607988184,0.12903225598335072,0.2711864360815858,0.2499999958333334,0.3529411695501732,0.2909090856198348,0.38888888168724295,0.35483870395421446,0.22033897931628849,0.23809523431594867,0.3571428507653063,0.2678571380739797,0.24561403077870123,0.17543859341335802,0.2280701714373654,0.26984126555807514,0.05357142761479594,0.3114754047299114,0.18644067480609028,0.38983050186727963,0.2758620642092748,0.33333332748538025,0.20338982706118938,0.2745097985390236,0.31034482223543414,0.12068965309155771,0.29310344322235443,0.2999999950000001,0.10526315604801481,0.22413792717003575,0.1803278658962645,0.31034482223543414,0.28813558833668496,0.16363636066115708,0.13333333111111115,0.3773584834460664,0.3050847405917841,0.20689654815695607,0.29310344322235443,0.32258063995837677,0.19230768860946754,0.25806451196670144,0.2758620642092748,0.2622950776672938,0.4423076838017753,0.18181817851239676,0.24999999553571436,0.25454544991735545,0.2280701714373654,0.1718749973144532,0.20338982706118938,0.1929824527546938,0.2982456088027086,0.27419354396462026,0.1428571405895692,0.15384615088757403,0.1578947340720222,0.16949152255099115,0.16363636066115708,0.07547169668921327,0.22033897931628849,0.25925925445816195,0.29032257596253913,0.26415093841224646,0.17857142538265314,0.21818181421487612,0.19607842752787397,0.1718749973144532,0.14814814540466398,0.18644067480609028,0.15624999755859378,0.24590163531308795,0.24528301423994314,0.16071428284438782,0.21311475060467622,0.11864406578569381,0.24137930618311543,0.1896551691438764,0.22033897931628849,0.18181817851239676,0.1355932180407929,0.24999999553571436,0.2280701714373654,0.25999999480000013,0.21311475060467622,0.19999999636363644,0.34482758026159344,0.16981131755072987,0.19672130825047038,0.17241379013079672,0.25925925445816195,0.16981131755072987,0.16666666388888896,0.19642856792091845,0.21818181421487612,0.10526315604801481,0.2833333286111112,0.10344827407847804,0.3157894681440444,0.29629629080932796,0.19354838397502608,0.2727272677685951,0.08196721177102932,0.2280701714373654,0.1311475388336469,0.19672130825047038,0.13333333111111115,0.1929824527546938,0.16071428284438782,0.19642856792091845
total seconds,0.0,4.000746965408325,18.859232187271118,34.47157025337219,110.82362961769104,139.4856448173523,161.1759123802185,182.6052622795105,198.79718780517578,215.8288276195526,239.13005685806274,258.0470404624939,285.49167346954346,305.711238861084,321.28521060943604,336.51525259017944,354.3889801502228,370.6394760608673,387.3528742790222,399.6408066749573,410.9585223197937,430.0979073047638,449.4736521244049,466.0098283290863,478.43424701690674,492.6251640319824,507.65307450294495,521.8010919094086,534.6371138095856,545.7071325778961,558.2093040943146,570.1865026950836,582.2210884094238,594.3360245227814,607.774406671524,618.0423879623413,629.4979553222656,641.6969637870789,650.8496530056,690.7939174175262,707.875815153122,723.6892654895782,735.6791386604309,747.2130420207977,757.4895443916321,769.0126204490662,778.9804520606995,790.0074465274811,800.1226460933685,811.8779571056366,848.318799495697,863.4600195884705,880.3279588222504,891.7528569698334,902.8423037528992,923.0646197795868,935.5763101577759,944.6959745883942,955.734147310257,966.9109303951263,992.5838301181793,1003.9896669387817,1015.9340767860413,1027.9657547473907,1038.9888699054718,1050.0019257068634,1071.6661159992218,1090.658404827118,1102.7259905338287,1113.9082174301147,1128.9777030944824,1139.7263069152832,1155.6299278736115,1166.5007915496826,1177.8264405727386,1187.8863589763641,1214.706069946289,1226.9868903160095,1237.057279586792,1248.7098903656006,1260.325852394104,1269.62966299057,1279.3874526023865,1290.1783213615417,1301.0706725120544,1309.5234656333923,1319.460363149643,1329.3392615318298,1341.0193991661072,1351.1939725875854,1361.4449009895325,1371.5867984294891,1379.98623585701,1389.6770725250244,1398.3744485378265,1407.3523738384247,1418.938140630722,1428.902011871338,1439.3361840248108,1448.6687943935394,1455.8511312007904,1466.669997215271,1474.9721674919128,1489.048048734665,1500.4533758163452,1509.8795001506805,1519.3138654232025,1529.125845193863,1539.0021262168884,1546.4477317333221,1554.8795850276947,1565.3108208179474,1574.3785164356232,1584.1514720916748,1593.2426311969757,1601.91565823555,1611.548843383789,1620.030839920044,1627.054365158081,1636.8197801113129,1647.4545619487762,1656.4768869876862,1665.952951669693,1680.2605185508728,1689.123922586441,1695.7117900848389,1701.6528906822205,1709.09126496315,1716.5333740711212,1723.1245210170746,1729.1944949626923,1735.8474171161652,1742.1906695365906,1748.5682301521301,1755.207769870758,1760.4923269748688,1766.669058084488,1772.9450674057007,1778.08322763443,1783.9455742835999,1789.2873330116272,1795.2952625751495,1801.7041897773743,1812.8529675006866,1818.4060544967651,1825.6002750396729,1833.0781185626984,1838.1173117160797,1844.5693259239197,1851.4286997318268,1857.7298243045807,1863.72833609581,1870.228665113449,1875.9027395248413,1881.1763350963593,1894.5234866142273,1900.5319983959198,1907.1734037399292,1913.6046042442322,1919.0599365234375,1925.8442027568817,1932.597520828247,1939.4319672584534,1945.8364758491516,1951.5600328445435,1957.4995396137238,1962.9322969913483,1969.378234386444,1975.0993163585663,1981.0235247612,1987.5488069057465,1994.2765448093414,2000.6037194728851,2006.543352842331,2013.3556416034698,2019.6335318088531,2024.8133482933044,2033.7527928352356,2039.6253428459167,2044.7079119682312,2051.280086994171,2057.718829870224,2063.9535732269287,2069.9853620529175,2076.1030855178833,2082.7317485809326,2088.412811756134,2094.147957086563,2100.337570667267,2106.4418931007385,2111.7697966098785,2118.3413894176483,2123.9814760684967,2130.1190750598907
total minutes,0.0,0.06667911609013875,0.31432053645451863,0.5745261708895365,1.847060493628184,2.3247607469558718,2.686265206336975,3.0434210379918416,3.313286463419596,3.5971471269925437,3.985500947634379,4.3007840077082315,4.758194557825724,5.0951873143514,5.354753510157267,5.608587543169658,5.906483002503713,6.177324601014456,6.455881237983704,6.660680111249288,6.849308705329895,7.1682984550793964,7.491227535406749,7.7668304721514385,7.973904116948446,8.21041940053304,8.460884575049082,8.69668486515681,8.910618563493093,9.095118876298269,9.30348840157191,9.503108378251394,9.70368480682373,9.905600408713022,10.1295734445254,10.300706466039022,10.491632588704427,10.694949396451314,10.84749421676,11.513231956958771,11.797930252552032,12.061487758159638,12.261318977673849,12.453550700346629,12.624825739860535,12.816877007484436,12.98300753434499,13.166790775458018,13.335377434889475,13.531299285093944,14.138646658261617,14.391000326474508,14.672132647037506,14.862547616163889,15.047371729214985,15.38441032965978,15.592938502629599,15.74493290980657,15.928902455170949,16.115182173252105,16.543063835302988,16.73316111564636,16.932234613100686,17.132762579123177,17.316481165091197,17.50003209511439,17.861101933320363,18.177640080451965,18.378766508897147,18.56513695716858,18.816295051574706,18.995438448588054,19.260498797893526,19.441679859161376,19.63044067621231,19.7981059829394,20.245101165771484,20.449781505266824,20.617621326446532,20.811831506093345,21.005430873235067,21.160494383176168,21.323124210039776,21.50297202269236,21.68451120853424,21.825391093889873,21.99100605249405,22.15565435886383,22.35032331943512,22.519899543126424,22.69074834982554,22.859779973824818,22.99977059761683,23.16128454208374,23.306240808963775,23.455872897307078,23.648969010512033,23.815033531188966,23.988936400413515,24.144479906558992,24.264185520013175,24.44449995358785,24.582869458198548,24.81746747891108,25.007556263605753,25.164658335844674,25.321897757053375,25.48543075323105,25.65003543694814,25.774128862222035,25.914659750461578,26.088513680299123,26.23964194059372,26.402524534861247,26.554043853282927,26.698594303925834,26.859147389729817,27.000513998667397,27.117572752634683,27.28032966852188,27.457576032479604,27.607948116461436,27.765882527828218,28.00434197584788,28.152065376440685,28.261863168080648,28.36088151137034,28.4848544160525,28.60888956785202,28.718742016951243,28.819908249378205,28.93079028526942,29.036511158943178,29.142803835868836,29.253462831179302,29.34153878291448,29.44448430140813,29.54908445676168,29.63472046057383,29.732426238059997,29.821455550193786,29.921587709585825,30.028403162956238,30.214216125011443,30.306767574946086,30.426671250661215,30.55130197604497,30.63528852860133,30.742822098731995,30.857144995530447,30.96216373840968,31.062138934930164,31.170477751890818,31.265045658747354,31.352938918272653,31.575391443570457,31.675533306598663,31.786223395665488,31.893410070737204,31.984332275390624,32.09740337928136,32.209958680470784,32.32386612097422,32.43060793081919,32.526000547409055,32.624992326895395,32.71553828318914,32.822970573107405,32.918321939309436,33.01705874602,33.125813448429106,33.23794241348902,33.343395324548084,33.44238921403885,33.55592736005783,33.66055886348089,33.74688913822174,33.89587988058726,33.99375571409861,34.07846519947052,34.18800144990285,34.2953138311704,34.39922622044881,34.49975603421529,34.60171809196472,34.71219580968221,34.80688019593557,34.90246595144272,35.00562617778778,35.10736488501231,35.19616327683131,35.305689823627475,35.39969126780828,35.50198458433151
cummulative feedback,0.0,45.0,78.0,123.0,174.0,227.0,322.0,361.0,402.0,432.0,474.0,510.0,559.0,599.0,627.0,661.0,739.0,771.0,795.0,816.0,850.0,885.0,928.0,963.0,989.0,1025.0,1052.0,1071.0,1098.0,1117.0,1138.0,1166.0,1193.0,1215.0,1235.0,1244.0,1265.0,1288.0,1312.0,1337.0,1369.0,1403.0,1423.0,1443.0,1456.0,1475.0,1496.0,1513.0,1533.0,1559.0,1587.0,1620.0,1678.0,1689.0,1710.0,1734.0,1756.0,1772.0,1790.0,1808.0,1847.0,1869.0,1892.0,1913.0,1927.0,1956.0,1995.0,2029.0,2044.0,2065.0,2093.0,2110.0,2130.0,2141.0,2166.0,2185.0,2402.0,2425.0,2445.0,2464.0,2485.0,2503.0,2519.0,2542.0,2563.0,2571.0,2587.0,2602.0,2620.0,2636.0,2657.0,2679.0,2692.0,2707.0,2727.0,2742.0,2756.0,2766.0,2779.0,2796.0,2799.0,2818.0,2829.0,2852.0,2868.0,2887.0,2899.0,2913.0,2931.0,2938.0,2955.0,2973.0,2979.0,2992.0,3003.0,3021.0,3038.0,3047.0,3055.0,3075.0,3093.0,3105.0,3122.0,3142.0,3152.0,3168.0,3184.0,3200.0,3223.0,3233.0,3247.0,3261.0,3274.0,3285.0,3297.0,3308.0,3325.0,3342.0,3351.0,3359.0,3368.0,3378.0,3387.0,3391.0,3404.0,3418.0,3436.0,3450.0,3460.0,3472.0,3482.0,3493.0,3501.0,3512.0,3522.0,3537.0,3550.0,3559.0,3572.0,3579.0,3593.0,3604.0,3617.0,3627.0,3635.0,3649.0,3662.0,3675.0,3688.0,3699.0,3719.0,3728.0,3740.0,3750.0,3764.0,3773.0,3783.0,3794.0,3806.0,3812.0,3829.0,3835.0,3853.0,3869.0,3881.0,3896.0,3901.0,3914.0,3922.0,3934.0,3942.0,3953.0,3962.0,3973.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
