,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0,956.0,961.0,966.0,971.0,976.0,981.0
Accumulated time steps,0.0,58.0,414.0,740.0,2359.0,2910.0,3281.0,3656.0,4078.0,4450.0,4783.0,5195.0,5569.0,5981.0,6303.0,6613.0,6987.0,7312.0,7695.0,8049.0,8350.0,8668.0,9024.0,9312.0,9681.0,9986.0,10280.0,10572.0,10919.0,11231.0,11549.0,11960.0,12368.0,12666.0,13008.0,13294.0,13597.0,13900.0,14173.0,14485.0,14779.0,15103.0,15392.0,15693.0,15994.0,16279.0,16601.0,16890.0,17173.0,17476.0,17758.0,18037.0,18338.0,18629.0,18923.0,19217.0,19514.0,19802.0,20099.0,20391.0,20678.0,20962.0,21257.0,21536.0,21820.0,22112.0,22403.0,23179.0,23468.0,23772.0,24057.0,24355.0,24639.0,24933.0,25223.0,25519.0,25801.0,26085.0,26379.0,26655.0,26934.0,27245.0,27531.0,27834.0,28132.0,28397.0,28680.0,28975.0,29262.0,29550.0,29827.0,30117.0,30413.0,30695.0,30986.0,31286.0,31576.0,31866.0,32161.0,32462.0,32745.0,33024.0,33308.0,33594.0,33876.0,34164.0,34469.0,34972.0,35272.0,35574.0,35862.0,36154.0,36446.0,36733.0,37028.0,37326.0,37614.0,37902.0,38194.0,38497.0,38787.0,39073.0,39346.0,39633.0,39934.0,40230.0,40513.0,40795.0,41068.0,41336.0,41631.0,41914.0,42189.0,42476.0,42753.0,43039.0,43324.0,43601.0,43893.0,44172.0,44456.0,44740.0,45025.0,45306.0,45562.0,45838.0,46129.0,46408.0,46706.0,46992.0,47278.0,47544.0,47815.0,48080.0,48361.0,48636.0,48915.0,49200.0,49484.0,49765.0,50047.0,50326.0,50604.0,50866.0,51144.0,51423.0,51706.0,51994.0,52273.0,52553.0,52832.0,53114.0,53399.0,53677.0,53963.0,54238.0,54497.0,54785.0,55075.0,55353.0,55638.0,55919.0,56190.0,56458.0,56749.0,57030.0,57318.0,57590.0,57872.0,58142.0,58416.0,58686.0,58962.0,59257.0,59529.0,59801.0,60093.0,60370.0
Episode reward,0.0,132.51199173229978,148.92494122206216,141.60051568195257,172.7707358287792,312.1629200168251,142.73618838312908,200.43399566167312,157.0107260094642,169.41652555088294,135.62602444950517,295.3665632071779,173.34972987140392,200.5762793197951,192.59110601034112,144.62818185484824,201.67580785381642,155.39127554764303,170.70254571407406,179.1210036008852,185.87099149230428,165.37424810210717,142.8170915379492,142.75903602069724,185.4696792133365,185.23211932864132,136.60337644965438,127.00765741571774,178.83613570348174,156.10630328474613,181.9461592506787,320.0312265767466,170.50601835642655,176.21899674969228,171.9742664332476,169.69768002306455,157.7079543479016,195.00007211913473,184.6237325074986,176.65967192699912,167.31535508742644,158.96989386261745,124.82725780647776,146.37873398708413,170.01276317344292,128.34177592035732,149.36195491887574,142.18894687023493,119.30927732188897,195.89346956424157,125.33038072545938,185.5118720876267,174.01444322589484,128.8942142026436,150.55581051176708,159.95222383871203,191.4237607399182,175.63677429066325,164.80704641326082,162.41909332561136,118.84151315800898,155.56453501514017,165.6807662419005,183.95233578531338,170.36911665423966,121.64758315957081,124.32717806969276,120.82498970054546,161.572909033845,178.56923012574296,132.1578440788298,179.89000765380575,117.77278796476125,129.49806305500658,151.29714076957407,165.16161642298732,124.09443573459151,139.10073624494467,181.52524153581123,153.52273548558713,169.94404839331003,139.96361214791708,155.48125190156145,126.8334512971609,192.03188722625424,163.6613955166403,178.1892531080779,172.83707595985217,172.7738749816663,127.68129695063202,138.4555031606624,165.82170571663897,176.5520312939138,136.66312748536262,136.49858404933465,163.53643557847064,114.77377717758353,167.30433493055182,126.70193870328576,135.7587199901727,154.89993735618896,155.23846871645497,168.90523637126108,119.47884584929682,119.2387356441116,137.92824008114798,189.43687937556228,1044.7550221016797,171.41371183464813,182.47148727661101,140.54920828526383,135.18577660937729,182.83465006723227,148.8245598801849,158.39384312094248,155.33467361886918,162.70906213836315,167.8888413943236,192.01158730060178,173.02589427603343,165.3278208475377,137.14871722337577,129.46550611548093,170.0733345537615,175.72335848489212,189.19900026290034,124.43820658862542,138.43196897624716,134.1686439498323,125.2006327060762,175.72356627352633,137.01866084567982,136.98132734290587,189.47163814632265,138.89045615873988,186.5181480701674,185.52266613971966,170.80474501407863,141.83928138065005,170.34315132032916,128.20597452835617,161.70184717746196,141.32227626974122,121.73248463330046,165.53181369660948,156.44632142494982,132.0663065065244,122.99220007370272,127.342092453024,159.8543464705394,168.84773632940812,158.44718292000792,155.57285400881736,125.9282892682148,133.5614969506233,128.62669388460696,137.92938837173165,166.29910463358166,171.2496839730963,131.14663665106178,129.14219539298242,178.79432485765693,136.28756447968286,129.726347209982,175.2729764799821,168.69626487795696,159.43569754304292,160.96773142109492,164.1779701052462,179.64925226092078,170.94719148021355,128.0390838494189,170.97759970058993,128.26029430501052,167.47288394602234,158.9609297759936,121.52864953362753,168.84604875378747,168.25891354782317,157.1649835615248,152.85253578223643,124.42757279746488,125.70785952425406,134.37732319279738,130.5789695959442,152.7133088051519,164.21378824758276,126.25227971783472,161.71509605766832,161.80815989791478,126.84540912448527,171.81983041624946,200.74471931417207,168.66639661426012,179.02804281884798,179.89064798861293,171.062926028206,141.46012249436603
Episode feedback,0.8,0.7543859516774395,0.5522387977277792,0.7575757460973372,0.5901639247514111,0.7182320402307623,0.7121212013314969,0.6478873148184886,0.7968749875488284,0.6833333219444446,0.6428571313775513,0.7241379260404281,0.7619047498110357,0.6197183011307281,0.5652173831127916,0.7586206765755056,0.6849314974666918,0.7868852330018815,0.6874999892578127,0.5483870879292405,0.5312499916992189,0.6499999891666669,0.7241379185493463,0.5737704823972052,0.43749999316406263,0.538461530177515,0.5535714186862247,0.6363636247933887,0.5409835976887934,0.5517241284185496,0.6065573671056169,0.608333328263889,0.633333322777778,0.5084745676529735,0.44067795863257697,0.39999999333333347,0.34545453917355384,0.4117646998269897,0.3650793592844546,0.43548386394380867,0.43103447532699185,0.49122806155740245,0.46296295438957497,0.29508196237570555,0.4576271108876761,0.5660377251690996,0.3793103382877528,0.5344827494054699,0.43137254056132274,0.49999999242424253,0.49999999107142873,0.47619046863189735,0.5762711766733699,0.33962263510145974,0.4074073998628259,0.33333332748538025,0.44444443738977085,0.3770491741467349,0.36206895927467314,0.3859649055093876,0.33962263510145974,0.26315789012003704,0.3859649055093876,0.3278688470841173,0.3965517173008325,0.3846153772189351,0.47169810430758297,0.4599999908000002,0.40350876485072346,0.403225799947971,0.3636363570247935,0.3650793592844546,0.47058822606689754,0.3999999927272729,0.24074073628257897,0.316666661388889,0.415094331790673,0.26315789012003704,0.403225799947971,0.16363636066115708,0.2999999950000001,0.3859649055093876,0.1929824527546938,0.2692307640532545,0.2857142811791384,0.36206895927467314,0.25806451196670144,0.38709676795005216,0.13333333111111115,0.11111110905349798,0.1929824527546938,0.22033897931628849,0.2786885200214997,0.23214285299744905,0.2363636320661158,0.29310344322235443,0.28571427988338205,0.11864406578569381,0.18181817851239676,0.32727272132231416,0.25454544991735545,0.20370369993141296,0.44067795863257697,0.2745097985390236,0.2199999956000001,0.3928571358418369,0.20967741597294492,0.44280442641031575,0.40677965412237876,0.15873015621063244,0.29310344322235443,0.24999999553571436,0.32258063995837677,0.277777772633745,0.17543859341335802,0.2678571380739797,0.1896551691438764,0.15517241111771707,0.292307687810651,0.22222221869488543,0.17241379013079672,0.24999999553571436,0.1886792417230332,0.17241379013079672,0.29508196237570555,0.19047618745275893,0.31481480898491093,0.30357142315051033,0.19999999636363644,0.15384615088757403,0.22950819295888208,0.22222221810699597,0.24074073628257897,0.20312499682617194,0.25454544991735545,0.2539682499370119,0.2537313394965472,0.3333333277777779,0.3157894681440444,0.19999999666666674,0.3749999933035716,0.17857142538265314,0.2982456088027086,0.34615383949704154,0.24561403077870123,0.21818181421487612,0.21052631209602962,0.3137254840445984,0.1578947340720222,0.20689654815695607,0.23728813157138762,0.24137930618311543,0.25454544991735545,0.22641509006763982,0.3090909034710745,0.3018867867568531,0.2758620642092748,0.17543859341335802,0.18644067480609028,0.25454544991735545,0.24528301423994314,0.18333333027777785,0.24561403077870123,0.38888888168724295,0.2666666622222223,0.3389830451019823,0.16071428284438782,0.2586206851961951,0.24137930618311543,0.29508196237570555,0.2586206851961951,0.24999999519230778,0.24137930618311543,0.24528301423994314,0.21052631209602962,0.1578947340720222,0.19607842752787397,0.19354838397502608,0.16949152255099115,0.24561403077870123,0.12962962722908097,0.1764705847750866,0.24999999519230778,0.18181817851239676,0.14814814540466398,0.22222221810699597,0.16071428284438782,0.3269230706360948,0.1929824527546938,0.24999999553571436,0.2075471658953365,0.14035087473068641,0.3906249938964845,0.16949152255099115,0.21311475060467622,0.13333333111111115,0.16949152255099115,0.17543859341335802
total seconds,0.0,4.4156494140625,19.13785219192505,31.733044862747192,133.43416595458984,166.2710280418396,189.78409004211426,214.0583574771881,243.32052040100098,268.32924699783325,288.24579763412476,316.34943079948425,338.71736693382263,364.09826946258545,383.2433876991272,404.46486806869507,427.68896436691284,448.4681785106659,471.4138560295105,493.1547431945801,509.63080978393555,527.6144247055054,549.0763158798218,566.2075071334839,586.7003791332245,603.6741371154785,618.4265522956848,633.1785833835602,654.550400018692,670.5191881656647,685.0581877231598,708.1739962100983,730.671624660492,746.4173009395599,763.6117346286774,777.9672017097473,791.1504843235016,803.5855128765106,815.8355360031128,829.4808478355408,842.947390794754,858.2129437923431,872.0988957881927,884.9215312004089,896.7827308177948,908.6537113189697,923.2350807189941,936.8336815834045,948.8498830795288,961.1014103889465,973.7557094097137,985.1288688182831,998.9575500488281,1010.9319953918457,1022.9231498241425,1033.0559837818146,1044.3107409477234,1055.4553549289703,1066.9741413593292,1077.1338858604431,1088.2373020648956,1099.3686628341675,1110.4736742973328,1120.016710281372,1130.8994092941284,1142.1726489067078,1154.081661939621,1189.1841397285461,1200.0339155197144,1210.9341838359833,1220.5246694087982,1232.5137777328491,1243.8668494224548,1254.8003816604614,1267.8701713085175,1279.1472523212433,1288.6538174152374,1299.2602231502533,1310.2354536056519,1319.6642248630524,1330.1757819652557,1342.7976503372192,1351.8157629966736,1361.9855167865753,1372.313572883606,1380.725760936737,1389.3781938552856,1398.4336366653442,1406.8743896484375,1417.5094153881073,1427.1604549884796,1435.1842403411865,1443.6567585468292,1451.873780965805,1461.1153655052185,1469.7488985061646,1479.6466014385223,1488.9398925304413,1497.9972183704376,1507.11026096344,1517.0722880363464,1524.4201004505157,1534.205369234085,1543.383786201477,1554.0514838695526,1564.0801939964294,1573.819906949997,1590.46919465065,1600.9295709133148,1610.8459491729736,1620.1297409534454,1631.1638932228088,1641.0962028503418,1650.6152896881104,1659.164456129074,1668.1038494110107,1676.2458696365356,1683.3520255088806,1693.7706263065338,1702.5441448688507,1710.205862045288,1718.9366521835327,1726.5365691184998,1735.0687172412872,1743.2833359241486,1750.2904291152954,1759.025351524353,1765.583706855774,1771.3530316352844,1777.8444910049438,1784.4910593032837,1790.7754430770874,1796.8018109798431,1802.3045012950897,1809.6069197654724,1817.5008471012115,1825.4474966526031,1832.9899859428406,1840.4759876728058,1846.9030542373657,1853.9402709007263,1860.025184392929,1866.889562368393,1874.236741065979,1880.5341446399689,1887.5405342578888,1894.4155659675598,1901.7956275939941,1909.0968158245087,1915.3228986263275,1922.2041523456573,1929.3945195674896,1935.5789260864258,1942.1960763931274,1948.77973985672,1955.196585893631,1961.5440316200256,1968.186462879181,1974.3117797374725,1980.5426445007324,1987.0808341503143,1993.6598072052002,2000.257361650467,2006.1462483406067,2013.3154871463776,2020.4692163467407,2026.9135229587555,2034.0766122341156,2041.630061864853,2048.0311362743378,2053.843168735504,2060.785263299942,2066.9375188350677,2074.415803194046,2081.596163749695,2089.083870410919,2095.9617006778717,2102.661539554596,2109.056602716446,2116.3127818107605,2122.8505387306213,2131.1978163719177,2137.545231819153,2143.4591870307922,2149.3465366363525,2155.414451122284,2161.2400908470154,2166.867750644684,2174.5449028015137,2182.5225825309753,2188.0771803855896,2195.097864627838,2202.2968089580536,2208.6784076690674,2215.149336338043,2221.2682354450226,2227.869124650955,2235.7859342098236
total minutes,0.0,0.07359415690104167,0.3189642031987508,0.5288840810457865,2.223902765909831,2.771183800697327,3.163068167368571,3.5676392912864685,4.055342006683349,4.472154116630554,4.804096627235412,5.272490513324738,5.645289448897044,6.068304491043091,6.387389794985453,6.741081134478251,7.128149406115214,7.474469641844432,7.856897600491842,8.219245719909669,8.49384682973226,8.793573745091756,9.151271931330363,9.436791785558064,9.778339652220408,10.061235618591308,10.30710920492808,10.552976389726004,10.909173333644867,11.175319802761077,11.417636462052663,11.80289993683497,12.177860411008199,12.440288348992665,12.72686224381129,12.966120028495789,13.185841405391693,13.393091881275177,13.597258933385213,13.824680797259013,14.049123179912566,14.303549063205718,14.53498159646988,14.748692186673482,14.946378846963247,15.144228521982829,15.38725134531657,15.613894693056743,15.814164717992147,16.018356839815777,16.22926182349523,16.418814480304718,16.649292500813804,16.848866589864095,17.048719163735708,17.21759972969691,17.40517901579539,17.590922582149506,17.78290235598882,17.952231431007384,18.137288367748262,18.322811047236126,18.507894571622213,18.6669451713562,18.848323488235472,19.036210815111797,19.23469436566035,19.819735662142435,20.000565258661904,20.182236397266387,20.342077823479972,20.541896295547485,20.731114157040913,20.913339694341023,21.131169521808623,21.319120872020722,21.47756362358729,21.65433705250422,21.837257560094198,21.994403747717538,22.169596366087596,22.379960838953654,22.530262716611226,22.699758613109587,22.871892881393432,23.012096015612283,23.156303230921427,23.307227277755736,23.447906494140625,23.625156923135123,23.786007583141327,23.919737339019775,24.060945975780488,24.197896349430085,24.351922758420308,24.495814975102743,24.660776690642038,24.815664875507355,24.96662030617396,25.118504349390665,25.284538133939108,25.407001674175262,25.57008948723475,25.72306310335795,25.900858064492542,26.068003233273824,26.23033178249995,26.507819910844166,26.682159515221915,26.847432486216228,27.00216234922409,27.186064887046815,27.35160338083903,27.51025482813517,27.65274093548457,27.801730823516845,27.937431160608927,28.055867091814676,28.22951043844223,28.37573574781418,28.503431034088134,28.64894420305888,28.77560948530833,28.917811954021452,29.054722265402475,29.171507151921592,29.31708919207255,29.4263951142629,29.52255052725474,29.630741516749065,29.74151765505473,29.846257384618124,29.946696849664054,30.03840835491816,30.16011532942454,30.291680785020194,30.424124944210053,30.549833099047344,30.67459979454676,30.781717570622764,30.899004515012106,31.00041973988215,31.114826039473215,31.237279017766316,31.34223574399948,31.45900890429815,31.573592766125998,31.696593793233237,31.818280263741812,31.922048310438793,32.03673587242762,32.15657532612483,32.2596487681071,32.36993460655212,32.47966233094533,32.58660976489385,32.69240052700043,32.80310771465302,32.90519632895788,33.009044075012206,33.11801390250524,33.22766345342,33.33762269417445,33.435770805676775,33.55525811910629,33.67448693911235,33.78189204931259,33.901276870568594,34.02716769774755,34.133852271238965,34.23071947892507,34.346421054999034,34.44895864725113,34.57359671990077,34.693269395828246,34.81806450684865,34.93269501129786,35.0443589925766,35.15094337860743,35.27187969684601,35.38084231217702,35.51996360619863,35.62575386365255,35.72431978384654,35.82244227727254,35.9235741853714,36.02066818078359,36.11446251074473,36.242415046691896,36.375376375516254,36.46795300642649,36.58496441046397,36.70494681596756,36.81130679448446,36.91915560563405,37.021137257417045,37.13115207751592,37.26309890349706
cummulative feedback,0.0,43.0,80.0,130.0,166.0,296.0,343.0,389.0,440.0,481.0,517.0,622.0,670.0,714.0,753.0,797.0,847.0,895.0,939.0,973.0,1007.0,1046.0,1088.0,1123.0,1151.0,1186.0,1217.0,1252.0,1285.0,1317.0,1354.0,1427.0,1465.0,1495.0,1521.0,1545.0,1564.0,1592.0,1615.0,1642.0,1667.0,1695.0,1720.0,1738.0,1765.0,1795.0,1817.0,1848.0,1870.0,1903.0,1931.0,1961.0,1995.0,2013.0,2035.0,2054.0,2082.0,2105.0,2126.0,2148.0,2166.0,2181.0,2203.0,2223.0,2246.0,2266.0,2291.0,2314.0,2337.0,2362.0,2382.0,2405.0,2429.0,2451.0,2464.0,2483.0,2505.0,2520.0,2545.0,2554.0,2572.0,2594.0,2605.0,2619.0,2637.0,2658.0,2674.0,2698.0,2706.0,2712.0,2723.0,2736.0,2753.0,2766.0,2779.0,2796.0,2810.0,2817.0,2827.0,2845.0,2859.0,2870.0,2896.0,2910.0,2921.0,2943.0,2956.0,3076.0,3100.0,3110.0,3127.0,3141.0,3161.0,3176.0,3186.0,3201.0,3212.0,3221.0,3240.0,3254.0,3264.0,3278.0,3288.0,3298.0,3316.0,3328.0,3345.0,3362.0,3373.0,3381.0,3395.0,3407.0,3420.0,3433.0,3447.0,3463.0,3480.0,3500.0,3518.0,3530.0,3551.0,3561.0,3578.0,3596.0,3610.0,3622.0,3634.0,3650.0,3659.0,3671.0,3685.0,3699.0,3713.0,3725.0,3742.0,3758.0,3774.0,3784.0,3795.0,3809.0,3822.0,3833.0,3847.0,3868.0,3884.0,3904.0,3913.0,3928.0,3942.0,3960.0,3975.0,3988.0,4002.0,4015.0,4027.0,4036.0,4046.0,4058.0,4068.0,4082.0,4089.0,4098.0,4111.0,4121.0,4129.0,4141.0,4150.0,4167.0,4178.0,4192.0,4203.0,4211.0,4236.0,4246.0,4259.0,4267.0,4277.0,4287.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
