,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0
Accumulated time steps,0.0,218.0,868.0,1632.0,2008.0,2393.0,2738.0,3139.0,3455.0,3767.0,4068.0,4401.0,4724.0,5043.0,5363.0,5672.0,5975.0,6279.0,6586.0,6947.0,7258.0,7560.0,7869.0,8241.0,9047.0,9352.0,9749.0,10069.0,10400.0,10707.0,10988.0,11298.0,11578.0,11884.0,12166.0,12463.0,12765.0,13066.0,13338.0,13632.0,13923.0,14213.0,14502.0,14783.0,15064.0,15364.0,15638.0,15927.0,16224.0,16499.0,16778.0,17050.0,17347.0,17642.0,17955.0,18254.0,18537.0,18819.0,19103.0,19373.0,19671.0,19955.0,20256.0,20543.0,20809.0,21099.0,21380.0,21666.0,21941.0,22225.0,22508.0,22837.0,23126.0,23406.0,23704.0,24005.0,24288.0,24583.0,24862.0,25143.0,25431.0,25713.0,26004.0,26298.0,26592.0,26862.0,27153.0,27441.0,27733.0,28011.0,28745.0,29026.0,29409.0,29692.0,29990.0,30281.0,30552.0,30885.0,31213.0,31501.0,32251.0,32590.0,32877.0,33161.0,33615.0,33961.0,34683.0,34983.0,35302.0,35582.0,35868.0,36231.0,36518.0,36813.0,37115.0,37465.0,37760.0,38055.0,38338.0,38628.0,38910.0,39201.0,39497.0,39816.0,40161.0,40442.0,40730.0,41017.0,41307.0,41607.0,41889.0,42179.0,42485.0,42770.0,43068.0,43393.0,43696.0,43983.0,44282.0,44568.0,44850.0,45168.0,45447.0,45735.0,46018.0,46327.0,46648.0,46939.0,47679.0,48056.0,48384.0,48665.0,48962.0,49302.0,49605.0,49911.0,50217.0,50509.0,50790.0,51089.0,51371.0,51663.0,51949.0,52224.0,52517.0,52824.0,53101.0,53380.0,53666.0,53932.0,54502.0,54792.0,55075.0,55381.0,55714.0,56006.0,56302.0,56595.0,56894.0,57182.0,57473.0,57766.0,58057.0,58339.0,58624.0,58897.0,59179.0,59467.0,59747.0,60042.0,60326.0
Episode reward,0.0,384.1026747275529,191.95103870746564,208.0451172993269,183.24558712191367,146.69229350297434,188.58100131933261,311.11201276925294,139.91164111103657,176.27469735034146,131.0321205234443,129.35297641958044,180.08751365341422,198.8748349471972,142.48266413179653,174.8662579657695,176.71734667697095,133.94827753406574,131.51828657123102,182.5139285155962,175.88156453888118,175.19447666067222,127.94698588169383,174.55853898944318,203.58134602911946,128.13696300556717,146.5624580783358,146.57241693471764,196.42500113382636,129.58714666314845,179.42870583609746,139.76067010540962,122.62276612464399,166.50567654328827,123.5905970509111,144.27229879480052,130.9334288384827,134.37650755465606,129.12042356737484,129.92665375929573,128.35672164665775,165.8158580447389,131.97342856452246,134.65372049598972,128.44914397729173,174.89876165387068,139.8780121712819,167.4544302323775,140.16854985952796,115.20822303855083,114.72078084526385,122.23843892581579,168.1183166460462,138.8924587742643,147.87995445232065,174.92563418500214,153.16381560521685,158.53377243626966,126.21886261507464,156.90855335908074,170.7572937588454,133.37861748967097,162.4836297364261,139.31605138139267,157.38357501507994,135.81153096202297,159.5763557087975,118.3808177876934,126.02804505783796,154.93740757794032,174.6825558878794,178.04006345103394,164.22566644230045,132.8827643203518,158.29588544780879,173.8135402828948,166.4450589397676,131.26576872928794,137.3338808745882,168.8470176424829,169.9527278188373,168.52579645320225,162.92846344633895,168.8280621913035,174.14844628512355,125.14891146206215,117.08092701708036,134.6334316064006,168.25723515953817,164.78610525954068,190.74969658390546,124.60726494877524,570.4766652512999,146.72040556512377,183.33849380728643,161.6919633900182,128.95034253183738,121.98967483268326,120.2133935255605,127.2558310796927,175.86256608641372,139.9305146196864,178.3640980325883,168.20090445965496,239.76676387153034,177.2087795183923,117.47139810584862,199.55655996112446,187.54413730497276,178.17321263207862,133.5487991848539,445.19925966574226,124.97077776736089,138.54427756234819,199.9909393979855,168.8939117341038,138.14745558039743,151.94685278669945,153.5329691986717,180.05179860306504,146.82781071724818,158.20836127075216,156.10777760501807,194.86819505393527,162.43633653885877,129.5541355302371,158.20448274713885,161.7590281503613,168.88773624043068,146.59358458511872,134.9856124409934,173.47775985347027,201.5658200034562,127.23472545284937,166.50480077429884,184.25915584036656,169.95749934342527,145.28294716507023,172.10762069790846,164.91478646308596,166.97746691402546,320.6856917921416,155.41890695338225,123.60757754239775,166.36035662709367,143.36377653337402,169.1313418110633,137.97311302324738,198.72881419280574,177.52980991582533,185.9686582841037,133.44112805201974,168.96424135583473,172.97646328305657,190.36618183615,179.70628563788526,178.1917448310875,169.7975366702129,150.45859119195336,144.6883592103014,173.42689998925138,181.83073496113798,163.2558966575088,172.5068752998045,167.92703626462213,185.8007413148493,128.51832267673396,134.50937446642936,166.64191755094626,126.74633828171382,137.71539247365257,132.57225805911634,128.52766789724026,192.46992704546037,164.26423844285677,187.6442010758141,124.06326346537807,154.74443749484675,140.10875714321853,134.8551859203846,177.70191797498225,137.47597197652365,177.58424573178002,147.91667632438558,171.85793049380914,124.90094878423085,146.6143258043513,134.13887028256974,166.8043291123545,119.71761196733759,127.22490296938469
Episode feedback,0.8,0.8156681990061373,0.6578947281855957,0.6249999921875001,0.6266666583111112,0.6969696864095503,0.6216216132213296,0.6689655126278241,0.6307692210650889,0.5483870879292405,0.5833333236111113,0.48275861236623085,0.49999999264705897,0.49333332675555563,0.58730157797934,0.5312499916992189,0.46774192793964636,0.4237288063774779,0.5087719208987382,0.5882352854671282,0.42028984898130656,0.4218749934082032,0.5087719208987382,0.46153845443786995,0.6699999933,0.49999999107142873,0.5081967129803818,0.6229508094598228,0.6865671539318335,0.4561403428747308,0.5079364998740238,0.4999999913793105,0.6730769101331364,0.46666665888888903,0.538461528106509,0.4482758543400715,0.5535714186862247,0.4561403428747308,0.3571428507653063,0.6481481361454049,0.33333332716049396,0.43103447532699185,0.4727272641322316,0.49999999107142873,0.3749999933035716,0.47540982827197004,0.3389830451019823,0.41666665972222233,0.3859649055093876,0.6274509680891968,0.43137254056132274,0.45283018013527965,0.3333333277777779,0.48275861236623085,0.46774192793964636,0.2999999950000001,0.35087718682671604,0.2982456088027086,0.24999999519230778,0.44642856345663284,0.2666666622222223,0.3749999933035716,0.40350876485072346,0.4482758543400715,0.32142856568877565,0.3571428507653063,0.3571428507653063,0.3269230706360948,0.38888888168724295,0.3157894681440444,0.41935483194588985,0.29508196237570555,0.3275862012485138,0.3090909034710745,0.3275862012485138,0.46666665888888903,0.32203389284688316,0.41818181057851256,0.32142856568877565,0.32203389284688316,0.22033897931628849,0.3050847405917841,0.31034482223543414,0.3333333277777779,0.3666666605555557,0.47169810430758297,0.2692307640532545,0.3749999933035716,0.3050847405917841,0.3050847405917841,0.38095237490551787,0.3773584834460664,0.6024096349252431,0.2363636320661158,0.46774192793964636,0.36206895927467314,0.3818181748760332,0.45098038331411017,0.47058822606689754,0.25454544991735545,0.43333332611111125,0.5862068864447089,0.42622950120935243,0.44067795863257697,0.4795918318408997,0.2857142811791384,0.4199999916000002,0.40298506861216316,0.4888888834567902,0.43333332611111125,0.4642857059948981,0.548387092351717,0.4999999907407409,0.4642857059948981,0.40298506861216316,0.37288134961218056,0.3571428507653063,0.39999999333333347,0.42857142091836753,0.42622950120935243,0.43103447532699185,0.4915254153978743,0.4821428485331634,0.4393939327364556,0.48275861236623085,0.3773584834460664,0.3793103382877528,0.46551723335315115,0.34482758026159344,0.47368420221606666,0.4545454462809919,0.19999999666666674,0.47826086263390055,0.46296295438957497,0.42622950120935243,0.4920634842529606,0.4576271108876761,0.41379309631391215,0.316666661388889,0.26315789012003704,0.43103447532699185,0.47058823068050754,0.25454544991735545,0.41818181057851256,0.2586206851961951,0.41379309631391215,0.40677965412237876,0.33333332748538025,0.35384614840236694,0.45901638591776417,0.3906249938964845,0.41379309631391215,0.3666666605555557,0.2999999950000001,0.3749999941406251,0.46774192793964636,0.24590163531308795,0.41379309631391215,0.22222221810699597,0.41379309631391215,0.2666666622222223,0.41935483194588985,0.3965517173008325,0.22580644797086374,0.32203389284688316,0.41269840614764436,0.44444443621399193,0.3818181748760332,0.3050847405917841,0.42307691494082855,0.44642856345663284,0.5272727176859506,0.32727272132231416,0.276923072662722,0.3859649055093876,0.2968749953613282,0.3773584834460664,0.2678571380739797,0.36206895927467314,0.2280701714373654,0.22950819295888208,0.30357142315051033,0.3333333277777779,0.41818181057851256,0.3389830451019823,0.3653846083579883,0.3275862012485138,0.32727272132231416,0.3559321973570814,0.39215685505574793,0.35849055927376305
total seconds,0.0,9.48112678527832,36.688321352005005,67.63167381286621,81.14155840873718,97.14812707901001,110.46839570999146,126.15900444984436,135.8228919506073,148.24359345436096,158.6602258682251,168.33846306800842,178.5362889766693,189.02534556388855,200.81001257896423,211.6087188720703,220.22635698318481,229.4372045993805,238.21598076820374,249.48221683502197,258.72752141952515,268.0346927642822,279.32899141311646,290.77085399627686,318.5088107585907,329.72986483573914,344.378470659256,353.9201657772064,363.69555044174194,372.8617091178894,383.99757075309753,394.3248188495636,403.7286922931671,413.28820967674255,422.11089992523193,429.93592071533203,438.75347876548767,448.51731967926025,458.61064553260803,467.938658952713,475.32380509376526,484.3333275318146,493.5807054042816,501.1336421966553,508.71796584129333,516.0205726623535,524.1426959037781,532.2732343673706,541.4530954360962,550.8037884235382,559.4888827800751,568.501965045929,577.5677003860474,584.9013888835907,594.0766062736511,603.0808899402618,610.8725304603577,618.833456993103,626.3966631889343,635.5276181697845,643.5778648853302,650.9065291881561,657.7836334705353,665.3735570907593,671.599710226059,678.8534767627716,685.6093533039093,692.8402502536774,700.6364026069641,707.5215775966644,714.2476539611816,723.2796034812927,730.5886869430542,738.4775969982147,747.1743743419647,755.9491539001465,763.4845304489136,771.9327239990234,778.6765193939209,784.8998363018036,792.6537528038025,799.848883152008,806.2200243473053,813.8373193740845,820.7211401462555,827.6543252468109,835.2196912765503,842.7619540691376,848.3726434707642,855.0448639392853,876.2079315185547,884.931432723999,896.9323518276215,904.9074172973633,912.4246826171875,920.5965192317963,928.7945024967194,938.382529258728,947.8482649326324,956.1727433204651,977.6590857505798,988.7657024860382,997.5782377719879,1005.6365447044373,1018.735652923584,1027.4144368171692,1046.1785278320312,1054.741402387619,1064.6931014060974,1074.229600906372,1081.643201828003,1091.8660011291504,1100.3883471488953,1109.8573079109192,1117.242201089859,1125.5665040016174,1134.1735846996307,1141.8528225421906,1151.3866651058197,1158.0327999591827,1165.4845597743988,1173.748046875,1181.3990535736084,1190.6260352134705,1199.6674211025238,1205.9524195194244,1213.64608836174,1221.4530770778656,1229.362268447876,1237.7488191127777,1246.1425457000732,1254.009922027588,1262.3093254566193,1271.8692848682404,1279.726883172989,1290.2092459201813,1298.3781456947327,1306.7707033157349,1314.775281906128,1322.514464855194,1330.3965556621552,1338.6713211536407,1345.9268679618835,1353.7273216247559,1361.0094442367554,1368.6044790744781,1376.3094589710236,1383.9741806983948,1402.1397202014923,1411.7546832561493,1420.6710760593414,1427.125587463379,1435.577776670456,1444.276359796524,1451.809808254242,1460.6532897949219,1466.8218121528625,1474.6609797477722,1481.867527961731,1489.1621372699738,1496.0907354354858,1502.750182390213,1509.1200859546661,1517.4314420223236,1525.0868637561798,1532.66743850708,1539.1065762043,1545.5167722702026,1551.8409593105316,1558.4512174129486,1572.5552299022675,1579.934686422348,1587.1001179218292,1595.2227401733398,1603.8767976760864,1610.8729112148285,1617.7539982795715,1623.3818953037262,1631.8792922496796,1638.273105621338,1645.5989179611206,1653.2412657737732,1661.0760815143585,1670.4317767620087,1676.8692815303802,1683.7051384449005,1691.3194470405579,1698.0802221298218,1705.3775260448456,1711.945320367813,1718.0333304405212
total minutes,0.0,0.15801877975463868,0.6114720225334167,1.1271945635477703,1.3523593068122863,1.6191354513168335,1.8411399284998575,2.102650074164073,2.263714865843455,2.4707265575726827,2.6443370978037515,2.8056410511334735,2.975604816277822,3.150422426064809,3.346833542982737,3.526811981201172,3.67043928305308,3.823953409989675,3.970266346136729,4.158036947250366,4.312125356992086,4.467244879404704,4.655483190218607,4.846180899937948,5.308480179309845,5.495497747262319,5.739641177654266,5.898669429620107,6.0615925073623655,6.21436181863149,6.399959512551626,6.572080314159393,6.7288115382194515,6.88813682794571,7.035181665420533,7.165598678588867,7.312557979424795,7.475288661321004,7.6435107588768005,7.798977649211883,7.922063418229421,8.072222125530242,8.22634509007136,8.352227369944254,8.478632764021556,8.600342877705891,8.735711598396302,8.87122057278951,9.02421825726827,9.180063140392303,9.32481471300125,9.475032750765482,9.626128339767456,9.748356481393179,9.901276771227518,10.051348165671032,10.181208841005962,10.313890949885051,10.439944386482239,10.592126969496409,10.726297748088836,10.848442153135936,10.963060557842255,11.089559284845988,11.193328503767649,11.31422461271286,11.426822555065154,11.547337504227956,11.677273376782734,11.79202629327774,11.904127566019694,12.054660058021545,12.17647811571757,12.307959949970245,12.452906239032746,12.599152565002441,12.72474217414856,12.865545399983723,12.977941989898682,13.081663938363393,13.210895880063374,13.330814719200134,13.437000405788421,13.563955322901409,13.678685669104258,13.794238754113515,13.920328187942506,14.04603256781896,14.13954405784607,14.250747732321422,14.603465525309245,14.74885721206665,14.948872530460358,15.081790288289389,15.207078043619791,15.343275320529937,15.479908374945323,15.6397088209788,15.79747108221054,15.936212388674418,16.294318095842996,16.479428374767302,16.626303962866466,16.76060907840729,16.9789275487264,17.12357394695282,17.43630879720052,17.579023373126983,17.744885023434957,17.903826681772866,18.027386697133384,18.19776668548584,18.33980578581492,18.49762179851532,18.62070335149765,18.75944173336029,18.90289307832718,19.030880375703177,19.18977775176366,19.300546665986378,19.424742662906645,19.562467447916667,19.689984226226805,19.84376725355784,19.994457018375396,20.099206991990407,20.227434806029002,20.357551284631093,20.48937114079793,20.629146985212962,20.769042428334554,20.900165367126466,21.03848875761032,21.197821414470674,21.32878138621648,21.50348743200302,21.639635761578877,21.779511721928916,21.912921365102132,22.041907747586567,22.173275927702587,22.311188685894013,22.432114466031393,22.562122027079266,22.683490737279257,22.8100746512413,22.938490982850393,23.066236344973245,23.368995336691537,23.52924472093582,23.67785126765569,23.78542645772298,23.926296277840933,24.0712726632754,24.1968301375707,24.34422149658203,24.447030202547708,24.577682995796202,24.697792132695515,24.819368954499563,24.93484559059143,25.045836373170218,25.15200143257777,25.290524033705392,25.418114395936332,25.544457308451335,25.651776270071664,25.758612871170044,25.86401598850886,25.974186956882477,26.20925383170446,26.3322447737058,26.451668632030486,26.587045669555664,26.731279961268108,26.847881853580475,26.962566637992857,27.05636492172877,27.197988204161327,27.304551760355633,27.426648632685342,27.554021096229555,27.684601358572642,27.840529612700145,27.947821358839672,28.06175230741501,28.188657450675965,28.30133703549703,28.422958767414094,28.53242200613022,28.633888840675354
cummulative feedback,0.0,177.0,227.0,277.0,324.0,370.0,416.0,513.0,554.0,588.0,623.0,651.0,685.0,722.0,759.0,793.0,822.0,847.0,876.0,916.0,945.0,972.0,1001.0,1031.0,1098.0,1126.0,1157.0,1195.0,1241.0,1267.0,1299.0,1328.0,1363.0,1391.0,1419.0,1445.0,1476.0,1502.0,1522.0,1557.0,1575.0,1600.0,1626.0,1654.0,1675.0,1704.0,1724.0,1749.0,1771.0,1803.0,1825.0,1849.0,1869.0,1897.0,1926.0,1944.0,1964.0,1981.0,1994.0,2019.0,2035.0,2056.0,2079.0,2105.0,2123.0,2143.0,2163.0,2180.0,2201.0,2219.0,2245.0,2263.0,2282.0,2299.0,2318.0,2346.0,2365.0,2388.0,2406.0,2425.0,2438.0,2456.0,2474.0,2494.0,2516.0,2541.0,2555.0,2576.0,2594.0,2612.0,2636.0,2656.0,2756.0,2769.0,2798.0,2819.0,2840.0,2863.0,2887.0,2901.0,2927.0,2961.0,2987.0,3013.0,3060.0,3078.0,3099.0,3126.0,3170.0,3196.0,3222.0,3290.0,3317.0,3343.0,3370.0,3392.0,3412.0,3436.0,3460.0,3486.0,3511.0,3540.0,3567.0,3596.0,3624.0,3644.0,3666.0,3693.0,3713.0,3740.0,3765.0,3777.0,3810.0,3835.0,3861.0,3892.0,3919.0,3943.0,3962.0,3977.0,4002.0,4050.0,4064.0,4087.0,4102.0,4126.0,4150.0,4169.0,4192.0,4220.0,4245.0,4269.0,4291.0,4309.0,4333.0,4362.0,4377.0,4401.0,4413.0,4437.0,4453.0,4479.0,4502.0,4516.0,4535.0,4561.0,4585.0,4606.0,4624.0,4646.0,4671.0,4700.0,4718.0,4736.0,4758.0,4777.0,4797.0,4812.0,4833.0,4846.0,4860.0,4877.0,4897.0,4920.0,4940.0,4959.0,4978.0,4996.0,5017.0,5037.0,5056.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
