,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0
Accumulated time steps,0.0,501.0,1401.0,1722.0,2031.0,2340.0,2647.0,3005.0,3328.0,3640.0,3982.0,4274.0,5003.0,5360.0,5713.0,6004.0,6379.0,7133.0,7421.0,7710.0,8031.0,8345.0,8660.0,8965.0,9252.0,9564.0,9863.0,10159.0,10438.0,10738.0,11045.0,11618.0,11925.0,12215.0,12513.0,12868.0,13157.0,13451.0,13763.0,14133.0,14411.0,14707.0,14996.0,15291.0,15588.0,15879.0,16174.0,16453.0,16759.0,17048.0,17440.0,17726.0,18030.0,18333.0,18632.0,18925.0,19220.0,19516.0,19806.0,20096.0,20396.0,20675.0,20966.0,21251.0,22125.0,22421.0,22712.0,23013.0,23305.0,23590.0,23968.0,24249.0,24536.0,24820.0,25108.0,25439.0,25726.0,26014.0,26293.0,26637.0,26944.0,27237.0,27525.0,27822.0,28110.0,28395.0,28714.0,29013.0,29307.0,29602.0,29895.0,30209.0,30490.0,30775.0,31073.0,31356.0,31658.0,31947.0,32240.0,32526.0,32825.0,33105.0,33392.0,33685.0,33969.0,34264.0,34559.0,34850.0,35137.0,35527.0,35826.0,36123.0,36807.0,37102.0,37399.0,37682.0,38050.0,38359.0,38704.0,38995.0,39294.0,40028.0,40352.0,40652.0,40928.0,41218.0,41505.0,42242.0,42530.0,42811.0,43100.0,43377.0,43954.0,44256.0,44550.0,44845.0,45139.0,45425.0,45719.0,46013.0,46315.0,46586.0,46873.0,47150.0,47427.0,47719.0,48015.0,48308.0,48593.0,48884.0,49187.0,49483.0,50167.0,50461.0,50754.0,51050.0,51343.0,51623.0,51920.0,52653.0,52948.0,53223.0,53506.0,53793.0,54067.0,54358.0,54637.0,54930.0,55222.0,55588.0,55878.0,56170.0,56456.0,56752.0,57040.0,57331.0,57617.0,57899.0,58189.0,58468.0,58751.0,59208.0,59492.0,59770.0,60071.0,60367.0
Episode reward,0.0,313.7425978667707,373.29263000074684,145.37632869531632,186.08338807342844,176.9321520242086,136.3947597311162,161.44504941565341,174.88454667719935,176.48489156075993,175.29198972880388,134.0569987416249,1723.5455051725783,176.05066202726852,174.133853861089,120.66904336089624,236.91188111131976,174.35598230677397,126.01165356418089,180.10454283899335,192.2230872665893,121.28709253650858,163.52066848474382,187.2748815666476,165.8447299501424,189.12194752606817,172.28043441066282,229.91725343218476,119.04311086150939,177.96244248693142,183.51282021880172,187.4397901777163,168.53541849027204,169.56600301953856,165.05451447469449,175.1240437592272,169.5822868614231,122.02914569976103,162.64861580149062,166.06997064198134,155.7453847097805,133.17906204531374,173.03947478616806,161.82906505003325,178.69344536381817,175.6260029364057,169.335768738092,159.32459788407397,178.46381663724574,186.25485367026874,171.67418911539187,171.22205827114865,188.7924534208013,168.1273976292094,144.521255160833,155.69255093492202,185.29796136063686,187.30899304817356,168.53157054296813,157.03116416515837,161.89626385936276,192.33555793644138,135.76254373890663,125.46486119031532,796.4871716217358,178.94825729353275,137.48521197431685,193.19530203632155,123.87046679743422,168.07179281920392,164.34424941054996,122.764236687451,175.95850215088566,123.6466177726123,156.2311651885041,274.4210869401987,180.9240168445188,199.48356545599543,164.43742598874977,280.36191057011564,177.4433914261579,183.03071253624165,130.86759082126872,161.40837916424493,182.95924658035858,129.81356993567874,339.4019857778867,143.65576197859423,146.45377453397418,164.23628313314651,195.18304701409244,197.61915130162112,125.78067728948929,128.5876841070664,190.1836630775185,164.87893549232203,181.19018253800763,171.23411546459326,126.62657587030246,120.6868000306363,182.5529357240118,151.29648252852826,166.44739475933417,152.8887522469789,143.9276619994403,178.543625187978,181.33106173329693,178.37180230940763,119.20828971499566,124.42017427323283,177.86654273662336,127.14647606209704,169.6426316724035,174.34607174074316,175.36430306833117,151.7552417138389,191.6122781516357,199.57223348606138,164.2570048530116,141.70883737634924,132.0192352925292,190.85887417581537,181.00622558152943,136.69790713155882,171.7662131964119,129.74226571091333,169.67965937453798,152.08860397079692,175.23163521689276,191.29869582280466,168.49200807144035,131.5758022338123,168.63671755825703,159.97152505057164,128.4692373212764,171.77958189049218,136.87232008439386,124.98395663932264,158.41383753246126,130.2871431911297,177.26414360969318,131.77979274991907,132.06271285161984,184.34606616336697,115.29356023864682,125.46595244706899,167.98195469480865,170.83388059792577,125.86234871562668,132.9256014058654,272.5190480625556,187.69484527031216,165.18762199138146,187.11423799170765,121.82201894083245,151.45172347625737,165.70739849225214,132.7213184413939,139.6859837920377,124.92563453967225,196.3486998569763,124.68686693676254,136.75491016294075,169.61868811590767,121.87881437145765,125.83697439415896,122.22431983003011,137.24598482596068,182.3639137528586,189.74053550596906,175.3052403521342,181.06958596928106,192.87769147806335,158.59708981153975,169.66338330356547,136.9612543293749,161.16335387342278,175.38475695565813,132.2720979906556,130.3165437499007,160.3227490225153,162.38103299079103,138.81495093540167,165.16004458498486,190.3567605730118,157.61325333358843
Episode feedback,0.8,0.801999998396,0.7322834588009176,0.6249999902343751,0.6212121117998165,0.5468749914550782,0.5964912176054172,0.41379309631391215,0.6393442518140287,0.7258064399063477,0.5555555467372135,0.6909090783471077,0.721999998556,0.5161290239334029,0.5666666572222224,0.538461528106509,0.7397260172640272,0.6885245788766463,0.6415094218583128,0.453124992919922,0.584615375621302,0.45098038331411017,0.4999999916666668,0.49230768473372793,0.48275861236623085,0.5312499916992189,0.5423728721631716,0.6567164081087103,0.5294117543252598,0.5312499916992189,0.5555555467372135,0.569230760473373,0.32203389284688316,0.5833333236111113,0.2999999950000001,0.45901638591776417,0.5689655074316292,0.3846153772189351,0.44067795863257697,0.593220328928469,0.49122806155740245,0.44444443621399193,0.45901638591776417,0.5254237199080726,0.41269840614764436,0.45901638591776417,0.46666665888888903,0.3928571358418369,0.35483870395421446,0.3709677359521333,0.5254237199080726,0.48333332527777795,0.34920634366339137,0.3333333277777779,0.37288134961218056,0.49999999107142873,0.44444443738977085,0.3333333280423281,0.3333333277777779,0.33928570822704096,0.5964912176054172,0.4218749934082032,0.5090908998347109,0.3207547109291564,0.5445544527497305,0.35483870395421446,0.5357142761479594,0.4062499936523439,0.4615384526627221,0.5084745676529735,0.4999999913793105,0.4905660284798863,0.39344261650094076,0.3653846083579883,0.5357142761479594,0.5454545399449037,0.4838709599375652,0.34328357696591677,0.5087719208987382,0.5876288599213519,0.6065573671056169,0.41269840614764436,0.3962264076183697,0.3965517173008325,0.38095237490551787,0.40384614607988184,0.5612244840691379,0.3859649055093876,0.4915254153978743,0.3157894681440444,0.44776118734684794,0.384615378698225,0.3846153772189351,0.24074073628257897,0.49999999218750013,0.28070174946137283,0.403225799947971,0.38333332694444455,0.46296295438957497,0.4615384526627221,0.44444443738977085,0.3090909034710745,0.3275862012485138,0.33928570822704096,0.36206895927467314,0.40983605885514657,0.3650793592844546,0.38709676795005216,0.3999999920000002,0.43137254056132274,0.29508196237570555,0.38888888168724295,0.3559321973570814,0.2786885200214997,0.39344261650094076,0.32727272132231416,0.36923076355029594,0.35384614840236694,0.5263157802400741,0.28070174946137283,0.24074073628257897,0.41269840614764436,0.30645160796045795,0.32727272132231416,0.2666666622222223,0.35087718682671604,0.22413792717003575,0.2909090856198348,0.43333332611111125,0.35384614840236694,0.3965517173008325,0.43636362842975224,0.3389830451019823,0.4107142783801022,0.415094331790673,0.39344261650094076,0.3859649055093876,0.2692307640532545,0.4482758543400715,0.3090909034710745,0.3650793592844546,0.277777772633745,0.3571428507653063,0.30645160796045795,0.2799999944000001,0.33962263510145974,0.22033897931628849,0.3666666605555557,0.3773584834460664,0.3636363570247935,0.3918918865960556,0.36923076355029594,0.3965517173008325,0.3650793592844546,0.30769230177514806,0.25925925445816195,0.33333332748538025,0.2909090856198348,0.28070174946137283,0.23076922633136104,0.292307687810651,0.2549019557862362,0.2727272677685951,0.25423728382648675,0.2884615329142013,0.3207547109291564,0.47058822606689754,0.40350876485072346,0.41935483194588985,0.31249999511718757,0.3278688470841173,0.26984126555807514,0.3593749943847657,0.3275862012485138,0.41379309631391215,0.33928570822704096,0.35087718682671604,0.2999999950000001,0.3818181748760332,0.3018867867568531,0.21052631209602962,0.3965517173008325,0.3859649055093876,0.32142856568877565,0.41269840614764436,0.33333332748538025
total seconds,0.0,18.73384118080139,51.800989866256714,63.44553780555725,75.86956882476807,86.44522190093994,97.5945394039154,109.49283957481384,120.70819330215454,134.88253617286682,146.3486943244934,156.28398895263672,184.0514621734619,195.25883674621582,208.540598154068,218.95884203910828,233.4755244255066,262.6402952671051,274.2747449874878,283.84945607185364,296.6914668083191,306.8021171092987,317.3458297252655,327.79552006721497,336.81325101852417,348.4303286075592,360.2591588497162,371.83760499954224,382.8571562767029,392.53924012184143,402.913871049881,423.7855362892151,433.08059000968933,442.4775502681732,452.40560603141785,464.26529693603516,473.49844002723694,483.2978308200836,494.15110325813293,504.4149205684662,513.2966284751892,524.0574507713318,533.3439257144928,541.7015166282654,550.5179636478424,557.7520713806152,566.7897000312805,575.4504427909851,584.7907915115356,593.9466586112976,606.3368673324585,615.0120513439178,623.620974779129,631.5319221019745,640.1432814598083,648.402640581131,656.6581511497498,665.2331621646881,673.3043825626373,680.8699958324432,689.7751281261444,697.5428702831268,704.3365426063538,712.0381991863251,736.8740088939667,744.4120972156525,752.3964147567749,761.8509254455566,769.2268784046173,777.457932472229,790.3802638053894,799.2484495639801,806.6263961791992,814.4976804256439,823.2598495483398,833.4996194839478,841.7973401546478,849.6728780269623,856.8062191009521,867.2595083713531,879.0601308345795,888.3304827213287,897.3004939556122,905.5592041015625,913.587159872055,921.6283164024353,931.5562491416931,939.3495230674744,947.2678906917572,957.5124170780182,965.7942609786987,975.2335431575775,982.3222615718842,989.3842437267303,997.6886188983917,1004.4966442584991,1013.2916178703308,1020.72376704216,1028.3769681453705,1036.7499041557312,1044.6619310379028,1052.3347651958466,1060.022394657135,1067.5800068378448,1075.9394257068634,1083.7465558052063,1091.3613283634186,1099.085562467575,1106.3195855617523,1118.1375999450684,1125.9443924427032,1134.3602693080902,1151.8227829933167,1158.9452302455902,1167.135892868042,1174.5354874134064,1185.3776564598083,1192.6473450660706,1201.163279056549,1209.299856185913,1218.0564918518066,1237.495847940445,1246.0833435058594,1255.234786272049,1263.0795125961304,1270.7902805805206,1278.027467250824,1295.7288935184479,1304.0667459964752,1310.8724172115326,1318.5616509914398,1325.242357969284,1340.6477167606354,1348.9853537082672,1356.279437303543,1363.6513540744781,1371.8562247753143,1379.7740170955658,1388.0605337619781,1394.9763514995575,1401.9555268287659,1409.0010268688202,1416.636777639389,1423.231446504593,1430.2130341529846,1437.3104100227356,1444.5590484142303,1453.171936750412,1460.3623418807983,1467.716102361679,1475.5479426383972,1483.3277728557587,1500.6414811611176,1508.784061908722,1516.1881251335144,1523.2616233825684,1530.6840398311615,1537.7706065177917,1544.238270998001,1562.6876482963562,1569.7557356357574,1578.066370010376,1584.994214296341,1591.614177942276,1600.033366203308,1606.9407725334167,1613.8096697330475,1621.4904687404633,1628.63889503479,1637.09996676445,1644.6775014400482,1650.3908133506775,1657.9403104782104,1666.4995095729828,1674.332941532135,1680.1661615371704,1686.9976484775543,1693.6483726501465,1700.6947689056396,1707.4064977169037,1713.07941031456,1723.2885189056396,1731.6692354679108,1737.9079759120941,1746.7003054618835,1754.3446171283722
total minutes,0.0,0.3122306863466899,0.8633498311042785,1.0574256300926208,1.2644928137461344,1.440753698348999,1.6265756567319234,1.8248806595802307,2.011803221702576,2.2480422695477804,2.4391449054082233,2.604733149210612,3.0675243695576984,3.2543139457702637,3.475676635901133,3.6493140339851378,3.8912587404251098,4.377338254451752,4.571245749791463,4.730824267864227,4.944857780138651,5.113368618488312,5.289097162087758,5.463258667786916,5.613554183642069,5.80717214345932,6.004319314161936,6.197293416659037,6.380952604611715,6.542320668697357,6.715231184164683,7.063092271486918,7.218009833494822,7.374625837802887,7.540093433856964,7.73775494893392,7.891640667120615,8.054963847001394,8.235851720968883,8.40691534280777,8.55494380791982,8.734290846188863,8.88906542857488,9.02835861047109,9.175299394130707,9.295867856343587,9.446495000521342,9.590840713183086,9.746513191858927,9.89911097685496,10.105614455540975,10.250200855731965,10.393682912985485,10.525532035032908,10.669054690996806,10.806710676352184,10.944302519162497,11.087219369411468,11.221739709377289,11.347833263874055,11.496252135435741,11.62571450471878,11.738942376772563,11.867303319772084,12.281233481566112,12.40686828692754,12.539940245946248,12.697515424092611,12.820447973410289,12.957632207870484,13.17300439675649,13.320807492733001,13.44377326965332,13.574961340427398,13.72099749247233,13.891660324732463,14.02995566924413,14.161214633782704,14.280103651682536,14.454325139522552,14.651002180576324,14.805508045355479,14.955008232593537,15.092653401692708,15.226452664534252,15.360471940040588,15.525937485694886,15.655825384457906,15.787798178195953,15.958540284633637,16.096571016311646,16.253892385959624,16.372037692864737,16.489737395445506,16.62814364830653,16.741610737641654,16.88819363117218,17.012062784036,17.139616135756174,17.279165069262188,17.411032183965048,17.53891275326411,17.66703991095225,17.79300011396408,17.932323761781056,18.06244259675344,18.189355472723644,18.318092707792918,18.43865975936254,18.63562666575114,18.765739874045053,18.90600448846817,19.197046383221945,19.315753837426502,19.452264881134035,19.575591456890105,19.756294274330138,19.877455751101177,20.019387984275816,20.15499760309855,20.300941530863444,20.624930799007416,20.768055725097657,20.920579771200817,21.051325209935506,21.179838009675343,21.300457787513732,21.5954815586408,21.73444576660792,21.84787362019221,21.976027516523995,22.087372632821403,22.344128612677256,22.48308922847112,22.604657288392385,22.727522567907968,22.864270412921904,22.99623361825943,23.134342229366304,23.249605858325957,23.365925447146097,23.48335044781367,23.610612960656486,23.720524108409883,23.836883902549744,23.955173500378926,24.07598414023717,24.21953227917353,24.33937236467997,24.461935039361318,24.592465710639953,24.722129547595976,25.010691352685292,25.146401031812033,25.269802085558574,25.387693723042805,25.51140066385269,25.629510108629862,25.73730451663335,26.044794138272604,26.16259559392929,26.3011061668396,26.41657023827235,26.5269029657046,26.667222770055137,26.782346208890278,26.896827828884124,27.024841145674387,27.143981583913167,27.284999446074167,27.411291690667472,27.506513555844624,27.632338507970175,27.77499182621638,27.905549025535585,28.00276935895284,28.116627474625904,28.227472877502443,28.344912815093995,28.456774961948394,28.551323505242667,28.721475315093993,28.861153924465178,28.965132931868236,29.11167175769806,29.239076952139538
cummulative feedback,0.0,401.0,494.0,534.0,575.0,610.0,644.0,668.0,707.0,752.0,787.0,825.0,1186.0,1218.0,1252.0,1280.0,1334.0,1376.0,1410.0,1439.0,1477.0,1500.0,1530.0,1562.0,1590.0,1624.0,1656.0,1700.0,1727.0,1761.0,1796.0,1833.0,1852.0,1887.0,1905.0,1933.0,1966.0,1986.0,2012.0,2047.0,2075.0,2099.0,2127.0,2158.0,2184.0,2212.0,2240.0,2262.0,2284.0,2307.0,2338.0,2367.0,2389.0,2409.0,2431.0,2459.0,2487.0,2508.0,2528.0,2547.0,2581.0,2608.0,2636.0,2653.0,2763.0,2785.0,2815.0,2841.0,2865.0,2895.0,2924.0,2950.0,2974.0,2993.0,3023.0,3077.0,3107.0,3130.0,3159.0,3216.0,3253.0,3279.0,3300.0,3323.0,3347.0,3368.0,3423.0,3445.0,3474.0,3492.0,3522.0,3547.0,3567.0,3580.0,3612.0,3628.0,3653.0,3676.0,3701.0,3725.0,3753.0,3770.0,3789.0,3808.0,3829.0,3854.0,3877.0,3901.0,3921.0,3943.0,3961.0,3982.0,4003.0,4020.0,4044.0,4062.0,4086.0,4109.0,4139.0,4155.0,4168.0,4194.0,4213.0,4231.0,4247.0,4267.0,4280.0,4296.0,4322.0,4345.0,4368.0,4392.0,4412.0,4435.0,4457.0,4481.0,4503.0,4517.0,4543.0,4560.0,4583.0,4598.0,4618.0,4637.0,4651.0,4669.0,4682.0,4704.0,4724.0,4744.0,4773.0,4797.0,4820.0,4843.0,4859.0,4873.0,4892.0,4908.0,4924.0,4936.0,4955.0,4968.0,4983.0,4998.0,5013.0,5030.0,5054.0,5077.0,5103.0,5123.0,5143.0,5160.0,5183.0,5202.0,5226.0,5245.0,5265.0,5283.0,5304.0,5320.0,5332.0,5355.0,5377.0,5395.0,5421.0,5440.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
