,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0
Accumulated time steps,0.0,482.0,937.0,1513.0,2064.0,2458.0,2870.0,3188.0,3521.0,3828.0,4139.0,4939.0,5356.0,5730.0,6094.0,6440.0,6916.0,7280.0,7637.0,8264.0,8620.0,8910.0,9212.0,9500.0,9791.0,10078.0,10362.0,10644.0,10924.0,11216.0,11494.0,12230.0,12545.0,12856.0,13151.0,13446.0,14036.0,14350.0,14644.0,14946.0,15248.0,15581.0,15868.0,16181.0,16478.0,17212.0,17546.0,17851.0,18136.0,18419.0,18700.0,18986.0,19264.0,19550.0,19838.0,20234.0,20523.0,20792.0,21111.0,21403.0,21685.0,21979.0,22255.0,22555.0,22843.0,23125.0,23414.0,23693.0,23983.0,24277.0,24568.0,24866.0,25148.0,25432.0,25713.0,25992.0,26275.0,26562.0,26848.0,27137.0,27419.0,27705.0,27998.0,28266.0,28550.0,28832.0,29113.0,29408.0,29698.0,29989.0,30280.0,30586.0,31351.0,31643.0,31927.0,32220.0,32501.0,32833.0,33138.0,33425.0,33729.0,34271.0,34564.0,34900.0,35205.0,35480.0,35781.0,36063.0,36347.0,36619.0,36911.0,37206.0,37541.0,37860.0,38410.0,38748.0,39049.0,39441.0,39739.0,40020.0,40309.0,40578.0,40863.0,41591.0,41899.0,42196.0,42483.0,42768.0,43039.0,43321.0,43598.0,43878.0,44154.0,44437.0,44734.0,45032.0,45323.0,45601.0,45889.0,46189.0,46913.0,47198.0,47484.0,47767.0,48046.0,48345.0,48631.0,48914.0,49207.0,49497.0,49804.0,50084.0,50381.0,50669.0,51020.0,51306.0,51609.0,51903.0,52191.0,52481.0,52780.0,53063.0,53342.0,53759.0,54099.0,54412.0,54728.0,55027.0,55321.0,55699.0,56009.0,56313.0,56698.0,56996.0,57293.0,57583.0,57870.0,58220.0,58507.0,58785.0,59074.0,59357.0,59688.0,59968.0,60263.0
Episode reward,0.0,458.0559871376249,140.9652268601895,244.38881743261186,196.65770806374462,204.55621184581327,127.81438856894499,179.54734525879212,132.5573587428283,136.345879488186,168.3841114930562,229.89663623070908,225.02375052890116,199.89889587396598,294.6751697161288,311.2490728045218,134.99986800965306,259.12301573852903,147.41866924142124,173.2598150507522,139.35590520168125,156.9149012716477,166.85121031585982,178.16886477804132,170.56189247554627,180.76036198823545,169.46544236287406,122.57248362982918,165.33560089439823,161.13039198453063,168.94453295613508,155.99382736107654,181.82140994679503,139.58515033811855,155.91278545345267,176.7793229848812,2067.8627135001257,137.9654036187134,179.87043384830204,190.48341542538753,139.2589508583527,254.91134327338904,120.07997365747559,159.5023461958699,172.09002883710363,134.06634452044324,136.4033431852821,156.49262593784857,120.86993150599669,172.54719534830997,136.67327485536993,155.82472081724214,127.83670273509411,124.33484165149837,165.53797330361476,192.87131049999627,127.99381372378645,148.9707241515713,182.3567997631492,165.2375038756133,118.41503798970216,130.86277956429805,136.41347531593533,171.12411756533692,158.58620050362953,130.45915498224312,138.13426984414804,188.5808816666452,183.29007852864007,188.6265296881815,183.44941838070505,163.92145033383665,180.55963823782344,157.05845014462716,180.41049936848714,166.6742944843561,154.4875640459935,185.57605152991636,172.98450692267753,182.83122087542512,179.66239000760456,173.69011558053808,123.79081922767661,131.11308529839792,173.03987350973287,182.63342478085082,121.16300869382273,123.26700968537028,164.5240953193401,166.70775023759006,119.45946305395667,164.3759057282304,159.03703806227813,132.9716922121005,139.65327972102702,143.51013009479686,180.5216908318369,123.67157236105055,172.3133396640035,137.7147101879551,166.43350816561227,136.9795115692363,176.57810946629232,201.79863268991724,170.24120918503974,114.72301234034083,136.75278355863833,172.51478479588405,124.82258775928096,129.3182660953976,176.3811639120634,170.8145327672843,125.55183855076511,121.15898831926228,145.1431102803746,184.88237201276033,136.89426172265928,265.55609105789966,172.17732271481063,120.63152225663048,137.03485269916405,125.60401760990332,155.21005115442946,173.49194808937864,139.88461150649997,195.8389313970291,121.04279106123468,166.08351631331342,121.24570111205391,144.02801280831724,151.12992598571992,168.97005006146284,136.9193166583603,120.3252101588136,186.36744194495543,145.79367999538383,184.02258123092187,162.83518649393935,177.216970181564,190.33321763049204,120.37453689954455,121.50566327233207,166.7027985934214,128.5533065742772,129.80992215655715,156.6033362531114,176.0384115397855,158.98710662820022,124.31191045575876,124.78418590287104,182.49623844224638,133.06250832178205,167.46142271708305,173.67551991772075,186.32406719984658,168.2055930227993,185.5510237960914,119.15501419393887,120.42569124461714,116.25079720910897,196.45413121975437,133.64718596281068,156.72306527198228,168.17696896927643,169.0738311885665,172.36294931482,188.39527690623945,186.07584755747916,203.56919973250805,127.04130337005812,277.9016263172071,166.06191857010387,680.8534551815355,178.19594630934785,162.76529470883398,186.0370715085647,186.6346734141472,184.3287407626888,165.59219738352562,129.27298595343075,118.8403945717256,130.1290065885172,174.0129930888376,143.28262962210619,174.19045315087178
Episode feedback,0.8,0.7754677738555763,0.8591549174766914,0.7692307642998029,0.5942028899390885,0.61842104449446,0.7288135469692619,0.5373134248162176,0.5172413703923902,0.6774193439125913,0.5312499916992189,0.7027026932067204,0.7398373923590456,0.693693687444201,0.6693548333116546,0.7456140285472453,0.7758620555885852,0.6699029061174475,0.7333333211111114,0.7187499887695314,0.5862068864447089,0.7017543736534321,0.44067795863257697,0.4516128959417275,0.5322580559313217,0.35483870395421446,0.2419354799687826,0.6730769101331364,0.4915254153978743,0.3859649055093876,0.37288134961218056,0.781249987792969,0.5806451519250783,0.4561403428747308,0.4545454462809919,0.5166666580555557,0.5810055849692581,0.4999999913793105,0.7166666547222225,0.538461530177515,0.47368420221606666,0.6249999939903846,0.6274509680891968,0.3157894681440444,0.5483870879292405,0.6666666549707605,0.6101694811835682,0.7068965395362666,0.5192307592455624,0.5423728721631716,0.4821428485331634,0.5614034989227457,0.4074073998628259,0.5094339526521896,0.40350876485072346,0.569230760473373,0.4999999907407409,0.5272727176859506,0.6451612799167535,0.34482758026159344,0.35999999280000017,0.46296295438957497,0.32727272132231416,0.3333333277777779,0.3749999933035716,0.3207547109291564,0.5090908998347109,0.2539682499370119,0.3709677359521333,0.2968749953613282,0.360655731792529,0.3859649055093876,0.42622950120935243,0.33333332748538025,0.33870967195629564,0.3389830451019823,0.3749999933035716,0.2539682499370119,0.2833333286111112,0.2539682499370119,0.29508196237570555,0.32258063995837677,0.20370369993141296,0.25454544991735545,0.2666666622222223,0.38095237490551787,0.45283018013527965,0.415094331790673,0.3275862012485138,0.2711864360815858,0.2692307640532545,0.3275862012485138,0.593220328928469,0.44642856345663284,0.4561403428747308,0.5593220244182708,0.33870967195629564,0.37254901230296056,0.316666661388889,0.32142856568877565,0.29508196237570555,0.4545454462809919,0.4237288063774779,0.5074626789930944,0.3770491741467349,0.5471698009967962,0.5178571336096941,0.3333333277777779,0.40384614607988184,0.33962263510145974,0.19672130825047038,0.29508196237570555,0.29629629080932796,0.47058822606689754,0.5614034989227457,0.4285714217687076,0.3749999933035716,0.4631578898614959,0.3709677359521333,0.3962264076183697,0.46551723335315115,0.44642856345663284,0.17857142538265314,0.3709677359521333,0.57142856122449,0.44615383928994096,0.42307691494082855,0.41379309631391215,0.24999999519230778,0.21052631209602962,0.3636363570247935,0.34482758026159344,0.3928571358418369,0.3269230706360948,0.30158729680020163,0.3859649055093876,0.23809523431594867,0.2982456088027086,0.3333333277777779,0.43749999316406263,0.49019606881968497,0.3137254840445984,0.4999999916666668,0.35185184533607694,0.3846153772189351,0.285714280612245,0.2711864360815858,0.22413792717003575,0.2884615329142013,0.2363636320661158,0.360655731792529,0.14814814540466398,0.21311475060467622,0.316666661388889,0.276923072662722,0.41379309631391215,0.3709677359521333,0.42307691494082855,0.3653846083579883,0.4285714198250731,0.20634920307382218,0.18181817851239676,0.1578947340720222,0.3275862012485138,0.2711864360815858,0.22033897931628849,0.12499999804687503,0.4687499926757814,0.2686567124081088,0.21153845747041428,0.3947368369113574,0.31034482223543414,0.3614457809551459,0.3114754047299114,0.3333333277777779,0.29032257596253913,0.3174603124212649,0.30158729680020163,0.28070174946137283,0.25925925445816195,0.30769230177514806,0.25925925445816195,0.2666666622222223,0.33333332748538025,0.360655731792529
total seconds,0.0,17.4585018157959,36.052746057510376,59.52478647232056,79.66932964324951,93.09808492660522,109.21120643615723,121.86646509170532,132.3068664073944,141.6412353515625,152.42900919914246,178.7370445728302,194.6881468296051,210.28516745567322,223.79145288467407,237.30479407310486,253.3455400466919,264.54740738868713,278.33591079711914,302.22879791259766,315.6918787956238,325.8144190311432,334.81204199790955,343.5892803668976,353.06271266937256,361.61098432540894,369.9897475242615,378.3856747150421,387.2767791748047,395.85714983940125,404.04537653923035,429.49723625183105,440.840633392334,450.19368386268616,458.9379253387451,467.23764657974243,485.1550555229187,495.6319668292999,505.0605318546295,514.9954948425293,523.1539628505707,535.2103595733643,545.305849313736,554.3852031230927,566.0371427536011,588.4187245368958,599.7578823566437,611.9234414100647,621.7035791873932,630.1586222648621,639.3173944950104,647.9106209278107,657.6751194000244,665.26020860672,672.2162477970123,686.7302477359772,695.9519004821777,704.1787841320038,714.1563663482666,721.9056012630463,729.8248615264893,737.6877501010895,745.6658251285553,753.759220123291,761.5519602298737,768.9742608070374,776.058901309967,782.4696538448334,790.090318441391,796.9650459289551,803.3932704925537,810.8953444957733,818.4240672588348,825.641083240509,832.7149534225464,839.5816683769226,845.8975245952606,853.3181867599487,859.5845322608948,868.1974110603333,874.7561905384064,881.496954202652,887.7079336643219,893.7662901878357,900.9606974124908,907.6820468902588,915.7533433437347,923.2320039272308,929.9451127052307,936.7228348255157,942.8127627372742,949.516261100769,974.2445344924927,984.0681354999542,992.9399816989899,1001.6917362213135,1008.4445507526398,1018.3474712371826,1025.871612071991,1032.5859246253967,1041.3345911502838,1057.521677494049,1065.1620585918427,1074.3551392555237,1083.7903311252594,1091.335163116455,1102.6662077903748,1110.0414407253265,1116.8606007099152,1123.3898978233337,1130.5229740142822,1137.4788360595703,1147.828932762146,1155.485216140747,1171.6004884243011,1182.3036525249481,1190.4695553779602,1204.581704378128,1212.8109738826752,1219.4714534282684,1226.1542749404907,1233.6465466022491,1240.6598625183105,1258.8587701320648,1266.4986605644226,1276.253491640091,1283.7530059814453,1291.304658651352,1298.4220216274261,1305.306177854538,1312.5213911533356,1320.0584769248962,1327.1257898807526,1333.843733549118,1341.338870048523,1348.210961818695,1354.4913482666016,1360.6744031906128,1367.1817002296448,1374.5123867988586,1392.7911820411682,1401.007628917694,1409.9346106052399,1417.6079568862915,1424.374193429947,1431.7277009487152,1438.8833494186401,1445.8039908409119,1453.0636014938354,1459.752780199051,1466.1251347064972,1473.134211063385,1479.542893409729,1485.4442830085754,1495.181410074234,1502.738212108612,1509.5844857692719,1516.0278425216675,1524.6328129768372,1531.3404943943024,1538.729811668396,1545.5461642742157,1551.3210997581482,1561.7330219745636,1569.128585100174,1575.3122792243958,1582.467740058899,1592.6180324554443,1599.8232536315918,1608.737467765808,1615.912587404251,1625.4003999233246,1635.69451546669,1642.7055785655975,1649.995719909668,1657.4392321109772,1664.8789699077606,1675.7238121032715,1681.8481829166412,1687.689600944519,1694.612434387207,1701.4027121067047,1708.5147058963776,1713.886411190033,1720.1893496513367
total minutes,0.0,0.290975030263265,0.6008791009585063,0.9920797745386759,1.3278221607208252,1.5516347487767537,1.8201867739359539,2.031107751528422,2.20511444012324,2.360687255859375,2.5404834866523744,2.9789507428805035,3.244802447160085,3.504752790927887,3.7298575480779013,3.955079901218414,4.222425667444865,4.4091234564781185,4.638931846618652,5.037146631876627,5.261531313260396,5.43024031718572,5.580200699965159,5.72648800611496,5.884378544489542,6.026849738756815,6.166495792071024,6.3064279119173685,6.454612986246745,6.597619163990021,6.734089608987173,7.158287270863851,7.347343889872233,7.503228064378103,7.648965422312418,7.787294109662374,8.085917592048645,8.260532780488331,8.417675530910492,8.583258247375488,8.719232714176178,8.920172659556071,9.0884308218956,9.239753385384878,9.433952379226685,9.806978742281595,9.995964705944061,10.198724023501079,10.361726319789886,10.502643704414368,10.655289908250174,10.798510348796844,10.961251990000408,11.087670143445333,11.203604129950206,11.445504128932953,11.599198341369629,11.73631306886673,11.902606105804443,12.03176002105077,12.163747692108155,12.294795835018158,12.427763752142589,12.562653668721516,12.692532670497894,12.81623768011729,12.934315021832784,13.04116089741389,13.168171974023183,13.282750765482584,13.389887841542562,13.514922408262889,13.64040112098058,13.760684720675151,13.87858255704244,13.993027806282043,14.098292076587677,14.221969779332479,14.326408871014912,14.469956851005554,14.579269842306774,14.691615903377533,14.795132227738698,14.896104836463929,15.016011623541514,15.128034114837646,15.262555722395579,15.387200065453847,15.499085211753846,15.61204724709193,15.713546045621236,15.82527101834615,16.237408908208213,16.401135591665902,16.548999694983163,16.694862270355223,16.807409179210662,16.972457853953042,17.09786020119985,17.20976541042328,17.355576519171397,17.625361291567483,17.75270097653071,17.905918987592063,18.06317218542099,18.18891938527425,18.37777012983958,18.500690678755443,18.614343345165253,18.72316496372223,18.842049566904702,18.957980600992837,19.130482212702432,19.258086935679117,19.526674807071686,19.705060875415803,19.84115925629934,20.076361739635466,20.21351623137792,20.324524223804474,20.43590458234151,20.56077577670415,20.677664375305177,20.98097950220108,21.108311009407043,21.27089152733485,21.39588343302409,21.521744310855865,21.64036702712377,21.7551029642423,21.875356519222258,22.000974615414936,22.11876316467921,22.2307288924853,22.35564783414205,22.470182696978252,22.57485580444336,22.677906719843545,22.78636167049408,22.908539779980977,23.213186367352804,23.350127148628236,23.498910176754,23.626799281438192,23.739569890499116,23.862128349145255,23.981389156977336,24.096733180681863,24.217726691563925,24.329213003317516,24.435418911774953,24.552236851056417,24.659048223495482,24.757404716809592,24.9196901679039,25.04563686847687,25.159741429487863,25.26713070869446,25.410546882947287,25.52234157323837,25.645496861139932,25.759102737903596,25.855351662635805,26.02888369957606,26.152143085002898,26.25520465373993,26.37446233431498,26.543633874257406,26.663720893859864,26.812291129430136,26.93187645673752,27.090006665388742,27.26157525777817,27.378426309426626,27.499928665161132,27.62398720184962,27.747982831796012,27.92873020172119,28.030803048610686,28.128160015741983,28.243540573120118,28.35671186844508,28.47524509827296,28.56477351983388,28.669822494188946
cummulative feedback,0.0,373.0,434.0,554.0,595.0,642.0,685.0,721.0,751.0,793.0,827.0,879.0,970.0,1047.0,1130.0,1215.0,1260.0,1329.0,1373.0,1419.0,1453.0,1493.0,1519.0,1547.0,1580.0,1602.0,1617.0,1652.0,1681.0,1703.0,1725.0,1775.0,1811.0,1837.0,1862.0,1893.0,2101.0,2130.0,2173.0,2208.0,2235.0,2300.0,2332.0,2350.0,2384.0,2422.0,2458.0,2499.0,2526.0,2558.0,2585.0,2617.0,2639.0,2666.0,2689.0,2726.0,2753.0,2782.0,2822.0,2842.0,2860.0,2885.0,2903.0,2923.0,2944.0,2961.0,2989.0,3005.0,3028.0,3047.0,3069.0,3091.0,3117.0,3136.0,3157.0,3177.0,3198.0,3214.0,3231.0,3247.0,3265.0,3285.0,3296.0,3310.0,3326.0,3350.0,3374.0,3396.0,3415.0,3431.0,3445.0,3464.0,3499.0,3524.0,3550.0,3583.0,3604.0,3623.0,3642.0,3660.0,3678.0,3703.0,3728.0,3762.0,3785.0,3814.0,3843.0,3863.0,3884.0,3902.0,3914.0,3932.0,3948.0,3972.0,4004.0,4031.0,4052.0,4096.0,4119.0,4140.0,4167.0,4192.0,4202.0,4225.0,4257.0,4286.0,4308.0,4332.0,4345.0,4357.0,4377.0,4397.0,4419.0,4436.0,4455.0,4477.0,4492.0,4509.0,4529.0,4557.0,4582.0,4598.0,4628.0,4647.0,4667.0,4683.0,4699.0,4712.0,4727.0,4740.0,4762.0,4770.0,4783.0,4802.0,4820.0,4844.0,4867.0,4889.0,4908.0,4929.0,4942.0,4952.0,4961.0,4980.0,4996.0,5009.0,5017.0,5047.0,5065.0,5076.0,5106.0,5124.0,5184.0,5203.0,5223.0,5241.0,5261.0,5280.0,5296.0,5310.0,5326.0,5340.0,5356.0,5375.0,5397.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
