Episode,Timesteps,Success,Feedback,Percentage_feedback,e,Buffer_size,Human_model,Tau,Human_model_lr,Policy_lr,Policy_batch_lr,Absolute_pos,Buffer_sampling_size
0,0,0,0,0.9,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
1,501,0,0,0.153999999692,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
6,3001,0,183,0.047999999904,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
11,4209,0,367,0.8163265139525202,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
16,5895,0,1022,0.8999999935714287,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
21,7996,0,1738,0.261999999476,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
26,10082,0,2116,0.177999999644,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
31,11755,0,2951,0.8783783665084005,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
36,12519,0,3365,0.8545454390082647,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
41,14576,0,4443,0.5999999988,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
46,17076,0,5583,0.49999999900000003,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
51,19576,0,6439,0.245999999508,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
56,22076,0,6979,0.211999999576,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
61,24150,0,7531,0.257999999484,0.1,500000,True,1e-07,0.001,0.001,0.001,True,20
