,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0
Accumulated time steps,0.0,501.0,898.0,1454.0,1925.0,2409.0,2795.0,3279.0,3584.0,3887.0,4207.0,4526.0,4831.0,5136.0,5488.0,5806.0,6163.0,6452.0,6756.0,7065.0,7376.0,7729.0,8026.0,8327.0,8692.0,8980.0,9274.0,9569.0,9872.0,10179.0,10488.0,10806.0,11162.0,11461.0,11777.0,12082.0,12390.0,12666.0,12971.0,13274.0,13623.0,13933.0,14228.0,14517.0,14814.0,15121.0,15432.0,15745.0,16119.0,16830.0,17121.0,17435.0,17731.0,18085.0,18406.0,18728.0,19035.0,19346.0,19643.0,19940.0,20243.0,20545.0,20945.0,21250.0,21551.0,21908.0,22303.0,22596.0,23069.0,23374.0,23670.0,23954.0,24254.0,24553.0,24837.0,25144.0,25465.0,25741.0,26023.0,26316.0,26606.0,26951.0,27229.0,27567.0,28209.0,28508.0,28820.0,29111.0,29566.0,29855.0,30145.0,30425.0,30732.0,31029.0,31407.0,31697.0,31990.0,32295.0,32631.0,32934.0,33215.0,33514.0,33897.0,34181.0,34472.0,34775.0,35061.0,35343.0,35634.0,35926.0,36226.0,36536.0,36827.0,37227.0,37516.0,37825.0,38122.0,38605.0,38900.0,39178.0,39481.0,39770.0,40063.0,40368.0,40671.0,41087.0,41380.0,41674.0,41972.0,42320.0,42614.0,42882.0,43174.0,43463.0,43760.0,44054.0,44350.0,44652.0,45018.0,45311.0,45608.0,45900.0,46200.0,46485.0,46763.0,47063.0,47354.0,47642.0,47935.0,48234.0,48523.0,48816.0,49102.0,49725.0,50025.0,50724.0,51018.0,51311.0,51616.0,51896.0,52188.0,52468.0,52741.0,53043.0,53334.0,53645.0,53934.0,54243.0,54569.0,54868.0,55200.0,55476.0,55769.0,56057.0,56345.0,56648.0,56939.0,57227.0,57871.0,58153.0,58443.0,58729.0,59029.0,59322.0,59608.0,59914.0,60197.0,60495.0
Episode reward,0.0,847.8358848936183,132.84850590347833,192.88225859062686,124.33677751830027,127.61371677117216,201.0504984808873,475.8836963004144,137.9794982393368,197.77265212544935,170.88921125970535,135.00939392157642,192.54443863179972,161.80395705944292,191.46662118386052,173.05724334604471,167.2981003541386,172.4507636676312,143.65344117806137,135.2534952552422,168.8262413737712,169.8822168696669,200.24931952828862,170.39456149507748,170.2766211890067,158.92185170160698,190.2717050160297,177.0070141275741,168.08148868390487,119.82375651099588,186.54241351794343,128.41079240176177,145.77619942291736,152.82112005204397,167.354195219409,164.72731525536358,131.0437281189755,166.4536587925573,150.20616582685014,127.29931321515379,186.394752963657,185.23485820400043,165.08541602915992,152.801995309581,122.8230863731868,164.77728673146248,167.88832600075077,193.61031000971965,310.5036096571817,1773.8582382512975,113.83820519695162,192.28459898771195,152.72120862284203,147.80111483781457,178.39060364917262,133.96736788358186,147.54923504638526,184.9126151764487,190.45792831974305,134.67908113003335,170.614778896785,139.11904618822817,157.4085960921464,136.49365362280852,182.45963082625502,166.00643227186998,285.3640877740803,166.18269663211288,814.7765331120708,169.44297478804563,172.5361672291636,138.1456535025813,189.62126503916758,126.6975005674205,132.60541015878826,188.86335040440392,231.3708068265191,164.0097265179856,136.47980395286666,172.3222574128864,155.7299811482397,178.12898386942925,173.28681549552473,179.38001797401608,1643.066153490006,175.41001005098522,199.33019630627987,150.6286215682876,184.9998448283683,121.45410859558024,172.93991147133096,170.51247777186146,186.71834619923067,164.66357005362462,122.88600709089954,198.97946352610316,133.42769111085,238.8396143295122,160.00831307658558,195.74801732767787,162.51258783688277,155.5191669549801,161.97995029040848,166.24582878997657,127.81411173931932,170.81915480732866,183.12837007083266,136.40703676915274,140.9831672961388,185.11696802997926,168.4179895461584,131.82285184148785,145.44696654709807,152.65036501159787,166.06620875437707,179.88186808897063,170.48370622426785,174.03155849455888,189.53465371326445,159.34723073304005,172.09431521591728,124.55966819116945,167.71002800544034,137.0837701032141,183.1838759461664,693.7480531343579,182.56626767723287,173.9437377915981,130.06349122597314,160.85256280336168,131.20373628633087,120.46416415234023,171.48789531967063,116.84259899198834,124.30824171547908,195.33878931304525,179.94044389121362,166.3391001435043,134.04880646893815,180.28291144665255,183.77052621195796,188.139385629681,172.32637737613715,145.54465718569074,119.29350236445872,191.24040954850395,164.26411832232563,146.84277975801072,158.1937946016505,128.55267396064326,168.12861658647864,180.38095461851128,123.77476930196127,1379.2368203598971,198.0299605315585,130.2691661603416,128.38302306146943,147.36259245151814,204.7292614098111,165.41140076184146,177.98501935555768,159.21508343568362,184.64647106935146,190.05108293198876,187.83791706231267,139.4094425872863,190.62720494959726,179.53715487248678,197.45676889157278,166.6531477409013,172.4698402137115,142.9867793564491,154.98808596406116,161.26799054850403,190.99654980042772,178.15128358736692,187.23753476129758,118.39494706304866,177.55592710276153,137.74905116042333,169.21982493540403,177.2957341837637,192.41505032029346,180.59428661783315,147.5911397160111,186.36918278050837,128.59532322029185,182.80475137603008
Episode feedback,0.8,0.78999999842,0.4642857059948981,0.597014916462464,0.6666666543209879,0.5535714186862247,0.6056337942868479,0.698795176513282,0.6666666555555558,0.7101449172442766,0.578124990966797,0.7166666547222225,0.6212121117998165,0.633333322777778,0.6176470497404846,0.5737704823972052,0.4576271108876761,0.5409835976887934,0.6774193439125913,0.5263157802400741,0.523076915029586,0.5593220244182708,0.5588235211937718,0.5901639247514111,0.5714285623582768,0.5087719208987382,0.3593749943847657,0.5409835976887934,0.5254237199080726,0.5094339526521896,0.44615383928994096,0.5740740634430729,0.5172413703923902,0.5737704823972052,0.5499999908333335,0.5737704823972052,0.56363635338843,0.5423728721631716,0.4821428485331634,0.5535714186862247,0.29032257596253913,0.44444443738977085,0.4999999913793105,0.5689655074316292,0.4909090819834713,0.41379309631391215,0.5147058747837372,0.3650793592844546,0.5499999945,0.6255230112436757,0.5399999892000003,0.584615375621302,0.5535714186862247,0.4999999907407409,0.3278688470841173,0.32142856568877565,0.5084745676529735,0.499999991935484,0.4687499926757814,0.5090908998347109,0.41666665972222233,0.4237288063774779,0.3859649055093876,0.4561403428747308,0.4062499936523439,0.41379309631391215,0.5035971186791575,0.44999999250000017,0.5708154481939252,0.41666665972222233,0.5423728721631716,0.3859649055093876,0.4843749924316408,0.37037036351166,0.2982456088027086,0.38095237490551787,0.5217391247637052,0.34482758026159344,0.5438596395814098,0.3793103382877528,0.3636363570247935,0.44444443738977085,0.38333332694444455,0.26984126555807514,0.5371702625007907,0.34426228943832315,0.4411764641003461,0.46551723335315115,0.49999999242424253,0.47058822606689754,0.44999999250000017,0.453124992919922,0.43749999316406263,0.43103447532699185,0.4905660284798863,0.24999999632352948,0.55555554526749,0.45070421900416596,0.5344827494054699,0.49999999218750013,0.32203389284688316,0.48275861236623085,0.41379309631391215,0.3793103382877528,0.415094331790673,0.39344261650094076,0.4218749934082032,0.3636363570247935,0.5789473582640815,0.4285714217687076,0.40677965412237876,0.44642856345663284,0.42105262419205924,0.2678571380739797,0.4915254153978743,0.360655731792529,0.29508196237570555,0.5409835976887934,0.3968253905265811,0.43103447532699185,0.3499999941666668,0.4423076838017753,0.38983050186727963,0.3749999933035716,0.523809515495087,0.5274725245743268,0.5081967129803818,0.3968253905265811,0.46296295438957497,0.4642857059948981,0.41818181057851256,0.3653846083579883,0.48333332527777795,0.41176469780853536,0.3207547109291564,0.43076922414201196,0.33870967195629564,0.3050847405917841,0.30357142315051033,0.29508196237570555,0.5161290239334029,0.276923072662722,0.3709677359521333,0.25925925445816195,0.37254901230296056,0.384615378698225,0.41379309631391215,0.2586206851961951,0.42105262419205924,0.2830188625845498,0.4915254153978743,0.30158729680020163,0.3529411695501732,0.5093632939724221,0.40298506861216316,0.2830188625845498,0.415094331790673,0.3965517173008325,0.298507458231232,0.42105262419205924,0.3278688470841173,0.285714280612245,0.30645160796045795,0.3333333280423281,0.27272726859504137,0.29310344322235443,0.3437499946289064,0.2812499956054688,0.39393938797061534,0.41379309631391215,0.38983050186727963,0.3684210461680518,0.3928571358418369,0.42105262419205924,0.3593749943847657,0.2786885200214997,0.31249999511718757,0.3207547109291564,0.29032257596253913,0.33333332748538025,0.24590163531308795,0.2666666622222223,0.28787878351698815,0.3114754047299114,0.33333332716049396,0.3174603124212649,0.3962264076183697,0.4285714217687076
total seconds,0.0,20.48387122154236,37.400339126586914,58.02376079559326,75.0966305732727,92.93647742271423,107.62173676490784,124.69765186309814,135.5573868751526,147.19443035125732,158.83172345161438,172.76306772232056,182.55078291893005,192.907381772995,204.34223890304565,216.32394242286682,229.14892077445984,241.3721158504486,251.17038583755493,261.8642885684967,271.96485209465027,284.05017948150635,293.5220055580139,304.3331735134125,316.98714423179626,326.3703351020813,336.03723526000977,344.9713535308838,356.06888151168823,365.62317299842834,376.79048800468445,387.2316153049469,399.14385890960693,410.98855543136597,420.6759150028229,430.16104078292847,439.63276290893555,447.7497081756592,458.24078488349915,468.9615988731384,478.85878324508667,488.44576811790466,498.2397105693817,507.70855808258057,517.4821169376373,527.4507689476013,537.5161681175232,547.0109901428223,559.3136987686157,583.4373421669006,593.8653202056885,605.4483726024628,614.393518447876,625.7019972801208,635.9601390361786,644.6563875675201,654.4915657043457,663.1496579647064,671.6771967411041,680.1947724819183,690.0943305492401,700.1022799015045,712.1516315937042,721.3293557167053,729.8254408836365,740.3265717029572,751.7579257488251,761.13081407547,776.3505945205688,786.1237461566925,795.3747570514679,804.2938814163208,813.1493420600891,821.3018009662628,827.9929773807526,837.5195355415344,847.3474254608154,855.0385043621063,863.2179505825043,871.6189429759979,879.5575175285339,890.8214929103851,899.1047050952911,909.5910201072693,929.2735555171967,937.8990273475647,946.8401389122009,958.0504083633423,970.8712673187256,980.2177112102509,989.0971682071686,997.5501596927643,1006.7596392631531,1016.6965985298157,1028.4351501464844,1035.03476023674,1043.779047012329,1052.7357215881348,1062.3369538784027,1072.6185898780823,1081.9116146564484,1089.8027341365814,1100.8299677371979,1110.0936102867126,1118.0144040584564,1127.147537469864,1135.3799333572388,1142.8946197032928,1152.3981304168701,1160.2537548542023,1168.8083012104034,1178.301572561264,1185.7702250480652,1196.634910583496,1206.082852602005,1215.590828180313,1225.0990753173828,1237.2131474018097,1246.2946383953094,1253.825493812561,1263.1105978488922,1270.9334115982056,1280.050055027008,1288.489895105362,1297.1745293140411,1308.3027448654175,1315.8312742710114,1323.6166853904724,1331.9362077713013,1340.3696010112762,1351.062663078308,1358.2261955738068,1368.5723967552185,1377.0877676010132,1385.4032037258148,1393.7633328437805,1401.1910696029663,1407.7251980304718,1417.8076725006104,1425.6564428806305,1435.7213320732117,1445.1400754451752,1452.6865210533142,1461.3368759155273,1467.6899707317352,1475.6798388957977,1483.0868029594421,1491.2627730369568,1499.5053040981293,1508.3712635040283,1517.9949882030487,1525.490794658661,1533.879165649414,1550.782940864563,1557.7720005512238,1577.890235900879,1587.479257106781,1595.5921277999878,1603.6716890335083,1612.6403424739838,1620.6102566719055,1627.3015847206116,1634.6160860061646,1642.4890534877777,1649.2156064510345,1657.7781043052673,1664.7643411159515,1671.840440273285,1680.1381857395172,1687.1160423755646,1695.5012805461884,1702.147616147995,1710.1011366844177,1717.1035704612732,1723.2823901176453,1730.6304190158844,1737.4040324687958,1745.0698931217194,1760.4954526424408,1768.6888999938965,1775.801024198532,1783.3147220611572,1792.5320239067078,1800.3956577777863,1807.7784464359283,1815.7051067352295,1824.1714448928833,1832.014797925949
total minutes,0.0,0.34139785369237263,0.6233389854431153,0.9670626799265544,1.2516105095545451,1.5489412903785706,1.793695612748464,2.0782941977183023,2.259289781252543,2.4532405058542888,2.6471953908602397,2.879384462038676,3.0425130486488343,3.2151230295499165,3.4057039817174277,3.605399040381114,3.819148679574331,4.022868597507477,4.186173097292582,4.364404809474945,4.532747534910838,4.734169658025106,4.892033425966899,5.072219558556875,5.283119070529938,5.439505585034689,5.600620587666829,5.749522558848063,5.934481358528137,6.093719549973806,6.279841466744741,6.453860255082448,6.652397648493449,6.849809257189433,7.011265250047048,7.169350679715475,7.327212715148926,7.462495136260986,7.637346414724986,7.81602664788564,7.980979720751445,8.140762801965078,8.303995176156361,8.461809301376343,8.624701948960622,8.790846149126688,8.95860280195872,9.116849835713705,9.321894979476928,9.723955702781677,9.897755336761474,10.090806210041046,10.239891974131266,10.428366621335348,10.599335650602976,10.744273126125336,10.908192761739095,11.052494299411773,11.19461994568507,11.336579541365305,11.501572175820668,11.668371331691741,11.86919385989507,12.022155928611756,12.163757348060608,12.338776195049286,12.529298762480417,12.685513567924499,12.939176575342815,13.102062435944875,13.256245950857798,13.404898023605346,13.552489034334819,13.688363349437713,13.799882956345876,13.95865892569224,14.12245709101359,14.250641739368438,14.386965843041738,14.5269823829333,14.659291958808899,14.847024881839753,14.985078418254853,15.159850335121154,15.487892591953278,15.631650455792744,15.780668981870015,15.967506806055704,16.181187788645428,16.33696185350418,16.48495280345281,16.625835994879406,16.779327321052552,16.94494330883026,17.14058583577474,17.250579337279003,17.396317450205483,17.545595359802245,17.705615897973377,17.876976497968037,18.03186024427414,18.163378902276357,18.347166128953297,18.50156017144521,18.633573400974274,18.785792291164398,18.922998889287314,19.048243661721546,19.206635506947837,19.33756258090337,19.480138353506725,19.638359542687734,19.76283708413442,19.943915176391602,20.101380876700084,20.259847136338553,20.41831792195638,20.620219123363494,20.77157730658849,20.897091563542684,21.051843297481536,21.182223526636758,21.33416758378347,21.474831585089365,21.619575488567353,21.805045747756957,21.93052123785019,22.06027808984121,22.198936796188356,22.339493350187936,22.517711051305135,22.637103259563446,22.80953994592031,22.95146279335022,23.090053395430246,23.229388880729676,23.353184493382773,23.462086633841196,23.63012787501017,23.760940714677176,23.928688867886862,24.085667924086252,24.211442017555235,24.355614598592123,24.461499512195587,24.59466398159663,24.718113382657368,24.854379550615946,24.991755068302155,25.139521058400472,25.29991647005081,25.42484657764435,25.564652760823567,25.846382347742715,25.96286667585373,26.298170598347983,26.45798761844635,26.593202129999796,26.727861483891804,26.877339041233064,27.010170944531758,27.12169307867686,27.243601433436076,27.374817558129628,27.48692677418391,27.629635071754457,27.746072351932526,27.864007337888083,28.002303095658622,28.11860070625941,28.258354675769805,28.369126935799915,28.501685611406963,28.61839284102122,28.72137316862742,28.843840316931406,28.95673387447993,29.084498218695323,29.341590877374014,29.47814833323161,29.596683736642202,29.72191203435262,29.875533731778464,30.006594296296438,30.129640773932138,30.26175177892049,30.40285741488139,30.533579965432484
cummulative feedback,0.0,395.0,421.0,461.0,497.0,528.0,571.0,687.0,727.0,776.0,813.0,856.0,897.0,935.0,977.0,1012.0,1039.0,1072.0,1114.0,1144.0,1178.0,1211.0,1249.0,1285.0,1321.0,1350.0,1373.0,1406.0,1437.0,1464.0,1493.0,1524.0,1554.0,1589.0,1622.0,1657.0,1688.0,1720.0,1747.0,1778.0,1796.0,1824.0,1853.0,1886.0,1913.0,1937.0,1972.0,1995.0,2050.0,2349.0,2376.0,2414.0,2445.0,2472.0,2492.0,2510.0,2540.0,2571.0,2601.0,2629.0,2654.0,2679.0,2701.0,2727.0,2753.0,2777.0,2847.0,2874.0,3007.0,3032.0,3064.0,3086.0,3117.0,3137.0,3154.0,3178.0,3226.0,3246.0,3277.0,3299.0,3319.0,3347.0,3370.0,3387.0,3611.0,3632.0,3662.0,3689.0,3722.0,3746.0,3773.0,3802.0,3830.0,3855.0,3881.0,3898.0,3928.0,3960.0,3991.0,4023.0,4042.0,4070.0,4094.0,4116.0,4138.0,4162.0,4189.0,4209.0,4242.0,4269.0,4293.0,4318.0,4342.0,4357.0,4386.0,4408.0,4426.0,4459.0,4484.0,4509.0,4530.0,4553.0,4576.0,4597.0,4630.0,4726.0,4757.0,4782.0,4807.0,4833.0,4856.0,4875.0,4904.0,4925.0,4942.0,4970.0,4991.0,5009.0,5026.0,5044.0,5076.0,5094.0,5117.0,5131.0,5150.0,5175.0,5199.0,5214.0,5238.0,5253.0,5282.0,5301.0,5319.0,5455.0,5482.0,5497.0,5519.0,5542.0,5562.0,5586.0,5606.0,5622.0,5641.0,5662.0,5680.0,5697.0,5719.0,5737.0,5763.0,5787.0,5810.0,5831.0,5853.0,5877.0,5900.0,5917.0,5937.0,5954.0,5972.0,5991.0,6006.0,6022.0,6041.0,6060.0,6078.0,6098.0,6119.0,6146.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
