,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0
Accumulated time steps,0.0,501.0,1285.0,2032.0,2340.0,2645.0,2989.0,3312.0,3733.0,4027.0,4350.0,4667.0,4974.0,5342.0,5639.0,5948.0,6265.0,6569.0,6877.0,7261.0,7613.0,7975.0,8393.0,8693.0,9014.0,9328.0,9624.0,10077.0,10386.0,10693.0,10987.0,11333.0,11648.0,11945.0,12318.0,12960.0,13284.0,13596.0,13915.0,14222.0,14515.0,14814.0,15222.0,15520.0,15823.0,16124.0,16429.0,16788.0,17078.0,17436.0,17834.0,18140.0,18445.0,18758.0,19141.0,19438.0,19737.0,20048.0,20408.0,20704.0,20988.0,21440.0,21733.0,22093.0,22404.0,22691.0,22983.0,23326.0,23682.0,23990.0,24260.0,24835.0,25134.0,25424.0,25723.0,26028.0,26309.0,26619.0,26925.0,27216.0,27621.0,28444.0,28736.0,29067.0,29371.0,29664.0,29954.0,30296.0,30576.0,30901.0,31261.0,31554.0,31846.0,32154.0,32458.0,32751.0,33055.0,33608.0,33899.0,34249.0,34546.0,34844.0,35346.0,35674.0,35989.0,36275.0,36641.0,36944.0,37263.0,37562.0,37904.0,38195.0,38479.0,38862.0,39147.0,39437.0,39732.0,40019.0,40307.0,40596.0,40902.0,41196.0,41478.0,41760.0,42047.0,42336.0,42632.0,42921.0,43213.0,43496.0,43896.0,44195.0,44482.0,44776.0,45069.0,45370.0,45668.0,45962.0,46245.0,46535.0,46839.0,47128.0,47391.0,47696.0,48053.0,48347.0,48636.0,48931.0,49199.0,49483.0,49763.0,50058.0,50395.0,50694.0,50998.0,51276.0,51547.0,52009.0,52287.0,52554.0,52880.0,53176.0,53449.0,53739.0,54020.0,54352.0,54662.0,54950.0,55235.0,55532.0,55816.0,56168.0,56442.0,56737.0,57041.0,57369.0,57669.0,57952.0,58244.0,58538.0,58816.0,59107.0,59385.0,60001.0
Episode reward,0.0,786.2976973343207,175.3167148493898,156.42634387665157,179.89544912388104,254.07952534152284,122.4079772705902,191.08327000517775,177.9634156902279,175.95143198792476,201.2225438109928,159.02395279356062,127.54069304492592,168.17559929550293,188.11099735675188,172.77474228222852,146.51751178831802,171.91565308095025,182.19359347532063,335.1069697147762,288.61925169267573,137.5728389670502,199.62354103987587,191.52395842038018,174.8839774118266,159.82278289501144,159.62563513400468,173.8561960179363,172.71316147461266,182.4360530793963,124.13639523276726,178.65267453000405,193.25617454214074,148.54305104434553,177.44845913676195,937.2303828644731,179.97623807379227,176.90702024550765,180.39980158002507,181.43626201345285,177.09523023589514,188.9502556919386,168.26500102707809,130.0203158880698,165.99182403399266,182.19756318980913,194.36744744589706,194.22810332433943,178.1223454087543,190.9171133953851,153.97932718557865,187.17759662798215,199.81720066047342,180.35479344802175,180.3873881082174,150.38585901033366,123.54271803837314,186.27892490797925,123.46546207007619,177.02059382102794,161.0525265539615,1013.1051128701317,133.24020702758634,178.97151408820912,190.06266672617807,131.11169466505163,129.65925972668455,167.80794834266405,167.07404095358288,141.1554878922784,126.60884119441835,180.89523088129883,124.39529997339623,167.51556274033405,137.66631839769383,132.8845138849623,169.06756252402303,187.50063999074857,145.68573611507682,119.72065867390008,173.55129802344922,469.26202001522,132.67024431727484,142.04471351867178,161.52265987862518,122.80495178105085,189.82120222513697,132.0073849144655,157.88248596066634,184.366978578117,144.04403080133187,150.52007207693606,166.80125313821304,181.27483184119876,159.47714928834165,174.8530879614354,197.73197929070454,145.15532980297996,179.52733110655205,388.1174074591484,167.73433412310612,155.72181928606756,171.67438374013162,262.51917716272686,186.2857687671388,171.46026968792353,137.7804201908679,167.57899437170337,146.50824076954925,179.5906937474378,144.33742517208748,152.53272387778992,150.22539225145093,357.3156386903497,115.3233853264347,176.26908130699658,124.07144340340894,155.28454604593827,138.21047634224917,115.46077336322891,181.71176219065353,179.28423154822667,164.12467885023887,142.0632872715828,165.78451347120188,184.43912550415294,171.55091719287225,144.09018716987296,137.39833917342085,159.43054761176646,167.55469279599046,184.4116001267904,151.63567924366987,167.5154098705983,181.42196696529095,129.6866259049637,162.056699404019,165.02839467176872,187.28715859906194,162.98063648380025,174.94584027858198,155.93385418110563,132.4726909552216,154.34154702996554,331.60670336311597,155.32858576538175,162.87524654692066,189.52171472983963,116.25545867713906,184.40105302959265,123.6527655382635,159.99816397112576,130.48277440523648,126.62103401397638,178.29442714791224,142.6571927857473,119.84642444538102,173.67605164653065,108.72026256185562,118.08156289574192,274.8762842878015,183.06527275445072,124.59535618153116,140.53430400113544,130.99380597011256,164.17265826866335,194.53388610367907,125.36809470984653,120.08307029462173,146.56414278626107,193.67214098894092,188.67158643327983,131.10031252017782,170.0556453364579,178.10492136687174,166.32790370254148,177.77643030403675,130.21206226085172,191.16448764419496,176.58013139375083,166.5820743684915,177.42075608703936,164.68608777419402,129.47754372543
Episode feedback,0.8,0.7859999984280001,0.5483870879292405,0.6451612799167535,0.5624999912109376,0.689189179875822,0.4999999907407409,0.6142857055102042,0.4285714217687076,0.650793640463593,0.6999999900000001,0.5172413703923902,0.6363636247933887,0.6557376941682346,0.6093749904785158,0.5645161199271593,0.3859649055093876,0.6129032159209159,0.597014916462464,0.6048387047996879,0.5688073342311254,0.6666666555555558,0.5362318762864946,0.522388051904656,0.507692299881657,0.4915254153978743,0.6499999891666669,0.6612903119146725,0.5396825311161503,0.6349206248425298,0.45283018013527965,0.6451612799167535,0.39393938797061534,0.6101694811835682,0.453124992919922,0.6255924140967184,0.39393938797061534,0.6190476092214665,0.538461530177515,0.4687499926757814,0.6065573671056169,0.47619046863189735,0.3559321973570814,0.3999999927272729,0.5666666572222224,0.5714285623582768,0.553846145325444,0.44776118734684794,0.4285714217687076,0.3437499946289064,0.5087719208987382,0.4687499926757814,0.65151514164371,0.4218749934082032,0.46774192793964636,0.42105262419205924,0.5490195970780472,0.5156249919433595,0.40384614607988184,0.43548386394380867,0.48275861236623085,0.5631067933829768,0.4107142783801022,0.6290322479188347,0.5624999912109376,0.4107142783801022,0.6296296179698219,0.31034482223543414,0.43103447532699185,0.49999999107142873,0.5370370270919069,0.403225799947971,0.4423076838017753,0.593220328928469,0.3684210461680518,0.43859648353339503,0.48333332527777795,0.3174603124212649,0.5344827494054699,0.4399999912000002,0.47457626314277523,0.5379310307728895,0.38888888168724295,0.3965517173008325,0.5614034989227457,0.538461528106509,0.4838709599375652,0.3999999927272729,0.44642856345663284,0.5312499916992189,0.5344827494054699,0.3999999927272729,0.43103447532699185,0.33870967195629564,0.3559321973570814,0.5312499916992189,0.39393938797061534,0.47368420221606666,0.3114754047299114,0.5137614631765004,0.41379309631391215,0.4561403428747308,0.4237288063774779,0.44859812664861565,0.453124992919922,0.39999999333333347,0.56363635338843,0.34482758026159344,0.43859648353339503,0.41935483194588985,0.3749999933035716,0.37037036351166,0.40677965412237876,0.49285713933673475,0.33999999320000013,0.39344261650094076,0.38888888168724295,0.4545454462809919,0.42105262419205924,0.35999999280000017,0.38095237490551787,0.32258063995837677,0.43859648353339503,0.48148147256515794,0.42105262419205924,0.25806451196670144,0.41666665972222233,0.34482758026159344,0.33928570822704096,0.3749999933035716,0.3965517173008325,0.38709676795005216,0.29629629080932796,0.3666666605555557,0.360655731792529,0.4423076838017753,0.21818181421487612,0.4999999913793105,0.44444443738977085,0.29310344322235443,0.32203389284688316,0.3749999933035716,0.38888888168724295,0.3571428507653063,0.47706421580675035,0.43103447532699185,0.21428571045918376,0.44615383928994096,0.2549019557862362,0.32258063995837677,0.35999999280000017,0.4999999913793105,0.415094331790673,0.48076922152366885,0.3278688470841173,0.2982456088027086,0.5599999888000002,0.44999999250000017,0.2916666605902779,0.35999999280000017,0.3924050583239866,0.30158729680020163,0.23076922633136104,0.33928570822704096,0.38888888168724295,0.2280701714373654,0.3134328311427936,0.3846153772189351,0.41176469780853536,0.3965517173008325,0.36923076355029594,0.276923072662722,0.25925925445816195,0.3389830451019823,0.3499999941666668,0.3275862012485138,0.3333333277777779,0.3207547109291564,0.34920634366339137,0.34426228943832315,0.29310344322235443,0.23333332944444451,0.35087718682671604,0.5094339526521896
total seconds,0.0,19.66572856903076,52.74490809440613,81.23507714271545,93.26727795600891,107.10973715782166,120.17327761650085,130.5631024837494,145.35296869277954,156.05167746543884,167.96133637428284,180.32182908058167,189.8862566947937,204.07662916183472,216.8672161102295,230.1484067440033,240.26633524894714,249.6219928264618,261.1640248298645,272.8015818595886,283.47236037254333,295.48324704170227,309.7009582519531,319.8005247116089,331.8128695487976,343.484787940979,356.0856885910034,372.58856654167175,383.24916672706604,394.9465503692627,404.4029424190521,416.45525193214417,426.5542781352997,435.0983946323395,446.9352490901947,468.1712968349457,478.4022114276886,490.2349817752838,499.656432390213,510.47934126853943,520.1925852298737,529.0990855693817,541.7582256793976,549.4299311637878,560.4343905448914,569.6167597770691,579.6581292152405,590.9129948616028,600.449236869812,611.3886368274689,623.8885931968689,633.1478846073151,642.2948634624481,651.3735909461975,664.1610853672028,674.379644870758,683.3834569454193,692.6502201557159,703.1589839458466,712.5743522644043,720.2982189655304,736.0534901618958,745.0923135280609,756.9897089004517,766.2411241531372,775.0650634765625,783.5303852558136,792.4762547016144,805.3040020465851,814.6513154506683,824.3292503356934,840.7500298023224,849.4266414642334,857.4187014102936,866.5730211734772,875.775936126709,884.2933828830719,893.6668362617493,902.4539823532104,912.5845303535461,925.6254138946533,948.3919794559479,956.8526911735535,966.3066558837891,976.0820038318634,985.0468635559082,993.2315983772278,1002.6562316417694,1009.7588214874268,1019.3149123191833,1029.9648776054382,1037.8814339637756,1048.159030199051,1058.229880809784,1066.0950903892517,1074.6142456531525,1083.032273054123,1097.4778554439545,1105.5036103725433,1116.1656289100647,1124.1383213996887,1132.748883008957,1147.2509696483612,1156.6373760700226,1165.9262473583221,1173.6648070812225,1184.9420042037964,1193.5766501426697,1202.2961568832397,1211.1914823055267,1221.2606964111328,1228.6353812217712,1235.002961397171,1245.4865262508392,1252.1804888248444,1260.6983766555786,1269.484693288803,1276.732105255127,1284.785861492157,1291.2985796928406,1300.2047970294952,1307.2719309329987,1315.8487136363983,1323.343148469925,1331.1306302547455,1338.6423563957214,1348.0616977214813,1356.4041986465454,1364.1934390068054,1372.1053731441498,1382.460380077362,1391.1936783790588,1397.630644083023,1405.2884557247162,1412.3135673999786,1420.6504640579224,1428.5758969783783,1436.3659255504608,1443.8891768455505,1451.3299000263214,1458.553091287613,1465.7122695446014,1474.1847999095917,1484.036957502365,1493.0861232280731,1500.7191288471222,1507.6166265010834,1515.676364183426,1521.6615715026855,1529.3277704715729,1536.5528512001038,1545.0994546413422,1553.3287069797516,1560.967926979065,1567.8920731544495,1573.8785943984985,1580.9567937850952,1591.1766436100006,1598.6734285354614,1606.2211685180664,1614.0821523666382,1621.549311876297,1628.5419850349426,1636.2372279167175,1642.4629979133606,1650.6797969341278,1658.1477828025818,1664.8105030059814,1671.645777463913,1679.343045949936,1686.7691762447357,1695.9291043281555,1704.2018656730652,1711.4533867835999,1718.4437322616577,1726.6542160511017,1734.4651815891266,1740.5366263389587,1746.9322047233582,1753.9608390331268,1760.4003813266754,1767.0371918678284,1774.3797929286957,1788.3197870254517
total minutes,0.0,0.32776214281717936,0.8790818015734355,1.353917952378591,1.5544546326001485,1.7851622859636942,2.002887960275014,2.1760517080624897,2.4225494782129924,2.6008612910906472,2.799355606238047,3.005363818009694,3.1647709449132284,3.4012771526972454,3.614453601837158,3.8358067790667216,4.004438920815786,4.160366547107697,4.352733747164408,4.5466930309931435,4.724539339542389,4.924720784028371,5.161682637532552,5.3300087451934814,5.53021449247996,5.724746465682983,5.934761476516724,6.209809442361196,6.3874861121177675,6.582442506154378,6.740049040317535,6.940920865535736,7.109237968921661,7.251639910538992,7.448920818169912,7.802854947249094,7.973370190461477,8.170583029588064,8.32760720650355,8.507989021142324,8.669876420497895,8.818318092823029,9.029303761323293,9.157165519396465,9.340573175748188,9.493612662951152,9.660968820254007,9.848549914360046,10.007487281163533,10.189810613791147,10.398143219947816,10.552464743455252,10.704914391040802,10.856226515769958,11.069351422786713,11.239660747845967,11.389724282423655,11.5441703359286,11.719316399097442,11.876239204406739,12.004970316092173,12.267558169364928,12.418205225467682,12.616495148340862,12.770685402552287,12.917751057942708,13.05883975426356,13.207937578360239,13.421733367443085,13.577521924177805,13.738820838928223,14.012500496705373,14.157110691070557,14.29031169017156,14.44288368622462,14.596265602111817,14.738223048051198,14.894447271029154,15.04089970588684,15.209742172559102,15.427090231577555,15.806532990932464,15.947544852892557,16.105110931396485,16.268033397197723,16.417447725931805,16.553859972953795,16.71093719402949,16.829313691457113,16.98858187198639,17.16608129342397,17.29802389939626,17.469317169984183,17.637164680163064,17.768251506487527,17.91023742755254,18.050537884235382,18.291297590732576,18.42506017287572,18.602760481834412,18.73563868999481,18.879148050149283,19.120849494139353,19.277289601167045,19.4321041226387,19.561080118020374,19.749033403396606,19.892944169044494,20.03826928138733,20.18652470509211,20.35434494018555,20.477256353696188,20.58338268995285,20.758108770847322,20.869674813747405,21.01163961092631,21.15807822148005,21.278868420918783,21.41309769153595,21.521642994880676,21.670079950491587,21.787865515549978,21.93081189393997,22.055719141165415,22.18551050424576,22.310705939928692,22.467694962024687,22.60673664410909,22.73655731678009,22.86842288573583,23.0410063346227,23.186561306317646,23.293844068050383,23.421474262078604,23.53855945666631,23.677507734298707,23.80959828297297,23.93943209250768,24.06481961409251,24.188831667105358,24.30921818812688,24.42853782574336,24.56974666515986,24.733949291706086,24.884768720467886,25.01198548078537,25.126943775018056,25.26127273639043,25.361026191711424,25.488796174526215,25.609214186668396,25.751657577355704,25.88881178299586,26.01613211631775,26.13153455257416,26.23130990664164,26.349279896418253,26.519610726833342,26.64455714225769,26.77035280863444,26.901369206110637,27.02582186460495,27.142366417249043,27.270620465278625,27.37438329855601,27.51132994890213,27.63579638004303,27.746841716766358,27.860762957731882,27.989050765832264,28.11281960407893,28.265485072135924,28.40336442788442,28.524223113059996,28.64072887102763,28.77757026751836,28.907753026485445,29.00894377231598,29.115536745389303,29.232680650552116,29.34000635544459,29.450619864463807,29.572996548811595,29.80532978375753
cummulative feedback,0.0,393.0,427.0,467.0,503.0,554.0,581.0,624.0,651.0,692.0,741.0,771.0,806.0,846.0,885.0,920.0,942.0,980.0,1020.0,1095.0,1157.0,1197.0,1234.0,1269.0,1302.0,1331.0,1370.0,1411.0,1445.0,1485.0,1509.0,1549.0,1575.0,1611.0,1640.0,1772.0,1798.0,1837.0,1872.0,1902.0,1939.0,1969.0,1990.0,2012.0,2046.0,2082.0,2118.0,2148.0,2175.0,2197.0,2226.0,2256.0,2299.0,2326.0,2355.0,2379.0,2407.0,2440.0,2461.0,2488.0,2516.0,2632.0,2655.0,2694.0,2730.0,2753.0,2787.0,2805.0,2830.0,2858.0,2887.0,2912.0,2935.0,2970.0,2991.0,3016.0,3045.0,3065.0,3096.0,3118.0,3146.0,3224.0,3245.0,3268.0,3300.0,3328.0,3358.0,3380.0,3405.0,3439.0,3470.0,3492.0,3517.0,3538.0,3559.0,3593.0,3619.0,3646.0,3665.0,3721.0,3745.0,3771.0,3796.0,3844.0,3873.0,3897.0,3928.0,3948.0,3973.0,3999.0,4020.0,4040.0,4064.0,4133.0,4150.0,4174.0,4195.0,4220.0,4244.0,4262.0,4286.0,4306.0,4331.0,4357.0,4381.0,4397.0,4422.0,4442.0,4461.0,4482.0,4505.0,4529.0,4545.0,4567.0,4589.0,4612.0,4624.0,4653.0,4681.0,4698.0,4717.0,4738.0,4759.0,4779.0,4831.0,4856.0,4868.0,4897.0,4910.0,4930.0,4948.0,4977.0,4999.0,5024.0,5044.0,5061.0,5089.0,5116.0,5130.0,5148.0,5179.0,5198.0,5210.0,5229.0,5250.0,5263.0,5284.0,5304.0,5325.0,5348.0,5372.0,5390.0,5404.0,5424.0,5445.0,5464.0,5484.0,5501.0,5523.0,5544.0,5561.0,5575.0,5595.0,5622.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
