Episode,Timesteps,Success,Feedback,Percentage_feedback,e,Buffer_size,Human_model,Tau,Human_model_lr,Policy_lr,Policy_batch_lr,Absolute_pos,Buffer_sampling_size,Alpha
0,0,0,0,0.9,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
1,501,0,0,0.901999998196,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
6,3001,0,1780,0.88999999822,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
11,5265,0,3450,0.83713354776178,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
16,6444,1,4259,0.8333333288530467,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
21,7381,1,4771,0.8092105236539128,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
26,8280,0,5329,0.7813953452028124,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
31,9125,1,5873,0.8098159459520494,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
36,9894,1,6345,0.8036809766645339,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
41,10537,0,6754,0.71969696424472,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
46,11199,1,7144,0.8173912972400756,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
51,11829,0,7527,0.7666666602777779,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
56,12455,1,7896,0.7499999930555556,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
61,13011,1,8232,0.7291666590711806,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
66,13624,1,8593,0.7744360844027363,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
71,14237,1,8938,0.704545449207989,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
76,14832,1,9281,0.6517857084661991,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
81,15387,1,9610,0.702127652105025,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
86,15989,1,9936,0.7039999943680001,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
91,16488,1,10210,0.7058823460207614,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
96,17049,1,10526,0.7946428500478318,0.1,15000,False,1.5e-05,0.001,0.001,0.001,False,20,0.9
