,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Accumulated time steps,0.0,1000.0,1867.0,2312.0,3311.0,4310.0,4875.0,5874.0,6873.0,7872.0,8871.0,9870.0,10869.0,11868.0,12867.0,13866.0,14865.0,15864.0,16863.0,17862.0,18861.0,19860.0
Episode reward,0.0,-33.316435699302936,68.97111487720954,82.50363582024886,-32.980872426587844,-33.22827625994754,80.01470338564457,-33.15313464761411,-33.59449445899802,-32.973018904655724,-32.65917435744137,-33.23125593699046,-33.676533779955136,-30.84538939750354,-32.920844769799906,-31.958568759947525,-31.79162810522798,-32.80546367191947,-31.969690898605972,-31.99203435763603,-33.34364396786709,-32.47321210670906
Episode feedback,0.8,0.4358717430502287,0.33833718205734736,0.23198198145950005,0.14629258502375492,0.12324649286247846,0.07092198568985464,0.06412825644876928,0.0400801602804808,0.02204408815426444,0.01603206411219232,0.0060120240420721205,0.0030060120210360602,0.00801603205609616,0.00200400801402404,0.0030060120210360602,0.0,0.0030060120210360602,0.0,0.0,0.0,0.0
total seconds,0.0,70.48120713233948,130.68598747253418,157.9365348815918,213.12011647224426,267.1310832500458,296.9877507686615,348.1616258621216,397.69227051734924,446.66312432289124,495.43715143203735,544.1182863712311,593.979409456253,642.6912546157837,690.7964742183685,738.8109941482544,786.8947558403015,835.3462705612183,883.3377630710602,931.4864091873169,979.7473111152649,1027.491435289383
total minutes,0.0,1.1746867855389913,2.178099791208903,2.6322755813598633,3.552001941204071,4.452184720834096,4.949795846144358,5.802693764368693,6.6282045086224874,7.444385405381521,8.257285857200623,9.068638106187185,9.899656824270885,10.711520910263062,11.513274570306143,12.313516569137573,13.114912597338359,13.922437842686971,14.722296051184337,15.524773486455281,16.32912185192108,17.12485725482305
cummulative feedback,0.0,435.0,728.0,831.0,977.0,1100.0,1140.0,1204.0,1244.0,1266.0,1282.0,1288.0,1291.0,1299.0,1301.0,1304.0,1304.0,1307.0,1307.0,1307.0,1307.0,1307.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
