,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,531.0,1292.0,1644.0,2144.0,2977.0,3643.0,4642.0,5434.0,6433.0,7311.0,8310.0,9309.0,10308.0,11307.0,12306.0,13305.0,14304.0,15303.0,16302.0,17301.0,18300.0,19299.0
Episode reward,0.0,78.99400515863239,73.16180642920816,84.18860214073123,84.01840725801554,71.87686440915417,79.81292059268347,-30.33427773165527,73.88844558836476,-29.958425998640926,73.15891093987685,-27.303071938173442,-30.423628269966798,-30.168623650837013,-28.67324242663787,-25.84567054500186,-30.26722963077364,-27.62501089233844,-29.512802223209132,-28.872632044783938,-30.68311139823615,-27.607542093699262,-26.63954104329553
Episode feedback,0.8,0.4801512278258011,0.34342105217970914,0.28205128124771717,0.24649298547796997,0.17067307671794102,0.18195488694442874,0.10821643275729817,0.07964601759842475,0.03807615226645676,0.029646522201087204,0.01903807613322838,0.01603206411219232,0.007014028049084141,0.00400801602804808,0.00400801602804808,0.0030060120210360602,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,39.122414350509644,90.59032773971558,113.44675493240356,144.5665123462677,192.41275811195374,231.11687564849854,284.31434416770935,326.13888216018677,376.40305614471436,420.8386039733887,469.73147535324097,518.638614654541,566.882782459259,614.6896030902863,662.7391142845154,710.4805464744568,758.4633038043976,805.7724046707153,853.4683697223663,901.2309937477112,949.3124353885651,996.9824299812317
total minutes,0.0,0.6520402391751607,1.5098387956619264,1.8907792488733928,2.409441872437795,3.2068793018658956,3.8519479274749755,4.738572402795156,5.435648036003113,6.273384269078573,7.0139767328898115,7.8288579225540165,8.643976910909016,9.448046374320985,10.244826718171437,11.045651904741923,11.841342441240947,12.641055063406627,13.429540077845255,14.224472828706105,15.020516562461854,15.821873923142752,16.61637383302053
cummulative feedback,0.0,254.0,515.0,614.0,737.0,879.0,1000.0,1108.0,1171.0,1209.0,1235.0,1254.0,1270.0,1277.0,1281.0,1285.0,1288.0,1289.0,1289.0,1290.0,1290.0,1290.0,1290.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
